Date,EDL
2015-01-01,35.0
2015-01-02,35.8
2015-01-05,36.65
2015-01-06,36.5
2015-01-07,37.2
2015-01-08,37.15
2015-01-09,37.2
2015-01-12,34.95
2015-01-13,33.75
2015-01-14,32.95
2015-01-15,32.9
2015-01-16,32.5
2015-01-19,31.95
2015-01-20,30.95
2015-01-21,30.2
2015-01-22,29.6
2015-01-23,28.95
2015-01-27,28.65
2015-01-28,28.35
2015-01-29,28.15
2015-01-30,27.95
2015-02-02,28.05
2015-02-03,28.4
2015-02-04,28.4
2015-02-05,27.9
2015-02-06,27.1
2015-02-09,27.75
2015-02-10,28.0
2015-02-11,27.7
2015-02-12,29.55
2015-02-13,30.6
2015-02-16,29.8
2015-02-18,29.55
2015-02-19,30.05
2015-02-20,30.2
2015-02-23,30.05
2015-02-24,29.4
2015-02-25,29.8
2015-02-26,30.25
2015-02-27,29.9
2015-02-28,28.75
2015-03-02,29.4
2015-03-03,29.65
2015-03-04,29.75
2015-03-05,29.65
2015-03-09,29.4
2015-03-10,28.25
2015-03-11,26.65
2015-03-12,26.5
2015-03-13,27.0
2015-03-16,27.15
2015-03-17,26.8
2015-03-18,26.9
2015-03-19,26.45
2015-03-20,26.25
2015-03-23,25.7
2015-03-24,25.25
2015-03-25,24.0
2015-03-26,24.45
2015-03-27,23.8
2015-03-30,23.2
2015-03-31,23.8
2015-04-01,24.4
2015-04-06,29.25
2015-04-07,29.55
2015-04-08,29.25
2015-04-09,29.4
2015-04-10,29.35
2015-04-13,30.35
2015-04-15,30.3
2015-04-16,29.4
2015-04-17,29.0
2015-04-20,28.2
2015-04-21,28.85
2015-04-22,28.75
2015-04-23,28.95
2015-04-24,28.2
2015-04-27,26.4
2015-04-28,28.0
2015-04-29,27.95
2015-04-30,27.7
2015-05-04,27.35
2015-05-05,27.05
2015-05-06,26.05
2015-05-07,25.5
2015-05-08,26.05
2015-05-11,25.8
2015-05-12,25.2
2015-05-13,25.6
2015-05-14,25.9
2015-05-15,25.35
2015-05-18,24.85
2015-05-19,24.9
2015-05-20,25.4
2015-05-21,25.2
2015-05-22,25.15
2015-05-25,29.05
2015-05-26,26.65
2015-05-27,27.45
2015-05-28,27.0
2015-05-29,27.0
2015-06-01,27.25
2015-06-02,30.15
2015-06-03,27.65
2015-06-04,27.1
2015-06-05,27.25
2015-06-08,27.1
2015-06-09,26.5
2015-06-10,27.15
2015-06-11,26.55
2015-06-12,26.05
2015-06-15,26.5
2015-06-16,26.1
2015-06-17,26.95
2015-06-18,26.9
2015-06-19,28.45
2015-06-22,27.9
2015-06-23,28.8
2015-06-24,34.25
2015-06-25,32.9
2015-06-26,31.3
2015-06-29,30.5
2015-06-30,32.2
2015-07-01,32.75
2015-07-02,38.2
2015-07-03,35.7
2015-07-06,36.3
2015-07-07,40.85
2015-07-08,42.1
2015-07-09,41.35
2015-07-10,39.5
2015-07-13,39.65
2015-07-14,41.85
2015-07-15,41.75
2015-07-16,41.1
2015-07-17,39.65
2015-07-20,38.8
2015-07-21,37.55
2015-07-22,36.9
2015-07-23,38.0
2015-07-24,39.55
2015-07-27,39.65
2015-07-28,40.2
2015-07-29,41.9
2015-07-30,43.9
2015-07-31,42.65
2015-08-03,43.2
2015-08-04,44.15
2015-08-05,45.1
2015-08-06,44.6
2015-08-07,47.15
2015-08-10,49.0
2015-08-11,47.9
2015-08-12,44.0
2015-08-13,42.65
2015-08-14,41.8
2015-08-17,43.45
2015-08-18,46.3
2015-08-19,46.45
2015-08-20,44.6
2015-08-21,43.65
2015-08-24,35.15
2015-08-25,35.1
2015-08-26,36.75
2015-08-27,37.35
2015-08-28,36.35
2015-08-31,36.65
2015-09-01,33.85
2015-09-02,33.8
2015-09-03,34.05
2015-09-04,34.25
2015-09-07,32.95
2015-09-08,33.85
2015-09-09,34.3
2015-09-10,33.15
2015-09-11,34.55
2015-09-14,37.0
2015-09-15,35.95
2015-09-16,36.45
2015-09-18,36.3
2015-09-21,38.9
2015-09-22,38.35
2015-09-23,38.0
2015-09-24,37.7
2015-09-28,38.25
2015-09-29,37.5
2015-09-30,36.75
2015-10-01,37.0
2015-10-05,39.95
2015-10-06,38.6
2015-10-07,39.2
2015-10-08,39.7
2015-10-09,40.0
2015-10-12,39.05
2015-10-13,39.6
2015-10-14,42.2
2015-10-15,41.95
2015-10-16,42.75
2015-10-19,43.1
2015-10-20,45.65
2015-10-21,46.2
2015-10-23,46.1
2015-10-26,44.05
2015-10-27,43.8
2015-10-28,44.25
2015-10-29,43.8
2015-10-30,43.1
2015-11-02,43.4
2015-11-03,50.55
2015-11-04,49.85
2015-11-05,50.95
2015-11-06,48.05
2015-11-09,52.95
2015-11-10,53.1
2015-11-11,54.4
2015-11-13,65.25
2015-11-16,78.3
2015-11-17,73.35
2015-11-18,74.6
2015-11-19,77.25
2015-11-20,73.7
2015-11-23,73.05
2015-11-24,74.7
2015-11-26,79.05
2015-11-27,76.75
2015-11-30,75.9
2015-12-01,73.55
2015-12-02,78.75
2015-12-03,79.15
2015-12-04,86.65
2015-12-07,103.2
2015-12-08,109.35
2015-12-09,98.45
2015-12-10,102.6
2015-12-11,98.65
2015-12-14,96.8
2015-12-15,96.4
2015-12-16,97.5
2015-12-17,104.75
2015-12-18,107.0
2015-12-21,108.45
2015-12-22,104.7
2015-12-23,101.4
2015-12-24,97.95
2015-12-28,100.6
2015-12-29,96.9
2015-12-30,93.2
2015-12-31,90.15
