Date,BBTC
2015-01-01,385.55
2015-01-02,424.1
2015-01-05,444.6
2015-01-06,420.25
2015-01-07,462.25
2015-01-08,484.45
2015-01-09,472.3
2015-01-12,476.1
2015-01-13,469.25
2015-01-14,454.75
2015-01-15,464.9
2015-01-16,464.9
2015-01-19,483.75
2015-01-20,470.8
2015-01-21,473.55
2015-01-22,464.7
2015-01-23,457.45
2015-01-27,450.9
2015-01-28,441.95
2015-01-29,436.0
2015-01-30,430.45
2015-02-02,451.95
2015-02-03,435.9
2015-02-04,433.1
2015-02-05,435.2
2015-02-06,415.7
2015-02-09,416.45
2015-02-10,414.45
2015-02-11,420.3
2015-02-12,462.3
2015-02-13,460.05
2015-02-16,470.65
2015-02-18,471.05
2015-02-19,469.45
2015-02-20,468.25
2015-02-23,466.75
2015-02-24,451.8
2015-02-25,426.85
2015-02-26,423.0
2015-02-27,422.8
2015-02-28,427.15
2015-03-02,442.4
2015-03-03,485.85
2015-03-04,464.55
2015-03-05,474.6
2015-03-09,503.85
2015-03-10,517.4
2015-03-11,518.8
2015-03-12,499.65
2015-03-13,477.8
2015-03-16,464.4
2015-03-17,472.0
2015-03-18,479.65
2015-03-19,468.65
2015-03-20,449.05
2015-03-23,445.9
2015-03-24,442.5
2015-03-25,435.6
2015-03-26,425.15
2015-03-27,430.2
2015-03-30,453.15
2015-03-31,440.05
2015-04-01,449.15
2015-04-06,474.35
2015-04-07,479.15
2015-04-08,470.25
2015-04-09,468.3
2015-04-10,478.05
2015-04-13,475.95
2015-04-15,481.7
2015-04-16,467.65
2015-04-17,453.75
2015-04-20,443.65
2015-04-21,439.15
2015-04-22,436.6
2015-04-23,440.4
2015-04-24,422.85
2015-04-27,401.5
2015-04-28,427.35
2015-04-29,421.25
2015-04-30,419.1
2015-05-04,437.15
2015-05-05,445.65
2015-05-06,424.6
2015-05-07,411.5
2015-05-08,419.65
2015-05-11,426.5
2015-05-12,415.4
2015-05-13,418.0
2015-05-14,419.6
2015-05-15,421.7
2015-05-18,430.15
2015-05-19,432.8
2015-05-20,431.75
2015-05-21,427.1
2015-05-22,467.0
2015-05-25,470.05
2015-05-26,486.1
2015-05-27,496.8
2015-05-28,524.15
2015-05-29,547.3
2015-06-01,516.3
2015-06-02,483.85
2015-06-03,484.6
2015-06-04,497.45
2015-06-05,515.55
2015-06-08,496.9
2015-06-09,490.95
2015-06-10,495.7
2015-06-11,480.9
2015-06-12,473.75
2015-06-15,472.55
2015-06-16,482.3
2015-06-17,490.6
2015-06-18,486.15
2015-06-19,488.05
2015-06-22,498.95
2015-06-23,492.75
2015-06-24,491.85
2015-06-25,491.2
2015-06-26,489.1
2015-06-29,479.9
2015-06-30,507.35
2015-07-01,511.35
2015-07-02,501.9
2015-07-03,503.25
2015-07-06,510.0
2015-07-07,524.4
2015-07-08,515.05
2015-07-09,521.05
2015-07-10,513.95
2015-07-13,523.0
2015-07-14,519.1
2015-07-15,514.4
2015-07-16,516.7
2015-07-17,535.65
2015-07-20,539.2
2015-07-21,519.15
2015-07-22,528.75
2015-07-23,528.95
2015-07-24,526.65
2015-07-27,512.0
2015-07-28,525.7
2015-07-29,524.1
2015-07-30,603.65
2015-07-31,608.1
2015-08-03,602.8
2015-08-04,620.1
2015-08-05,604.65
2015-08-06,591.8
2015-08-07,584.95
2015-08-10,594.4
2015-08-11,582.5
2015-08-12,562.85
2015-08-13,575.4
2015-08-14,574.8
2015-08-17,590.05
2015-08-18,599.85
2015-08-19,593.85
2015-08-20,576.95
2015-08-21,558.1
2015-08-24,460.8
2015-08-25,469.5
2015-08-26,466.2
2015-08-27,477.4
2015-08-28,478.25
2015-08-31,472.6
2015-09-01,460.35
2015-09-02,460.6
2015-09-03,467.05
2015-09-04,451.1
2015-09-07,446.85
2015-09-08,445.0
2015-09-09,448.9
2015-09-10,445.3
2015-09-11,452.8
2015-09-14,454.75
2015-09-15,463.3
2015-09-16,462.35
2015-09-18,464.25
2015-09-21,464.85
2015-09-22,457.8
2015-09-23,459.6
2015-09-24,458.6
2015-09-28,463.4
2015-09-29,462.9
2015-09-30,481.25
2015-10-01,482.4
2015-10-05,497.8
2015-10-06,487.6
2015-10-07,482.95
2015-10-08,487.6
2015-10-09,519.3
2015-10-12,514.65
2015-10-13,510.8
2015-10-14,516.6
2015-10-15,524.55
2015-10-16,515.6
2015-10-19,518.75
2015-10-20,513.2
2015-10-21,517.15
2015-10-23,509.3
2015-10-26,505.15
2015-10-27,503.1
2015-10-28,501.95
2015-10-29,498.6
2015-10-30,498.4
2015-11-02,494.45
2015-11-03,498.8
2015-11-04,520.3
2015-11-05,511.65
2015-11-06,505.05
2015-11-09,499.75
2015-11-10,494.05
2015-11-11,502.2
2015-11-13,489.2
2015-11-16,481.9
2015-11-17,496.1
2015-11-18,493.8
2015-11-19,495.7
2015-11-20,494.4
2015-11-23,494.05
2015-11-24,486.15
2015-11-26,485.3
2015-11-27,484.35
2015-11-30,484.25
2015-12-01,489.4
2015-12-02,494.8
2015-12-03,498.15
2015-12-04,485.1
2015-12-07,483.2
2015-12-08,467.45
2015-12-09,448.15
2015-12-10,449.05
2015-12-11,438.2
2015-12-14,441.65
2015-12-15,443.5
2015-12-16,444.8
2015-12-17,467.55
2015-12-18,462.4
2015-12-21,461.85
2015-12-22,471.05
2015-12-23,473.2
2015-12-24,471.25
2015-12-28,475.8
2015-12-29,485.15
2015-12-30,491.2
2015-12-31,498.0
