Date,ADHUNIK
2015-01-01,20.95
2015-01-02,22.3
2015-01-05,23.95
2015-01-06,22.8
2015-01-07,22.95
2015-01-08,23.45
2015-01-09,22.95
2015-01-12,23.1
2015-01-13,22.65
2015-01-14,22.2
2015-01-15,21.6
2015-01-16,21.5
2015-01-19,21.5
2015-01-20,21.9
2015-01-21,21.9
2015-01-22,21.6
2015-01-23,21.2
2015-01-27,21.05
2015-01-28,20.9
2015-01-29,20.75
2015-01-30,20.75
2015-02-02,20.85
2015-02-03,20.9
2015-02-04,21.15
2015-02-05,20.7
2015-02-06,19.95
2015-02-09,19.8
2015-02-10,19.85
2015-02-11,19.9
2015-02-12,19.85
2015-02-13,19.75
2015-02-16,19.65
2015-02-18,19.65
2015-02-19,20.65
2015-02-20,20.0
2015-02-23,20.5
2015-02-24,19.95
2015-02-25,19.8
2015-02-26,19.8
2015-02-27,19.85
2015-02-28,19.65
2015-03-02,19.65
2015-03-03,19.6
2015-03-04,19.15
2015-03-05,19.0
2015-03-09,18.45
2015-03-10,18.3
2015-03-11,19.4
2015-03-12,22.85
2015-03-13,24.85
2015-03-16,23.6
2015-03-17,21.75
2015-03-18,23.9
2015-03-19,22.9
2015-03-20,24.05
2015-03-23,23.35
2015-03-24,22.95
2015-03-25,23.15
2015-03-26,21.5
2015-03-27,21.0
2015-03-30,21.35
2015-03-31,20.75
2015-04-01,21.2
2015-04-06,21.25
2015-04-07,21.65
2015-04-08,23.3
2015-04-09,23.25
2015-04-10,23.55
2015-04-13,23.05
2015-04-15,22.3
2015-04-16,21.8
2015-04-17,21.7
2015-04-20,21.25
2015-04-21,21.3
2015-04-22,21.05
2015-04-23,21.4
2015-04-24,20.45
2015-04-27,19.25
2015-04-28,19.2
2015-04-29,19.5
2015-04-30,19.45
2015-05-04,20.0
2015-05-05,19.65
2015-05-06,18.8
2015-05-07,18.65
2015-05-08,18.5
2015-05-11,18.75
2015-05-12,18.2
2015-05-13,18.3
2015-05-14,18.65
2015-05-15,18.7
2015-05-18,18.35
2015-05-19,18.4
2015-05-20,18.2
2015-05-21,18.15
2015-05-22,18.0
2015-05-25,17.7
2015-05-26,17.45
2015-05-27,18.0
2015-05-28,18.2
2015-05-29,17.75
2015-06-01,17.45
2015-06-02,16.9
2015-06-03,15.9
2015-06-04,15.85
2015-06-05,16.15
2015-06-08,15.85
2015-06-09,15.1
2015-06-10,15.05
2015-06-11,15.2
2015-06-12,14.95
2015-06-15,14.75
2015-06-16,14.45
2015-06-17,14.7
2015-06-18,14.8
2015-06-19,14.85
2015-06-22,15.2
2015-06-23,15.15
2015-06-24,16.35
2015-06-25,15.9
2015-06-26,15.6
2015-06-29,14.9
2015-06-30,15.5
2015-07-01,15.9
2015-07-02,15.9
2015-07-03,15.6
2015-07-06,15.65
2015-07-07,15.7
2015-07-08,15.05
2015-07-09,14.95
2015-07-10,15.35
2015-07-13,15.5
2015-07-14,15.65
2015-07-15,18.75
2015-07-16,22.5
2015-07-17,24.75
2015-07-20,22.65
2015-07-21,22.35
2015-07-22,20.9
2015-07-23,22.05
2015-07-24,22.95
2015-07-27,22.4
2015-07-28,21.6
2015-07-29,20.65
2015-07-30,20.9
2015-07-31,20.35
2015-08-03,20.6
2015-08-04,20.6
2015-08-05,20.65
2015-08-06,20.55
2015-08-07,20.15
2015-08-10,19.7
2015-08-11,18.8
2015-08-12,18.0
2015-08-13,16.75
2015-08-14,17.4
2015-08-17,18.2
2015-08-18,18.25
2015-08-19,18.25
2015-08-20,17.5
2015-08-21,17.05
2015-08-24,15.3
2015-08-25,15.7
2015-08-26,16.05
2015-08-27,16.7
2015-08-28,17.15
2015-08-31,16.6
2015-09-01,15.9
2015-09-02,15.6
2015-09-03,15.75
2015-09-04,15.45
2015-09-07,14.65
2015-09-08,14.75
2015-09-09,15.35
2015-09-10,15.5
2015-09-11,15.75
2015-09-14,15.95
2015-09-15,15.55
2015-09-16,15.6
2015-09-18,15.95
2015-09-21,15.9
2015-09-22,15.2
2015-09-23,14.95
2015-09-24,15.1
2015-09-28,14.9
2015-09-29,14.9
2015-09-30,14.85
2015-10-01,14.95
2015-10-05,15.25
2015-10-06,14.95
2015-10-07,14.95
2015-10-08,15.7
2015-10-09,15.85
2015-10-12,16.65
2015-10-13,16.2
2015-10-14,16.2
2015-10-15,16.1
2015-10-16,16.0
2015-10-19,16.15
2015-10-20,15.95
2015-10-21,15.8
2015-10-23,15.65
2015-10-26,15.65
2015-10-27,15.2
2015-10-28,15.4
2015-10-29,15.25
2015-10-30,15.0
2015-11-02,15.2
2015-11-03,15.0
2015-11-04,14.8
2015-11-05,14.75
2015-11-06,14.65
2015-11-09,14.65
2015-11-10,14.65
2015-11-11,14.85
2015-11-13,14.75
2015-11-16,14.8
2015-11-17,14.9
2015-11-18,14.6
2015-11-19,14.8
2015-11-20,14.7
2015-11-23,14.7
2015-11-24,14.75
2015-11-26,14.8
2015-11-27,14.95
2015-11-30,14.95
2015-12-01,17.9
2015-12-02,16.4
2015-12-03,16.65
2015-12-04,16.25
2015-12-07,15.95
2015-12-08,15.4
2015-12-09,14.9
2015-12-10,15.05
2015-12-11,15.35
2015-12-14,15.15
2015-12-15,15.15
2015-12-16,14.95
2015-12-17,15.45
2015-12-18,15.3
2015-12-21,15.55
2015-12-22,15.6
2015-12-23,15.55
2015-12-24,15.4
2015-12-28,15.4
2015-12-29,15.2
2015-12-30,14.85
2015-12-31,14.9
