Date,GARWALLROP
2015-01-01,199.95
2015-01-02,199.0
2015-01-05,200.6
2015-01-06,191.65
2015-01-07,192.05
2015-01-08,216.2
2015-01-09,214.9
2015-01-12,210.9
2015-01-13,209.45
2015-01-14,206.7
2015-01-15,205.85
2015-01-16,217.5
2015-01-19,215.4
2015-01-20,212.3
2015-01-21,206.45
2015-01-22,210.15
2015-01-23,207.4
2015-01-27,209.4
2015-01-28,209.35
2015-01-29,210.45
2015-01-30,208.5
2015-02-02,212.7
2015-02-03,228.65
2015-02-04,222.7
2015-02-05,219.9
2015-02-06,197.8
2015-02-09,204.6
2015-02-10,203.95
2015-02-11,208.1
2015-02-12,210.35
2015-02-13,207.35
2015-02-16,208.4
2015-02-18,205.8
2015-02-19,205.1
2015-02-20,202.0
2015-02-23,202.25
2015-02-24,203.35
2015-02-25,200.4
2015-02-26,199.65
2015-02-27,199.75
2015-02-28,196.35
2015-03-02,197.95
2015-03-03,199.1
2015-03-04,198.2
2015-03-05,202.15
2015-03-09,199.95
2015-03-10,200.45
2015-03-11,197.45
2015-03-12,198.65
2015-03-13,192.65
2015-03-16,187.15
2015-03-17,185.7
2015-03-18,180.2
2015-03-19,179.2
2015-03-20,174.15
2015-03-23,169.15
2015-03-24,171.05
2015-03-25,175.25
2015-03-26,173.75
2015-03-27,171.1
2015-03-30,186.2
2015-03-31,181.65
2015-04-01,186.95
2015-04-06,190.2
2015-04-07,186.45
2015-04-08,188.65
2015-04-09,194.55
2015-04-10,204.25
2015-04-13,204.2
2015-04-15,204.5
2015-04-16,200.2
2015-04-17,196.0
2015-04-20,189.0
2015-04-21,188.35
2015-04-22,189.1
2015-04-23,190.3
2015-04-24,187.9
2015-04-27,178.25
2015-04-28,184.9
2015-04-29,185.5
2015-04-30,183.2
2015-05-04,184.85
2015-05-05,186.0
2015-05-06,185.5
2015-05-07,177.3
2015-05-08,177.05
2015-05-11,182.1
2015-05-12,176.35
2015-05-13,179.05
2015-05-14,181.05
2015-05-15,185.4
2015-05-18,187.6
2015-05-19,185.95
2015-05-20,185.95
2015-05-21,185.3
2015-05-22,180.25
2015-05-25,178.05
2015-05-26,174.55
2015-05-27,195.6
2015-05-28,190.7
2015-05-29,196.15
2015-06-01,199.6
2015-06-02,200.85
2015-06-03,199.15
2015-06-04,198.1
2015-06-05,199.05
2015-06-08,199.35
2015-06-09,198.25
2015-06-10,198.75
2015-06-11,194.15
2015-06-12,194.2
2015-06-15,194.0
2015-06-16,198.0
2015-06-17,199.6
2015-06-18,199.75
2015-06-19,197.7
2015-06-22,201.55
2015-06-23,203.0
2015-06-24,202.4
2015-06-25,208.45
2015-06-26,207.0
2015-06-29,202.05
2015-06-30,205.65
2015-07-01,206.6
2015-07-02,224.9
2015-07-03,231.85
2015-07-06,247.2
2015-07-07,236.6
2015-07-08,226.65
2015-07-09,226.65
2015-07-10,225.95
2015-07-13,234.1
2015-07-14,246.45
2015-07-15,256.95
2015-07-16,265.35
2015-07-17,257.0
2015-07-20,252.85
2015-07-21,256.35
2015-07-22,266.1
2015-07-23,307.85
2015-07-24,302.1
2015-07-27,312.5
2015-07-28,305.85
2015-07-29,300.95
2015-07-30,297.5
2015-07-31,294.25
2015-08-03,294.65
2015-08-04,297.8
2015-08-05,294.7
2015-08-06,292.8
2015-08-07,293.7
2015-08-10,291.7
2015-08-11,314.75
2015-08-12,304.2
2015-08-13,289.05
2015-08-14,307.75
2015-08-17,335.55
2015-08-18,343.4
2015-08-19,340.7
2015-08-20,329.45
2015-08-21,325.15
2015-08-24,287.8
2015-08-25,285.6
2015-08-26,288.0
2015-08-27,302.25
2015-08-28,297.75
2015-08-31,295.4
2015-09-01,284.7
2015-09-02,284.15
2015-09-03,293.95
2015-09-04,294.15
2015-09-07,279.25
2015-09-08,273.15
2015-09-09,280.2
2015-09-10,280.2
2015-09-11,285.15
2015-09-14,291.55
2015-09-15,288.85
2015-09-16,289.15
2015-09-18,301.9
2015-09-21,312.15
2015-09-22,316.15
2015-09-23,332.8
2015-09-24,330.35
2015-09-28,328.0
2015-09-29,326.6
2015-09-30,334.8
2015-10-01,351.3
2015-10-05,360.9
2015-10-06,356.3
2015-10-07,355.75
2015-10-08,347.0
2015-10-09,342.9
2015-10-12,347.55
2015-10-13,355.3
2015-10-14,349.15
2015-10-15,351.65
2015-10-16,351.1
2015-10-19,350.25
2015-10-20,357.0
2015-10-21,351.65
2015-10-23,350.85
2015-10-26,342.15
2015-10-27,338.0
2015-10-28,329.95
2015-10-29,334.6
2015-10-30,346.55
2015-11-02,362.35
2015-11-03,358.95
2015-11-04,373.95
2015-11-05,345.1
2015-11-06,347.5
2015-11-09,353.5
2015-11-10,349.0
2015-11-11,355.6
2015-11-13,355.85
2015-11-16,346.45
2015-11-17,346.95
2015-11-18,344.1
2015-11-19,353.25
2015-11-20,348.35
2015-11-23,350.35
2015-11-24,370.75
2015-11-26,381.55
2015-11-27,373.4
2015-11-30,392.1
2015-12-01,391.2
2015-12-02,403.4
2015-12-03,394.25
2015-12-04,389.75
2015-12-07,379.4
2015-12-08,382.4
2015-12-09,375.9
2015-12-10,381.15
2015-12-11,376.2
2015-12-14,384.55
2015-12-15,384.7
2015-12-16,390.55
2015-12-17,399.9
2015-12-18,390.6
2015-12-21,398.5
2015-12-22,396.7
2015-12-23,423.95
2015-12-24,431.6
2015-12-28,425.15
2015-12-29,433.55
2015-12-30,426.25
2015-12-31,423.3
