Date,APTECHT
2015-01-01,71.65
2015-01-02,72.0
2015-01-05,72.75
2015-01-06,69.95
2015-01-07,69.15
2015-01-08,70.3
2015-01-09,70.05
2015-01-12,69.8
2015-01-13,69.3
2015-01-14,68.2
2015-01-15,69.0
2015-01-16,68.1
2015-01-19,68.2
2015-01-20,68.4
2015-01-21,67.2
2015-01-22,67.3
2015-01-23,67.3
2015-01-27,70.75
2015-01-28,72.65
2015-01-29,73.85
2015-01-30,71.55
2015-02-02,70.6
2015-02-03,69.0
2015-02-04,69.75
2015-02-05,69.5
2015-02-06,68.1
2015-02-09,68.75
2015-02-10,65.85
2015-02-11,66.75
2015-02-12,66.15
2015-02-13,66.5
2015-02-16,65.9
2015-02-18,66.5
2015-02-19,66.75
2015-02-20,68.95
2015-02-23,69.35
2015-02-24,68.4
2015-02-25,67.85
2015-02-26,67.1
2015-02-27,69.05
2015-02-28,67.55
2015-03-02,66.5
2015-03-03,67.05
2015-03-04,65.2
2015-03-05,65.45
2015-03-09,64.7
2015-03-10,64.1
2015-03-11,63.1
2015-03-12,63.3
2015-03-13,62.2
2015-03-16,60.2
2015-03-17,61.8
2015-03-18,60.5
2015-03-19,59.4
2015-03-20,56.85
2015-03-23,55.0
2015-03-24,55.55
2015-03-25,55.05
2015-03-26,53.4
2015-03-27,52.15
2015-03-30,57.6
2015-03-31,57.6
2015-04-01,59.7
2015-04-06,60.75
2015-04-07,60.95
2015-04-08,61.45
2015-04-09,62.25
2015-04-10,63.4
2015-04-13,63.35
2015-04-15,62.2
2015-04-16,60.35
2015-04-17,62.05
2015-04-20,60.45
2015-04-21,61.15
2015-04-22,60.6
2015-04-23,60.75
2015-04-24,58.3
2015-04-27,56.7
2015-04-28,58.3
2015-04-29,58.85
2015-04-30,61.45
2015-05-04,62.35
2015-05-05,61.6
2015-05-06,59.75
2015-05-07,58.9
2015-05-08,60.6
2015-05-11,59.9
2015-05-12,58.45
2015-05-13,58.65
2015-05-14,59.25
2015-05-15,61.4
2015-05-18,61.4
2015-05-19,60.4
2015-05-20,59.65
2015-05-21,59.15
2015-05-22,58.8
2015-05-25,58.2
2015-05-26,58.05
2015-05-27,57.6
2015-05-28,57.4
2015-05-29,57.7
2015-06-01,57.4
2015-06-02,55.8
2015-06-03,54.25
2015-06-04,53.95
2015-06-05,54.5
2015-06-08,53.6
2015-06-09,52.85
2015-06-10,53.75
2015-06-11,52.2
2015-06-12,52.15
2015-06-15,52.3
2015-06-16,53.05
2015-06-17,53.6
2015-06-18,54.6
2015-06-19,54.7
2015-06-22,55.45
2015-06-23,55.8
2015-06-24,55.35
2015-06-25,54.5
2015-06-26,55.7
2015-06-29,54.1
2015-06-30,56.8
2015-07-01,60.0
2015-07-02,58.95
2015-07-03,58.45
2015-07-06,59.5
2015-07-07,60.85
2015-07-08,58.45
2015-07-09,61.15
2015-07-10,60.75
2015-07-13,61.15
2015-07-14,66.3
2015-07-15,68.8
2015-07-16,66.15
2015-07-17,70.15
2015-07-20,71.85
2015-07-21,68.25
2015-07-22,68.45
2015-07-23,68.5
2015-07-24,67.5
2015-07-27,66.25
2015-07-28,70.15
2015-07-29,71.45
2015-07-30,73.0
2015-07-31,72.4
2015-08-03,70.5
2015-08-04,69.15
2015-08-05,71.85
2015-08-06,72.0
2015-08-07,70.9
2015-08-10,67.95
2015-08-11,67.15
2015-08-12,64.55
2015-08-13,62.25
2015-08-14,63.25
2015-08-17,63.2
2015-08-18,64.55
2015-08-19,67.4
2015-08-20,63.85
2015-08-21,63.8
2015-08-24,56.15
2015-08-25,54.55
2015-08-26,55.25
2015-08-27,57.8
2015-08-28,58.1
2015-08-31,58.0
2015-09-01,56.25
2015-09-02,57.25
2015-09-03,63.0
2015-09-04,58.65
2015-09-07,54.45
2015-09-08,54.85
2015-09-09,55.65
2015-09-10,54.95
2015-09-11,55.6
2015-09-14,55.95
2015-09-15,55.2
2015-09-16,56.6
2015-09-18,57.25
2015-09-21,58.0
2015-09-22,59.2
2015-09-23,59.95
2015-09-24,59.3
2015-09-28,57.75
2015-09-29,57.55
2015-09-30,57.85
2015-10-01,57.45
2015-10-05,62.1
2015-10-06,64.85
2015-10-07,65.1
2015-10-08,68.4
2015-10-09,66.9
2015-10-12,65.5
2015-10-13,65.7
2015-10-14,65.5
2015-10-15,65.8
2015-10-16,65.25
2015-10-19,66.9
2015-10-20,66.85
2015-10-21,66.7
2015-10-23,65.85
2015-10-26,64.65
2015-10-27,61.6
2015-10-28,63.35
2015-10-29,62.1
2015-10-30,59.8
2015-11-02,58.9
2015-11-03,60.05
2015-11-04,59.0
2015-11-05,57.2
2015-11-06,56.8
2015-11-09,60.65
2015-11-10,58.8
2015-11-11,60.25
2015-11-13,59.0
2015-11-16,59.85
2015-11-17,59.85
2015-11-18,58.9
2015-11-19,58.7
2015-11-20,59.05
2015-11-23,58.75
2015-11-24,59.75
2015-11-26,60.25
2015-11-27,60.4
2015-11-30,62.95
2015-12-01,64.55
2015-12-02,62.75
2015-12-03,62.3
2015-12-04,62.7
2015-12-07,62.6
2015-12-08,61.45
2015-12-09,60.4
2015-12-10,60.95
2015-12-11,59.6
2015-12-14,60.05
2015-12-15,60.0
2015-12-16,59.75
2015-12-17,61.45
2015-12-18,62.1
2015-12-21,62.1
2015-12-22,62.4
2015-12-23,62.5
2015-12-24,65.2
2015-12-28,69.25
2015-12-29,67.6
2015-12-30,67.15
2015-12-31,66.95
