Date,MANAPPURAM
2015-01-01,35.7
2015-01-02,34.75
2015-01-05,34.8
2015-01-06,33.2
2015-01-07,34.0
2015-01-08,34.05
2015-01-09,34.1
2015-01-12,33.7
2015-01-13,34.05
2015-01-14,34.05
2015-01-15,33.9
2015-01-16,33.9
2015-01-19,33.6
2015-01-20,33.55
2015-01-21,33.95
2015-01-22,33.9
2015-01-23,33.2
2015-01-27,32.55
2015-01-28,33.7
2015-01-29,33.2
2015-01-30,31.9
2015-02-02,34.0
2015-02-03,33.25
2015-02-04,34.4
2015-02-05,35.1
2015-02-06,34.55
2015-02-09,34.95
2015-02-10,34.5
2015-02-11,34.9
2015-02-12,34.8
2015-02-13,35.6
2015-02-16,34.7
2015-02-18,35.25
2015-02-19,34.7
2015-02-20,34.45
2015-02-23,34.35
2015-02-24,34.75
2015-02-25,34.1
2015-02-26,34.65
2015-02-27,34.85
2015-02-28,34.85
2015-03-02,34.6
2015-03-03,35.2
2015-03-04,34.6
2015-03-05,33.95
2015-03-09,34.05
2015-03-10,34.55
2015-03-11,34.9
2015-03-12,34.95
2015-03-13,34.3
2015-03-16,34.6
2015-03-17,34.2
2015-03-18,35.55
2015-03-19,34.4
2015-03-20,33.7
2015-03-23,33.45
2015-03-24,32.15
2015-03-25,33.4
2015-03-26,32.3
2015-03-27,31.75
2015-03-30,32.1
2015-03-31,32.45
2015-04-01,32.4
2015-04-06,32.5
2015-04-07,33.65
2015-04-08,34.65
2015-04-09,34.1
2015-04-10,34.4
2015-04-13,34.75
2015-04-15,34.85
2015-04-16,33.75
2015-04-17,33.5
2015-04-20,33.15
2015-04-21,34.45
2015-04-22,34.25
2015-04-23,34.7
2015-04-24,34.0
2015-04-27,33.6
2015-04-28,34.4
2015-04-29,34.9
2015-04-30,34.7
2015-05-04,35.9
2015-05-05,35.95
2015-05-06,35.2
2015-05-07,34.95
2015-05-08,34.95
2015-05-11,34.45
2015-05-12,34.0
2015-05-13,33.7
2015-05-14,34.65
2015-05-15,34.05
2015-05-18,34.15
2015-05-19,33.7
2015-05-20,33.2
2015-05-21,33.1
2015-05-22,32.95
2015-05-25,33.05
2015-05-26,32.3
2015-05-27,32.1
2015-05-28,32.15
2015-05-29,31.65
2015-06-01,32.1
2015-06-02,31.0
2015-06-03,30.75
2015-06-04,29.55
2015-06-05,28.85
2015-06-08,27.3
2015-06-09,28.25
2015-06-10,27.8
2015-06-11,27.1
2015-06-12,28.05
2015-06-15,28.85
2015-06-16,28.0
2015-06-17,28.15
2015-06-18,29.4
2015-06-19,28.4
2015-06-22,29.55
2015-06-23,28.85
2015-06-24,28.6
2015-06-25,27.85
2015-06-26,27.8
2015-06-29,27.85
2015-06-30,28.2
2015-07-01,28.05
2015-07-02,27.75
2015-07-03,27.95
2015-07-06,28.25
2015-07-07,28.35
2015-07-08,27.9
2015-07-09,27.85
2015-07-10,27.5
2015-07-13,28.1
2015-07-14,27.75
2015-07-15,28.9
2015-07-16,28.5
2015-07-17,28.35
2015-07-20,27.95
2015-07-21,27.2
2015-07-22,27.0
2015-07-23,27.0
2015-07-24,26.8
2015-07-27,26.05
2015-07-28,25.25
2015-07-29,26.95
2015-07-30,26.1
2015-07-31,27.15
2015-08-03,26.85
2015-08-04,26.9
2015-08-05,27.0
2015-08-06,27.0
2015-08-07,26.4
2015-08-10,25.9
2015-08-11,25.25
2015-08-12,24.05
2015-08-13,23.4
2015-08-14,24.35
2015-08-17,24.65
2015-08-18,24.95
2015-08-19,25.0
2015-08-20,24.75
2015-08-21,25.0
2015-08-24,22.65
2015-08-25,22.55
2015-08-26,22.2
2015-08-27,22.6
2015-08-28,22.9
2015-08-31,23.2
2015-09-01,22.8
2015-09-02,22.45
2015-09-03,22.8
2015-09-04,22.35
2015-09-07,22.4
2015-09-08,22.1
2015-09-09,21.35
2015-09-10,20.7
2015-09-11,21.3
2015-09-14,22.7
2015-09-15,24.35
2015-09-16,24.5
2015-09-18,25.05
2015-09-21,24.35
2015-09-22,23.05
2015-09-23,22.7
2015-09-24,22.5
2015-09-28,22.95
2015-09-29,23.05
2015-09-30,24.05
2015-10-01,23.4
2015-10-05,24.1
2015-10-06,24.65
2015-10-07,24.7
2015-10-08,24.35
2015-10-09,24.75
2015-10-12,24.45
2015-10-13,24.45
2015-10-14,24.15
2015-10-15,24.1
2015-10-16,24.3
2015-10-19,24.15
2015-10-20,24.5
2015-10-21,24.0
2015-10-23,23.95
2015-10-26,24.0
2015-10-27,24.25
2015-10-28,24.7
2015-10-29,25.1
2015-10-30,24.2
2015-11-02,24.1
2015-11-03,24.2
2015-11-04,23.4
2015-11-05,23.05
2015-11-06,22.95
2015-11-09,22.75
2015-11-10,22.55
2015-11-11,23.45
2015-11-13,23.0
2015-11-16,23.15
2015-11-17,22.95
2015-11-18,22.85
2015-11-19,22.85
2015-11-20,22.5
2015-11-23,22.7
2015-11-24,22.25
2015-11-26,25.2
2015-11-27,25.6
2015-11-30,26.6
2015-12-01,26.75
2015-12-02,27.2
2015-12-03,26.9
2015-12-04,26.15
2015-12-07,26.45
2015-12-08,26.25
2015-12-09,25.25
2015-12-10,25.5
2015-12-11,26.35
2015-12-14,28.35
2015-12-15,27.85
2015-12-16,27.6
2015-12-17,28.7
2015-12-18,28.8
2015-12-21,29.15
2015-12-22,28.55
2015-12-23,29.35
2015-12-24,29.25
2015-12-28,29.4
2015-12-29,28.55
2015-12-30,28.65
2015-12-31,29.45
