Date,HDFCMFGETF
2015-07-20,2441.7
2015-07-21,2422.25
2015-07-22,2402.3
2015-07-23,2415.35
2015-07-24,2404.15
2015-07-27,2385.6
2015-07-28,2373.5
2015-07-29,2378.95
2015-07-30,2369.35
2015-07-31,2365.0
2015-08-03,2378.3
2015-08-04,2359.3
2015-08-05,2363.35
2015-08-06,2360.6
2015-08-07,2359.8
2015-08-10,2360.25
2015-08-11,2383.4
2015-08-12,2420.05
2015-08-13,2431.55
2015-08-14,2424.05
2015-08-17,2440.05
2015-08-18,2449.05
2015-08-19,2447.9
2015-08-20,2484.35
2015-08-21,2505.55
2015-08-24,2510.3
2015-08-25,2486.7
2015-08-26,2460.9
2015-08-27,2456.45
2015-08-28,2466.55
2015-08-31,2494.9
2015-09-01,2499.1
2015-09-02,2480.1
2015-09-03,2485.6
2015-09-04,2506.3
2015-09-07,2483.5
2015-09-08,2481.4
2015-09-09,2488.1
2015-09-10,2490.8
2015-09-11,2477.95
2015-09-14,2480.95
2015-09-15,2495.4
2015-09-16,2469.7
2015-09-18,2489.05
2015-09-21,2461.85
2015-09-22,2506.95
2015-09-23,2463.45
2015-09-24,2472.65
2015-09-28,2475.1
2015-09-29,2467.0
2015-09-30,2453.4
2015-10-01,2443.75
2015-10-05,2474.8
2015-10-06,2472.65
2015-10-07,2484.45
2015-10-08,2482.05
2015-10-09,2467.75
2015-10-12,2487.9
2015-10-13,2482.65
2015-10-14,2505.3
2015-10-15,2512.25
2015-10-16,2514.95
2015-10-19,2514.25
2015-10-20,2526.9
2015-10-21,2540.35
2015-10-23,2528.2
2015-10-26,2523.05
2015-10-27,2517.95
2015-10-28,2524.45
2015-10-29,2510.5
2015-10-30,2500.45
2015-11-02,2484.0
2015-11-03,2482.4
2015-11-04,2463.45
2015-11-05,2481.8
2015-11-06,2437.7
2015-11-09,2457.2
2015-11-10,2439.25
2015-11-11,2427.15
2015-11-13,2409.1
2015-11-16,2405.05
2015-11-17,2381.25
2015-11-18,2374.1
2015-11-19,2378.0
2015-11-20,2381.9
2015-11-23,2370.3
2015-11-24,2374.75
2015-11-26,2369.2
2015-11-27,2362.5
2015-11-30,2355.1
2015-12-01,2369.9
2015-12-02,2362.35
2015-12-03,2343.6
2015-12-04,2366.3
2015-12-07,2387.0
2015-12-08,2370.4
2015-12-09,2382.2
2015-12-10,2370.95
2015-12-11,2360.55
2015-12-14,2356.55
2015-12-15,2353.9
2015-12-16,2356.2
2015-12-17,2350.6
2015-12-18,2341.9
2015-12-21,2366.7
2015-12-22,2381.25
2015-12-23,2363.2
2015-12-24,2346.7
2015-12-28,2375.5
2015-12-29,2362.95
2015-12-30,2372.8
2015-12-31,2358.3
