Date,BHARATFIN
2015-01-01,413.35
2015-01-02,415.1
2015-01-05,424.85
2015-01-06,410.45
2015-01-07,415.6
2015-01-08,433.3
2015-01-09,435.85
2015-01-12,441.0
2015-01-13,460.0
2015-01-14,454.65
2015-01-15,466.35
2015-01-16,469.5
2015-01-19,470.15
2015-01-20,460.25
2015-01-21,450.1
2015-01-22,442.2
2015-01-23,440.7
2015-01-27,452.25
2015-01-28,437.1
2015-01-29,426.85
2015-01-30,436.0
2015-02-02,440.0
2015-02-03,430.15
2015-02-04,414.8
2015-02-05,415.7
2015-02-06,418.9
2015-02-09,404.35
2015-02-10,414.45
2015-02-11,422.8
2015-02-12,433.0
2015-02-13,438.55
2015-02-16,429.4
2015-02-18,430.6
2015-02-19,425.35
2015-02-20,422.1
2015-02-23,409.1
2015-02-24,413.2
2015-02-25,417.3
2015-02-26,408.95
2015-02-27,416.15
2015-02-28,437.1
2015-03-02,455.5
2015-03-03,457.0
2015-03-04,448.25
2015-03-05,458.95
2015-03-09,438.7
2015-03-10,450.1
2015-03-11,441.7
2015-03-12,446.0
2015-03-13,428.75
2015-03-16,439.75
2015-03-17,443.8
2015-03-18,447.5
2015-03-19,444.35
2015-03-20,435.5
2015-03-23,422.85
2015-03-24,424.25
2015-03-25,423.0
2015-03-26,422.35
2015-03-27,442.85
2015-03-30,455.7
2015-03-31,457.95
2015-04-01,467.9
2015-04-06,473.1
2015-04-07,513.75
2015-04-08,506.6
2015-04-09,504.7
2015-04-10,509.85
2015-04-13,507.6
2015-04-15,500.85
2015-04-16,494.25
2015-04-17,490.05
2015-04-20,474.75
2015-04-21,469.3
2015-04-22,460.05
2015-04-23,453.3
2015-04-24,439.05
2015-04-27,431.65
2015-04-28,457.0
2015-04-29,465.0
2015-04-30,470.05
2015-05-04,463.8
2015-05-05,481.55
2015-05-06,442.15
2015-05-07,434.2
2015-05-08,447.5
2015-05-11,465.15
2015-05-12,444.3
2015-05-13,457.9
2015-05-14,455.8
2015-05-15,459.2
2015-05-18,463.25
2015-05-19,466.75
2015-05-20,461.3
2015-05-21,459.65
2015-05-22,456.5
2015-05-25,461.4
2015-05-26,454.95
2015-05-27,451.3
2015-05-28,446.25
2015-05-29,462.35
2015-06-01,469.35
2015-06-02,455.9
2015-06-03,447.8
2015-06-04,442.65
2015-06-05,442.55
2015-06-08,430.7
2015-06-09,418.2
2015-06-10,429.35
2015-06-11,425.05
2015-06-12,426.15
2015-06-15,432.5
2015-06-16,437.0
2015-06-17,443.9
2015-06-18,447.85
2015-06-19,446.55
2015-06-22,462.0
2015-06-23,457.8
2015-06-24,447.25
2015-06-25,449.15
2015-06-26,457.45
2015-06-29,466.55
2015-06-30,466.7
2015-07-01,478.75
2015-07-02,494.9
2015-07-03,492.25
2015-07-06,511.85
2015-07-07,510.95
2015-07-08,498.45
2015-07-09,489.15
2015-07-10,497.95
2015-07-13,506.85
2015-07-14,509.25
2015-07-15,514.2
2015-07-16,514.35
2015-07-17,526.75
2015-07-20,528.35
2015-07-21,529.15
2015-07-22,536.85
2015-07-23,565.15
2015-07-24,562.7
2015-07-27,544.0
2015-07-28,549.0
2015-07-29,565.95
2015-07-30,582.1
2015-07-31,581.85
2015-08-03,571.85
2015-08-04,579.2
2015-08-05,580.4
2015-08-06,561.15
2015-08-07,550.4
2015-08-10,536.0
2015-08-11,526.55
2015-08-12,508.6
2015-08-13,526.6
2015-08-14,539.55
2015-08-17,537.05
2015-08-18,539.55
2015-08-19,543.1
2015-08-20,516.4
2015-08-21,508.35
2015-08-24,442.75
2015-08-25,467.9
2015-08-26,472.05
2015-08-27,476.5
2015-08-28,464.4
2015-08-31,462.3
2015-09-01,445.15
2015-09-02,440.85
2015-09-03,457.55
2015-09-04,445.35
2015-09-07,444.45
2015-09-08,439.1
2015-09-09,442.5
2015-09-10,442.95
2015-09-11,455.4
2015-09-14,466.0
2015-09-15,459.1
2015-09-16,450.75
2015-09-18,380.65
2015-09-21,396.95
2015-09-22,391.7
2015-09-23,397.0
2015-09-24,392.65
2015-09-28,384.6
2015-09-29,387.2
2015-09-30,405.55
2015-10-01,404.15
2015-10-05,424.45
2015-10-06,425.55
2015-10-07,430.85
2015-10-08,437.2
2015-10-09,434.8
2015-10-12,428.35
2015-10-13,426.9
2015-10-14,438.45
2015-10-15,450.05
2015-10-16,457.1
2015-10-19,448.65
2015-10-20,441.6
2015-10-21,429.8
2015-10-23,423.3
2015-10-26,410.6
2015-10-27,400.65
2015-10-28,426.8
2015-10-29,433.4
2015-10-30,431.2
2015-11-02,445.6
2015-11-03,453.5
2015-11-04,442.35
2015-11-05,428.05
2015-11-06,439.6
2015-11-09,452.0
2015-11-10,447.25
2015-11-11,450.85
2015-11-13,436.6
2015-11-16,442.75
2015-11-17,430.85
2015-11-18,427.2
2015-11-19,432.9
2015-11-20,428.15
2015-11-23,427.35
2015-11-24,426.95
2015-11-26,424.05
2015-11-27,454.6
2015-11-30,452.55
2015-12-01,455.65
2015-12-02,459.35
2015-12-03,451.9
2015-12-04,446.05
2015-12-07,453.7
2015-12-08,445.55
2015-12-09,435.45
2015-12-10,449.95
2015-12-11,440.2
2015-12-14,449.55
2015-12-15,460.9
2015-12-16,466.9
2015-12-17,483.6
2015-12-18,478.2
2015-12-21,489.8
2015-12-22,489.75
2015-12-23,494.4
2015-12-24,489.2
2015-12-28,485.3
2015-12-29,493.7
2015-12-30,494.35
2015-12-31,499.05
