Date,VISAKAIND
2015-01-01,120.6
2015-01-02,120.05
2015-01-05,130.95
2015-01-06,126.85
2015-01-07,126.05
2015-01-08,127.0
2015-01-09,125.35
2015-01-12,126.7
2015-01-13,126.35
2015-01-14,123.8
2015-01-15,124.7
2015-01-16,128.55
2015-01-19,126.75
2015-01-20,127.65
2015-01-21,125.65
2015-01-22,126.7
2015-01-23,123.4
2015-01-27,123.05
2015-01-28,120.35
2015-01-29,120.65
2015-01-30,121.25
2015-02-02,120.4
2015-02-03,120.25
2015-02-04,119.05
2015-02-05,117.7
2015-02-06,114.8
2015-02-09,114.5
2015-02-10,109.9
2015-02-11,114.55
2015-02-12,112.9
2015-02-13,116.3
2015-02-16,121.1
2015-02-18,120.75
2015-02-19,118.4
2015-02-20,118.35
2015-02-23,114.9
2015-02-24,112.95
2015-02-25,112.9
2015-02-26,112.25
2015-02-27,112.85
2015-02-28,111.95
2015-03-02,110.3
2015-03-03,112.2
2015-03-04,111.9
2015-03-05,111.95
2015-03-09,111.25
2015-03-10,109.7
2015-03-11,109.6
2015-03-12,108.7
2015-03-13,106.75
2015-03-16,102.6
2015-03-17,102.15
2015-03-18,102.5
2015-03-19,99.9
2015-03-20,96.15
2015-03-23,94.15
2015-03-24,89.4
2015-03-25,86.35
2015-03-26,85.95
2015-03-27,88.25
2015-03-30,93.25
2015-03-31,91.4
2015-04-01,94.0
2015-04-06,101.95
2015-04-07,104.25
2015-04-08,103.7
2015-04-09,100.2
2015-04-10,104.6
2015-04-13,108.5
2015-04-15,108.35
2015-04-16,105.2
2015-04-17,104.4
2015-04-20,104.8
2015-04-21,107.8
2015-04-22,107.35
2015-04-23,114.4
2015-04-24,111.45
2015-04-27,109.25
2015-04-28,110.3
2015-04-29,110.8
2015-04-30,113.1
2015-05-04,119.15
2015-05-05,121.5
2015-05-06,117.3
2015-05-07,113.15
2015-05-08,117.05
2015-05-11,119.35
2015-05-12,115.0
2015-05-13,117.8
2015-05-14,117.75
2015-05-15,117.75
2015-05-18,119.1
2015-05-19,118.4
2015-05-20,118.35
2015-05-21,118.8
2015-05-22,117.55
2015-05-25,116.45
2015-05-26,115.0
2015-05-27,117.65
2015-05-28,115.1
2015-05-29,115.6
2015-06-01,114.65
2015-06-02,109.75
2015-06-03,110.45
2015-06-04,111.2
2015-06-05,112.35
2015-06-08,112.05
2015-06-09,107.45
2015-06-10,112.15
2015-06-11,107.35
2015-06-12,105.95
2015-06-15,110.85
2015-06-16,111.0
2015-06-17,111.75
2015-06-18,112.45
2015-06-19,112.7
2015-06-22,116.85
2015-06-23,116.75
2015-06-24,116.45
2015-06-25,117.35
2015-06-26,119.8
2015-06-29,117.8
2015-06-30,125.05
2015-07-01,126.3
2015-07-02,127.1
2015-07-03,128.15
2015-07-06,141.05
2015-07-07,139.8
2015-07-08,143.55
2015-07-09,145.4
2015-07-10,140.05
2015-07-13,144.0
2015-07-14,147.85
2015-07-15,146.55
2015-07-16,136.8
2015-07-17,134.0
2015-07-20,137.55
2015-07-21,134.1
2015-07-22,144.95
2015-07-23,148.4
2015-07-24,143.35
2015-07-27,146.55
2015-07-28,148.4
2015-07-29,150.45
2015-07-30,156.05
2015-07-31,156.15
2015-08-03,157.85
2015-08-04,166.2
2015-08-05,168.05
2015-08-06,165.3
2015-08-07,173.25
2015-08-10,173.45
2015-08-11,165.35
2015-08-12,160.05
2015-08-13,156.45
2015-08-14,160.1
2015-08-17,163.15
2015-08-18,166.35
2015-08-19,173.95
2015-08-20,171.0
2015-08-21,172.8
2015-08-24,148.35
2015-08-25,148.55
2015-08-26,146.35
2015-08-27,154.45
2015-08-28,152.6
2015-08-31,152.7
2015-09-01,143.6
2015-09-02,139.75
2015-09-03,144.25
2015-09-04,137.55
2015-09-07,120.6
2015-09-08,127.7
2015-09-09,131.85
2015-09-10,131.2
2015-09-11,132.4
2015-09-14,135.35
2015-09-15,131.3
2015-09-16,128.55
2015-09-18,132.45
2015-09-21,137.55
2015-09-22,125.6
2015-09-23,127.2
2015-09-24,124.9
2015-09-28,126.6
2015-09-29,127.3
2015-09-30,129.5
2015-10-01,132.05
2015-10-05,137.6
2015-10-06,138.15
2015-10-07,143.3
2015-10-08,141.6
2015-10-09,142.55
2015-10-12,148.4
2015-10-13,148.65
2015-10-14,149.8
2015-10-15,149.75
2015-10-16,148.1
2015-10-19,148.3
2015-10-20,150.05
2015-10-21,142.65
2015-10-23,138.55
2015-10-26,134.85
2015-10-27,131.8
2015-10-28,135.9
2015-10-29,134.5
2015-10-30,132.25
2015-11-02,129.15
2015-11-03,131.75
2015-11-04,130.75
2015-11-05,130.65
2015-11-06,130.8
2015-11-09,134.25
2015-11-10,130.4
2015-11-11,132.6
2015-11-13,129.8
2015-11-16,120.0
2015-11-17,118.05
2015-11-18,115.8
2015-11-19,115.7
2015-11-20,117.65
2015-11-23,117.65
2015-11-24,121.9
2015-11-26,121.3
2015-11-27,121.15
2015-11-30,120.7
2015-12-01,121.25
2015-12-02,130.65
2015-12-03,129.4
2015-12-04,125.45
2015-12-07,128.8
2015-12-08,128.2
2015-12-09,122.4
2015-12-10,125.0
2015-12-11,123.4
2015-12-14,123.75
2015-12-15,129.05
2015-12-16,125.95
2015-12-17,128.6
2015-12-18,127.1
2015-12-21,127.5
2015-12-22,128.25
2015-12-23,128.45
2015-12-24,127.4
2015-12-28,125.15
2015-12-29,123.4
2015-12-30,123.75
2015-12-31,122.75
