Date,BPL
2015-01-01,33.55
2015-01-02,32.8
2015-01-05,31.95
2015-01-06,29.7
2015-01-07,31.05
2015-01-08,32.15
2015-01-09,31.45
2015-01-12,34.55
2015-01-13,36.3
2015-01-14,38.1
2015-01-15,37.3
2015-01-16,36.75
2015-01-19,36.75
2015-01-20,36.4
2015-01-21,35.1
2015-01-22,34.8
2015-01-23,33.0
2015-01-27,36.3
2015-01-28,34.6
2015-01-29,35.1
2015-01-30,33.85
2015-02-02,33.95
2015-02-03,33.6
2015-02-04,33.05
2015-02-05,30.6
2015-02-06,29.55
2015-02-09,30.95
2015-02-10,30.95
2015-02-11,31.8
2015-02-12,34.3
2015-02-13,32.6
2015-02-16,32.7
2015-02-18,34.4
2015-02-19,33.95
2015-02-20,37.65
2015-02-23,38.7
2015-02-24,37.15
2015-02-25,36.75
2015-02-26,35.0
2015-02-27,36.6
2015-02-28,35.2
2015-03-02,34.4
2015-03-03,34.25
2015-03-04,31.95
2015-03-05,32.1
2015-03-09,37.35
2015-03-10,35.65
2015-03-11,34.25
2015-03-12,36.0
2015-03-13,33.95
2015-03-16,32.95
2015-03-17,33.8
2015-03-18,33.5
2015-03-19,32.1
2015-03-20,31.15
2015-03-23,29.7
2015-03-24,30.75
2015-03-25,29.65
2015-03-26,29.35
2015-03-27,28.7
2015-03-30,30.45
2015-03-31,30.8
2015-04-01,31.75
2015-04-06,32.8
2015-04-07,33.6
2015-04-08,33.65
2015-04-09,34.9
2015-04-10,35.0
2015-04-13,34.65
2015-04-15,34.55
2015-04-16,33.65
2015-04-17,32.7
2015-04-20,31.7
2015-04-21,31.3
2015-04-22,30.25
2015-04-23,30.6
2015-04-24,29.65
2015-04-27,27.85
2015-04-28,28.2
2015-04-29,28.9
2015-04-30,28.85
2015-05-04,30.75
2015-05-05,30.05
2015-05-06,29.0
2015-05-07,27.4
2015-05-08,28.25
2015-05-11,28.9
2015-05-12,27.6
2015-05-13,28.1
2015-05-14,27.7
2015-05-15,27.9
2015-05-18,28.05
2015-05-19,28.45
2015-05-20,28.45
2015-05-21,28.25
2015-05-22,28.1
2015-05-25,28.2
2015-05-26,28.05
2015-05-27,27.85
2015-05-28,27.7
2015-05-29,27.7
2015-06-01,26.95
2015-06-02,25.85
2015-06-03,23.2
2015-06-04,23.65
2015-06-05,23.85
2015-06-08,23.1
2015-06-09,22.75
2015-06-10,23.35
2015-06-11,22.85
2015-06-12,22.4
2015-06-15,22.65
2015-06-16,22.45
2015-06-17,23.0
2015-06-18,23.25
2015-06-19,23.55
2015-06-22,24.15
2015-06-23,25.25
2015-06-24,25.55
2015-06-25,25.05
2015-06-26,24.7
2015-06-29,24.2
2015-06-30,24.2
2015-07-01,25.7
2015-07-02,28.35
2015-07-03,27.25
2015-07-06,31.05
2015-07-07,30.2
2015-07-08,30.6
2015-07-09,31.05
2015-07-10,34.05
2015-07-13,32.6
2015-07-14,33.5
2015-07-15,33.55
2015-07-16,33.45
2015-07-17,34.1
2015-07-20,37.85
2015-07-21,37.05
2015-07-22,44.15
2015-07-23,43.5
2015-07-24,42.35
2015-07-27,40.3
2015-07-28,41.85
2015-07-29,41.3
2015-07-30,41.5
2015-07-31,40.1
2015-08-03,40.1
2015-08-04,39.1
2015-08-05,40.45
2015-08-06,38.75
2015-08-07,38.1
2015-08-10,37.7
2015-08-11,37.8
2015-08-12,35.0
2015-08-13,32.2
2015-08-14,34.15
2015-08-17,34.75
2015-08-18,35.5
2015-08-19,36.6
2015-08-20,35.3
2015-08-21,35.0
2015-08-24,29.15
2015-08-25,27.95
2015-08-26,28.05
2015-08-27,30.05
2015-08-28,29.5
2015-08-31,28.85
2015-09-01,27.7
2015-09-02,27.95
2015-09-03,29.25
2015-09-04,27.25
2015-09-07,26.95
2015-09-08,26.85
2015-09-09,28.4
2015-09-10,27.9
2015-09-11,28.65
2015-09-14,28.55
2015-09-15,27.9
2015-09-16,27.85
2015-09-18,29.7
2015-09-21,31.75
2015-09-22,30.25
2015-09-23,30.65
2015-09-24,30.8
2015-09-28,29.55
2015-09-29,30.8
2015-09-30,31.05
2015-10-01,30.3
2015-10-05,30.8
2015-10-06,31.1
2015-10-07,35.95
2015-10-08,33.55
2015-10-09,33.8
2015-10-12,33.05
2015-10-13,33.7
2015-10-14,36.4
2015-10-15,36.3
2015-10-16,36.05
2015-10-19,35.9
2015-10-20,35.3
2015-10-21,34.35
2015-10-23,34.85
2015-10-26,34.45
2015-10-27,33.85
2015-10-28,33.8
2015-10-29,33.5
2015-10-30,32.25
2015-11-02,31.55
2015-11-03,32.3
2015-11-04,35.5
2015-11-05,35.7
2015-11-06,34.35
2015-11-09,34.2
2015-11-10,33.95
2015-11-11,34.35
2015-11-13,33.3
2015-11-16,33.8
2015-11-17,33.35
2015-11-18,32.7
2015-11-19,35.25
2015-11-20,34.35
2015-11-23,34.0
2015-11-24,34.0
2015-11-26,34.2
2015-11-27,34.95
2015-11-30,36.9
2015-12-01,39.6
2015-12-02,39.4
2015-12-03,39.3
2015-12-04,38.05
2015-12-07,38.5
2015-12-08,36.6
2015-12-09,34.0
2015-12-10,34.55
2015-12-11,35.2
2015-12-14,36.95
2015-12-15,37.25
2015-12-16,37.15
2015-12-17,37.1
2015-12-18,37.0
2015-12-21,37.95
2015-12-22,38.15
2015-12-23,38.4
2015-12-24,41.7
2015-12-28,40.75
2015-12-29,39.3
2015-12-30,39.9
2015-12-31,39.25
