Date,WABCOINDIA
2015-01-01,4516.35
2015-01-02,4661.4
2015-01-05,4696.85
2015-01-06,4473.45
2015-01-07,4508.55
2015-01-08,4597.4
2015-01-09,4701.75
2015-01-12,4756.45
2015-01-13,4816.75
2015-01-14,4868.95
2015-01-15,4835.75
2015-01-16,4781.45
2015-01-19,4977.65
2015-01-20,5132.7
2015-01-21,4988.5
2015-01-22,5000.2
2015-01-23,5049.5
2015-01-27,5269.3
2015-01-28,5267.5
2015-01-29,5288.15
2015-01-30,5341.45
2015-02-02,5282.1
2015-02-03,5212.2
2015-02-04,5056.35
2015-02-05,5088.45
2015-02-06,4920.75
2015-02-09,4784.3
2015-02-10,4936.95
2015-02-11,5047.3
2015-02-12,5198.3
2015-02-13,5279.4
2015-02-16,5295.25
2015-02-18,5379.6
2015-02-19,5259.45
2015-02-20,5241.85
2015-02-23,5172.1
2015-02-24,4969.1
2015-02-25,5048.75
2015-02-26,5071.8
2015-02-27,5148.95
2015-02-28,5031.4
2015-03-02,5123.35
2015-03-03,5468.0
2015-03-04,5320.25
2015-03-05,5515.5
2015-03-09,5492.95
2015-03-10,5426.25
2015-03-11,5392.4
2015-03-12,5585.95
2015-03-13,5603.5
2015-03-16,5500.15
2015-03-17,5587.05
2015-03-18,5504.45
2015-03-19,5560.25
2015-03-20,5588.0
2015-03-23,5566.05
2015-03-24,5496.5
2015-03-25,5625.05
2015-03-26,5506.55
2015-03-27,5527.7
2015-03-30,5669.6
2015-03-31,5710.85
2015-04-01,5817.55
2015-04-06,5880.75
2015-04-07,5913.9
2015-04-08,5990.0
2015-04-09,5919.85
2015-04-10,5722.1
2015-04-13,5747.8
2015-04-15,5682.75
2015-04-16,5684.1
2015-04-17,5699.85
2015-04-20,5645.2
2015-04-21,5540.6
2015-04-22,5342.3
2015-04-23,5578.15
2015-04-24,5339.4
2015-04-27,5207.25
2015-04-28,5284.8
2015-04-29,5506.1
2015-04-30,5594.0
2015-05-04,5668.35
2015-05-05,5719.85
2015-05-06,5555.6
2015-05-07,5508.35
2015-05-08,5480.2
2015-05-11,5591.65
2015-05-12,5421.45
2015-05-13,5548.65
2015-05-14,5471.3
2015-05-15,5550.15
2015-05-18,5745.2
2015-05-19,5720.5
2015-05-20,5691.35
2015-05-21,5539.8
2015-05-22,5601.65
2015-05-25,5608.3
2015-05-26,5627.35
2015-05-27,5599.3
2015-05-28,5579.3
2015-05-29,5706.7
2015-06-01,5675.25
2015-06-02,5646.3
2015-06-03,5521.65
2015-06-04,5474.05
2015-06-05,5415.85
2015-06-08,5405.5
2015-06-09,5510.1
2015-06-10,5554.1
2015-06-11,5464.15
2015-06-12,5324.25
2015-06-15,5467.95
2015-06-16,5358.8
2015-06-17,5431.45
2015-06-18,5371.95
2015-06-19,5391.6
2015-06-22,5372.85
2015-06-23,5416.95
2015-06-24,5383.25
2015-06-25,5368.1
2015-06-26,5354.65
2015-06-29,5367.45
2015-06-30,5342.1
2015-07-01,5344.6
2015-07-02,5349.35
2015-07-03,5385.65
2015-07-06,5385.2
2015-07-07,5366.9
2015-07-08,5362.0
2015-07-09,5371.45
2015-07-10,5382.75
2015-07-13,5414.15
2015-07-14,5435.05
2015-07-15,5411.05
2015-07-16,5392.65
2015-07-17,5391.35
2015-07-20,5389.75
2015-07-21,5398.4
2015-07-22,5402.7
2015-07-23,5380.05
2015-07-24,5387.55
2015-07-27,5394.2
2015-07-28,5394.5
2015-07-29,5415.35
2015-07-30,5999.8
2015-07-31,6057.5
2015-08-03,6384.2
2015-08-04,6826.6
2015-08-05,6823.95
2015-08-06,6657.25
2015-08-07,6655.7
2015-08-10,6624.15
2015-08-11,6609.05
2015-08-12,6361.4
2015-08-13,6379.4
2015-08-14,6521.25
2015-08-17,6742.95
2015-08-18,6909.25
2015-08-19,7268.7
2015-08-20,7072.05
2015-08-21,7273.4
2015-08-24,6655.65
2015-08-25,6712.75
2015-08-26,6528.75
2015-08-27,6690.0
2015-08-28,6696.3
2015-08-31,6831.6
2015-09-01,6613.6
2015-09-02,6505.15
2015-09-03,6753.2
2015-09-04,6640.05
2015-09-07,6489.7
2015-09-08,6453.8
2015-09-09,6724.6
2015-09-10,6978.75
2015-09-11,6996.1
2015-09-14,7071.3
2015-09-15,6946.1
2015-09-16,6952.1
2015-09-18,6908.2
2015-09-21,6821.15
2015-09-22,6823.8
2015-09-23,6970.55
2015-09-24,7047.3
2015-09-28,6992.45
2015-09-29,6811.35
2015-09-30,6873.85
2015-10-01,6882.95
2015-10-05,6845.9
2015-10-06,6835.15
2015-10-07,6883.95
2015-10-08,7189.25
2015-10-09,7318.7
2015-10-12,7219.95
2015-10-13,7184.05
2015-10-14,7057.95
2015-10-15,7075.35
2015-10-16,7010.55
2015-10-19,7122.55
2015-10-20,7090.35
2015-10-21,7195.0
2015-10-23,7165.4
2015-10-26,7085.6
2015-10-27,7024.25
2015-10-28,6914.3
2015-10-29,6777.4
2015-10-30,6632.8
2015-11-02,6500.95
2015-11-03,6813.25
2015-11-04,6748.9
2015-11-05,6683.45
2015-11-06,6657.6
2015-11-09,6557.85
2015-11-10,6527.8
2015-11-11,6617.2
2015-11-13,6533.0
2015-11-16,6462.2
2015-11-17,6425.2
2015-11-18,6423.6
2015-11-19,6468.9
2015-11-20,6672.45
2015-11-23,6524.65
2015-11-24,6283.15
2015-11-26,6088.55
2015-11-27,6253.4
2015-11-30,6268.25
2015-12-01,6261.25
2015-12-02,6170.1
2015-12-03,6094.4
2015-12-04,6065.8
2015-12-07,6048.3
2015-12-08,6141.85
2015-12-09,5975.4
2015-12-10,5917.1
2015-12-11,5831.5
2015-12-14,5684.8
2015-12-15,5938.35
2015-12-16,5913.7
2015-12-17,6041.85
2015-12-18,5966.2
2015-12-21,6025.1
2015-12-22,6185.7
2015-12-23,6378.8
2015-12-24,6338.6
2015-12-28,6198.65
2015-12-29,6130.75
2015-12-30,6131.4
2015-12-31,6090.3
