Date,ALLSEC
2015-01-01,23.65
2015-01-02,25.35
2015-01-05,26.45
2015-01-06,24.8
2015-01-07,24.3
2015-01-08,24.45
2015-01-09,25.85
2015-01-12,25.7
2015-01-13,24.6
2015-01-14,24.8
2015-01-15,27.95
2015-01-16,26.85
2015-01-19,26.4
2015-01-20,28.85
2015-01-21,27.0
2015-01-22,25.9
2015-01-23,25.5
2015-01-27,25.5
2015-01-28,24.7
2015-01-29,25.0
2015-01-30,25.55
2015-02-02,25.7
2015-02-03,25.0
2015-02-04,24.65
2015-02-05,24.75
2015-02-06,24.9
2015-02-09,24.35
2015-02-10,24.1
2015-02-11,23.75
2015-02-12,24.9
2015-02-13,24.5
2015-02-16,24.45
2015-02-18,25.1
2015-02-19,25.55
2015-02-20,24.9
2015-02-23,24.6
2015-02-24,24.8
2015-02-25,24.3
2015-02-26,23.8
2015-02-27,24.9
2015-02-28,24.25
2015-03-02,24.1
2015-03-03,24.2
2015-03-04,24.75
2015-03-05,25.0
2015-03-09,24.2
2015-03-10,24.95
2015-03-11,24.15
2015-03-12,24.4
2015-03-13,24.5
2015-03-16,23.7
2015-03-17,23.05
2015-03-18,23.1
2015-03-19,23.25
2015-03-20,23.6
2015-03-23,23.15
2015-03-24,22.9
2015-03-25,22.85
2015-03-26,21.1
2015-03-27,22.0
2015-03-30,21.4
2015-03-31,21.6
2015-04-01,21.6
2015-04-06,22.35
2015-04-07,22.65
2015-04-08,24.3
2015-04-09,24.05
2015-04-10,24.0
2015-04-13,23.6
2015-04-15,23.6
2015-04-16,23.35
2015-04-17,23.1
2015-04-20,22.9
2015-04-21,22.8
2015-04-22,23.0
2015-04-23,22.6
2015-04-24,23.15
2015-04-27,22.5
2015-04-28,23.0
2015-04-29,23.0
2015-04-30,23.05
2015-05-04,25.4
2015-05-05,26.3
2015-05-06,26.15
2015-05-07,25.75
2015-05-08,24.85
2015-05-11,24.9
2015-05-12,24.8
2015-05-13,24.4
2015-05-14,24.55
2015-05-15,24.95
2015-05-18,24.7
2015-05-19,24.95
2015-05-20,24.7
2015-05-21,24.25
2015-05-22,24.5
2015-05-25,24.3
2015-05-26,24.5
2015-05-27,23.75
2015-05-28,24.6
2015-05-29,24.5
2015-06-01,25.0
2015-06-02,24.15
2015-06-03,24.05
2015-06-04,23.25
2015-06-05,23.5
2015-06-08,23.0
2015-06-09,22.6
2015-06-10,23.05
2015-06-11,22.85
2015-06-12,22.6
2015-06-15,23.0
2015-06-16,23.5
2015-06-17,23.1
2015-06-18,24.05
2015-06-19,24.3
2015-06-22,24.3
2015-06-23,24.1
2015-06-24,24.0
2015-06-25,24.2
2015-06-26,25.2
2015-06-29,30.15
2015-06-30,30.6
2015-07-01,30.7
2015-07-02,36.7
2015-07-03,36.4
2015-07-06,38.55
2015-07-07,37.65
2015-07-08,35.85
2015-07-09,32.95
2015-07-10,33.85
2015-07-13,34.3
2015-07-14,33.25
2015-07-15,33.0
2015-07-16,34.45
2015-07-17,33.9
2015-07-20,34.0
2015-07-21,33.45
2015-07-22,32.7
2015-07-23,32.4
2015-07-24,33.2
2015-07-27,33.95
2015-07-28,34.25
2015-07-29,34.0
2015-07-30,37.35
2015-07-31,36.1
2015-08-03,37.8
2015-08-04,41.55
2015-08-05,45.7
2015-08-06,43.45
2015-08-07,41.85
2015-08-10,43.9
2015-08-11,46.05
2015-08-12,48.3
2015-08-13,48.55
2015-08-14,47.65
2015-08-17,45.6
2015-08-18,44.5
2015-08-19,46.45
2015-08-20,48.55
2015-08-21,50.1
2015-08-24,47.6
2015-08-25,45.25
2015-08-26,43.0
2015-08-27,43.95
2015-08-28,45.25
2015-08-31,44.2
2015-09-01,42.15
2015-09-02,41.8
2015-09-03,43.85
2015-09-04,42.2
2015-09-07,41.65
2015-09-08,42.25
2015-09-09,46.45
2015-09-10,44.8
2015-09-11,47.8
2015-09-14,49.5
2015-09-15,47.0
2015-09-16,48.45
2015-09-18,50.1
2015-09-21,55.1
2015-09-22,58.6
2015-09-23,64.45
2015-09-24,67.65
2015-09-28,71.0
2015-09-29,74.55
2015-09-30,70.85
2015-10-01,67.35
2015-10-05,64.0
2015-10-06,66.25
2015-10-07,63.45
2015-10-08,61.4
2015-10-09,64.05
2015-10-12,66.7
2015-10-13,69.6
2015-10-14,71.65
2015-10-15,71.6
2015-10-16,70.15
2015-10-19,72.35
2015-10-20,69.3
2015-10-21,69.3
2015-10-23,72.25
2015-10-26,74.85
2015-10-27,74.6
2015-10-28,72.55
2015-10-29,74.2
2015-10-30,72.9
2015-11-02,72.4
2015-11-03,72.65
2015-11-04,72.9
2015-11-05,73.9
2015-11-06,81.25
2015-11-09,89.35
2015-11-10,98.25
2015-11-11,103.15
2015-11-13,108.3
2015-11-16,111.95
2015-11-17,114.75
2015-11-18,109.05
2015-11-19,114.5
2015-11-20,120.2
2015-11-23,126.2
2015-11-24,132.5
2015-11-26,139.1
2015-11-27,133.15
2015-11-30,135.45
2015-12-01,132.2
2015-12-02,138.8
2015-12-03,145.7
2015-12-04,152.85
2015-12-07,146.35
2015-12-08,139.05
2015-12-09,132.1
2015-12-10,125.5
2015-12-11,124.8
2015-12-14,118.85
2015-12-15,124.75
2015-12-16,123.2
2015-12-17,125.7
2015-12-18,121.45
2015-12-21,119.9
2015-12-22,125.6
2015-12-23,131.85
2015-12-24,138.4
2015-12-28,134.15
2015-12-29,140.75
2015-12-30,147.75
2015-12-31,143.8
