Date,BANSWRAS
2015-01-01,69.85
2015-01-02,81.0
2015-01-05,80.5
2015-01-06,77.65
2015-01-07,75.0
2015-01-08,76.0
2015-01-09,73.0
2015-01-12,74.3
2015-01-13,73.95
2015-01-14,74.1
2015-01-15,73.5
2015-01-16,76.55
2015-01-19,78.5
2015-01-20,80.1
2015-01-21,79.4
2015-01-22,80.0
2015-01-23,78.3
2015-01-27,77.05
2015-01-28,75.15
2015-01-29,75.1
2015-01-30,74.1
2015-02-02,76.55
2015-02-03,73.5
2015-02-04,78.9
2015-02-05,77.0
2015-02-06,76.0
2015-02-09,75.9
2015-02-11,73.3
2015-02-12,74.2
2015-02-13,75.45
2015-02-16,72.15
2015-02-18,73.0
2015-02-19,74.35
2015-02-20,70.3
2015-02-23,70.3
2015-02-24,69.4
2015-02-25,69.0
2015-02-26,71.9
2015-02-27,71.9
2015-02-28,72.3
2015-03-02,69.8
2015-03-03,70.0
2015-03-04,69.1
2015-03-05,68.35
2015-03-09,67.15
2015-03-10,67.25
2015-03-11,68.0
2015-03-12,67.05
2015-03-13,66.0
2015-03-16,65.55
2015-03-17,66.0
2015-03-18,65.9
2015-03-19,67.6
2015-03-20,62.25
2015-03-23,62.05
2015-03-24,63.0
2015-03-25,66.05
2015-03-26,64.9
2015-03-27,60.8
2015-03-30,62.1
2015-03-31,61.5
2015-04-01,63.9
2015-04-06,69.05
2015-04-07,70.85
2015-04-08,72.0
2015-04-09,73.65
2015-04-10,79.2
2015-04-13,76.3
2015-04-15,75.5
2015-04-16,72.9
2015-04-17,72.6
2015-04-20,69.1
2015-04-21,69.0
2015-04-22,71.05
2015-04-23,68.55
2015-04-24,67.0
2015-04-27,67.7
2015-04-28,71.2
2015-04-29,71.0
2015-04-30,70.2
2015-05-04,70.2
2015-05-05,71.0
2015-05-06,72.0
2015-05-08,72.25
2015-05-11,70.75
2015-05-12,69.4
2015-05-14,70.0
2015-05-15,71.8
2015-05-18,70.6
2015-05-19,71.0
2015-05-20,73.0
2015-05-21,70.1
2015-05-22,71.0
2015-05-25,73.95
2015-05-26,72.0
2015-05-27,70.7
2015-05-28,64.65
2015-05-29,64.35
2015-06-01,62.5
2015-06-02,62.3
2015-06-03,61.85
2015-06-04,58.0
2015-06-05,66.3
2015-06-08,62.2
2015-06-09,62.3
2015-06-10,62.05
2015-06-11,61.1
2015-06-12,64.75
2015-06-15,61.45
2015-06-16,60.1
2015-06-17,60.0
2015-06-18,61.9
2015-06-19,59.0
2015-06-22,62.05
2015-06-23,61.8
2015-06-24,62.0
2015-06-25,61.5
2015-06-26,62.1
2015-06-29,60.65
2015-06-30,63.9
2015-07-01,63.65
2015-07-02,63.6
2015-07-03,64.2
2015-07-06,72.2
2015-07-07,72.8
2015-07-08,71.0
2015-07-09,72.0
2015-07-10,74.95
2015-07-13,76.05
2015-07-14,76.6
2015-07-15,82.45
2015-07-16,84.35
2015-07-17,84.45
2015-07-20,82.75
2015-07-21,77.75
2015-07-22,80.55
2015-07-23,80.15
2015-07-24,95.65
2015-07-27,90.55
2015-07-28,91.35
2015-07-29,94.5
2015-07-30,94.1
2015-07-31,109.75
2015-08-03,112.25
2015-08-04,112.45
2015-08-05,105.2
2015-08-06,102.0
2015-08-07,102.95
2015-08-10,100.95
2015-08-11,94.25
2015-08-12,90.85
2015-08-13,89.2
2015-08-14,89.5
2015-08-17,80.85
2015-08-18,88.5
2015-08-19,91.15
2015-08-20,88.8
2015-08-21,87.65
2015-08-24,75.95
2015-08-25,72.35
2015-08-26,71.8
2015-08-27,74.95
2015-08-28,74.1
2015-08-31,72.95
2015-09-01,72.0
2015-09-02,71.15
2015-09-03,71.55
2015-09-04,73.0
2015-09-07,67.15
2015-09-08,68.55
2015-09-09,67.3
2015-09-10,66.3
2015-09-11,68.5
2015-09-14,67.2
2015-09-15,67.05
2015-09-16,67.6
2015-09-18,68.3
2015-09-21,67.4
2015-09-22,68.1
2015-09-23,68.5
2015-09-24,69.0
2015-09-28,67.65
2015-09-29,66.6
2015-09-30,75.0
2015-10-01,80.55
2015-10-05,81.05
2015-10-06,80.0
2015-10-07,82.7
2015-10-08,77.25
2015-10-09,79.0
2015-10-12,77.05
2015-10-13,77.95
2015-10-14,76.2
2015-10-15,76.3
2015-10-16,77.75
2015-10-19,78.0
2015-10-20,80.45
2015-10-21,78.05
2015-10-23,77.1
2015-10-26,77.5
2015-10-27,76.15
2015-10-28,74.75
2015-10-29,76.85
2015-10-30,75.75
2015-11-02,74.45
2015-11-03,80.8
2015-11-04,79.0
2015-11-05,84.8
2015-11-06,86.95
2015-11-09,86.95
2015-11-10,85.15
2015-11-11,85.45
2015-11-13,86.0
2015-11-16,92.05
2015-11-17,94.7
2015-11-18,95.65
2015-11-19,95.9
2015-11-20,93.65
2015-11-23,97.35
2015-11-24,97.4
2015-11-26,97.1
2015-11-27,102.7
2015-11-30,119.3
2015-12-01,124.9
2015-12-02,122.05
2015-12-03,113.6
2015-12-04,117.0
2015-12-07,117.0
2015-12-08,110.1
2015-12-09,104.25
2015-12-10,108.2
2015-12-11,110.2
2015-12-14,106.7
2015-12-15,115.25
2015-12-16,116.2
2015-12-17,117.45
2015-12-18,117.0
2015-12-21,116.8
2015-12-22,115.3
2015-12-23,116.45
2015-12-24,117.75
2015-12-28,121.55
2015-12-29,122.3
2015-12-30,123.2
2015-12-31,120.95
