Date,VAKRANGEE
2015-01-01,124.7
2015-01-02,125.7
2015-01-05,128.7
2015-01-06,124.9
2015-01-07,124.6
2015-01-08,124.8
2015-01-09,125.35
2015-01-12,124.95
2015-01-13,125.4
2015-01-14,124.8
2015-01-15,126.35
2015-01-16,127.65
2015-01-19,127.85
2015-01-20,127.15
2015-01-21,127.65
2015-01-22,128.8
2015-01-23,129.8
2015-01-27,126.75
2015-01-28,128.35
2015-01-29,128.7
2015-01-30,128.5
2015-02-02,126.2
2015-02-03,125.7
2015-02-04,125.1
2015-02-05,123.9
2015-02-06,124.35
2015-02-09,125.35
2015-02-10,125.6
2015-02-11,124.15
2015-02-12,124.25
2015-02-13,124.1
2015-02-16,126.05
2015-02-18,124.2
2015-02-19,121.9
2015-02-20,129.85
2015-02-23,130.0
2015-02-24,127.55
2015-02-25,126.75
2015-02-26,123.7
2015-02-27,123.7
2015-02-28,122.75
2015-03-02,123.95
2015-03-03,124.0
2015-03-04,122.4
2015-03-05,121.9
2015-03-09,117.5
2015-03-10,117.2
2015-03-11,118.05
2015-03-12,121.6
2015-03-13,119.65
2015-03-16,116.2
2015-03-17,115.65
2015-03-18,115.5
2015-03-19,116.95
2015-03-20,114.1
2015-03-23,111.95
2015-03-24,111.05
2015-03-25,107.15
2015-03-26,97.35
2015-03-27,95.2
2015-03-30,96.3
2015-03-31,102.75
2015-04-01,108.2
2015-04-06,115.55
2015-04-07,120.6
2015-04-08,125.6
2015-04-09,130.0
2015-04-10,133.75
2015-04-13,130.45
2015-04-15,127.1
2015-04-16,128.25
2015-04-17,126.0
2015-04-20,116.3
2015-04-21,116.15
2015-04-22,116.95
2015-04-23,115.7
2015-04-24,113.75
2015-04-27,102.55
2015-04-28,102.4
2015-04-29,106.95
2015-04-30,106.4
2015-05-04,115.35
2015-05-05,115.65
2015-05-06,112.9
2015-05-07,109.0
2015-05-08,109.45
2015-05-11,109.1
2015-05-12,106.65
2015-05-13,105.35
2015-05-14,110.95
2015-05-15,108.5
2015-05-18,108.65
2015-05-19,108.7
2015-05-20,108.85
2015-05-21,109.15
2015-05-22,109.3
2015-05-25,109.8
2015-05-26,109.05
2015-05-27,109.3
2015-05-28,108.05
2015-05-29,109.45
2015-06-01,110.4
2015-06-02,107.95
2015-06-03,102.6
2015-06-04,104.8
2015-06-05,103.75
2015-06-08,102.7
2015-06-09,103.8
2015-06-10,103.8
2015-06-11,103.5
2015-06-12,104.15
2015-06-15,105.35
2015-06-16,106.5
2015-06-17,107.85
2015-06-18,109.85
2015-06-19,111.9
2015-06-22,113.9
2015-06-23,112.45
2015-06-24,112.85
2015-06-25,113.25
2015-06-26,114.4
2015-06-29,113.45
2015-06-30,115.8
2015-07-01,118.95
2015-07-02,131.95
2015-07-03,132.0
2015-07-06,142.5
2015-07-07,152.7
2015-07-08,147.75
2015-07-09,147.65
2015-07-10,145.8
2015-07-13,148.95
2015-07-14,145.55
2015-07-15,149.4
2015-07-16,154.05
2015-07-17,159.75
2015-07-20,160.45
2015-07-21,158.95
2015-07-22,164.15
2015-07-23,162.2
2015-07-24,162.75
2015-07-27,163.2
2015-07-28,162.85
2015-07-29,162.95
2015-07-30,158.1
2015-07-31,166.5
2015-08-03,168.25
2015-08-04,167.0
2015-08-05,165.7
2015-08-06,164.3
2015-08-07,166.6
2015-08-10,166.95
2015-08-11,166.65
2015-08-12,159.35
2015-08-13,155.85
2015-08-14,153.95
2015-08-17,153.8
2015-08-18,154.3
2015-08-19,151.7
2015-08-20,127.8
2015-08-21,124.75
2015-08-24,99.8
2015-08-25,89.85
2015-08-26,98.25
2015-08-27,107.7
2015-08-28,118.35
2015-08-31,118.4
2015-09-01,110.45
2015-09-02,107.75
2015-09-03,106.0
2015-09-04,107.6
2015-09-07,107.6
2015-09-08,107.9
2015-09-09,110.4
2015-09-10,109.25
2015-09-11,110.3
2015-09-14,110.8
2015-09-15,109.2
2015-09-16,116.65
2015-09-18,122.15
2015-09-21,125.8
2015-09-22,127.4
2015-09-23,127.75
2015-09-24,128.0
2015-09-28,127.65
2015-09-29,127.9
2015-09-30,128.05
2015-10-01,133.6
2015-10-05,134.2
2015-10-06,134.45
2015-10-07,134.15
2015-10-08,134.1
2015-10-09,134.1
2015-10-12,133.7
2015-10-13,130.85
2015-10-14,131.95
2015-10-15,131.95
2015-10-16,132.0
2015-10-19,132.15
2015-10-20,131.8
2015-10-21,132.05
2015-10-23,132.05
2015-10-26,131.9
2015-10-27,131.6
2015-10-28,131.8
2015-10-29,131.65
2015-10-30,130.9
2015-11-02,126.1
2015-11-03,125.45
2015-11-04,121.8
2015-11-05,120.45
2015-11-06,117.55
2015-11-09,117.3
2015-11-10,116.7
2015-11-11,123.1
2015-11-13,123.5
2015-11-16,143.15
2015-11-17,149.3
2015-11-18,152.1
2015-11-19,151.65
2015-11-20,151.05
2015-11-23,165.3
2015-11-24,169.8
2015-11-26,170.25
2015-11-27,168.2
2015-11-30,168.4
2015-12-01,168.7
2015-12-02,166.95
2015-12-03,166.6
2015-12-04,164.7
2015-12-07,164.9
2015-12-08,163.95
2015-12-09,162.9
2015-12-10,163.75
2015-12-11,160.8
2015-12-14,165.15
2015-12-15,164.95
2015-12-16,169.65
2015-12-17,187.0
2015-12-18,180.6
2015-12-21,177.3
2015-12-22,176.8
2015-12-23,176.25
2015-12-24,176.3
2015-12-28,175.95
2015-12-29,176.05
2015-12-30,174.45
2015-12-31,174.5
