Date,20MICRONS
2015-01-01,30.4
2015-01-02,30.75
2015-01-05,30.85
2015-01-06,30.25
2015-01-07,30.35
2015-01-08,30.9
2015-01-09,30.6
2015-01-12,36.7
2015-01-13,43.85
2015-01-14,45.7
2015-01-15,45.65
2015-01-16,44.35
2015-01-19,42.3
2015-01-20,43.6
2015-01-21,43.1
2015-01-22,42.5
2015-01-23,41.3
2015-01-27,40.55
2015-01-28,41.15
2015-01-29,40.25
2015-01-30,39.1
2015-02-02,39.15
2015-02-03,38.5
2015-02-04,39.3
2015-02-05,38.5
2015-02-06,38.55
2015-02-09,38.25
2015-02-10,38.3
2015-02-11,38.4
2015-02-12,37.7
2015-02-13,37.0
2015-02-16,37.5
2015-02-18,36.55
2015-02-19,36.5
2015-02-20,36.1
2015-02-23,36.3
2015-02-24,36.3
2015-02-25,35.65
2015-02-26,35.25
2015-02-27,35.85
2015-02-28,36.05
2015-03-02,35.35
2015-03-03,35.65
2015-03-04,35.65
2015-03-05,35.6
2015-03-09,35.6
2015-03-10,35.35
2015-03-11,35.1
2015-03-12,35.5
2015-03-13,35.35
2015-03-16,35.3
2015-03-17,35.3
2015-03-18,35.1
2015-03-19,35.2
2015-03-20,35.1
2015-03-23,34.5
2015-03-24,34.7
2015-03-25,34.1
2015-03-26,33.9
2015-03-27,33.95
2015-03-30,34.55
2015-03-31,35.6
2015-04-01,37.35
2015-04-06,37.9
2015-04-07,37.0
2015-04-08,37.25
2015-04-09,40.2
2015-04-10,40.7
2015-04-13,37.55
2015-04-15,36.5
2015-04-16,35.9
2015-04-17,35.6
2015-04-20,34.7
2015-04-21,34.7
2015-04-22,34.7
2015-04-23,35.45
2015-04-24,34.65
2015-04-27,34.25
2015-04-28,34.05
2015-04-29,34.2
2015-04-30,33.9
2015-05-04,33.85
2015-05-05,38.15
2015-05-06,35.25
2015-05-07,34.05
2015-05-08,33.85
2015-05-11,33.85
2015-05-12,33.75
2015-05-13,33.65
2015-05-14,33.55
2015-05-15,33.25
2015-05-18,33.3
2015-05-19,33.55
2015-05-20,33.65
2015-05-21,33.65
2015-05-22,33.8
2015-05-25,33.9
2015-05-26,34.25
2015-05-27,33.95
2015-05-28,32.85
2015-05-29,33.35
2015-06-01,32.25
2015-06-02,32.15
2015-06-03,32.4
2015-06-04,32.3
2015-06-05,32.35
2015-06-08,33.35
2015-06-09,33.0
2015-06-10,33.0
2015-06-11,33.45
2015-06-12,33.95
2015-06-15,32.35
2015-06-16,32.4
2015-06-17,32.3
2015-06-18,32.2
2015-06-19,32.9
2015-06-22,31.95
2015-06-23,31.85
2015-06-24,32.25
2015-06-25,31.95
2015-06-26,31.6
2015-06-29,31.6
2015-06-30,32.85
2015-07-01,31.95
2015-07-02,31.9
2015-07-03,32.15
2015-07-06,31.85
2015-07-07,32.0
2015-07-08,31.65
2015-07-09,31.55
2015-07-10,30.65
2015-07-13,30.7
2015-07-14,30.75
2015-07-15,30.75
2015-07-16,30.6
2015-07-17,30.45
2015-07-20,30.4
2015-07-21,30.05
2015-07-22,30.0
2015-07-23,30.4
2015-07-24,29.9
2015-07-27,29.65
2015-07-28,29.7
2015-07-29,29.4
2015-07-30,29.1
2015-07-31,28.8
2015-08-03,28.8
2015-08-04,29.2
2015-08-05,29.6
2015-08-06,28.1
2015-08-07,31.85
2015-08-10,28.8
2015-08-11,28.4
2015-08-12,28.2
2015-08-13,27.6
2015-08-14,27.75
2015-08-17,27.8
2015-08-18,27.4
2015-08-19,27.3
2015-08-20,27.0
2015-08-21,26.65
2015-08-24,25.5
2015-08-25,25.4
2015-08-26,25.8
2015-08-27,25.6
2015-08-28,26.1
2015-08-31,26.25
2015-09-01,25.3
2015-09-02,25.8
2015-09-03,25.75
2015-09-04,25.55
2015-09-07,25.1
2015-09-08,25.45
2015-09-09,25.8
2015-09-10,25.5
2015-09-11,25.35
2015-09-14,25.75
2015-09-15,25.3
2015-09-16,25.4
2015-09-18,25.5
2015-09-21,25.4
2015-09-22,25.2
2015-09-23,25.05
2015-09-24,25.0
2015-09-28,25.05
2015-09-29,25.1
2015-09-30,25.1
2015-10-01,25.0
2015-10-05,25.45
2015-10-06,25.55
2015-10-07,25.75
2015-10-08,25.6
2015-10-09,25.65
2015-10-12,25.85
2015-10-13,29.45
2015-10-14,29.95
2015-10-15,30.4
2015-10-16,30.3
2015-10-19,32.0
2015-10-20,31.6
2015-10-21,31.35
2015-10-23,31.3
2015-10-26,30.9
2015-10-27,31.35
2015-10-28,30.55
2015-10-29,28.25
2015-10-30,30.2
2015-11-02,30.3
2015-11-03,30.0
2015-11-04,30.2
2015-11-05,29.85
2015-11-06,29.55
2015-11-09,30.0
2015-11-10,29.9
2015-11-11,29.8
2015-11-13,29.3
2015-11-16,28.55
2015-11-17,27.95
2015-11-18,27.75
2015-11-19,28.0
2015-11-20,28.05
2015-11-23,27.45
2015-11-24,27.3
2015-11-26,27.5
2015-11-27,27.45
2015-11-30,27.35
2015-12-01,27.5
2015-12-02,29.1
2015-12-03,29.0
2015-12-04,28.75
2015-12-07,28.3
2015-12-08,28.2
2015-12-09,27.45
2015-12-10,27.35
2015-12-11,27.25
2015-12-14,27.25
2015-12-15,28.05
2015-12-16,27.8
2015-12-17,28.2
2015-12-18,27.95
2015-12-21,27.9
2015-12-22,28.05
2015-12-23,29.05
2015-12-24,31.85
2015-12-28,33.1
2015-12-29,33.0
2015-12-30,36.55
2015-12-31,36.5
