Date,GDL
2015-01-01,351.35
2015-01-02,350.35
2015-01-05,351.55
2015-01-06,346.4
2015-01-07,344.2
2015-01-08,353.5
2015-01-09,352.7
2015-01-12,356.6
2015-01-13,362.65
2015-01-14,358.8
2015-01-15,357.7
2015-01-16,365.25
2015-01-19,383.95
2015-01-20,424.45
2015-01-21,400.3
2015-01-22,383.45
2015-01-23,380.95
2015-01-27,387.65
2015-01-28,396.85
2015-01-29,390.55
2015-01-30,383.7
2015-02-02,382.85
2015-02-03,382.65
2015-02-04,379.95
2015-02-05,393.3
2015-02-06,396.3
2015-02-09,392.95
2015-02-10,396.15
2015-02-11,398.05
2015-02-12,395.15
2015-02-13,401.2
2015-02-16,397.25
2015-02-18,419.25
2015-02-19,426.1
2015-02-20,432.15
2015-02-23,416.25
2015-02-24,415.9
2015-02-25,425.0
2015-02-26,415.35
2015-02-27,409.95
2015-02-28,414.2
2015-03-02,411.6
2015-03-03,413.1
2015-03-04,415.85
2015-03-05,407.75
2015-03-09,405.65
2015-03-10,429.7
2015-03-11,426.5
2015-03-12,435.4
2015-03-13,443.2
2015-03-16,426.35
2015-03-17,437.55
2015-03-18,441.6
2015-03-19,436.1
2015-03-20,421.15
2015-03-23,419.8
2015-03-24,415.6
2015-03-25,420.1
2015-03-26,413.5
2015-03-27,409.05
2015-03-30,406.6
2015-03-31,410.9
2015-04-01,420.1
2015-04-06,411.35
2015-04-07,406.6
2015-04-08,400.8
2015-04-09,384.4
2015-04-10,371.9
2015-04-13,367.25
2015-04-15,380.9
2015-04-16,371.45
2015-04-17,364.35
2015-04-20,360.35
2015-04-21,368.85
2015-04-22,353.85
2015-04-23,366.0
2015-04-24,358.8
2015-04-27,358.55
2015-04-28,361.9
2015-04-29,359.9
2015-04-30,352.3
2015-05-04,360.35
2015-05-05,360.2
2015-05-06,350.9
2015-05-07,338.2
2015-05-08,346.65
2015-05-11,341.0
2015-05-12,340.2
2015-05-13,348.35
2015-05-14,351.85
2015-05-15,359.25
2015-05-18,354.25
2015-05-19,354.35
2015-05-20,351.75
2015-05-21,349.95
2015-05-22,348.8
2015-05-25,350.4
2015-05-26,351.55
2015-05-27,351.7
2015-05-28,352.05
2015-05-29,358.55
2015-06-01,376.9
2015-06-02,375.75
2015-06-03,368.05
2015-06-04,364.6
2015-06-05,369.8
2015-06-08,365.6
2015-06-09,362.9
2015-06-10,359.45
2015-06-11,359.3
2015-06-12,364.3
2015-06-15,358.55
2015-06-16,364.65
2015-06-17,364.65
2015-06-18,369.0
2015-06-19,362.4
2015-06-22,364.25
2015-06-23,361.3
2015-06-24,358.25
2015-06-25,356.75
2015-06-26,355.45
2015-06-29,348.7
2015-06-30,342.85
2015-07-01,355.05
2015-07-02,357.15
2015-07-03,348.45
2015-07-06,342.1
2015-07-07,336.8
2015-07-08,322.45
2015-07-09,315.75
2015-07-10,331.25
2015-07-13,334.95
2015-07-14,328.7
2015-07-15,329.65
2015-07-16,333.75
2015-07-17,326.3
2015-07-20,328.1
2015-07-21,327.65
2015-07-22,334.05
2015-07-23,336.7
2015-07-24,333.1
2015-07-27,326.55
2015-07-28,333.45
2015-07-29,355.75
2015-07-30,374.05
2015-07-31,370.25
2015-08-03,365.1
2015-08-04,366.1
2015-08-05,367.1
2015-08-06,361.35
2015-08-07,353.95
2015-08-10,355.05
2015-08-11,347.55
2015-08-12,340.45
2015-08-13,337.05
2015-08-14,344.15
2015-08-17,340.8
2015-08-18,342.9
2015-08-19,349.8
2015-08-20,344.75
2015-08-21,336.3
2015-08-24,327.95
2015-08-25,315.45
2015-08-26,326.45
2015-08-27,335.55
2015-08-28,363.5
2015-08-31,360.8
2015-09-01,346.1
2015-09-02,341.8
2015-09-03,333.45
2015-09-04,321.55
2015-09-07,322.0
2015-09-08,324.45
2015-09-09,328.75
2015-09-10,329.2
2015-09-11,327.0
2015-09-14,324.8
2015-09-15,326.4
2015-09-16,327.9
2015-09-18,330.55
2015-09-21,344.0
2015-09-22,339.4
2015-09-23,351.9
2015-09-24,349.05
2015-09-28,344.3
2015-09-29,342.15
2015-09-30,357.05
2015-10-01,354.95
2015-10-05,341.1
2015-10-06,342.85
2015-10-07,336.15
2015-10-08,337.2
2015-10-09,335.75
2015-10-12,333.3
2015-10-13,331.85
2015-10-14,344.3
2015-10-15,339.95
2015-10-16,344.15
2015-10-19,354.3
2015-10-20,344.25
2015-10-21,336.4
2015-10-23,341.45
2015-10-26,340.7
2015-10-27,340.1
2015-10-28,335.3
2015-10-29,338.85
2015-10-30,333.85
2015-11-02,338.8
2015-11-03,339.8
2015-11-04,339.85
2015-11-05,346.75
2015-11-06,334.6
2015-11-09,328.15
2015-11-10,331.55
2015-11-11,336.15
2015-11-13,324.4
2015-11-16,327.5
2015-11-17,326.4
2015-11-18,334.9
2015-11-19,337.15
2015-11-20,334.65
2015-11-23,334.7
2015-11-24,339.9
2015-11-26,342.8
2015-11-27,349.8
2015-11-30,341.8
2015-12-01,339.3
2015-12-02,335.7
2015-12-03,327.75
2015-12-04,322.6
2015-12-07,323.75
2015-12-08,327.25
2015-12-09,324.1
2015-12-10,322.7
2015-12-11,326.4
2015-12-14,319.55
2015-12-15,320.05
2015-12-16,311.45
2015-12-17,331.3
2015-12-18,319.7
2015-12-21,316.6
2015-12-22,318.4
2015-12-23,322.55
2015-12-24,320.5
2015-12-28,321.5
2015-12-29,317.75
2015-12-30,317.6
2015-12-31,323.25
