Date,ECLERX
2015-01-01,1289.4
2015-01-02,1324.15
2015-01-05,1324.35
2015-01-06,1270.6
2015-01-07,1271.75
2015-01-08,1310.8
2015-01-09,1307.55
2015-01-12,1305.1
2015-01-13,1307.5
2015-01-14,1306.35
2015-01-15,1304.5
2015-01-16,1306.95
2015-01-19,1308.3
2015-01-20,1315.4
2015-01-21,1308.4
2015-01-22,1300.3
2015-01-23,1278.45
2015-01-27,1272.5
2015-01-28,1310.75
2015-01-29,1292.7
2015-01-30,1282.05
2015-02-02,1278.35
2015-02-03,1284.2
2015-02-04,1281.1
2015-02-05,1265.15
2015-02-06,1213.75
2015-02-09,1194.1
2015-02-10,1200.05
2015-02-11,1216.55
2015-02-12,1254.4
2015-02-13,1268.1
2015-02-16,1274.5
2015-02-18,1273.55
2015-02-19,1283.2
2015-02-20,1281.9
2015-02-23,1250.55
2015-02-24,1244.6
2015-02-25,1242.35
2015-02-26,1253.3
2015-02-27,1286.45
2015-02-28,1326.6
2015-03-02,1386.5
2015-03-03,1403.55
2015-03-04,1422.25
2015-03-05,1569.35
2015-03-09,1625.35
2015-03-10,1638.9
2015-03-11,1551.0
2015-03-12,1561.8
2015-03-13,1514.35
2015-03-16,1478.05
2015-03-17,1424.8
2015-03-18,1433.65
2015-03-19,1445.55
2015-03-20,1589.7
2015-03-23,1541.9
2015-03-24,1526.45
2015-03-25,1570.6
2015-03-26,1585.3
2015-03-27,1572.4
2015-03-30,1596.0
2015-03-31,1585.55
2015-04-01,1600.65
2015-04-06,1608.5
2015-04-07,1572.7
2015-04-08,1611.6
2015-04-09,1589.65
2015-04-10,1578.8
2015-04-13,1568.9
2015-04-15,1529.7
2015-04-16,1578.3
2015-04-17,1578.35
2015-04-20,1511.7
2015-04-21,1578.85
2015-04-22,1564.3
2015-04-23,1581.15
2015-04-24,1583.6
2015-04-27,1562.45
2015-04-28,1582.6
2015-04-29,1601.5
2015-04-30,1594.6
2015-05-04,1588.1
2015-05-05,1586.85
2015-05-06,1556.8
2015-05-07,1577.9
2015-05-08,1573.4
2015-05-11,1574.9
2015-05-12,1588.3
2015-05-13,1579.4
2015-05-14,1601.0
2015-05-15,1609.0
2015-05-18,1619.7
2015-05-19,1585.8
2015-05-20,1568.4
2015-05-21,1606.15
2015-05-22,1595.0
2015-05-25,1534.55
2015-05-26,1604.4
2015-05-27,1578.4
2015-05-28,1584.95
2015-05-29,1580.0
2015-06-01,1568.6
2015-06-02,1532.5
2015-06-03,1510.2
2015-06-04,1576.65
2015-06-05,1610.7
2015-06-08,1591.95
2015-06-09,1567.65
2015-06-10,1586.35
2015-06-11,1555.2
2015-06-12,1543.5
2015-06-15,1574.3
2015-06-16,1559.8
2015-06-17,1574.0
2015-06-18,1568.2
2015-06-19,1568.2
2015-06-22,1566.45
2015-06-23,1563.45
2015-06-24,1554.6
2015-06-25,1554.45
2015-06-26,1554.6
2015-06-29,1531.25
2015-06-30,1488.05
2015-07-01,1527.5
2015-07-02,1522.3
2015-07-03,1515.25
2015-07-06,1518.9
2015-07-07,1520.95
2015-07-08,1489.15
2015-07-09,1490.65
2015-07-10,1469.4
2015-07-13,1460.1
2015-07-14,1482.5
2015-07-15,1481.4
2015-07-16,1474.95
2015-07-17,1473.45
2015-07-20,1471.7
2015-07-21,1431.15
2015-07-22,1436.2
2015-07-23,1457.9
2015-07-24,1437.65
2015-07-27,1432.15
2015-07-28,1419.45
