Date,MEGH
2015-01-01,26.1
2015-01-02,25.25
2015-01-05,25.45
2015-01-06,24.35
2015-01-07,23.45
2015-01-08,24.75
2015-01-09,24.45
2015-01-12,24.65
2015-01-13,24.15
2015-01-14,23.75
2015-01-15,23.7
2015-01-16,23.7
2015-01-19,23.85
2015-01-20,23.7
2015-01-21,23.75
2015-01-22,24.35
2015-01-23,23.95
2015-01-27,23.7
2015-01-28,22.95
2015-01-29,22.3
2015-01-30,24.25
2015-02-02,24.55
2015-02-03,24.05
2015-02-04,23.7
2015-02-05,23.3
2015-02-06,23.7
2015-02-09,23.35
2015-02-10,18.7
2015-02-11,18.25
2015-02-12,18.95
2015-02-13,19.1
2015-02-16,18.8
2015-02-18,18.65
2015-02-19,18.3
2015-02-20,18.45
2015-02-23,18.2
2015-02-24,17.85
2015-02-25,17.3
2015-02-26,17.05
2015-02-27,17.35
2015-02-28,17.3
2015-03-02,17.65
2015-03-03,18.4
2015-03-04,18.2
2015-03-05,17.8
2015-03-09,17.25
2015-03-10,17.35
2015-03-11,17.1
2015-03-12,17.1
2015-03-13,16.4
2015-03-16,15.0
2015-03-17,14.95
2015-03-18,15.55
2015-03-19,16.2
2015-03-20,16.1
2015-03-23,15.9
2015-03-24,15.5
2015-03-25,15.0
2015-03-26,14.95
2015-03-27,15.0
2015-03-30,15.4
2015-03-31,14.85
2015-04-01,15.5
2015-04-06,16.05
2015-04-07,16.7
2015-04-08,18.45
2015-04-09,18.4
2015-04-10,18.45
2015-04-13,18.45
2015-04-15,19.1
2015-04-16,18.45
2015-04-17,18.35
2015-04-20,16.5
2015-04-21,16.65
2015-04-22,16.75
2015-04-23,16.7
2015-04-24,16.15
2015-04-27,15.7
2015-04-28,15.75
2015-04-29,15.85
2015-04-30,16.1
2015-05-04,16.2
2015-05-05,15.85
2015-05-06,15.25
2015-05-07,14.85
2015-05-08,14.95
2015-05-11,15.4
2015-05-12,15.25
2015-05-13,16.15
2015-05-14,15.8
2015-05-15,15.95
2015-05-18,16.15
2015-05-19,16.35
2015-05-20,17.3
2015-05-21,17.1
2015-05-22,18.35
2015-05-25,17.85
2015-05-26,17.1
2015-05-27,16.9
2015-05-28,17.55
2015-05-29,17.15
2015-06-01,16.85
2015-06-02,16.4
2015-06-03,15.8
2015-06-04,15.5
2015-06-05,15.6
2015-06-08,15.2
2015-06-09,15.25
2015-06-10,15.45
2015-06-11,15.0
2015-06-12,15.0
2015-06-15,15.15
2015-06-16,15.45
2015-06-17,15.55
2015-06-18,16.55
2015-06-19,16.3
2015-06-22,16.35
2015-06-23,17.25
2015-06-24,17.65
2015-06-25,17.65
2015-06-26,17.5
2015-06-29,16.95
2015-06-30,16.95
2015-07-01,18.25
2015-07-02,19.0
2015-07-03,18.2
2015-07-06,18.35
2015-07-07,18.8
2015-07-08,20.5
2015-07-09,20.15
2015-07-10,20.5
2015-07-13,20.55
2015-07-14,21.4
2015-07-15,21.3
2015-07-16,21.1
2015-07-17,22.15
2015-07-20,22.4
2015-07-21,22.7
2015-07-22,23.55
2015-07-23,23.25
2015-07-24,23.15
2015-07-27,21.95
2015-07-28,21.8
2015-07-29,22.0
2015-07-30,21.9
2015-07-31,22.45
2015-08-03,23.95
2015-08-04,23.55
2015-08-05,23.35
2015-08-06,24.35
2015-08-07,25.25
2015-08-10,24.9
2015-08-11,23.8
2015-08-12,22.25
2015-08-13,21.5
2015-08-14,22.7
2015-08-17,22.75
2015-08-18,22.6
2015-08-19,22.2
2015-08-20,21.35
2015-08-21,23.6
2015-08-24,19.05
2015-08-25,18.75
2015-08-26,19.05
2015-08-27,19.75
2015-08-28,19.45
2015-08-31,19.0
2015-09-01,18.6
2015-09-02,18.8
2015-09-03,19.1
2015-09-04,18.25
2015-09-07,18.0
2015-09-08,17.9
2015-09-09,18.35
2015-09-10,17.95
2015-09-11,17.9
2015-09-14,18.3
2015-09-15,18.2
2015-09-16,18.0
2015-09-18,18.6
2015-09-21,19.1
2015-09-22,18.8
2015-09-23,18.9
2015-09-24,18.7
2015-09-28,18.1
2015-09-29,18.15
2015-09-30,19.15
2015-10-01,19.35
2015-10-05,19.9
2015-10-06,21.95
2015-10-07,23.25
2015-10-08,24.55
2015-10-09,26.05
2015-10-12,24.6
2015-10-13,26.45
2015-10-14,26.5
2015-10-15,24.85
2015-10-16,24.0
2015-10-19,24.85
2015-10-20,26.5
2015-10-21,26.0
2015-10-23,25.15
2015-10-26,25.15
2015-10-27,24.7
2015-10-28,25.75
2015-10-29,25.5
2015-10-30,24.35
2015-11-02,24.3
2015-11-03,24.35
2015-11-04,22.85
2015-11-05,22.2
2015-11-06,21.9
2015-11-09,22.3
2015-11-10,22.05
2015-11-11,22.8
2015-11-13,22.95
2015-11-16,22.7
2015-11-17,23.4
2015-11-18,22.9
2015-11-19,22.8
2015-11-20,23.15
2015-11-23,23.2
2015-11-24,22.95
2015-11-26,23.1
2015-11-27,22.8
2015-11-30,22.95
2015-12-01,23.1
2015-12-02,24.8
2015-12-03,24.45
2015-12-04,23.5
2015-12-07,23.75
2015-12-08,22.75
2015-12-09,21.25
2015-12-10,22.25
2015-12-11,21.9
2015-12-14,21.85
2015-12-15,24.55
2015-12-16,24.3
2015-12-17,25.75
2015-12-18,25.05
2015-12-21,24.9
2015-12-22,24.5
2015-12-23,24.45
2015-12-24,26.1
2015-12-28,25.9
2015-12-29,25.3
2015-12-30,25.0
2015-12-31,25.1
