Date,ASHAPURMIN
2015-01-01,65.1
2015-01-02,64.3
2015-01-05,68.2
2015-01-06,65.6
2015-01-07,63.5
2015-01-08,64.4
2015-01-09,64.25
2015-01-12,63.4
2015-01-13,65.6
2015-01-14,64.25
2015-01-15,63.3
2015-01-16,64.1
2015-01-19,65.0
2015-01-20,65.45
2015-01-21,64.35
2015-01-22,61.3
2015-01-23,60.55
2015-01-27,57.15
2015-01-28,57.2
2015-01-29,57.4
2015-01-30,57.0
2015-02-02,55.8
2015-02-03,57.15
2015-02-04,57.95
2015-02-05,56.35
2015-02-06,55.0
2015-02-09,53.1
2015-02-10,53.55
2015-02-11,52.2
2015-02-12,52.5
2015-02-13,53.7
2015-02-16,52.5
2015-02-18,56.05
2015-02-19,57.75
2015-02-20,55.65
2015-02-23,57.1
2015-02-24,57.15
2015-02-25,60.05
2015-02-26,60.75
2015-02-27,60.9
2015-02-28,60.75
2015-03-02,61.0
2015-03-03,65.4
2015-03-04,68.8
2015-03-05,69.15
2015-03-09,70.0
2015-03-10,71.05
2015-03-11,71.75
2015-03-12,71.25
2015-03-13,70.75
2015-03-16,70.05
2015-03-17,70.05
2015-03-18,70.0
2015-03-19,70.0
2015-03-20,71.55
2015-03-23,71.6
2015-03-24,72.0
2015-03-25,72.05
2015-03-26,71.85
2015-03-27,72.05
2015-03-30,75.4
2015-03-31,73.4
2015-04-01,74.05
2015-04-06,73.0
2015-04-07,72.15
2015-04-08,72.1
2015-04-09,75.85
2015-04-10,81.1
2015-04-13,78.6
2015-04-15,77.15
2015-04-16,74.25
2015-04-17,76.6
2015-04-20,72.55
2015-04-21,72.15
2015-04-22,72.5
2015-04-23,72.05
2015-04-24,72.35
2015-04-27,67.0
2015-04-28,67.9
2015-04-29,70.6
2015-04-30,72.05
2015-05-04,73.75
2015-05-05,72.0
2015-05-06,72.15
2015-05-07,72.45
2015-05-08,73.0
2015-05-11,72.25
2015-05-12,72.15
2015-05-13,72.55
2015-05-14,72.9
2015-05-15,72.7
2015-05-18,72.2
2015-05-19,71.65
2015-05-20,70.4
2015-05-21,71.65
2015-05-22,71.7
2015-05-25,70.2
2015-05-26,69.3
2015-05-27,67.05
2015-05-28,66.65
2015-05-29,67.0
2015-06-01,66.05
2015-06-02,65.25
2015-06-03,62.15
2015-06-04,63.25
2015-06-05,66.0
2015-06-08,63.45
2015-06-09,61.7
2015-06-10,61.3
2015-06-11,60.35
2015-06-12,58.75
2015-06-15,59.95
2015-06-16,57.85
2015-06-17,56.5
2015-06-18,58.4
2015-06-19,57.35
2015-06-22,58.45
2015-06-23,58.15
2015-06-24,58.85
2015-06-25,57.15
2015-06-26,56.75
2015-06-29,57.1
2015-06-30,59.15
2015-07-01,59.1
2015-07-02,59.05
2015-07-03,58.35
2015-07-06,58.55
2015-07-07,58.45
2015-07-08,57.4
2015-07-09,57.25
2015-07-10,63.05
2015-07-13,66.7
2015-07-14,65.1
2015-07-15,63.05
2015-07-16,63.0
2015-07-17,61.1
2015-07-20,62.55
2015-07-21,61.25
2015-07-22,61.35
2015-07-23,61.25
2015-07-24,60.15
2015-07-27,59.5
2015-07-28,58.25
2015-07-29,58.75
2015-07-30,58.9
2015-07-31,58.8
2015-08-03,59.25
2015-08-04,58.55
2015-08-05,60.45
2015-08-06,63.35
2015-08-07,62.7
2015-08-10,62.1
2015-08-11,59.25
2015-08-12,57.85
2015-08-13,57.15
2015-08-14,57.45
2015-08-17,58.95
2015-08-18,58.1
2015-08-19,57.65
2015-08-20,56.7
2015-08-21,56.5
2015-08-24,50.0
2015-08-25,51.5
2015-08-26,50.7
2015-08-27,51.65
2015-08-28,48.95
2015-08-31,48.55
2015-09-01,47.4
2015-09-02,46.2
2015-09-03,46.75
2015-09-04,43.95
2015-09-07,43.65
2015-09-08,44.5
2015-09-09,45.85
2015-09-10,44.3
2015-09-11,45.85
2015-09-14,46.0
2015-09-15,45.95
2015-09-16,52.9
2015-09-18,49.05
2015-09-21,49.45
2015-09-22,50.1
2015-09-23,50.5
2015-09-24,48.45
2015-09-28,48.1
2015-09-29,47.05
2015-09-30,49.2
2015-10-01,50.05
2015-10-05,50.6
2015-10-06,52.25
2015-10-07,55.0
2015-10-08,53.3
2015-10-09,57.0
2015-10-12,59.1
2015-10-13,66.1
2015-10-14,66.5
2015-10-15,64.6
2015-10-16,64.75
2015-10-19,65.1
2015-10-20,65.0
2015-10-21,67.7
2015-10-23,65.65
2015-10-26,65.05
2015-10-27,66.0
2015-10-28,66.05
2015-10-29,64.9
2015-10-30,65.05
2015-11-02,65.05
2015-11-03,65.65
2015-11-04,66.1
2015-11-05,61.5
2015-11-06,60.9
2015-11-09,60.1
2015-11-10,59.15
2015-11-11,61.85
2015-11-13,60.15
2015-11-16,61.9
2015-11-17,60.85
2015-11-18,60.45
2015-11-19,61.2
2015-11-20,60.0
2015-11-23,60.15
2015-11-24,60.2
2015-11-26,61.2
2015-11-27,67.35
2015-11-30,67.8
2015-12-01,65.75
2015-12-02,65.7
2015-12-03,65.1
2015-12-04,65.05
2015-12-07,64.05
2015-12-08,63.2
2015-12-09,61.85
2015-12-10,62.05
2015-12-11,64.5
2015-12-14,65.25
2015-12-15,66.55
2015-12-16,64.1
2015-12-17,71.55
2015-12-18,71.45
2015-12-21,73.35
2015-12-22,71.35
2015-12-23,71.8
2015-12-24,71.65
2015-12-28,79.9
2015-12-29,89.85
2015-12-30,86.15
2015-12-31,97.85
