Date,RATNAMANI
2015-01-01,693.85
2015-01-02,690.9
2015-01-05,695.05
2015-01-06,664.45
2015-01-07,677.95
2015-01-08,663.5
2015-01-09,670.75
2015-01-12,665.4
2015-01-13,666.55
2015-01-14,659.55
2015-01-15,665.1
2015-01-16,662.6
2015-01-19,667.4
2015-01-20,664.45
2015-01-21,664.45
2015-01-22,715.45
2015-01-23,725.7
2015-01-27,706.85
2015-01-28,702.1
2015-01-29,698.3
2015-01-30,700.55
2015-02-02,741.7
2015-02-03,747.2
2015-02-04,754.05
2015-02-05,743.05
2015-02-06,725.7
2015-02-09,714.05
2015-02-10,704.95
2015-02-11,719.05
2015-02-12,725.4
2015-02-13,717.6
2015-02-16,701.35
2015-02-18,724.3
2015-02-19,760.9
2015-02-20,752.95
2015-02-23,743.15
2015-02-24,734.05
2015-02-25,735.2
2015-02-26,733.5
2015-02-27,744.25
2015-02-28,737.2
2015-03-02,738.55
2015-03-03,789.45
2015-03-04,776.3
2015-03-05,763.95
2015-03-09,766.8
2015-03-10,765.2
2015-03-11,772.55
2015-03-12,762.8
2015-03-13,746.6
2015-03-16,741.85
2015-03-17,745.65
2015-03-18,738.05
2015-03-19,735.85
2015-03-20,725.8
2015-03-23,693.65
2015-03-24,697.35
2015-03-25,700.65
2015-03-26,675.7
2015-03-27,661.9
2015-03-30,690.3
2015-03-31,687.2
2015-04-01,693.4
2015-04-06,723.65
2015-04-07,724.0
2015-04-08,725.3
2015-04-09,721.9
2015-04-10,717.65
2015-04-13,717.25
2015-04-15,715.1
2015-04-16,708.45
2015-04-17,717.1
2015-04-20,700.3
2015-04-21,698.95
2015-04-22,699.95
2015-04-23,697.3
2015-04-24,688.3
2015-04-27,686.8
2015-04-28,689.05
2015-04-29,683.65
2015-04-30,675.45
2015-05-04,688.55
2015-05-05,712.45
2015-05-06,681.05
2015-05-07,669.35
2015-05-08,631.75
2015-05-11,629.8
2015-05-12,624.8
2015-05-13,649.45
2015-05-14,667.8
2015-05-15,646.3
2015-05-18,657.55
2015-05-19,645.1
2015-05-20,639.65
2015-05-21,626.75
2015-05-22,629.65
2015-05-25,595.2
2015-05-26,590.15
2015-05-27,566.15
2015-05-28,559.9
2015-05-29,589.45
2015-06-01,580.25
2015-06-02,578.95
2015-06-03,571.8
2015-06-04,577.5
2015-06-05,570.0
2015-06-08,561.5
2015-06-09,547.2
2015-06-10,532.5
2015-06-11,532.1
2015-06-12,531.15
2015-06-15,534.55
2015-06-16,530.1
2015-06-17,538.45
2015-06-18,561.6
2015-06-19,547.0
2015-06-22,546.3
2015-06-23,546.9
2015-06-24,540.55
2015-06-25,541.1
2015-06-26,543.45
2015-06-29,540.4
2015-06-30,549.4
2015-07-01,567.4
2015-07-02,569.55
2015-07-03,569.4
2015-07-06,578.45
2015-07-07,590.45
2015-07-08,568.4
2015-07-09,572.5
2015-07-10,554.15
2015-07-13,553.75
2015-07-14,569.2
2015-07-15,563.6
2015-07-16,563.1
2015-07-17,569.8
2015-07-20,571.3
2015-07-21,561.45
2015-07-22,557.75
2015-07-23,587.5
2015-07-24,596.2
2015-07-27,598.9
2015-07-28,598.8
2015-07-29,593.3
2015-07-30,581.25
2015-07-31,569.9
2015-08-03,578.1
2015-08-04,586.6
2015-08-05,623.0
2015-08-06,601.1
2015-08-07,600.75
2015-08-10,673.3
2015-08-11,662.4
2015-08-12,651.05
2015-08-13,645.5
2015-08-14,647.35
2015-08-17,650.1
2015-08-18,649.95
2015-08-19,650.15
2015-08-20,645.8
2015-08-21,638.3
2015-08-24,589.25
2015-08-25,597.6
2015-08-26,596.1
2015-08-27,595.15
2015-08-28,586.85
2015-08-31,599.5
2015-09-01,586.9
2015-09-02,589.65
2015-09-03,615.2
2015-09-04,597.15
2015-09-07,600.35
2015-09-08,605.8
2015-09-09,605.7
2015-09-10,597.5
2015-09-11,604.15
2015-09-14,609.95
2015-09-15,608.45
2015-09-16,605.0
2015-09-18,609.55
2015-09-21,617.9
2015-09-22,624.1
2015-09-23,620.05
2015-09-24,620.55
2015-09-28,612.2
2015-09-29,611.15
2015-09-30,615.5
2015-10-01,630.3
2015-10-05,645.05
2015-10-06,655.9
2015-10-07,657.6
2015-10-08,656.95
2015-10-09,641.5
2015-10-12,635.85
2015-10-13,639.95
2015-10-14,635.5
2015-10-15,629.3
2015-10-16,636.4
2015-10-19,650.4
2015-10-20,645.35
2015-10-21,642.0
2015-10-23,646.7
2015-10-26,647.4
2015-10-27,635.3
2015-10-28,642.95
2015-10-29,636.25
2015-10-30,641.65
2015-11-02,635.95
2015-11-03,652.05
2015-11-04,657.15
2015-11-05,614.8
2015-11-06,595.8
2015-11-09,596.5
2015-11-10,596.7
2015-11-11,595.55
2015-11-13,581.05
2015-11-16,572.55
2015-11-17,570.5
2015-11-18,572.35
2015-11-19,580.2
2015-11-20,587.55
2015-11-23,577.2
2015-11-24,571.6
2015-11-26,560.15
2015-11-27,559.75
2015-11-30,567.45
2015-12-01,561.0
2015-12-02,558.25
2015-12-03,564.15
2015-12-04,558.3
2015-12-07,524.65
2015-12-08,513.65
2015-12-09,514.75
2015-12-10,527.8
2015-12-11,525.75
2015-12-14,524.95
2015-12-15,535.95
2015-12-16,527.45
2015-12-17,536.6
2015-12-18,543.3
2015-12-21,554.95
2015-12-22,559.4
2015-12-23,575.7
2015-12-24,584.35
2015-12-28,573.65
2015-12-29,565.2
2015-12-30,554.05
2015-12-31,545.1
