Date,INDOTECH
2015-01-01,216.65
2015-01-02,217.75
2015-01-05,220.2
2015-01-06,211.45
2015-01-07,207.35
2015-01-08,220.85
2015-01-09,218.0
2015-01-12,221.35
2015-01-13,219.75
2015-01-14,219.05
2015-01-15,220.95
2015-01-16,218.3
2015-01-19,221.5
2015-01-20,220.55
2015-01-21,221.15
2015-01-22,220.3
2015-01-23,217.65
2015-01-27,225.3
2015-01-28,231.25
2015-01-29,225.25
2015-01-30,227.15
2015-02-02,232.65
2015-02-03,234.3
2015-02-04,224.85
2015-02-05,222.45
2015-02-06,205.35
2015-02-09,192.5
2015-02-10,198.0
2015-02-11,200.0
2015-02-12,193.65
2015-02-13,194.8
2015-02-16,197.25
2015-02-18,197.35
2015-02-19,195.1
2015-02-20,194.2
2015-02-23,189.4
2015-02-24,185.4
2015-02-25,181.55
2015-02-26,178.35
2015-02-27,172.25
2015-02-28,175.3
2015-03-02,175.55
2015-03-03,180.5
2015-03-04,173.4
2015-03-05,171.55
2015-03-09,177.35
2015-03-10,175.25
2015-03-11,173.55
2015-03-12,170.45
2015-03-13,165.2
2015-03-16,163.25
2015-03-17,160.45
2015-03-18,152.05
2015-03-19,147.1
2015-03-20,137.7
2015-03-23,134.9
2015-03-24,132.4
2015-03-25,158.85
2015-03-26,160.35
2015-03-27,150.9
2015-03-30,157.1
2015-03-31,174.45
2015-04-01,176.05
2015-04-06,176.55
2015-04-07,173.4
2015-04-08,163.65
2015-04-09,171.55
2015-04-10,171.2
2015-04-13,171.5
2015-04-15,170.7
2015-04-16,170.25
2015-04-17,165.45
2015-04-20,153.45
2015-04-21,158.1
2015-04-22,153.05
2015-04-23,153.95
2015-04-24,149.3
2015-04-27,148.85
2015-04-28,151.6
2015-04-29,149.4
2015-04-30,149.2
2015-05-04,148.3
2015-05-05,146.7
2015-05-06,142.95
2015-05-07,141.55
2015-05-08,143.2
2015-05-11,146.1
2015-05-12,143.45
2015-05-13,143.45
2015-05-14,161.55
2015-05-15,162.0
2015-05-18,154.75
2015-05-19,174.3
2015-05-20,172.25
2015-05-21,164.35
2015-05-22,168.2
2015-05-25,168.9
2015-05-26,161.0
2015-05-27,165.6
2015-05-28,174.75
2015-05-29,170.5
2015-06-01,164.1
2015-06-02,161.75
2015-06-03,152.0
2015-06-04,153.7
2015-06-05,149.8
2015-06-08,148.6
2015-06-09,154.45
2015-06-10,152.85
2015-06-11,150.6
2015-06-12,149.75
2015-06-15,151.4
2015-06-16,151.0
2015-06-17,152.05
2015-06-18,153.55
2015-06-19,159.9
2015-06-22,176.25
2015-06-23,173.8
2015-06-24,183.6
2015-06-25,191.45
2015-06-26,183.2
2015-06-29,179.05
2015-06-30,181.2
2015-07-01,178.9
2015-07-02,175.65
2015-07-03,174.45
2015-07-06,177.0
2015-07-07,175.0
2015-07-08,171.4
2015-07-09,171.65
2015-07-10,173.95
2015-07-13,172.75
2015-07-14,183.2
2015-07-15,179.85
2015-07-16,176.7
2015-07-17,175.3
2015-07-20,172.1
2015-07-21,169.9
2015-07-22,169.75
2015-07-23,172.7
2015-07-24,172.2
2015-07-27,171.35
2015-07-28,172.55
2015-07-29,173.1
2015-07-30,171.85
2015-07-31,173.05
2015-08-03,188.3
2015-08-04,200.35
2015-08-05,211.15
2015-08-06,216.95
2015-08-07,208.75
2015-08-10,202.2
2015-08-11,194.4
2015-08-12,184.8
2015-08-13,184.25
2015-08-14,183.15
2015-08-17,177.65
2015-08-18,176.0
2015-08-19,173.7
2015-08-20,167.0
2015-08-21,161.1
2015-08-24,146.2
2015-08-25,147.95
2015-08-26,147.05
2015-08-27,151.4
2015-08-28,152.7
2015-08-31,152.85
2015-09-01,147.45
2015-09-02,147.4
2015-09-03,148.6
2015-09-04,141.2
2015-09-07,137.0
2015-09-08,137.95
2015-09-09,144.6
2015-09-10,143.45
2015-09-11,144.0
2015-09-14,144.6
2015-09-15,144.4
2015-09-16,141.5
2015-09-18,142.95
2015-09-21,143.75
2015-09-22,143.75
2015-09-23,146.6
2015-09-24,148.65
2015-09-28,144.75
2015-09-29,143.5
2015-09-30,148.4
2015-10-01,150.85
2015-10-05,152.35
2015-10-06,152.45
2015-10-07,156.25
2015-10-08,158.05
2015-10-09,160.25
2015-10-12,163.15
2015-10-13,168.55
2015-10-14,167.1
2015-10-15,177.2
2015-10-16,174.75
2015-10-19,176.75
2015-10-20,181.2
2015-10-21,178.5
2015-10-23,178.15
2015-10-26,173.85
2015-10-27,172.1
2015-10-28,167.85
2015-10-29,168.15
2015-10-30,163.45
2015-11-02,166.65
2015-11-03,162.35
2015-11-04,158.25
2015-11-05,155.15
2015-11-06,154.1
2015-11-09,155.9
2015-11-10,153.05
2015-11-11,153.35
2015-11-13,162.75
2015-11-16,162.5
2015-11-17,162.2
2015-11-18,158.45
2015-11-19,161.95
2015-11-20,163.25
2015-11-23,163.35
2015-11-24,161.1
2015-11-26,158.6
2015-11-27,160.9
2015-11-30,154.95
2015-12-01,155.7
2015-12-02,158.25
2015-12-03,173.35
2015-12-04,181.2
2015-12-07,175.8
2015-12-08,165.0
2015-12-09,164.4
2015-12-10,169.0
2015-12-11,164.3
2015-12-14,162.1
2015-12-15,169.1
2015-12-16,166.05
2015-12-17,183.55
2015-12-18,182.3
2015-12-21,183.1
2015-12-22,180.85
2015-12-23,187.85
2015-12-24,187.15
2015-12-28,184.4
2015-12-29,178.55
2015-12-30,177.75
2015-12-31,213.3
