Date,BATAINDIA
2015-01-01,1297.85
2015-01-02,1320.3
2015-01-05,1324.3
2015-01-06,1275.5
2015-01-07,1280.9
2015-01-08,1323.05
2015-01-09,1356.9
2015-01-12,1374.25
2015-01-13,1394.4
2015-01-14,1413.55
2015-01-15,1420.75
2015-01-16,1436.25
2015-01-19,1447.55
2015-01-20,1433.8
2015-01-21,1480.55
2015-01-22,1468.3
2015-01-23,1450.45
2015-01-27,1440.1
2015-01-28,1442.45
2015-01-29,1460.95
2015-01-30,1423.05
2015-02-02,1388.15
2015-02-03,1374.45
2015-02-04,1362.2
2015-02-05,1360.7
2015-02-06,1361.9
2015-02-09,1330.4
2015-02-10,1323.25
2015-02-11,1290.85
2015-02-12,1251.4
2015-02-13,1256.6
2015-02-16,1286.35
2015-02-18,1285.15
2015-02-19,1280.1
2015-02-20,1300.1
2015-02-23,1273.15
2015-02-24,1245.9
2015-02-25,1242.95
2015-02-26,1205.35
2015-02-27,1225.15
2015-02-28,1282.35
2015-03-02,1275.6
2015-03-03,1262.0
2015-03-04,1233.15
2015-03-05,1234.9
2015-03-09,1229.75
2015-03-10,1224.65
2015-03-11,1222.35
2015-03-12,1223.65
2015-03-13,1157.45
2015-03-16,1175.55
2015-03-17,1182.4
2015-03-18,1189.5
2015-03-19,1166.95
2015-03-20,1168.6
2015-03-23,1159.2
2015-03-24,1163.6
2015-03-25,1154.15
2015-03-26,1119.85
2015-03-27,1079.5
2015-03-30,1076.95
2015-03-31,1090.85
2015-04-01,1094.7
2015-04-06,1132.3
2015-04-07,1132.25
2015-04-08,1128.75
2015-04-09,1160.3
2015-04-10,1157.95
2015-04-13,1159.9
2015-04-15,1147.6
2015-04-16,1135.6
2015-04-17,1099.7
2015-04-20,1057.65
2015-04-21,1009.8
2015-04-22,1002.25
2015-04-23,1020.65
2015-04-24,1015.9
2015-04-27,1007.95
2015-04-28,1018.2
2015-04-29,1018.65
2015-04-30,1019.2
2015-05-04,1031.35
2015-05-05,1065.25
2015-05-06,1040.75
2015-05-07,1036.0
2015-05-08,1045.5
2015-05-11,1051.45
2015-05-12,1048.4
2015-05-13,1059.65
2015-05-14,1068.4
2015-05-15,1058.2
2015-05-18,1064.1
2015-05-19,1110.35
2015-05-20,1099.45
2015-05-21,1120.65
2015-05-22,1120.15
2015-05-25,1113.05
2015-05-26,1073.7
2015-05-27,1038.85
2015-05-28,1053.45
2015-05-29,1070.95
2015-06-01,1057.15
2015-06-02,1034.95
2015-06-03,1026.0
2015-06-04,1030.6
2015-06-05,1002.25
2015-06-08,993.25
2015-06-09,978.2
2015-06-10,993.4
2015-06-11,994.95
2015-06-12,992.2
2015-06-15,1025.9
2015-06-16,1017.4
2015-06-17,1009.8
2015-06-18,1002.25
2015-06-19,1022.55
2015-06-22,1040.05
2015-06-23,1046.35
2015-06-24,1035.3
2015-06-25,1048.95
2015-06-26,1044.4
2015-06-29,1028.05
2015-06-30,1057.7
2015-07-01,1065.75
2015-07-02,1072.55
2015-07-03,1083.55
2015-07-06,1135.5
2015-07-07,1157.25
2015-07-08,1148.75
2015-07-09,1158.35
2015-07-10,1157.35
2015-07-13,1182.65
2015-07-14,1173.35
2015-07-15,1195.8
2015-07-16,1197.95
2015-07-17,1211.2
2015-07-20,1195.05
2015-07-21,1172.25
2015-07-22,1140.7
2015-07-23,1157.1
2015-07-24,1158.5
2015-07-27,1151.4
2015-07-28,1116.4
2015-07-29,1125.05
2015-07-30,1188.65
2015-07-31,1200.4
2015-08-03,1211.45
2015-08-04,1224.3
2015-08-05,1233.15
2015-08-06,1169.75
2015-08-07,1185.55
2015-08-10,1187.9
2015-08-11,1180.9
2015-08-12,1150.3
2015-08-13,1151.5
2015-08-14,1163.05
2015-08-17,1175.95
2015-08-18,1179.3
2015-08-19,1179.7
2015-08-20,1131.8
2015-08-21,1127.35
2015-08-24,1019.5
2015-08-25,1014.4
2015-08-26,1040.35
2015-08-27,1116.25
2015-08-28,1074.8
2015-08-31,1072.6
2015-09-01,1079.0
2015-09-02,1050.8
2015-09-03,1029.15
2015-09-04,1035.35
2015-09-07,1002.45
2015-09-08,1012.65
2015-09-09,1022.75
2015-09-10,1023.8
2015-09-11,1026.5
2015-09-14,1061.75
2015-09-15,1099.7
2015-09-16,1119.05
2015-09-18,1140.6
2015-09-21,1147.05
2015-09-22,1129.2
2015-09-23,1109.85
2015-09-24,1123.7
2015-09-28,1106.5
2015-09-29,1068.15
2015-09-30,1078.25
2015-10-01,1058.1
2015-10-05,1075.55
2015-10-06,1098.95
2015-10-07,549.75
2015-10-08,552.8
2015-10-09,545.05
2015-10-12,535.8
2015-10-13,525.05
2015-10-14,535.95
2015-10-15,526.8
2015-10-16,529.15
2015-10-19,524.85
2015-10-20,526.7
2015-10-21,525.85
2015-10-23,525.85
2015-10-26,519.6
2015-10-27,523.95
2015-10-28,525.7
2015-10-29,503.8
2015-10-30,502.95
2015-11-02,503.55
2015-11-03,493.55
2015-11-04,484.2
2015-11-05,464.65
2015-11-06,466.05
2015-11-09,484.2
2015-11-10,470.5
2015-11-11,478.25
2015-11-13,472.05
2015-11-16,472.7
2015-11-17,472.3
2015-11-18,476.45
2015-11-19,478.3
2015-11-20,492.3
2015-11-23,488.05
2015-11-24,486.2
2015-11-26,513.7
2015-11-27,496.45
2015-11-30,499.5
2015-12-01,485.45
2015-12-02,480.45
2015-12-03,479.7
2015-12-04,483.65
2015-12-07,485.55
2015-12-08,494.8
2015-12-09,479.9
2015-12-10,473.3
2015-12-11,469.3
2015-12-14,472.4
2015-12-15,485.3
2015-12-16,479.4
2015-12-17,498.8
2015-12-18,490.0
2015-12-21,485.8
2015-12-22,494.1
2015-12-23,498.9
2015-12-24,495.0
2015-12-28,506.35
2015-12-29,508.7
2015-12-30,505.15
2015-12-31,521.95
