Date,IOC
2015-01-01,336.45
2015-01-02,334.6
2015-01-05,338.2
2015-01-06,334.45
2015-01-07,335.05
2015-01-08,343.5
2015-01-09,341.7
2015-01-12,339.5
2015-01-13,340.15
2015-01-14,335.7
2015-01-15,336.05
2015-01-16,336.5
2015-01-19,336.8
2015-01-20,336.75
2015-01-21,330.05
2015-01-22,331.65
2015-01-23,331.0
2015-01-27,331.1
2015-01-28,338.15
2015-01-29,348.35
2015-01-30,347.3
2015-02-02,339.95
2015-02-03,330.75
2015-02-04,335.2
2015-02-05,334.65
2015-02-06,327.55
2015-02-09,319.55
2015-02-10,310.95
2015-02-11,318.05
2015-02-12,315.4
2015-02-13,310.25
2015-02-16,317.95
2015-02-18,332.15
2015-02-19,343.2
2015-02-20,333.05
2015-02-23,337.9
2015-02-24,328.8
2015-02-25,327.2
2015-02-26,327.65
2015-02-27,333.65
2015-02-28,332.3
2015-03-02,350.7
2015-03-03,356.4
2015-03-04,341.1
2015-03-05,348.7
2015-03-09,349.95
2015-03-10,346.05
2015-03-11,341.05
2015-03-12,345.8
2015-03-13,339.05
2015-03-16,341.45
2015-03-17,347.05
2015-03-18,349.7
2015-03-19,350.4
2015-03-20,344.1
2015-03-23,341.95
2015-03-24,347.25
2015-03-25,351.85
2015-03-26,349.55
2015-03-27,346.5
2015-03-30,354.5
2015-03-31,368.65
2015-04-01,370.6
2015-04-06,374.0
2015-04-07,372.2
2015-04-08,377.15
2015-04-09,375.0
2015-04-10,375.05
2015-04-13,376.95
2015-04-15,372.95
2015-04-16,363.9
2015-04-17,359.4
2015-04-20,359.45
2015-04-21,355.25
2015-04-22,363.45
2015-04-23,368.5
2015-04-24,355.8
2015-04-27,349.6
2015-04-28,351.45
2015-04-29,349.85
2015-04-30,361.2
2015-05-04,364.75
2015-05-05,364.2
2015-05-06,336.3
2015-05-07,330.85
2015-05-08,335.35
2015-05-11,338.95
2015-05-12,332.35
2015-05-13,335.0
2015-05-14,333.95
2015-05-15,336.65
2015-05-18,343.4
2015-05-19,344.75
2015-05-20,343.6
2015-05-21,348.9
2015-05-22,348.45
2015-05-25,348.85
2015-05-26,347.65
2015-05-27,358.65
2015-05-28,360.65
2015-05-29,356.2
2015-06-01,354.75
2015-06-02,349.1
2015-06-03,338.9
2015-06-04,350.5
2015-06-05,355.0
2015-06-08,350.9
2015-06-09,349.7
2015-06-10,346.5
2015-06-11,339.85
2015-06-12,350.8
2015-06-15,353.3
2015-06-16,356.8
2015-06-17,351.65
2015-06-18,374.5
2015-06-19,382.45
2015-06-22,382.95
2015-06-23,398.0
2015-06-24,389.85
2015-06-25,388.5
2015-06-26,384.5
2015-06-29,384.75
2015-06-30,385.4
2015-07-01,391.65
2015-07-02,412.4
2015-07-03,417.2
2015-07-06,426.4
2015-07-07,427.1
2015-07-08,429.35
2015-07-09,418.4
2015-07-10,420.3
2015-07-13,424.7
2015-07-14,438.85
2015-07-15,432.8
2015-07-16,441.95
2015-07-17,439.0
2015-07-20,445.1
2015-07-21,438.65
2015-07-22,447.8
2015-07-23,454.65
2015-07-24,457.45
2015-07-27,455.7
2015-07-28,446.0
2015-07-29,448.1
2015-07-30,445.9
2015-07-31,431.35
2015-08-03,425.05
2015-08-04,425.1
2015-08-05,423.3
2015-08-06,418.95
2015-08-07,426.4
2015-08-10,429.75
2015-08-11,418.65
2015-08-12,388.4
2015-08-13,394.9
2015-08-14,389.65
2015-08-17,384.95
2015-08-18,400.05
2015-08-19,397.95
2015-08-20,397.7
2015-08-21,394.85
2015-08-24,378.1
2015-08-25,394.85
2015-08-26,393.9
2015-08-27,409.85
2015-08-28,405.25
2015-08-31,414.45
2015-09-01,405.95
2015-09-02,395.15
2015-09-03,399.75
2015-09-04,408.85
2015-09-07,394.4
2015-09-08,392.35
2015-09-09,402.6
2015-09-10,398.8
2015-09-11,399.3
2015-09-14,401.85
2015-09-15,398.9
2015-09-16,395.05
2015-09-18,390.05
2015-09-21,386.45
2015-09-22,390.65
2015-09-23,395.6
2015-09-24,394.25
2015-09-28,398.85
2015-09-29,394.65
2015-09-30,402.2
2015-10-01,401.25
2015-10-05,402.15
2015-10-06,403.25
2015-10-07,397.9
2015-10-08,399.9
2015-10-09,399.3
2015-10-12,399.2
2015-10-13,399.95
2015-10-14,399.95
2015-10-15,403.1
2015-10-16,405.55
2015-10-19,405.95
2015-10-20,402.45
2015-10-21,397.3
2015-10-23,399.8
2015-10-26,393.05
2015-10-27,398.95
2015-10-28,399.85
2015-10-29,392.5
2015-10-30,399.75
2015-11-02,397.35
2015-11-03,401.3
2015-11-04,410.1
2015-11-05,408.95
2015-11-06,411.75
2015-11-09,413.2
2015-11-10,399.0
2015-11-11,408.1
2015-11-13,407.8
2015-11-16,402.3
2015-11-17,399.85
2015-11-18,403.7
2015-11-19,407.1
2015-11-20,411.5
2015-11-23,411.8
2015-11-24,418.4
2015-11-26,421.05
2015-11-27,419.45
2015-11-30,421.05
2015-12-01,433.35
2015-12-02,431.45
2015-12-03,430.55
2015-12-04,428.3
2015-12-07,428.7
2015-12-08,422.6
2015-12-09,413.1
2015-12-10,415.8
2015-12-11,415.4
2015-12-14,414.0
2015-12-15,418.25
2015-12-16,425.75
2015-12-17,430.05
2015-12-18,425.6
2015-12-21,435.45
2015-12-22,432.65
2015-12-23,433.1
2015-12-24,433.6
2015-12-28,430.9
2015-12-29,430.4
2015-12-30,425.85
2015-12-31,428.55
