Date,MOHOTAIND
2015-01-01,135.25
2015-01-02,139.0
2015-01-05,135.0
2015-01-06,125.0
2015-01-07,136.95
2015-01-08,135.0
2015-01-09,130.7
2015-01-12,140.0
2015-01-13,143.15
2015-01-14,148.2
2015-01-15,146.0
2015-01-16,136.15
2015-01-19,143.85
2015-01-20,140.0
2015-01-21,136.35
2015-01-22,137.25
2015-01-23,138.45
2015-01-27,136.0
2015-01-28,136.0
2015-01-29,145.2
2015-01-30,157.95
2015-02-02,171.9
2015-02-03,172.5
2015-02-04,175.85
2015-02-05,171.1
2015-02-06,170.1
2015-02-09,167.1
2015-02-10,166.05
2015-02-11,171.15
2015-02-12,165.05
2015-02-13,168.5
2015-02-16,173.0
2015-02-18,175.45
2015-02-19,170.05
2015-02-20,172.0
2015-02-23,170.0
2015-02-24,165.5
2015-02-25,158.95
2015-02-26,158.15
2015-02-27,155.45
2015-02-28,154.0
2015-03-02,152.7
2015-03-03,148.9
2015-03-04,159.7
2015-03-05,171.35
2015-03-09,167.55
2015-03-10,167.35
2015-03-11,169.95
2015-03-12,170.35
2015-03-13,163.85
2015-03-16,147.9
2015-03-17,149.0
2015-03-18,148.05
2015-03-19,148.25
2015-03-20,149.35
2015-03-23,146.0
2015-03-24,140.5
2015-03-25,142.0
2015-03-26,145.9
2015-03-27,145.0
2015-03-30,144.75
2015-03-31,141.4
2015-04-01,146.35
2015-04-06,141.25
2015-04-07,140.1
2015-04-08,140.2
2015-04-09,138.15
2015-04-10,139.9
2015-04-13,139.0
2015-04-15,166.8
2015-04-16,169.5
2015-04-17,168.0
2015-04-20,179.0
2015-04-21,180.25
2015-04-22,180.3
2015-04-23,184.5
2015-04-24,184.4
2015-04-27,211.05
2015-04-28,210.95
2015-04-29,215.4
2015-04-30,213.55
2015-05-04,220.35
2015-05-05,217.0
2015-05-06,212.2
2015-05-07,219.95
2015-05-08,221.35
2015-05-11,227.0
2015-05-12,228.65
2015-05-13,234.7
2015-05-14,239.5
2015-05-15,237.3
2015-05-18,230.5
2015-05-19,232.0
2015-05-20,235.5
2015-05-21,238.1
2015-05-22,232.6
2015-05-25,232.9
2015-05-26,212.25
2015-05-27,221.75
2015-05-28,221.5
2015-05-29,233.8
2015-06-01,235.85
2015-06-02,230.0
2015-06-03,219.65
2015-06-04,229.3
2015-06-05,227.55
2015-06-08,225.2
2015-06-09,229.6
2015-06-10,229.2
2015-06-11,225.25
2015-06-12,231.5
2015-06-15,230.0
2015-06-16,231.75
2015-06-17,231.8
2015-06-18,226.55
2015-06-19,225.95
2015-06-22,221.0
2015-06-23,235.6
2015-06-24,244.95
2015-06-25,293.9
2015-06-26,311.7
2015-06-29,308.55
2015-06-30,308.1
2015-07-01,311.6
2015-07-02,311.45
2015-07-03,330.55
2015-07-06,335.15
2015-07-07,331.95
2015-07-08,321.1
2015-07-09,320.65
2015-07-10,320.8
2015-07-13,323.3
2015-07-14,324.05
2015-07-15,309.9
2015-07-16,308.9
2015-07-17,308.55
2015-07-20,309.95
2015-07-21,297.7
2015-07-22,295.65
2015-07-23,293.5
2015-07-24,280.8
2015-07-27,292.2
2015-07-28,302.95
2015-07-29,302.2
2015-07-30,292.05
2015-07-31,300.05
2015-08-03,294.0
2015-08-04,291.2
2015-08-05,287.35
2015-08-06,282.6
2015-08-07,278.75
2015-08-10,280.95
2015-08-11,275.25
2015-08-12,272.85
2015-08-13,270.3
2015-08-14,267.8
2015-08-17,263.8
2015-08-18,266.1
2015-08-19,265.0
2015-08-20,257.85
2015-08-21,259.5
2015-08-24,219.25
2015-08-25,211.25
2015-08-26,210.6
2015-08-27,218.0
2015-08-28,212.0
2015-08-31,209.6
2015-09-01,209.85
2015-09-02,211.85
2015-09-03,211.25
2015-09-04,204.65
2015-09-07,199.7
2015-09-08,202.1
2015-09-09,212.55
2015-09-10,211.55
2015-09-11,214.25
2015-09-14,243.35
2015-09-15,246.2
2015-09-16,240.9
2015-09-18,237.0
2015-09-21,243.1
2015-09-22,235.75
2015-09-23,234.45
2015-09-24,235.0
2015-09-28,222.05
2015-09-29,231.0
2015-09-30,228.8
2015-10-01,228.2
2015-10-05,244.0
2015-10-06,239.55
2015-10-07,239.5
2015-10-08,235.45
2015-10-09,245.05
2015-10-12,249.75
2015-10-13,244.2
2015-10-14,241.1
2015-10-15,241.5
2015-10-16,247.8
2015-10-19,245.4
2015-10-20,238.75
2015-10-21,240.15
2015-10-23,240.15
2015-10-26,246.35
2015-10-27,260.7
2015-10-28,274.4
2015-10-29,273.25
2015-10-30,301.55
2015-11-02,294.6
2015-11-03,275.8
2015-11-04,268.4
2015-11-05,269.4
2015-11-06,276.4
2015-11-09,280.75
2015-11-10,294.75
2015-11-11,304.5
2015-11-13,303.2
2015-11-16,305.75
2015-11-17,300.35
2015-11-18,295.0
2015-11-19,291.65
2015-11-20,302.7
2015-11-23,295.6
2015-11-24,296.0
2015-11-26,288.55
2015-11-27,289.8
2015-11-30,292.5
2015-12-01,287.5
2015-12-02,272.0
2015-12-03,271.0
2015-12-04,273.25
2015-12-07,270.1
2015-12-08,270.1
2015-12-09,267.95
2015-12-10,265.85
2015-12-11,261.75
2015-12-14,263.45
2015-12-15,257.85
2015-12-16,256.3
2015-12-17,258.75
2015-12-18,256.75
2015-12-21,260.75
2015-12-22,254.5
2015-12-23,267.3
2015-12-24,279.2
2015-12-28,278.25
2015-12-29,275.85
2015-12-30,277.8
2015-12-31,280.75
