Date,PARSVNATH
2015-01-01,16.9
2015-01-02,18.75
2015-01-05,18.95
2015-01-06,17.75
2015-01-07,15.4
2015-01-08,17.1
2015-01-09,17.85
2015-01-12,18.45
2015-01-13,18.4
2015-01-14,18.0
2015-01-15,18.05
2015-01-16,17.9
2015-01-19,18.7
2015-01-20,18.3
2015-01-21,17.75
2015-01-22,17.75
2015-01-23,17.5
2015-01-27,17.1
2015-01-28,17.0
2015-01-29,17.5
2015-01-30,18.0
2015-02-02,18.4
2015-02-03,18.15
2015-02-04,18.45
2015-02-05,18.4
2015-02-06,19.15
2015-02-09,19.15
2015-02-10,19.25
2015-02-11,19.2
2015-02-12,19.2
2015-02-13,19.15
2015-02-16,20.5
2015-02-18,24.35
2015-02-19,24.25
2015-02-20,24.4
2015-02-23,24.6
2015-02-24,25.7
2015-02-25,26.4
2015-02-26,25.55
2015-02-27,26.25
2015-02-28,25.85
2015-03-02,24.75
2015-03-03,24.15
2015-03-04,23.7
2015-03-05,22.95
2015-03-09,22.0
2015-03-10,23.1
2015-03-11,23.55
2015-03-12,23.0
2015-03-13,22.9
2015-03-16,22.85
2015-03-17,23.05
2015-03-18,22.45
2015-03-19,21.6
2015-03-20,19.2
2015-03-23,19.5
2015-03-24,19.05
2015-03-25,18.25
2015-03-26,18.95
2015-03-27,19.0
2015-03-30,18.8
2015-03-31,18.55
2015-04-01,18.9
2015-04-06,19.7
2015-04-07,19.8
2015-04-08,20.15
2015-04-09,20.65
2015-04-10,21.1
2015-04-13,22.25
2015-04-15,22.05
2015-04-16,22.9
2015-04-17,23.15
2015-04-20,23.05
2015-04-21,23.1
2015-04-22,23.05
2015-04-23,22.7
2015-04-24,21.6
2015-04-27,20.95
2015-04-28,20.8
2015-04-29,20.7
2015-04-30,20.9
2015-05-04,20.95
2015-05-05,21.1
2015-05-06,20.35
2015-05-07,19.5
2015-05-08,20.4
2015-05-11,20.5
2015-05-12,20.4
2015-05-13,20.45
2015-05-14,20.3
2015-05-15,20.45
2015-05-18,20.8
2015-05-19,21.55
2015-05-20,22.1
2015-05-21,21.9
2015-05-22,21.95
2015-05-25,21.85
2015-05-26,22.0
2015-05-27,21.8
2015-05-28,21.55
2015-05-29,21.05
2015-06-01,20.4
2015-06-02,21.1
2015-06-03,20.4
2015-06-04,20.25
2015-06-05,20.1
2015-06-08,20.8
2015-06-09,20.9
2015-06-10,20.85
2015-06-11,20.75
2015-06-12,21.15
2015-06-15,20.9
2015-06-16,20.85
2015-06-17,21.1
2015-06-18,21.25
2015-06-19,21.55
2015-06-22,22.0
2015-06-23,21.7
2015-06-24,21.9
2015-06-25,21.85
2015-06-26,21.85
2015-06-29,22.05
2015-06-30,21.95
2015-07-01,22.05
2015-07-02,21.95
2015-07-03,22.0
2015-07-06,22.0
2015-07-07,21.85
2015-07-08,21.9
2015-07-09,21.95
2015-07-10,21.6
2015-07-13,21.5
2015-07-14,21.4
2015-07-15,21.25
2015-07-16,21.1
2015-07-17,20.75
2015-07-20,20.05
2015-07-21,19.7
2015-07-22,19.45
2015-07-23,19.65
2015-07-24,19.65
2015-07-27,19.35
2015-07-28,18.8
2015-07-29,18.8
2015-07-30,18.9
2015-07-31,19.15
2015-08-03,19.15
2015-08-04,18.75
2015-08-05,19.2
2015-08-06,19.5
2015-08-07,19.3
2015-08-10,19.25
2015-08-11,19.35
2015-08-12,19.25
2015-08-13,18.95
2015-08-14,19.3
2015-08-17,19.1
2015-08-18,19.25
2015-08-19,19.3
2015-08-20,18.9
2015-08-21,19.3
2015-08-24,18.25
2015-08-25,17.95
2015-08-26,17.95
2015-08-27,17.9
2015-08-28,18.2
2015-08-31,18.35
2015-09-01,18.25
2015-09-02,18.4
2015-09-03,18.2
2015-09-04,18.6
2015-09-07,18.3
2015-09-08,18.25
2015-09-09,18.3
2015-09-10,18.05
2015-09-11,18.05
2015-09-14,18.05
2015-09-15,17.95
2015-09-16,17.4
2015-09-18,17.1
2015-09-21,17.65
2015-09-22,17.9
2015-09-23,17.95
2015-09-24,18.0
2015-09-28,18.05
2015-09-29,17.9
2015-09-30,18.0
2015-10-01,17.95
2015-10-05,18.0
2015-10-06,17.95
2015-10-07,17.95
2015-10-08,17.8
2015-10-09,17.95
2015-10-12,17.9
2015-10-13,17.8
2015-10-14,18.0
2015-10-15,17.85
2015-10-16,17.7
2015-10-19,17.65
2015-10-20,17.9
2015-10-21,17.85
2015-10-23,17.6
2015-10-26,17.2
2015-10-27,17.55
2015-10-28,17.65
2015-10-29,17.8
2015-10-30,17.6
2015-11-02,17.5
2015-11-03,17.45
2015-11-04,17.3
2015-11-05,16.85
2015-11-06,16.85
2015-11-09,16.8
2015-11-10,16.4
2015-11-11,16.6
2015-11-13,16.6
2015-11-16,16.3
2015-11-17,16.25
2015-11-18,16.4
2015-11-19,16.95
2015-11-20,17.75
2015-11-23,18.9
2015-11-24,18.8
2015-11-26,19.05
2015-11-27,22.3
2015-11-30,26.1
2015-12-01,27.4
2015-12-02,28.75
2015-12-03,27.35
2015-12-04,28.9
2015-12-07,29.4
2015-12-08,28.05
2015-12-09,25.45
2015-12-10,26.15
2015-12-11,25.35
2015-12-14,25.6
2015-12-15,25.55
2015-12-16,25.65
2015-12-17,25.5
2015-12-18,26.2
2015-12-21,27.25
2015-12-22,26.5
2015-12-23,26.25
2015-12-24,26.45
2015-12-28,26.8
2015-12-29,26.15
2015-12-30,25.9
2015-12-31,25.75
