Date,ELECTCAST
2015-01-01,18.25
2015-01-02,18.5
2015-01-05,18.75
2015-01-06,18.35
2015-01-07,18.35
2015-01-08,18.65
2015-01-09,18.4
2015-01-12,18.4
2015-01-13,18.7
2015-01-14,18.6
2015-01-15,18.55
2015-01-16,18.35
2015-01-19,18.1
2015-01-20,17.35
2015-01-21,17.15
2015-01-22,17.05
2015-01-23,17.05
2015-01-27,16.9
2015-01-28,16.65
2015-01-29,16.85
2015-01-30,16.55
2015-02-02,17.7
2015-02-03,17.75
2015-02-04,18.15
2015-02-05,17.5
2015-02-06,16.9
2015-02-09,16.9
2015-02-10,17.05
2015-02-11,17.35
2015-02-12,17.65
2015-02-13,17.5
2015-02-16,17.45
2015-02-18,17.55
2015-02-19,18.2
2015-02-20,18.0
2015-02-23,17.95
2015-02-24,17.35
2015-02-25,17.4
2015-02-26,17.25
2015-02-27,17.65
2015-02-28,17.5
2015-03-02,17.85
2015-03-03,18.95
2015-03-04,19.3
2015-03-05,20.05
2015-03-09,21.3
2015-03-10,22.4
2015-03-11,22.05
2015-03-12,21.7
2015-03-13,20.85
2015-03-16,19.45
2015-03-17,19.35
2015-03-18,18.75
2015-03-19,18.75
2015-03-20,18.15
2015-03-23,17.7
2015-03-24,17.7
2015-03-25,17.3
2015-03-26,17.1
2015-03-27,16.8
2015-03-30,17.35
2015-03-31,19.0
2015-04-01,19.4
2015-04-06,18.95
2015-04-07,19.05
2015-04-08,18.9
2015-04-09,18.9
2015-04-10,18.7
2015-04-13,18.55
2015-04-15,18.8
2015-04-16,18.0
2015-04-17,18.1
2015-04-20,17.85
2015-04-21,18.15
2015-04-22,18.05
2015-04-23,18.8
2015-04-24,18.25
2015-04-27,18.45
2015-04-28,18.35
2015-04-29,18.3
2015-04-30,17.95
2015-05-04,18.65
2015-05-05,19.1
2015-05-06,18.35
2015-05-07,18.05
2015-05-08,18.65
2015-05-11,18.5
2015-05-12,17.75
2015-05-13,17.9
2015-05-14,17.9
2015-05-15,18.05
2015-05-18,18.3
2015-05-19,19.05
2015-05-20,19.0
2015-05-21,18.8
2015-05-22,18.6
2015-05-25,18.05
2015-05-26,18.0
2015-05-27,17.9
2015-05-28,17.95
2015-05-29,18.2
2015-06-01,18.15
2015-06-02,18.0
2015-06-03,17.1
2015-06-04,17.55
2015-06-05,18.1
2015-06-08,17.85
2015-06-09,18.1
2015-06-10,18.5
2015-06-11,18.6
2015-06-12,18.5
2015-06-15,18.6
2015-06-16,18.5
2015-06-17,18.45
2015-06-18,18.7
2015-06-19,18.5
2015-06-22,18.55
2015-06-23,18.4
2015-06-24,18.45
2015-06-25,18.4
2015-06-26,18.25
2015-06-29,17.95
2015-06-30,18.1
2015-07-01,18.35
2015-07-02,18.7
2015-07-03,18.75
2015-07-06,21.1
2015-07-07,20.95
2015-07-08,20.5
2015-07-09,20.05
2015-07-10,20.0
2015-07-13,19.9
2015-07-14,19.9
2015-07-15,19.7
2015-07-16,19.95
2015-07-17,19.6
2015-07-20,18.95
2015-07-21,18.65
2015-07-22,18.65
2015-07-23,18.85
2015-07-24,18.6
2015-07-27,19.05
2015-07-28,19.0
2015-07-29,21.55
2015-07-30,22.6
2015-07-31,21.2
2015-08-03,22.55
2015-08-04,24.85
2015-08-05,26.2
2015-08-06,25.25
2015-08-07,24.7
2015-08-10,24.85
2015-08-11,23.7
2015-08-12,22.5
2015-08-13,22.3
2015-08-14,22.6
2015-08-17,22.55
2015-08-18,23.25
2015-08-19,23.0
2015-08-20,21.6
2015-08-21,20.9
2015-08-24,18.45
2015-08-25,18.0
2015-08-26,18.15
2015-08-27,18.8
2015-08-28,18.85
2015-08-31,18.9
2015-09-01,18.25
2015-09-02,18.3
2015-09-03,18.15
2015-09-04,17.1
2015-09-07,16.35
2015-09-08,16.2
2015-09-09,17.0
2015-09-10,16.75
2015-09-11,16.95
2015-09-14,17.75
2015-09-15,17.2
2015-09-16,17.4
2015-09-18,17.85
2015-09-21,18.25
2015-09-22,17.75
2015-09-23,17.8
2015-09-24,17.55
2015-09-28,17.25
2015-09-29,17.05
2015-09-30,17.1
2015-10-01,16.9
2015-10-05,17.25
2015-10-06,17.95
2015-10-07,17.9
2015-10-08,17.95
2015-10-09,17.95
2015-10-12,18.15
2015-10-13,19.25
2015-10-14,19.3
2015-10-15,18.95
2015-10-16,18.8
2015-10-19,19.0
2015-10-20,20.15
2015-10-21,20.35
2015-10-23,19.9
2015-10-26,19.25
2015-10-27,19.05
2015-10-28,19.15
2015-10-29,18.95
2015-10-30,18.75
2015-11-02,18.95
2015-11-03,18.7
2015-11-04,18.7
2015-11-05,18.0
2015-11-06,17.35
2015-11-09,18.05
2015-11-10,18.2
2015-11-11,18.4
2015-11-13,17.9
2015-11-16,17.85
2015-11-17,17.9
2015-11-18,17.65
2015-11-19,17.95
2015-11-20,18.05
2015-11-23,17.95
2015-11-24,20.15
2015-11-26,21.75
2015-11-27,20.4
2015-11-30,19.45
2015-12-01,20.0
2015-12-02,20.1
2015-12-03,20.15
2015-12-04,21.0
2015-12-07,20.7
2015-12-08,20.0
2015-12-09,19.3
2015-12-10,19.8
2015-12-11,19.65
2015-12-14,20.0
2015-12-15,20.2
2015-12-16,20.2
2015-12-17,20.15
2015-12-18,20.1
2015-12-21,21.1
2015-12-22,21.15
2015-12-23,21.25
2015-12-24,20.5
2015-12-28,21.2
2015-12-29,22.25
2015-12-30,22.2
2015-12-31,22.75
