Date,HUBTOWN
2015-01-01,111.55
2015-01-02,112.25
2015-01-05,112.35
2015-01-06,107.35
2015-01-07,104.55
2015-01-08,104.75
2015-01-09,104.25
2015-01-12,103.55
2015-01-13,103.2
2015-01-14,103.45
2015-01-15,105.55
2015-01-16,105.1
2015-01-19,104.3
2015-01-20,104.9
2015-01-21,104.0
2015-01-22,104.15
2015-01-23,104.1
2015-01-27,103.7
2015-01-28,102.4
2015-01-29,103.7
2015-01-30,108.25
2015-02-02,109.65
2015-02-03,105.45
2015-02-04,106.75
2015-02-05,102.95
2015-02-06,102.65
2015-02-09,102.4
2015-02-10,102.4
2015-02-11,105.95
2015-02-12,111.95
2015-02-13,109.05
2015-02-16,110.5
2015-02-18,109.25
2015-02-19,107.3
2015-02-20,108.5
2015-02-23,107.05
2015-02-24,106.65
2015-02-25,106.9
2015-02-26,105.4
2015-02-27,106.85
2015-02-28,106.55
2015-03-02,105.45
2015-03-03,104.9
2015-03-04,104.25
2015-03-05,101.7
2015-03-09,99.4
2015-03-10,102.5
2015-03-11,101.05
2015-03-12,102.1
2015-03-13,102.7
2015-03-16,98.0
2015-03-17,97.6
2015-03-18,99.75
2015-03-19,98.7
2015-03-20,97.2
2015-03-23,101.65
2015-03-24,100.85
2015-03-25,105.15
2015-03-26,102.15
2015-03-27,97.9
2015-03-30,99.65
2015-03-31,99.85
2015-04-01,100.8
2015-04-06,105.5
2015-04-07,102.75
2015-04-08,103.75
2015-04-09,100.1
2015-04-10,98.0
2015-04-13,100.5
2015-04-15,100.3
2015-04-16,99.15
2015-04-17,97.4
2015-04-20,98.2
2015-04-21,97.5
2015-04-22,97.55
2015-04-23,97.1
2015-04-24,96.5
2015-04-27,94.05
2015-04-28,93.75
2015-04-29,95.5
2015-04-30,96.2
2015-05-04,98.45
2015-05-05,100.7
2015-05-06,97.05
2015-05-07,93.0
2015-05-08,94.45
2015-05-11,94.1
2015-05-12,96.05
2015-05-13,96.6
2015-05-14,98.75
2015-05-15,96.6
2015-05-18,96.95
2015-05-19,100.05
2015-05-20,98.85
2015-05-21,97.8
2015-05-22,99.9
2015-05-25,100.2
2015-05-26,99.35
2015-05-27,99.15
2015-05-28,100.4
2015-05-29,105.1
2015-06-01,104.05
2015-06-02,103.9
2015-06-03,96.35
2015-06-04,98.5
2015-06-05,100.65
2015-06-08,101.65
2015-06-09,97.35
2015-06-10,95.2
2015-06-11,93.05
2015-06-12,93.3
2015-06-15,94.5
2015-06-16,93.0
2015-06-17,93.55
2015-06-18,92.95
2015-06-19,93.1
2015-06-22,94.45
2015-06-23,93.4
2015-06-24,91.8
2015-06-25,92.6
2015-06-26,91.95
2015-06-29,90.3
2015-06-30,90.75
2015-07-01,92.55
2015-07-02,92.45
2015-07-03,88.25
2015-07-06,87.7
2015-07-07,88.6
2015-07-08,86.55
2015-07-09,87.75
2015-07-10,85.9
2015-07-13,95.35
2015-07-14,96.4
2015-07-15,102.3
2015-07-16,107.45
2015-07-17,110.45
2015-07-20,110.0
2015-07-21,111.2
2015-07-22,109.4
2015-07-23,108.4
2015-07-24,110.6
2015-07-27,110.0
2015-07-28,109.55
2015-07-29,110.85
2015-07-30,110.95
2015-07-31,109.35
2015-08-03,109.4
2015-08-04,109.3
2015-08-05,116.95
2015-08-06,115.7
2015-08-07,111.75
2015-08-10,110.9
2015-08-11,110.55
2015-08-12,110.7
2015-08-13,110.4
2015-08-14,114.4
2015-08-17,115.15
2015-08-18,114.9
2015-08-19,118.9
2015-08-20,114.7
2015-08-21,113.75
2015-08-24,113.55
2015-08-25,113.2
2015-08-26,116.4
2015-08-27,118.05
2015-08-28,119.0
2015-08-31,122.45
2015-09-01,121.45
2015-09-02,116.3
2015-09-03,121.95
2015-09-04,120.0
2015-09-07,119.35
2015-09-08,121.05
2015-09-09,121.3
2015-09-10,118.95
2015-09-11,119.75
2015-09-14,118.05
2015-09-15,117.3
2015-09-16,119.2
2015-09-18,120.4
2015-09-21,121.75
2015-09-22,126.65
2015-09-23,130.1
2015-09-24,132.05
2015-09-28,131.9
2015-09-29,127.5
2015-09-30,129.8
2015-10-01,126.5
2015-10-05,130.45
2015-10-06,131.65
2015-10-07,130.4
2015-10-08,132.6
2015-10-09,132.2
2015-10-12,133.1
2015-10-13,134.1
2015-10-14,134.75
2015-10-15,138.05
2015-10-16,135.6
2015-10-19,134.0
2015-10-20,133.9
2015-10-21,130.9
2015-10-23,128.55
2015-10-26,128.45
2015-10-27,127.05
2015-10-28,125.15
2015-10-29,127.65
2015-10-30,125.3
2015-11-02,126.1
2015-11-03,125.25
2015-11-04,122.2
2015-11-05,119.45
2015-11-06,119.15
2015-11-09,117.6
2015-11-10,119.6
2015-11-11,119.1
2015-11-13,117.55
2015-11-16,118.95
2015-11-17,116.75
2015-11-18,115.6
2015-11-19,115.35
2015-11-20,114.65
2015-11-23,114.2
2015-11-24,112.8
2015-11-26,115.05
2015-11-27,117.45
2015-11-30,116.4
2015-12-01,119.7
2015-12-02,116.3
2015-12-03,115.8
2015-12-04,114.4
2015-12-07,114.1
2015-12-08,112.35
2015-12-09,115.0
2015-12-10,112.65
2015-12-11,109.15
2015-12-14,111.75
2015-12-15,109.65
2015-12-16,110.05
2015-12-17,112.15
2015-12-18,108.55
2015-12-21,109.55
2015-12-22,109.95
2015-12-23,110.55
2015-12-24,110.5
2015-12-28,109.9
2015-12-29,110.55
2015-12-30,110.0
2015-12-31,110.4
