Date,JINDALSAW
2015-01-01,94.0
2015-01-02,95.1
2015-01-05,92.95
2015-01-06,88.7
2015-01-07,86.6
2015-01-08,89.35
2015-01-09,88.85
2015-01-12,88.6
2015-01-13,86.35
2015-01-14,82.9
2015-01-15,83.25
2015-01-16,84.2
2015-01-19,85.0
2015-01-20,88.75
2015-01-21,85.95
2015-01-22,83.7
2015-01-23,84.7
2015-01-27,85.25
2015-01-28,82.0
2015-01-29,81.8
2015-01-30,80.55
2015-02-02,81.3
2015-02-03,80.3
2015-02-04,82.55
2015-02-05,79.1
2015-02-06,77.4
2015-02-09,75.15
2015-02-10,73.05
2015-02-11,79.2
2015-02-12,79.45
2015-02-13,78.15
2015-02-16,76.4
2015-02-18,77.25
2015-02-19,82.95
2015-02-20,84.7
2015-02-23,79.65
2015-02-24,77.9
2015-02-25,76.8
2015-02-26,75.5
2015-02-27,77.9
2015-02-28,78.05
2015-03-02,77.3
2015-03-03,77.85
2015-03-04,76.1
2015-03-05,75.25
2015-03-09,74.95
2015-03-10,73.75
2015-03-11,71.65
2015-03-12,72.55
2015-03-13,69.9
2015-03-16,68.45
2015-03-17,67.25
2015-03-18,67.45
2015-03-19,65.25
2015-03-20,60.85
2015-03-23,59.9
2015-03-24,59.3
2015-03-25,57.8
2015-03-26,56.85
2015-03-27,58.95
2015-03-30,65.65
2015-03-31,65.75
2015-04-01,69.5
2015-04-06,68.35
2015-04-07,70.5
2015-04-08,70.25
2015-04-09,69.55
2015-04-10,69.15
2015-04-13,68.7
2015-04-15,67.2
2015-04-16,66.25
2015-04-17,66.05
2015-04-20,64.4
2015-04-21,66.05
2015-04-22,65.95
2015-04-23,66.55
2015-04-24,64.4
2015-04-27,62.45
2015-04-28,64.0
2015-04-29,67.3
2015-04-30,68.9
2015-05-04,72.3
2015-05-05,71.5
2015-05-06,71.65
2015-05-07,69.75
2015-05-08,66.5
2015-05-11,67.0
2015-05-12,64.3
2015-05-13,64.3
2015-05-14,64.7
2015-05-15,63.85
2015-05-18,63.95
2015-05-19,63.75
2015-05-20,63.05
2015-05-21,61.85
2015-05-22,61.4
2015-05-25,60.75
2015-05-26,60.8
2015-05-27,60.95
2015-05-28,61.65
2015-05-29,61.45
2015-06-01,60.75
2015-06-02,59.8
2015-06-03,57.65
2015-06-04,56.55
2015-06-05,55.9
2015-06-08,54.95
2015-06-09,53.35
2015-06-10,53.85
2015-06-11,52.9
2015-06-12,51.65
2015-06-15,51.55
2015-06-16,56.8
2015-06-17,57.1
2015-06-18,56.45
2015-06-19,56.0
2015-06-22,57.85
2015-06-23,58.9
2015-06-24,59.95
2015-06-25,60.75
2015-06-26,59.85
2015-06-29,57.25
2015-06-30,58.6
2015-07-01,61.15
2015-07-02,62.2
2015-07-03,62.2
2015-07-06,62.75
2015-07-07,64.2
2015-07-08,66.15
2015-07-09,67.25
2015-07-10,68.45
2015-07-13,67.5
2015-07-14,68.55
2015-07-15,67.35
2015-07-16,66.4
2015-07-17,64.1
2015-07-20,66.0
2015-07-21,63.85
2015-07-22,66.2
2015-07-23,67.0
2015-07-24,65.6
2015-07-27,78.55
2015-07-28,80.6
2015-07-29,75.65
2015-07-30,76.8
2015-07-31,76.35
2015-08-03,80.35
2015-08-04,83.75
2015-08-05,81.95
2015-08-06,80.6
2015-08-07,81.35
2015-08-10,80.6
2015-08-11,78.65
2015-08-12,73.2
2015-08-13,70.85
2015-08-14,73.2
2015-08-17,74.05
2015-08-18,78.4
2015-08-19,77.15
2015-08-20,73.25
2015-08-21,72.85
2015-08-24,64.05
2015-08-25,64.65
2015-08-26,63.35
2015-08-27,66.8
2015-08-28,65.35
2015-08-31,66.25
2015-09-01,64.3
2015-09-02,63.2
2015-09-03,64.75
2015-09-04,62.8
2015-09-07,61.15
2015-09-08,62.1
2015-09-09,62.75
2015-09-10,61.45
2015-09-11,61.1
2015-09-14,62.3
2015-09-15,61.3
2015-09-16,61.95
2015-09-18,64.75
2015-09-21,66.3
2015-09-22,64.05
2015-09-23,64.15
2015-09-24,64.3
2015-09-28,62.9
2015-09-29,62.75
2015-09-30,63.85
2015-10-01,63.15
2015-10-05,63.3
2015-10-06,67.5
2015-10-07,67.7
2015-10-08,66.75
2015-10-09,71.2
2015-10-12,70.25
2015-10-13,70.85
2015-10-14,70.9
2015-10-15,70.55
2015-10-16,72.2
2015-10-19,71.05
2015-10-20,71.05
2015-10-21,70.4
2015-10-23,68.9
2015-10-26,66.35
2015-10-27,66.5
2015-10-28,65.55
2015-10-29,64.6
2015-10-30,64.85
2015-11-02,65.2
2015-11-03,66.25
2015-11-04,65.0
2015-11-05,62.9
2015-11-06,62.3
2015-11-09,63.35
2015-11-10,63.0
2015-11-11,63.8
2015-11-13,64.25
2015-11-16,63.4
2015-11-17,63.65
2015-11-18,63.15
2015-11-19,63.3
2015-11-20,63.85
2015-11-23,63.7
2015-11-24,63.4
2015-11-26,63.9
2015-11-27,67.1
2015-11-30,66.35
2015-12-01,67.35
2015-12-02,66.7
2015-12-03,65.15
2015-12-04,63.45
2015-12-07,63.65
2015-12-08,63.05
2015-12-09,62.1
2015-12-10,62.0
2015-12-11,61.15
2015-12-14,61.4
2015-12-15,60.9
2015-12-16,60.2
2015-12-17,61.15
2015-12-18,61.35
2015-12-21,62.75
2015-12-22,62.95
2015-12-23,62.25
2015-12-24,63.0
2015-12-28,63.9
2015-12-29,63.3
2015-12-30,62.65
2015-12-31,62.65
