Date,TATAMOTORS
2015-01-01,498.45
2015-01-02,511.8
2015-01-05,523.8
2015-01-06,501.4
2015-01-07,493.85
2015-01-08,512.0
2015-01-09,522.3
2015-01-12,522.3
2015-01-13,519.45
2015-01-14,520.35
2015-01-15,532.95
2015-01-16,525.75
2015-01-19,538.5
2015-01-20,559.2
2015-01-21,551.5
2015-01-22,566.5
2015-01-23,588.45
2015-01-27,604.55
2015-01-28,589.2
2015-01-29,598.6
2015-01-30,585.15
2015-02-02,592.5
2015-02-03,603.3
2015-02-04,591.4
2015-02-05,589.2
2015-02-06,559.6
2015-02-09,542.65
2015-02-10,564.1
2015-02-11,558.9
2015-02-12,561.8
2015-02-13,565.55
2015-02-16,574.15
2015-02-18,584.3
2015-02-19,576.55
2015-02-20,579.9
2015-02-23,574.2
2015-02-24,564.4
2015-02-25,568.2
2015-02-26,560.65
2015-02-27,575.15
2015-02-28,593.35
2015-03-02,585.0
2015-03-03,574.1
2015-03-04,574.1
2015-03-05,570.7
2015-03-09,565.1
2015-03-10,560.2
2015-03-11,550.9
2015-03-12,563.9
2015-03-13,558.35
2015-03-16,556.9
2015-03-17,571.55
2015-03-18,560.2
2015-03-19,553.8
2015-03-20,547.6
2015-03-23,551.45
2015-03-24,532.25
2015-03-25,541.85
2015-03-26,524.25
2015-03-27,535.35
2015-03-30,540.0
2015-03-31,550.2
2015-04-01,564.9
2015-04-06,568.15
2015-04-07,560.35
2015-04-08,561.5
2015-04-09,559.9
2015-04-10,562.65
2015-04-13,556.25
2015-04-15,540.45
2015-04-16,541.25
2015-04-17,535.35
2015-04-20,533.2
2015-04-21,527.4
2015-04-22,523.5
2015-04-23,512.0
2015-04-24,516.2
2015-04-27,516.85
2015-04-28,529.85
2015-04-29,520.9
2015-04-30,508.25
2015-05-04,506.45
2015-05-05,510.45
2015-05-06,497.85
2015-05-07,488.1
2015-05-08,513.7
2015-05-11,529.7
2015-05-12,513.55
2015-05-13,520.45
2015-05-14,516.6
2015-05-15,519.9
2015-05-18,520.7
2015-05-19,509.8
2015-05-20,505.25
2015-05-21,511.2
2015-05-22,514.65
2015-05-25,505.3
2015-05-26,497.6
2015-05-27,471.75
2015-05-28,484.35
2015-05-29,481.65
2015-06-01,472.05
2015-06-02,466.95
2015-06-03,456.85
2015-06-04,451.2
2015-06-05,442.1
2015-06-08,435.6
2015-06-09,440.05
2015-06-10,446.6
2015-06-11,430.2
2015-06-12,421.8
2015-06-15,426.35
2015-06-16,432.8
2015-06-17,433.7
2015-06-18,445.45
2015-06-19,433.05
2015-06-22,440.5
2015-06-23,436.0
2015-06-24,430.6
2015-06-25,432.4
2015-06-26,437.6
2015-06-29,428.25
2015-06-30,434.15
2015-07-01,444.5
2015-07-02,436.4
2015-07-03,433.15
2015-07-06,431.1
2015-07-07,431.55
2015-07-08,404.95
2015-07-09,397.8
2015-07-10,401.9
2015-07-13,402.1
2015-07-14,385.95
2015-07-15,394.3
2015-07-16,395.25
2015-07-17,398.05
2015-07-20,390.75
2015-07-21,389.1
2015-07-22,389.55
2015-07-23,401.35
2015-07-24,390.25
2015-07-27,377.45
2015-07-28,370.1
2015-07-29,376.45
2015-07-30,377.45
2015-07-31,383.85
2015-08-03,388.2
2015-08-04,380.75
2015-08-05,376.4
2015-08-06,383.1
2015-08-07,393.4
2015-08-10,385.7
2015-08-11,369.15
2015-08-12,355.2
2015-08-13,349.4
2015-08-14,355.25
2015-08-17,356.1
2015-08-18,348.6
2015-08-19,351.25
2015-08-20,342.2
2015-08-21,332.4
2015-08-24,308.25
2015-08-25,328.85
2015-08-26,335.1
2015-08-27,334.05
2015-08-28,340.05
2015-08-31,340.15
2015-09-01,329.9
2015-09-02,324.45
2015-09-03,333.55
2015-09-04,322.9
2015-09-07,322.85
2015-09-08,330.9
2015-09-09,344.9
2015-09-10,354.1
2015-09-11,344.6
2015-09-14,346.8
2015-09-15,334.1
2015-09-16,338.05
2015-09-18,330.25
2015-09-21,331.7
2015-09-22,315.8
2015-09-23,310.3
2015-09-24,303.4
2015-09-28,285.0
2015-09-29,288.75
2015-09-30,298.6
2015-10-01,297.75
2015-10-05,315.15
2015-10-06,333.7
2015-10-07,341.35
2015-10-08,343.25
2015-10-09,356.45
2015-10-12,362.35
2015-10-13,361.1
2015-10-14,352.3
2015-10-15,381.3
2015-10-16,386.2
2015-10-19,378.7
2015-10-20,383.15
2015-10-21,381.45
2015-10-23,383.0
2015-10-26,384.6
2015-10-27,383.35
2015-10-28,386.3
2015-10-29,391.2
2015-10-30,384.95
2015-11-02,387.95
2015-11-03,382.05
2015-11-04,404.85
2015-11-05,404.0
2015-11-06,396.15
2015-11-09,411.75
2015-11-10,407.45
2015-11-11,411.3
2015-11-13,403.95
2015-11-16,400.25
2015-11-17,407.5
2015-11-18,406.25
2015-11-19,406.95
2015-11-20,402.85
2015-11-23,402.1
2015-11-24,400.95
2015-11-26,424.4
2015-11-27,417.65
2015-11-30,423.25
2015-12-01,417.35
2015-12-02,413.15
2015-12-03,405.6
2015-12-04,399.95
2015-12-07,399.15
2015-12-08,402.4
2015-12-09,393.95
2015-12-10,389.6
2015-12-11,377.95
2015-12-14,371.6
2015-12-15,379.5
2015-12-16,380.45
2015-12-17,382.95
2015-12-18,378.25
2015-12-21,380.15
2015-12-22,378.1
2015-12-23,378.45
2015-12-24,382.4
2015-12-28,394.0
2015-12-29,391.85
2015-12-30,393.45
2015-12-31,391.3
