Date,OILCOUNTUB
2015-01-01,35.8
2015-01-02,36.05
2015-01-05,36.5
2015-01-06,34.3
2015-01-07,34.55
2015-01-08,35.15
2015-01-09,35.2
2015-01-12,35.2
2015-01-13,35.3
2015-01-14,35.2
2015-01-15,35.4
2015-01-16,35.5
2015-01-19,34.7
2015-01-20,34.65
2015-01-21,36.3
2015-01-22,35.7
2015-01-23,35.1
2015-01-27,34.7
2015-01-28,34.7
2015-01-29,35.0
2015-01-30,35.35
2015-02-02,34.6
2015-02-03,35.05
2015-02-04,36.2
2015-02-05,34.95
2015-02-06,34.1
2015-02-09,33.75
2015-02-10,33.4
2015-02-11,33.7
2015-02-12,34.15
2015-02-13,35.0
2015-02-16,35.0
2015-02-18,36.7
2015-02-19,36.05
2015-02-20,35.45
2015-02-23,35.1
2015-02-24,34.95
2015-02-25,35.15
2015-02-26,35.25
2015-02-27,34.8
2015-02-28,34.55
2015-03-02,34.5
2015-03-03,34.4
2015-03-04,34.05
2015-03-05,34.3
2015-03-09,33.7
2015-03-10,33.35
2015-03-11,33.3
2015-03-12,33.1
2015-03-13,32.6
2015-03-16,32.25
2015-03-17,31.8
2015-03-18,31.7
2015-03-19,31.5
2015-03-20,30.2
2015-03-23,29.25
2015-03-24,28.2
2015-03-25,29.45
2015-03-26,29.05
2015-03-27,28.8
2015-03-30,29.15
2015-03-31,29.75
2015-04-01,31.65
2015-04-06,33.2
2015-04-07,33.7
2015-04-08,33.75
2015-04-09,34.2
2015-04-10,33.9
2015-04-13,34.05
2015-04-15,35.1
2015-04-16,40.2
2015-04-17,40.35
2015-04-20,41.45
2015-04-21,38.3
2015-04-22,36.95
2015-04-23,37.4
2015-04-24,36.3
2015-04-27,34.65
2015-04-28,34.65
2015-04-29,35.85
2015-04-30,37.9
2015-05-04,36.25
2015-05-05,34.65
2015-05-06,34.2
2015-05-07,32.9
2015-05-08,33.1
2015-05-11,33.75
2015-05-12,32.65
2015-05-13,32.95
2015-05-14,32.7
2015-05-15,32.55
2015-05-18,32.65
2015-05-19,32.9
2015-05-20,32.75
2015-05-21,33.0
2015-05-22,32.45
2015-05-25,33.75
2015-05-26,33.2
2015-05-27,32.55
2015-05-28,32.45
2015-05-29,32.5
2015-06-01,32.4
2015-06-02,31.15
2015-06-03,29.45
2015-06-04,29.55
2015-06-05,29.6
2015-06-08,28.6
2015-06-09,28.05
2015-06-10,27.8
2015-06-11,27.75
2015-06-12,27.55
2015-06-15,27.95
2015-06-16,27.75
2015-06-17,28.45
2015-06-18,29.45
2015-06-19,30.55
2015-06-22,30.35
2015-06-23,31.75
2015-06-24,31.65
2015-06-25,30.55
2015-06-26,31.2
2015-06-29,31.1
2015-06-30,31.2
2015-07-01,31.15
2015-07-02,31.35
2015-07-03,31.8
2015-07-06,33.3
2015-07-07,34.8
2015-07-08,37.15
2015-07-09,37.55
2015-07-10,37.15
2015-07-13,36.75
2015-07-14,36.8
2015-07-15,36.9
2015-07-16,36.6
2015-07-17,35.4
2015-07-20,36.35
2015-07-21,35.55
2015-07-22,36.3
2015-07-23,36.35
2015-07-24,35.6
2015-07-27,35.75
2015-07-28,38.25
2015-07-29,36.7
2015-07-30,35.4
2015-07-31,32.95
2015-08-03,33.35
2015-08-04,33.9
2015-08-05,33.95
2015-08-06,33.55
2015-08-07,33.3
2015-08-10,33.75
2015-08-11,33.35
2015-08-12,31.35
2015-08-13,31.45
2015-08-14,31.45
2015-08-17,30.9
2015-08-18,30.1
2015-08-19,30.05
2015-08-20,29.8
2015-08-21,29.75
2015-08-24,27.3
2015-08-25,28.0
2015-08-26,28.6
2015-08-27,28.5
2015-08-28,28.4
2015-08-31,28.6
2015-09-01,27.05
2015-09-02,27.15
2015-09-03,27.85
2015-09-04,26.95
2015-09-07,25.6
2015-09-08,27.0
2015-09-09,27.6
2015-09-10,27.55
2015-09-11,27.85
2015-09-14,27.5
2015-09-15,27.7
2015-09-16,28.25
2015-09-18,28.3
2015-09-21,28.1
2015-09-22,27.4
2015-09-23,27.95
2015-09-24,27.4
2015-09-28,27.85
2015-09-29,27.5
2015-09-30,27.2
2015-10-01,26.85
2015-10-05,27.35
2015-10-06,28.0
2015-10-07,28.75
2015-10-08,28.85
2015-10-09,28.3
2015-10-12,29.05
2015-10-13,28.35
2015-10-14,28.2
2015-10-15,28.25
2015-10-16,28.9
2015-10-19,28.6
2015-10-20,28.9
2015-10-21,28.9
2015-10-23,29.45
2015-10-26,28.8
2015-10-27,29.1
2015-10-28,28.3
2015-10-29,28.7
2015-10-30,28.1
2015-11-02,27.95
2015-11-03,28.2
2015-11-04,27.8
2015-11-05,27.6
2015-11-06,27.25
2015-11-09,27.6
2015-11-10,26.5
2015-11-11,27.15
2015-11-13,27.65
2015-11-16,27.2
2015-11-17,27.25
2015-11-18,27.3
2015-11-19,27.2
2015-11-20,26.8
2015-11-23,26.9
2015-11-24,26.85
2015-11-26,28.9
2015-11-27,30.5
2015-11-30,32.35
2015-12-01,30.95
2015-12-02,30.75
2015-12-03,32.05
2015-12-04,31.1
2015-12-07,28.7
2015-12-08,27.5
2015-12-09,26.65
2015-12-10,27.0
2015-12-11,27.25
2015-12-14,27.15
2015-12-15,27.8
2015-12-16,27.6
2015-12-17,29.9
2015-12-18,30.65
2015-12-21,32.0
2015-12-22,33.3
2015-12-23,32.75
2015-12-24,32.6
2015-12-28,31.85
2015-12-29,30.95
2015-12-30,30.35
2015-12-31,31.25
