Date,WOCKPHARMA
2015-01-01,1021.25
2015-01-02,1034.4
2015-01-05,1039.4
2015-01-06,979.55
2015-01-07,997.65
2015-01-08,1030.3
2015-01-09,1076.8
2015-01-12,1093.0
2015-01-13,1071.55
2015-01-14,1040.45
2015-01-15,1037.95
2015-01-16,1035.5
2015-01-19,1069.1
2015-01-20,1102.75
2015-01-21,1090.3
2015-01-22,1109.35
2015-01-23,1121.8
2015-01-27,1144.25
2015-01-28,1142.9
2015-01-29,1182.4
2015-01-30,1207.9
2015-02-02,1209.2
2015-02-03,1181.7
2015-02-04,1284.8
2015-02-05,1237.75
2015-02-06,1235.55
2015-02-09,1315.2
2015-02-10,1356.85
2015-02-11,1441.2
2015-02-12,1496.1
2015-02-13,1520.25
2015-02-16,1533.5
2015-02-18,1511.45
2015-02-19,1502.55
2015-02-20,1463.95
2015-02-23,1533.05
2015-02-24,1568.65
2015-02-25,1603.9
2015-02-26,1549.7
2015-02-27,1584.35
2015-02-28,1583.7
2015-03-02,1660.4
2015-03-03,1665.7
2015-03-04,1652.6
2015-03-05,1694.75
2015-03-09,1715.3
2015-03-10,1781.65
2015-03-11,1803.5
2015-03-12,1808.5
2015-03-13,1791.1
2015-03-16,1892.8
2015-03-17,1920.45
2015-03-18,1879.3
2015-03-19,1910.15
2015-03-20,1826.1
2015-03-23,1843.15
2015-03-24,1875.05
2015-03-25,1915.15
2015-03-26,1867.6
2015-03-27,1835.05
2015-03-30,1862.35
2015-03-31,1866.8
2015-04-01,1871.5
2015-04-06,1911.65
2015-04-07,1976.0
2015-04-08,1961.2
2015-04-09,1890.1
2015-04-10,1894.25
2015-04-13,1862.9
2015-04-15,1739.65
2015-04-16,1739.2
2015-04-17,1700.55
2015-04-20,1684.1
2015-04-21,1704.55
2015-04-22,1741.7
2015-04-23,1702.1
2015-04-24,1625.3
2015-04-27,1328.0
2015-04-28,1243.55
2015-04-29,1288.4
2015-04-30,1287.9
2015-05-04,1433.05
2015-05-05,1451.05
2015-05-06,1320.6
2015-05-07,1231.15
2015-05-08,1287.5
2015-05-11,1294.95
2015-05-12,1244.5
2015-05-13,1272.7
2015-05-14,1300.5
2015-05-15,1309.2
2015-05-18,1332.65
2015-05-19,1372.95
2015-05-20,1397.6
2015-05-21,1408.45
2015-05-22,1427.0
2015-05-25,1393.6
2015-05-26,1423.05
2015-05-27,1575.55
2015-05-28,1433.0
2015-05-29,1446.0
2015-06-01,1474.8
2015-06-02,1402.25
2015-06-03,1350.25
2015-06-04,1384.2
2015-06-05,1373.25
2015-06-08,1315.05
2015-06-09,1320.9
2015-06-10,1368.65
2015-06-11,1321.5
2015-06-12,1317.25
2015-06-15,1324.0
2015-06-16,1352.85
2015-06-17,1379.25
2015-06-18,1394.95
2015-06-19,1399.4
2015-06-22,1435.8
2015-06-23,1430.0
2015-06-24,1441.5
2015-06-25,1419.65
2015-06-26,1426.15
2015-06-29,1381.9
2015-06-30,1416.05
2015-07-01,1424.55
2015-07-02,1409.65
2015-07-03,1426.3
2015-07-06,1455.4
2015-07-07,1496.85
2015-07-08,1475.4
2015-07-09,1457.6
2015-07-10,1465.9
2015-07-13,1498.25
2015-07-14,1495.1
2015-07-15,1482.65
2015-07-16,1543.7
2015-07-17,1532.2
2015-07-20,1556.3
2015-07-21,1487.0
2015-07-22,1530.75
2015-07-23,1500.35
2015-07-24,1490.95
2015-07-27,1495.15
2015-07-28,1470.5
2015-07-29,1464.2
2015-07-30,1486.45
2015-07-31,1564.0
2015-08-03,1585.75
2015-08-04,1563.5
2015-08-05,1568.7
2015-08-06,1579.25
2015-08-07,1594.8
2015-08-10,1652.4
2015-08-11,1652.35
2015-08-12,1629.15
2015-08-13,1657.9
2015-08-14,1710.1
2015-08-17,1693.05
2015-08-18,1671.8
2015-08-19,1724.9
2015-08-20,1687.7
2015-08-21,1656.2
2015-08-24,1301.55
2015-08-25,1321.65
2015-08-26,1297.95
2015-08-27,1335.75
2015-08-28,1351.4
2015-08-31,1342.35
2015-09-01,1294.25
2015-09-02,1295.95
2015-09-03,1324.95
2015-09-04,1259.9
2015-09-07,1182.5
2015-09-08,1187.1
2015-09-09,1217.45
2015-09-10,1316.25
2015-09-11,1385.4
2015-09-14,1401.3
2015-09-15,1429.8
2015-09-16,1408.0
2015-09-18,1364.25
2015-09-21,1379.0
2015-09-22,1339.95
2015-09-23,1374.0
2015-09-24,1367.05
2015-09-28,1413.35
2015-09-29,1422.4
2015-09-30,1525.75
2015-10-01,1525.0
2015-10-05,1539.55
2015-10-06,1586.4
2015-10-07,1556.25
2015-10-08,1558.7
2015-10-09,1549.15
2015-10-12,1554.55
2015-10-13,1539.1
2015-10-14,1558.25
2015-10-15,1570.9
2015-10-16,1591.4
2015-10-19,1574.75
2015-10-20,1550.3
2015-10-21,1549.2
2015-10-23,1569.95
2015-10-26,1613.95
2015-10-27,1598.45
2015-10-28,1616.75
2015-10-29,1599.6
2015-10-30,1496.9
2015-11-02,1552.25
2015-11-03,1529.4
2015-11-04,1527.35
2015-11-05,1520.85
2015-11-06,1499.8
2015-11-09,1540.3
2015-11-10,1537.45
2015-11-11,1526.1
2015-11-13,1526.35
2015-11-16,1530.85
2015-11-17,1603.45
2015-11-18,1589.7
2015-11-19,1607.2
2015-11-20,1613.55
2015-11-23,1609.9
2015-11-24,1623.95
2015-11-26,1599.2
2015-11-27,1602.9
2015-11-30,1659.7
2015-12-01,1692.45
2015-12-02,1702.05
2015-12-03,1680.6
2015-12-04,1676.35
2015-12-07,1650.15
2015-12-08,1639.1
2015-12-09,1563.9
2015-12-10,1602.1
2015-12-11,1581.25
2015-12-14,1559.55
2015-12-15,1572.1
2015-12-16,1587.15
2015-12-17,1628.2
2015-12-18,1627.55
2015-12-21,1628.15
2015-12-22,1611.75
2015-12-23,1574.05
2015-12-24,1561.9
2015-12-28,1563.45
2015-12-29,1559.4
2015-12-30,1534.15
2015-12-31,1528.7
