Date,TVTODAY
2015-01-01,216.4
2015-01-02,216.05
2015-01-05,214.95
2015-01-06,204.15
2015-01-07,204.3
2015-01-08,209.65
2015-01-09,209.35
2015-01-12,212.55
2015-01-13,211.45
2015-01-14,205.3
2015-01-15,207.5
2015-01-16,219.15
2015-01-19,219.5
2015-01-20,218.0
2015-01-21,233.0
2015-01-22,225.9
2015-01-23,222.2
2015-01-27,219.95
2015-01-28,216.65
2015-01-29,216.25
2015-01-30,214.8
2015-02-02,220.2
2015-02-03,215.8
2015-02-04,214.25
2015-02-05,218.2
2015-02-06,222.55
2015-02-09,227.2
2015-02-10,222.45
2015-02-11,233.55
2015-02-12,242.0
2015-02-13,234.55
2015-02-16,238.6
2015-02-18,236.8
2015-02-19,251.25
2015-02-20,250.2
2015-02-23,246.65
2015-02-24,243.65
2015-02-25,239.1
2015-02-26,233.3
2015-02-27,234.65
2015-02-28,232.0
2015-03-02,235.85
2015-03-03,236.3
2015-03-04,230.2
2015-03-05,233.05
2015-03-09,234.15
2015-03-10,229.2
2015-03-11,229.75
2015-03-12,231.4
2015-03-13,223.65
2015-03-16,223.1
2015-03-17,225.05
2015-03-18,221.2
2015-03-19,219.55
2015-03-20,212.55
2015-03-23,215.1
2015-03-24,210.45
2015-03-25,207.75
2015-03-26,201.05
2015-03-27,208.5
2015-03-30,217.1
2015-03-31,216.9
2015-04-01,226.2
2015-04-06,225.35
2015-04-07,223.55
2015-04-08,227.2
2015-04-09,232.15
2015-04-10,241.0
2015-04-13,236.7
2015-04-15,240.85
2015-04-16,238.95
2015-04-17,233.55
2015-04-20,222.9
2015-04-21,225.95
2015-04-22,220.4
2015-04-23,224.45
2015-04-24,216.1
2015-04-27,215.15
2015-04-28,235.85
2015-04-29,238.6
2015-04-30,234.55
2015-05-04,237.75
2015-05-05,245.85
2015-05-06,238.05
2015-05-07,228.65
2015-05-08,241.2
2015-05-11,237.5
2015-05-12,235.65
2015-05-13,203.9
2015-05-14,203.4
2015-05-15,196.85
2015-05-18,201.6
2015-05-19,201.35
2015-05-20,196.05
2015-05-21,189.65
2015-05-22,184.45
2015-05-25,185.4
2015-05-26,193.1
2015-05-27,195.4
2015-05-28,188.35
2015-05-29,187.4
2015-06-01,183.55
2015-06-02,175.4
2015-06-03,173.15
2015-06-04,171.0
2015-06-05,176.75
2015-06-08,177.05
2015-06-09,167.7
2015-06-10,173.55
2015-06-11,167.4
2015-06-12,176.4
2015-06-15,172.35
2015-06-16,173.45
2015-06-17,176.4
2015-06-18,179.55
2015-06-19,182.95
2015-06-22,185.65
2015-06-23,186.85
2015-06-24,184.4
2015-06-25,185.4
2015-06-26,190.65
2015-06-29,186.9
2015-06-30,196.45
2015-07-01,192.7
2015-07-02,190.3
2015-07-03,189.9
2015-07-06,195.85
2015-07-07,197.9
2015-07-08,191.7
2015-07-09,192.55
2015-07-10,195.65
2015-07-13,202.15
2015-07-14,206.6
2015-07-15,205.8
2015-07-16,204.7
2015-07-17,205.95
2015-07-20,220.6
2015-07-21,213.35
2015-07-22,228.2
2015-07-23,221.25
2015-07-24,221.25
2015-07-27,214.9
2015-07-28,216.75
2015-07-29,217.35
2015-07-30,216.9
2015-07-31,218.3
2015-08-03,223.65
2015-08-04,216.45
2015-08-05,219.6
2015-08-06,228.45
2015-08-07,222.9
2015-08-10,228.85
2015-08-11,224.3
2015-08-12,213.15
2015-08-13,213.45
2015-08-14,218.5
2015-08-17,229.75
2015-08-18,243.6
2015-08-19,235.15
2015-08-20,230.5
2015-08-21,223.6
2015-08-24,195.15
2015-08-25,199.35
2015-08-26,194.1
2015-08-27,220.6
2015-08-28,217.8
2015-08-31,216.65
2015-09-01,208.85
2015-09-02,209.85
2015-09-03,213.3
2015-09-04,208.8
2015-09-07,211.05
2015-09-08,221.2
2015-09-09,221.05
2015-09-10,227.75
2015-09-11,226.35
2015-09-14,235.6
2015-09-15,230.35
2015-09-16,227.9
2015-09-18,224.95
2015-09-21,226.0
2015-09-22,226.8
2015-09-23,235.4
2015-09-24,235.35
2015-09-28,239.9
2015-09-29,241.8
2015-09-30,275.4
2015-10-01,273.7
2015-10-05,280.75
2015-10-06,272.2
2015-10-07,269.1
2015-10-08,269.0
2015-10-09,269.5
2015-10-12,267.7
2015-10-13,268.9
2015-10-14,263.1
2015-10-15,265.6
2015-10-16,263.65
2015-10-19,266.8
2015-10-20,261.65
2015-10-21,263.1
2015-10-23,253.65
2015-10-26,247.35
2015-10-27,247.7
2015-10-28,249.5
2015-10-29,246.25
2015-10-30,240.9
2015-11-02,239.25
2015-11-03,241.75
2015-11-04,239.0
2015-11-05,239.4
2015-11-06,240.0
2015-11-09,237.4
2015-11-10,238.2
2015-11-11,250.5
2015-11-13,247.75
2015-11-16,252.7
2015-11-17,246.85
2015-11-18,243.5
2015-11-19,267.4
2015-11-20,256.15
2015-11-23,267.05
2015-11-24,262.7
2015-11-26,263.75
2015-11-27,258.8
2015-11-30,257.6
2015-12-01,255.1
2015-12-02,274.9
2015-12-03,274.8
2015-12-04,292.6
2015-12-07,300.25
2015-12-08,284.7
2015-12-09,277.2
2015-12-10,279.0
2015-12-11,281.6
2015-12-14,281.65
2015-12-15,293.25
2015-12-16,291.6
2015-12-17,299.15
2015-12-18,312.45
2015-12-21,312.9
2015-12-22,310.6
2015-12-23,311.7
2015-12-24,314.0
2015-12-28,321.75
2015-12-29,325.35
2015-12-30,336.45
2015-12-31,336.0
