Date,STARPAPER
2015-01-01,21.75
2015-01-02,22.05
2015-01-05,23.9
2015-01-06,23.25
2015-01-07,22.4
2015-01-08,22.85
2015-01-09,22.9
2015-01-12,22.75
2015-01-13,22.65
2015-01-14,22.35
2015-01-15,21.85
2015-01-16,21.25
2015-01-19,21.85
2015-01-20,21.75
2015-01-21,21.15
2015-01-22,20.25
2015-01-23,20.65
2015-01-27,19.85
2015-01-28,19.3
2015-01-29,19.8
2015-01-30,20.25
2015-02-02,20.1
2015-02-03,20.1
2015-02-04,20.35
2015-02-05,20.65
2015-02-06,19.7
2015-02-09,19.35
2015-02-10,18.8
2015-02-11,22.5
2015-02-12,21.05
2015-02-13,19.95
2015-02-16,20.45
2015-02-18,21.65
2015-02-19,20.1
2015-02-20,20.2
2015-02-23,19.65
2015-02-24,20.15
2015-02-25,20.15
2015-02-26,19.8
2015-02-27,20.25
2015-02-28,19.95
2015-03-02,21.35
2015-03-03,20.9
2015-03-04,20.35
2015-03-05,20.8
2015-03-09,20.05
2015-03-10,20.05
2015-03-11,19.65
2015-03-12,20.1
2015-03-13,19.75
2015-03-16,19.5
2015-03-17,19.4
2015-03-18,20.45
2015-03-19,21.85
2015-03-20,20.3
2015-03-23,20.05
2015-03-24,19.55
2015-03-25,19.35
2015-03-26,18.85
2015-03-27,18.35
2015-03-30,18.95
2015-03-31,19.45
2015-04-01,21.15
2015-04-06,22.0
2015-04-07,21.9
2015-04-08,21.9
2015-04-09,21.85
2015-04-10,21.8
2015-04-13,21.65
2015-04-15,21.2
2015-04-16,20.85
2015-04-17,19.95
2015-04-20,19.25
2015-04-21,19.45
2015-04-22,19.65
2015-04-23,19.55
2015-04-24,19.5
2015-04-27,18.8
2015-04-28,19.0
2015-04-29,19.0
2015-04-30,18.85
2015-05-04,19.0
2015-05-05,18.8
2015-05-06,18.4
2015-05-07,18.1
2015-05-08,18.35
2015-05-11,18.55
2015-05-12,17.65
2015-05-13,17.85
2015-05-14,17.8
2015-05-15,17.8
2015-05-18,19.25
2015-05-19,18.9
2015-05-20,19.55
2015-05-21,23.45
2015-05-22,25.5
2015-05-25,25.0
2015-05-26,23.25
2015-05-27,22.25
2015-05-28,22.1
2015-05-29,21.85
2015-06-01,22.0
2015-06-02,21.8
2015-06-03,20.2
2015-06-04,21.0
2015-06-05,21.65
2015-06-08,20.1
2015-06-09,20.35
2015-06-10,20.55
2015-06-11,21.25
2015-06-12,20.5
2015-06-15,20.55
2015-06-16,21.3
2015-06-17,20.85
2015-06-18,20.45
2015-06-19,20.5
2015-06-22,21.85
2015-06-23,21.55
2015-06-24,21.85
2015-06-25,21.6
2015-06-26,21.85
2015-06-29,20.65
2015-06-30,21.5
2015-07-01,23.55
2015-07-02,23.0
2015-07-03,24.75
2015-07-06,24.95
2015-07-07,25.45
2015-07-08,24.8
2015-07-09,25.7
2015-07-10,25.95
2015-07-13,25.7
2015-07-14,25.2
2015-07-15,25.2
2015-07-16,25.1
2015-07-17,25.1
2015-07-20,25.05
2015-07-21,24.95
2015-07-22,24.7
2015-07-23,24.95
2015-07-24,26.8
2015-07-27,27.3
2015-07-28,29.3
2015-07-29,35.15
2015-07-30,33.0
2015-07-31,34.5
2015-08-03,34.6
2015-08-04,35.25
2015-08-05,35.4
2015-08-06,31.9
2015-08-07,30.6
2015-08-10,29.7
2015-08-11,29.8
2015-08-12,29.75
2015-08-13,30.2
2015-08-14,31.85
2015-08-17,32.45
2015-08-18,31.85
2015-08-19,31.65
2015-08-20,31.55
2015-08-21,30.8
2015-08-24,28.15
2015-08-25,27.1
2015-08-26,26.25
2015-08-27,27.8
2015-08-28,28.1
2015-08-31,27.4
2015-09-01,26.5
2015-09-02,26.0
2015-09-03,26.6
2015-09-04,25.65
2015-09-07,24.45
2015-09-08,24.3
2015-09-09,25.15
2015-09-10,24.8
2015-09-11,24.95
2015-09-14,25.6
2015-09-15,25.2
2015-09-16,26.4
2015-09-18,24.6
2015-09-21,25.3
2015-09-22,24.95
2015-09-23,25.2
2015-09-24,25.7
2015-09-28,25.5
2015-09-29,25.45
2015-09-30,25.7
2015-10-01,25.6
2015-10-05,27.15
2015-10-06,28.0
2015-10-07,28.65
2015-10-08,28.75
2015-10-09,28.7
2015-10-12,28.6
2015-10-13,29.55
2015-10-14,31.05
2015-10-15,32.15
2015-10-16,31.4
2015-10-19,31.55
2015-10-20,31.25
2015-10-21,30.5
2015-10-23,30.85
2015-10-26,30.55
2015-10-27,31.1
2015-10-28,31.85
2015-10-29,30.4
2015-10-30,30.65
2015-11-02,29.75
2015-11-03,30.1
2015-11-04,30.5
2015-11-05,30.5
2015-11-06,31.5
2015-11-09,31.95
2015-11-10,30.6
2015-11-11,30.5
2015-11-13,30.5
2015-11-16,29.75
2015-11-17,30.0
2015-11-18,31.35
2015-11-19,31.8
2015-11-20,35.05
2015-11-23,34.7
2015-11-24,33.6
2015-11-26,32.3
2015-11-27,32.5
2015-11-30,33.0
2015-12-01,34.3
2015-12-02,40.3
2015-12-03,40.3
2015-12-04,40.2
2015-12-07,40.55
2015-12-08,39.35
2015-12-09,35.6
2015-12-10,36.5
2015-12-11,34.9
2015-12-14,37.25
2015-12-15,37.6
2015-12-16,37.25
2015-12-17,37.15
2015-12-18,37.75
2015-12-21,38.6
2015-12-22,42.7
2015-12-23,41.75
2015-12-24,41.8
2015-12-28,43.3
2015-12-29,43.15
2015-12-30,42.6
2015-12-31,42.4
