Date,FINPIPE
2015-01-01,260.75
2015-01-02,261.75
2015-01-05,260.75
2015-01-06,257.45
2015-01-07,258.1
2015-01-08,253.3
2015-01-09,256.5
2015-01-12,263.4
2015-01-13,300.75
2015-01-14,290.1
2015-01-15,282.8
2015-01-16,288.35
2015-01-19,300.75
2015-01-20,295.65
2015-01-21,287.75
2015-01-22,290.85
2015-01-23,307.4
2015-01-27,296.9
2015-01-28,293.5
2015-01-29,291.0
2015-01-30,290.55
2015-02-02,293.05
2015-02-03,291.15
2015-02-04,293.1
2015-02-05,292.1
2015-02-06,281.0
2015-02-09,279.9
2015-02-10,282.1
2015-02-11,279.8
2015-02-12,276.15
2015-02-13,278.7
2015-02-16,276.95
2015-02-18,279.9
2015-02-19,277.3
2015-02-20,278.3
2015-02-23,279.25
2015-02-24,273.05
2015-02-25,280.4
2015-02-26,288.4
2015-02-27,292.25
2015-02-28,289.0
2015-03-02,282.0
2015-03-03,285.55
2015-03-04,281.65
2015-03-05,277.9
2015-03-09,277.55
2015-03-10,276.1
2015-03-11,276.05
2015-03-12,277.15
2015-03-13,269.45
2015-03-16,266.9
2015-03-17,269.7
2015-03-18,284.6
2015-03-19,275.6
2015-03-20,276.7
2015-03-23,277.95
2015-03-24,275.7
2015-03-25,279.7
2015-03-26,275.7
2015-03-27,278.5
2015-03-30,289.8
2015-03-31,283.7
2015-04-01,289.55
2015-04-06,288.45
2015-04-07,287.95
2015-04-08,286.55
2015-04-09,288.95
2015-04-10,286.0
2015-04-13,286.7
2015-04-15,303.65
2015-04-16,296.5
2015-04-17,305.9
2015-04-20,295.0
2015-04-21,293.4
2015-04-22,286.65
2015-04-23,286.1
2015-04-24,278.15
2015-04-27,272.9
2015-04-28,276.15
2015-04-29,278.3
2015-04-30,275.3
2015-05-04,275.75
2015-05-05,273.95
2015-05-06,265.3
2015-05-07,252.35
2015-05-08,248.8
2015-05-11,260.4
2015-05-12,256.8
2015-05-13,254.1
2015-05-14,264.25
2015-05-15,265.4
2015-05-18,273.9
2015-05-19,289.35
2015-05-20,287.8
2015-05-21,285.7
2015-05-22,285.35
2015-05-25,283.9
2015-05-26,278.95
2015-05-27,278.15
2015-05-28,272.35
2015-05-29,275.0
2015-06-01,288.35
2015-06-02,274.25
2015-06-03,266.05
2015-06-04,269.6
2015-06-05,268.55
2015-06-08,271.25
2015-06-09,268.45
2015-06-10,269.35
2015-06-11,272.55
2015-06-12,269.1
2015-06-15,270.4
2015-06-16,271.1
2015-06-17,273.75
2015-06-18,271.4
2015-06-19,264.5
2015-06-22,266.6
2015-06-23,265.5
2015-06-24,265.55
2015-06-25,260.85
2015-06-26,261.9
2015-06-29,253.9
2015-06-30,256.4
2015-07-01,262.55
2015-07-02,284.1
2015-07-03,284.8
2015-07-06,283.05
2015-07-07,278.9
2015-07-08,275.3
2015-07-09,271.55
2015-07-10,270.35
2015-07-13,270.55
2015-07-14,270.55
2015-07-15,270.95
2015-07-16,271.7
2015-07-17,271.5
2015-07-20,270.55
2015-07-21,270.2
2015-07-22,270.95
2015-07-23,272.9
2015-07-24,275.05
2015-07-27,270.15
2015-07-28,271.05
2015-07-29,270.0
2015-07-30,271.3
2015-07-31,275.7
2015-08-03,275.1
2015-08-04,275.65
2015-08-05,281.85
2015-08-06,284.95
2015-08-07,296.4
2015-08-10,287.5
2015-08-11,277.75
2015-08-12,267.65
2015-08-13,262.5
2015-08-14,264.8
2015-08-17,269.25
2015-08-18,272.25
2015-08-19,273.9
2015-08-20,274.0
2015-08-21,271.95
2015-08-24,258.35
2015-08-25,257.15
2015-08-26,254.5
2015-08-27,254.8
2015-08-28,256.45
2015-08-31,257.0
2015-09-01,257.55
2015-09-02,258.4
2015-09-03,262.0
2015-09-04,260.25
2015-09-07,257.5
2015-09-08,254.65
2015-09-09,254.35
2015-09-10,254.1
2015-09-11,258.65
2015-09-14,261.15
2015-09-15,260.45
2015-09-16,259.25
2015-09-18,254.1
2015-09-21,265.75
2015-09-22,260.8
2015-09-23,258.6
2015-09-24,258.2
2015-09-28,257.8
2015-09-29,259.95
2015-09-30,260.1
2015-10-01,261.7
2015-10-05,263.0
2015-10-06,264.05
2015-10-07,265.5
2015-10-08,265.0
2015-10-09,265.1
2015-10-12,263.5
2015-10-13,275.7
2015-10-14,292.35
2015-10-15,291.1
2015-10-16,283.0
2015-10-19,288.95
2015-10-20,304.5
2015-10-21,300.75
2015-10-23,295.35
2015-10-26,301.45
2015-10-27,320.6
2015-10-28,319.5
2015-10-29,317.7
2015-10-30,313.35
2015-11-02,326.85
2015-11-03,331.85
2015-11-04,322.8
2015-11-05,314.85
2015-11-06,292.45
2015-11-09,309.55
2015-11-10,304.4
2015-11-11,310.6
2015-11-13,301.85
2015-11-16,304.65
2015-11-17,303.3
2015-11-18,294.9
2015-11-19,294.4
2015-11-20,296.45
2015-11-23,294.1
2015-11-24,299.95
2015-11-26,302.1
2015-11-27,299.3
2015-11-30,303.8
2015-12-01,299.0
2015-12-02,296.95
2015-12-03,295.65
2015-12-04,293.85
2015-12-07,290.45
2015-12-08,290.55
2015-12-09,286.4
2015-12-10,286.3
2015-12-11,286.35
2015-12-14,294.9
2015-12-15,294.65
2015-12-16,294.4
2015-12-17,292.75
2015-12-18,292.0
2015-12-21,291.05
2015-12-22,291.0
2015-12-23,292.35
2015-12-24,298.4
2015-12-28,298.35
2015-12-29,301.5
2015-12-30,304.65
2015-12-31,300.65
