Date,HATHWAY
2015-01-01,348.7
2015-01-02,348.65
2015-01-05,347.55
2015-01-06,66.5
2015-01-07,66.4
2015-01-08,65.05
2015-01-09,65.0
2015-01-12,65.05
2015-01-13,65.05
2015-01-14,65.15
2015-01-15,64.75
2015-01-16,66.05
2015-01-19,64.5
2015-01-20,64.3
2015-01-21,63.4
2015-01-22,64.85
2015-01-23,63.6
2015-01-27,64.0
2015-01-28,63.8
2015-01-29,63.6
2015-01-30,63.8
2015-02-02,63.45
2015-02-03,63.8
2015-02-04,63.4
2015-02-05,62.5
2015-02-06,63.05
2015-02-09,63.95
2015-02-10,63.5
2015-02-11,63.9
2015-02-12,63.75
2015-02-13,62.95
2015-02-16,62.5
2015-02-18,62.05
2015-02-19,61.15
2015-02-20,61.95
2015-02-23,61.05
2015-02-24,58.95
2015-02-25,59.1
2015-02-26,57.0
2015-02-27,51.9
2015-02-28,55.55
2015-03-02,57.0
2015-03-03,56.15
2015-03-04,54.8
2015-03-05,55.75
2015-03-09,54.1
2015-03-10,53.3
2015-03-11,53.8
2015-03-12,52.8
2015-03-13,52.95
2015-03-16,51.3
2015-03-17,50.9
2015-03-18,50.0
2015-03-19,48.0
2015-03-20,48.0
2015-03-23,48.95
2015-03-24,47.85
2015-03-25,47.2
2015-03-26,47.4
2015-03-27,46.4
2015-03-30,48.45
2015-03-31,49.0
2015-04-01,49.25
2015-04-06,51.05
2015-04-07,51.8
2015-04-08,52.85
2015-04-09,54.95
2015-04-10,54.8
2015-04-13,56.05
2015-04-15,54.6
2015-04-16,54.9
2015-04-17,54.8
2015-04-20,52.95
2015-04-21,51.6
2015-04-22,53.4
2015-04-23,52.45
2015-04-24,51.8
2015-04-27,52.0
2015-04-28,54.75
2015-04-29,54.95
2015-04-30,54.0
2015-05-04,55.45
2015-05-05,53.95
2015-05-06,51.45
2015-05-07,51.25
2015-05-08,54.0
2015-05-11,53.6
2015-05-12,51.9
2015-05-13,53.0
2015-05-14,52.95
2015-05-15,53.1
2015-05-18,52.7
2015-05-19,53.2
2015-05-20,55.35
2015-05-21,54.45
2015-05-22,53.2
2015-05-25,53.25
2015-05-26,55.3
2015-05-27,54.85
2015-05-28,54.45
2015-05-29,54.0
2015-06-01,51.55
2015-06-02,49.75
2015-06-03,49.0
2015-06-04,47.95
2015-06-05,47.8
2015-06-08,46.7
2015-06-09,50.15
2015-06-10,48.9
2015-06-11,48.3
2015-06-12,47.4
2015-06-15,47.5
2015-06-16,47.05
2015-06-17,50.6
2015-06-18,49.8
2015-06-19,48.5
2015-06-22,49.1
2015-06-23,50.25
2015-06-24,49.25
2015-06-25,49.65
2015-06-26,49.1
2015-06-29,47.95
2015-06-30,49.25
2015-07-01,50.15
2015-07-02,49.9
2015-07-03,50.5
2015-07-06,49.85
2015-07-07,49.15
2015-07-08,47.8
2015-07-09,47.8
2015-07-10,48.05
2015-07-13,49.15
2015-07-14,48.85
2015-07-15,48.7
2015-07-16,48.9
2015-07-17,49.1
2015-07-20,48.75
2015-07-21,47.65
2015-07-22,47.55
2015-07-23,47.4
2015-07-24,47.0
2015-07-27,46.7
2015-07-28,45.9
2015-07-29,47.9
2015-07-30,48.05
2015-07-31,50.2
2015-08-03,50.5
2015-08-04,49.55
2015-08-05,50.1
2015-08-06,50.2
2015-08-07,49.35
2015-08-10,49.35
2015-08-11,48.1
2015-08-12,46.85
2015-08-13,47.05
2015-08-14,46.95
2015-08-17,46.25
2015-08-18,46.7
2015-08-19,46.2
2015-08-20,45.55
2015-08-21,46.35
2015-08-24,40.0
2015-08-25,40.15
2015-08-26,40.1
2015-08-27,43.65
2015-08-28,43.05
2015-08-31,42.65
2015-09-01,41.7
2015-09-02,41.35
2015-09-03,41.0
2015-09-04,40.25
2015-09-07,42.15
2015-09-08,40.45
2015-09-09,39.8
2015-09-10,39.6
2015-09-11,39.4
2015-09-14,39.0
2015-09-15,39.65
2015-09-16,39.15
2015-09-18,40.3
2015-09-21,39.3
2015-09-22,40.0
2015-09-23,39.2
2015-09-24,38.65
2015-09-28,37.3
2015-09-29,36.65
2015-09-30,36.75
2015-10-01,36.6
2015-10-05,37.0
2015-10-06,37.3
2015-10-07,37.65
2015-10-08,38.05
2015-10-09,42.45
2015-10-12,41.0
2015-10-13,41.05
2015-10-14,40.95
2015-10-15,45.15
2015-10-16,43.0
2015-10-19,42.15
2015-10-20,41.95
2015-10-21,41.45
2015-10-23,41.45
2015-10-26,42.7
2015-10-27,43.15
2015-10-28,42.95
2015-10-29,42.05
2015-10-30,40.95
2015-11-02,40.65
2015-11-03,41.2
2015-11-04,41.55
2015-11-05,40.9
2015-11-06,40.55
2015-11-09,40.35
2015-11-10,41.25
2015-11-11,45.45
2015-11-13,46.65
2015-11-16,45.05
2015-11-17,43.7
2015-11-18,42.25
2015-11-19,42.7
2015-11-20,42.7
2015-11-23,42.2
2015-11-24,42.4
2015-11-26,42.2
2015-11-27,42.8
2015-11-30,42.3
2015-12-01,41.8
2015-12-02,41.9
2015-12-03,46.3
2015-12-04,44.7
2015-12-07,45.1
2015-12-08,43.3
2015-12-09,42.0
2015-12-10,42.0
2015-12-11,41.55
2015-12-14,41.95
2015-12-15,42.1
2015-12-16,42.7
2015-12-17,42.8
2015-12-18,42.9
2015-12-21,42.95
2015-12-22,43.8
2015-12-23,43.6
2015-12-24,43.4
2015-12-28,42.9
2015-12-29,44.65
2015-12-30,44.2
2015-12-31,44.5
