Date,ENIL
2015-01-01,529.55
2015-01-02,517.6
2015-01-05,519.9
2015-01-06,496.45
2015-01-07,505.5
2015-01-08,515.3
2015-01-09,520.05
2015-01-12,512.7
2015-01-13,512.0
2015-01-14,513.7
2015-01-15,513.85
2015-01-16,605.0
2015-01-19,591.0
2015-01-20,586.3
2015-01-21,569.0
2015-01-22,569.75
2015-01-23,569.1
2015-01-27,571.6
2015-01-28,558.45
2015-01-29,568.35
2015-01-30,555.75
2015-02-02,578.3
2015-02-03,574.15
2015-02-04,579.35
2015-02-05,583.45
2015-02-06,552.3
2015-02-09,551.35
2015-02-10,554.4
2015-02-11,608.55
2015-02-12,623.75
2015-02-13,620.2
2015-02-16,603.45
2015-02-18,605.05
2015-02-19,602.15
2015-02-20,600.8
2015-02-23,593.75
2015-02-24,596.7
2015-02-25,607.65
2015-02-26,614.35
2015-02-27,625.3
2015-02-28,618.8
2015-03-02,610.2
2015-03-03,613.7
2015-03-04,609.7
2015-03-05,609.55
2015-03-09,618.7
2015-03-10,621.55
2015-03-11,639.8
2015-03-12,670.7
2015-03-13,704.8
2015-03-16,686.75
2015-03-17,721.25
2015-03-18,731.85
2015-03-19,717.75
2015-03-20,695.3
2015-03-23,704.3
2015-03-24,739.05
2015-03-25,727.1
2015-03-26,715.1
2015-03-27,717.7
2015-03-30,764.05
2015-03-31,786.55
2015-04-01,793.4
2015-04-06,787.15
2015-04-07,793.3
2015-04-08,781.55
2015-04-09,752.2
2015-04-10,739.8
2015-04-13,736.35
2015-04-15,722.1
2015-04-16,734.55
2015-04-17,727.25
2015-04-20,713.15
2015-04-21,709.95
2015-04-22,704.0
2015-04-23,692.5
2015-04-24,681.65
2015-04-27,670.75
2015-04-28,680.25
2015-04-29,684.6
2015-04-30,691.65
2015-05-04,705.65
2015-05-05,685.15
2015-05-06,670.75
2015-05-07,670.1
2015-05-08,695.95
2015-05-11,681.65
2015-05-12,674.8
2015-05-13,676.95
2015-05-14,682.3
2015-05-15,683.65
2015-05-18,706.95
2015-05-19,712.85
2015-05-20,681.85
2015-05-21,671.35
2015-05-22,671.15
2015-05-25,670.4
2015-05-26,669.5
2015-05-27,667.6
2015-05-28,662.55
2015-05-29,664.9
2015-06-01,674.75
2015-06-02,668.8
2015-06-03,671.95
2015-06-04,670.35
2015-06-05,635.4
2015-06-08,628.95
2015-06-09,622.25
2015-06-10,629.45
2015-06-11,601.7
2015-06-12,613.75
2015-06-15,618.4
2015-06-16,613.95
2015-06-17,603.8
2015-06-18,604.25
2015-06-19,644.95
2015-06-22,658.4
2015-06-23,665.45
2015-06-24,677.85
2015-06-25,684.9
2015-06-26,683.35
2015-06-29,682.85
2015-06-30,731.8
2015-07-01,724.7
2015-07-02,715.65
2015-07-03,712.0
2015-07-06,699.5
2015-07-07,699.6
2015-07-08,687.85
2015-07-09,683.15
2015-07-10,687.9
2015-07-13,690.0
2015-07-14,698.65
2015-07-15,720.9
2015-07-16,709.8
2015-07-17,719.0
2015-07-20,721.1
2015-07-21,728.5
2015-07-22,815.8
2015-07-23,777.4
2015-07-24,735.15
2015-07-27,729.45
2015-07-28,706.3
2015-07-29,711.5
2015-07-30,697.4
2015-07-31,712.65
2015-08-03,709.65
2015-08-04,726.5
2015-08-05,718.9
2015-08-06,710.3
2015-08-07,714.25
2015-08-10,715.1
2015-08-11,708.25
2015-08-12,667.45
2015-08-13,661.0
2015-08-14,651.45
2015-08-17,665.4
2015-08-18,667.0
2015-08-19,670.0
2015-08-20,680.25
2015-08-21,669.8
2015-08-24,619.95
2015-08-25,612.6
2015-08-26,627.0
2015-08-27,636.45
2015-08-28,620.25
2015-08-31,606.5
2015-09-01,606.2
2015-09-02,600.85
2015-09-03,613.3
2015-09-04,663.05
2015-09-07,616.6
2015-09-08,620.2
2015-09-09,625.65
2015-09-10,624.3
2015-09-11,643.25
2015-09-14,637.7
2015-09-15,630.2
2015-09-16,655.05
2015-09-18,688.35
2015-09-21,706.5
2015-09-22,684.3
2015-09-23,705.5
2015-09-24,725.4
2015-09-28,732.85
2015-09-29,724.3
2015-09-30,728.0
2015-10-01,700.25
2015-10-05,713.7
2015-10-06,712.25
2015-10-07,705.75
2015-10-08,702.6
2015-10-09,722.0
2015-10-12,714.6
2015-10-13,697.4
2015-10-14,699.3
2015-10-15,689.35
2015-10-16,685.5
2015-10-19,686.95
2015-10-20,700.45
2015-10-21,697.35
2015-10-23,709.8
2015-10-26,694.85
2015-10-27,682.65
2015-10-28,679.95
2015-10-29,676.05
2015-10-30,693.5
2015-11-02,670.3
2015-11-03,662.65
2015-11-04,644.45
2015-11-05,631.55
2015-11-06,622.45
2015-11-09,615.0
2015-11-10,593.2
2015-11-11,636.35
2015-11-13,634.65
2015-11-16,625.55
2015-11-17,624.6
2015-11-18,647.25
2015-11-19,648.6
2015-11-20,657.45
2015-11-23,670.1
2015-11-24,697.15
2015-11-26,715.7
2015-11-27,721.3
2015-11-30,766.0
2015-12-01,743.15
2015-12-02,727.85
2015-12-03,710.4
2015-12-04,720.4
2015-12-07,712.75
2015-12-08,701.4
2015-12-09,703.3
2015-12-10,723.0
2015-12-11,711.35
2015-12-14,720.1
2015-12-15,715.95
2015-12-16,706.1
2015-12-17,712.0
2015-12-18,706.7
2015-12-21,713.25
2015-12-22,754.85
2015-12-23,772.5
2015-12-24,771.15
2015-12-28,770.8
2015-12-29,776.05
2015-12-30,776.9
2015-12-31,778.35
