Date,GPIL
2015-01-01,132.65
2015-01-02,129.95
2015-01-05,128.15
2015-01-06,125.65
2015-01-07,119.3
2015-01-08,119.2
2015-01-09,119.75
2015-01-12,120.85
2015-01-13,123.5
2015-01-14,119.35
2015-01-15,118.8
2015-01-16,117.45
2015-01-19,115.8
2015-01-20,118.05
2015-01-21,121.5
2015-01-22,122.1
2015-01-23,118.45
2015-01-27,118.95
2015-01-28,117.55
2015-01-29,114.2
2015-01-30,116.9
2015-02-02,116.15
2015-02-03,113.95
2015-02-04,115.0
2015-02-05,115.6
2015-02-06,115.05
2015-02-09,113.25
2015-02-10,115.15
2015-02-11,115.4
2015-02-12,116.15
2015-02-13,116.0
2015-02-16,117.5
2015-02-18,124.85
2015-02-19,129.35
2015-02-20,130.0
2015-02-23,138.45
2015-02-24,133.8
2015-02-25,131.35
2015-02-26,131.15
2015-02-27,134.3
2015-02-28,131.0
2015-03-02,127.55
2015-03-03,128.6
2015-03-04,126.8
2015-03-05,124.65
2015-03-09,120.75
2015-03-10,118.25
2015-03-11,114.55
2015-03-12,117.0
2015-03-13,114.45
2015-03-16,114.65
2015-03-17,113.1
2015-03-18,113.75
2015-03-19,113.55
2015-03-20,110.35
2015-03-23,104.95
2015-03-24,99.1
2015-03-25,97.9
2015-03-26,94.55
2015-03-27,93.85
2015-03-30,95.75
2015-03-31,96.5
2015-04-01,101.8
2015-04-06,109.55
2015-04-07,110.3
2015-04-08,108.1
2015-04-09,108.45
2015-04-10,108.1
2015-04-13,118.8
2015-04-15,114.15
2015-04-16,111.4
2015-04-17,111.15
2015-04-20,105.55
2015-04-21,106.45
2015-04-22,105.7
2015-04-23,104.9
2015-04-24,101.65
2015-04-27,98.7
2015-04-28,100.8
2015-04-29,102.45
2015-04-30,103.45
2015-05-04,104.0
2015-05-05,103.95
2015-05-06,99.95
2015-05-07,97.75
2015-05-08,98.85
2015-05-11,100.9
2015-05-12,98.85
2015-05-13,99.6
2015-05-14,99.2
2015-05-15,105.2
2015-05-18,99.2
2015-05-19,98.6
2015-05-20,98.5
2015-05-21,98.5
2015-05-22,97.75
2015-05-25,96.55
2015-05-26,95.6
2015-05-27,95.3
2015-05-28,95.4
2015-05-29,94.85
2015-06-01,93.15
2015-06-02,92.1
2015-06-03,87.5
2015-06-04,87.15
2015-06-05,88.5
2015-06-08,85.65
2015-06-09,84.3
2015-06-10,84.1
2015-06-11,80.05
2015-06-12,75.95
2015-06-15,77.3
2015-06-16,77.2
2015-06-17,80.15
2015-06-18,81.45
2015-06-19,83.2
2015-06-22,86.1
2015-06-23,86.75
2015-06-24,86.25
2015-06-25,84.65
2015-06-26,82.9
2015-06-29,83.6
2015-06-30,83.7
2015-07-01,84.85
2015-07-02,84.85
2015-07-03,84.1
2015-07-06,81.7
2015-07-07,81.6
2015-07-08,79.85
2015-07-09,81.2
2015-07-10,81.25
2015-07-13,80.9
2015-07-14,80.9
2015-07-15,80.25
2015-07-16,80.6
2015-07-17,80.15
2015-07-20,79.6
2015-07-21,78.75
2015-07-22,79.2
2015-07-23,77.65
2015-07-24,77.75
2015-07-27,75.85
2015-07-28,76.05
2015-07-29,73.05
2015-07-30,74.65
2015-07-31,74.35
2015-08-03,80.8
2015-08-04,84.85
2015-08-05,83.7
2015-08-06,83.0
2015-08-07,85.3
2015-08-10,82.9
2015-08-11,81.4
2015-08-12,76.65
2015-08-13,74.3
2015-08-14,75.25
2015-08-17,75.05
2015-08-18,77.25
2015-08-19,78.2
2015-08-20,76.65
2015-08-21,74.0
2015-08-24,64.95
2015-08-25,65.95
2015-08-26,68.45
2015-08-27,69.65
2015-08-28,69.7
2015-08-31,69.05
2015-09-01,67.05
2015-09-02,66.3
2015-09-03,66.4
2015-09-04,65.5
2015-09-07,65.45
2015-09-08,66.5
2015-09-09,65.65
2015-09-10,65.55
2015-09-11,65.15
2015-09-14,68.05
2015-09-15,68.3
2015-09-16,68.7
2015-09-18,76.4
2015-09-21,76.0
2015-09-22,74.2
2015-09-23,72.65
2015-09-24,72.5
2015-09-28,73.65
2015-09-29,73.35
2015-09-30,73.0
2015-10-01,73.15
2015-10-05,74.75
2015-10-06,75.15
2015-10-07,76.55
2015-10-08,76.25
2015-10-09,75.75
2015-10-12,77.0
2015-10-13,75.65
2015-10-14,76.45
2015-10-15,76.3
2015-10-16,78.55
2015-10-19,78.4
2015-10-20,78.45
2015-10-21,76.75
2015-10-23,76.6
2015-10-26,76.45
2015-10-27,75.05
2015-10-28,73.65
2015-10-29,74.4
2015-10-30,74.0
2015-11-02,72.15
2015-11-03,71.5
2015-11-04,73.45
2015-11-05,72.55
2015-11-06,70.7
2015-11-09,68.75
2015-11-10,68.3
2015-11-11,69.55
2015-11-13,69.45
2015-11-16,69.7
2015-11-17,70.15
2015-11-18,69.15
2015-11-19,69.15
2015-11-20,69.0
2015-11-23,67.65
2015-11-24,68.5
2015-11-26,70.3
2015-11-27,68.7
2015-11-30,69.15
2015-12-01,69.2
2015-12-02,68.55
2015-12-03,69.0
2015-12-04,68.55
2015-12-07,68.55
2015-12-08,68.0
2015-12-09,65.45
2015-12-10,65.5
2015-12-11,64.8
2015-12-14,64.1
2015-12-15,68.85
2015-12-16,67.2
2015-12-17,67.25
2015-12-18,68.15
2015-12-21,71.05
2015-12-22,70.45
2015-12-23,70.15
2015-12-24,70.1
2015-12-28,69.55
2015-12-29,69.6
2015-12-30,68.6
2015-12-31,69.9
