Date,J&KBANK
2015-01-01,150.1
2015-01-02,153.3
2015-01-05,154.75
2015-01-06,150.95
2015-01-07,146.4
2015-01-08,147.2
2015-01-09,147.85
2015-01-12,150.55
2015-01-13,151.95
2015-01-14,149.8
2015-01-15,153.5
2015-01-16,149.35
2015-01-19,151.7
2015-01-20,154.15
2015-01-21,158.6
2015-01-22,156.35
2015-01-23,154.45
2015-01-27,157.75
2015-01-28,159.05
2015-01-29,156.15
2015-01-30,152.45
2015-02-02,150.85
2015-02-03,149.65
2015-02-04,146.45
2015-02-05,142.0
2015-02-06,135.05
2015-02-09,110.65
2015-02-10,113.15
2015-02-11,109.3
2015-02-12,108.95
2015-02-13,110.15
2015-02-16,111.3
2015-02-18,108.7
2015-02-19,105.0
2015-02-20,104.65
2015-02-23,107.0
2015-02-24,105.55
2015-02-25,106.6
2015-02-26,107.55
2015-02-27,112.25
2015-02-28,113.55
2015-03-02,116.55
2015-03-03,114.5
2015-03-04,109.55
2015-03-05,107.6
2015-03-09,109.7
2015-03-10,108.0
2015-03-11,106.7
2015-03-12,107.0
2015-03-13,106.9
2015-03-16,106.3
2015-03-17,106.1
2015-03-18,105.55
2015-03-19,105.0
2015-03-20,103.5
2015-03-23,104.55
2015-03-24,102.7
2015-03-25,101.3
2015-03-26,97.6
2015-03-27,97.7
2015-03-30,96.4
2015-03-31,95.05
2015-04-01,98.4
2015-04-06,103.0
2015-04-07,105.2
2015-04-08,103.05
2015-04-09,103.2
2015-04-10,103.3
2015-04-13,101.7
2015-04-15,102.45
2015-04-16,102.05
2015-04-17,100.75
2015-04-20,99.3
2015-04-21,97.75
2015-04-22,99.3
2015-04-23,99.65
2015-04-24,99.6
2015-04-27,98.0
2015-04-28,98.45
2015-04-29,96.85
2015-04-30,96.05
2015-05-04,98.85
2015-05-05,97.55
2015-05-06,96.95
2015-05-07,98.6
2015-05-08,99.15
2015-05-11,102.7
2015-05-12,102.9
2015-05-13,104.0
2015-05-14,104.15
2015-05-15,103.85
2015-05-18,101.5
2015-05-19,103.15
2015-05-20,103.5
2015-05-21,104.4
2015-05-22,104.7
2015-05-25,106.55
2015-05-26,106.15
2015-05-27,108.25
2015-05-28,108.35
2015-05-29,107.6
2015-06-01,110.25
2015-06-02,111.1
2015-06-03,112.05
2015-06-04,111.85
2015-06-05,116.3
2015-06-08,113.8
2015-06-09,114.9
2015-06-10,114.6
2015-06-11,110.55
2015-06-12,110.6
2015-06-15,108.95
2015-06-16,109.15
2015-06-17,109.1
2015-06-18,106.65
2015-06-19,104.0
2015-06-22,103.7
2015-06-23,104.8
2015-06-24,103.85
2015-06-25,101.85
2015-06-26,100.6
2015-06-29,100.6
2015-06-30,100.6
2015-07-01,102.5
2015-07-02,102.95
2015-07-03,102.8
2015-07-06,102.8
2015-07-07,103.05
2015-07-08,101.4
2015-07-09,100.9
2015-07-10,101.2
2015-07-13,104.1
2015-07-14,104.0
2015-07-15,106.25
2015-07-16,110.2
2015-07-17,110.0
2015-07-20,109.05
2015-07-21,104.45
2015-07-22,104.6
2015-07-23,105.55
2015-07-24,104.2
2015-07-27,103.55
2015-07-28,102.1
2015-07-29,102.65
2015-07-30,103.25
2015-07-31,104.2
2015-08-03,105.35
2015-08-04,106.25
2015-08-05,107.5
2015-08-06,107.6
2015-08-07,109.9
2015-08-10,109.95
2015-08-11,107.9
2015-08-12,105.65
2015-08-13,104.0
2015-08-14,104.45
2015-08-17,106.8
2015-08-18,103.7
2015-08-19,101.55
2015-08-20,101.05
2015-08-21,100.95
2015-08-24,91.4
2015-08-25,95.8
2015-08-26,97.5
2015-08-27,99.6
2015-08-28,100.85
2015-08-31,96.35
2015-09-01,96.8
2015-09-02,95.15
2015-09-03,96.5
2015-09-04,95.15
2015-09-07,94.95
2015-09-08,93.9
2015-09-09,94.0
2015-09-10,91.95
2015-09-11,92.05
2015-09-14,92.1
2015-09-15,91.95
2015-09-16,91.2
2015-09-18,90.3
2015-09-21,92.1
2015-09-22,93.0
2015-09-23,93.8
2015-09-24,92.85
2015-09-28,92.6
2015-09-29,92.05
2015-09-30,90.1
2015-10-01,90.65
2015-10-05,91.7
2015-10-06,91.5
2015-10-07,91.65
2015-10-08,90.75
2015-10-09,90.7
2015-10-12,90.35
2015-10-13,90.45
2015-10-14,90.35
2015-10-15,90.35
2015-10-16,91.65
2015-10-19,90.9
2015-10-20,90.6
2015-10-21,90.25
2015-10-23,90.0
2015-10-26,88.85
2015-10-27,89.0
2015-10-28,88.4
2015-10-29,86.15
2015-10-30,83.2
2015-11-02,83.65
2015-11-03,86.7
2015-11-04,87.95
2015-11-05,86.85
2015-11-06,83.45
2015-11-09,82.7
2015-11-10,82.7
2015-11-11,82.95
2015-11-13,83.85
2015-11-16,84.25
2015-11-17,85.75
2015-11-18,84.85
2015-11-19,86.05
2015-11-20,87.15
2015-11-23,89.0
2015-11-24,88.65
2015-11-26,89.6
2015-11-27,86.8
2015-11-30,84.95
2015-12-01,84.1
2015-12-02,84.6
2015-12-03,83.35
2015-12-04,81.9
2015-12-07,81.7
2015-12-08,80.45
2015-12-09,79.55
2015-12-10,77.75
2015-12-11,76.9
2015-12-14,76.05
2015-12-15,75.9
2015-12-16,75.2
2015-12-17,75.4
2015-12-18,75.7
2015-12-21,75.9
2015-12-22,76.2
2015-12-23,74.5
2015-12-24,74.55
2015-12-28,75.55
2015-12-29,83.0
2015-12-30,82.45
2015-12-31,82.35
