Date,CLNINDIA
2015-01-01,975.65
2015-01-02,969.2
2015-01-05,973.85
2015-01-06,948.75
2015-01-07,958.8
2015-01-08,987.75
2015-01-09,1056.0
2015-01-12,1084.15
2015-01-13,1127.1
2015-01-14,1164.3
2015-01-15,1148.35
2015-01-16,1144.6
2015-01-19,960.05
2015-01-20,968.05
2015-01-21,961.3
2015-01-22,961.6
2015-01-23,963.65
2015-01-27,943.2
2015-01-28,917.05
2015-01-29,911.35
2015-01-30,903.05
2015-02-02,886.35
2015-02-03,883.9
2015-02-04,875.7
2015-02-05,869.8
2015-02-06,861.75
2015-02-09,856.35
2015-02-10,870.1
2015-02-11,860.5
2015-02-12,887.9
2015-02-13,848.4
2015-02-16,837.35
2015-02-18,842.85
2015-02-19,844.2
2015-02-20,842.55
2015-02-23,839.9
2015-02-24,839.95
2015-02-25,834.4
2015-02-26,836.1
2015-02-27,839.3
2015-02-28,836.2
2015-03-02,840.0
2015-03-03,891.4
2015-03-04,875.65
2015-03-05,885.2
2015-03-09,881.6
2015-03-10,870.45
2015-03-11,874.75
2015-03-12,866.9
2015-03-13,853.9
2015-03-16,849.95
2015-03-17,872.3
2015-03-18,860.95
2015-03-19,875.8
2015-03-20,853.55
2015-03-23,826.4
2015-03-24,823.6
2015-03-25,831.45
2015-03-26,816.4
2015-03-27,802.45
2015-03-30,810.45
2015-03-31,813.15
2015-04-01,828.8
2015-04-06,835.0
2015-04-07,854.35
2015-04-08,889.15
2015-04-09,878.95
2015-04-10,866.05
2015-04-13,879.2
2015-04-15,866.55
2015-04-16,866.3
2015-04-17,862.25
2015-04-20,986.35
2015-04-21,982.45
2015-04-22,977.25
2015-04-23,903.1
2015-04-24,878.4
2015-04-27,870.5
2015-04-28,877.7
2015-04-29,878.15
2015-04-30,850.6
2015-05-04,833.15
2015-05-05,834.45
2015-05-06,835.6
2015-05-07,832.85
2015-05-08,832.15
2015-05-11,827.65
2015-05-12,824.3
2015-05-13,830.05
2015-05-14,820.15
2015-05-15,817.8
2015-05-18,817.9
2015-05-19,819.75
2015-05-20,814.35
2015-05-21,810.7
2015-05-22,809.55
2015-05-25,809.95
2015-05-26,810.35
2015-05-27,806.25
2015-05-28,803.2
2015-05-29,806.9
2015-06-01,807.45
2015-06-02,807.5
2015-06-03,810.5
2015-06-04,817.6
2015-06-05,824.55
2015-06-08,823.3
2015-06-09,837.05
2015-06-10,854.1
2015-06-11,850.1
2015-06-12,844.3
2015-06-15,846.05
2015-06-16,846.75
2015-06-17,851.95
2015-06-18,864.0
2015-06-19,873.2
2015-06-22,872.9
2015-06-23,855.05
2015-06-24,848.95
2015-06-25,845.3
2015-06-26,844.6
2015-06-29,843.3
2015-06-30,842.35
2015-07-01,842.7
2015-07-02,841.55
2015-07-03,845.25
2015-07-06,848.3
2015-07-07,857.85
2015-07-08,852.45
2015-07-09,863.2
2015-07-10,866.1
2015-07-13,869.0
2015-07-14,864.65
2015-07-15,859.2
2015-07-16,856.7
2015-07-17,838.0
2015-07-20,842.35
2015-07-21,832.7
2015-07-22,836.65
2015-07-23,837.1
2015-07-24,837.2
2015-07-27,824.65
2015-07-28,819.0
2015-07-29,826.95
2015-07-30,827.55
2015-07-31,820.1
2015-08-03,828.2
2015-08-04,848.5
2015-08-05,817.1
2015-08-06,802.8
2015-08-07,817.85
2015-08-10,828.95
2015-08-11,818.5
2015-08-12,803.7
2015-08-13,796.7
2015-08-14,798.85
2015-08-17,797.75
2015-08-18,790.6
2015-08-19,789.95
2015-08-20,776.8
2015-08-21,772.5
2015-08-24,756.9
2015-08-25,750.5
2015-08-26,750.8
2015-08-27,753.8
2015-08-28,745.45
2015-08-31,739.45
2015-09-01,739.45
2015-09-02,733.9
2015-09-03,739.5
2015-09-04,739.85
2015-09-07,726.2
2015-09-08,720.75
2015-09-09,729.0
2015-09-10,718.8
2015-09-11,725.1
2015-09-14,727.45
2015-09-15,766.9
2015-09-16,771.3
2015-09-18,772.55
2015-09-21,779.15
2015-09-22,767.05
2015-09-23,776.1
2015-09-24,773.5
2015-09-28,776.5
2015-09-29,778.35
2015-09-30,776.05
2015-10-01,779.7
2015-10-05,779.15
2015-10-06,837.4
2015-10-07,838.65
2015-10-08,815.0
2015-10-09,820.7
2015-10-12,814.35
2015-10-13,810.15
2015-10-14,816.9
2015-10-15,824.25
2015-10-16,815.7
2015-10-19,813.55
2015-10-20,796.7
2015-10-21,789.0
2015-10-23,779.5
2015-10-26,769.6
2015-10-27,770.95
2015-10-28,782.55
2015-10-29,777.25
2015-10-30,770.35
2015-11-02,757.9
2015-11-03,761.25
2015-11-04,770.05
2015-11-05,759.55
2015-11-06,760.9
2015-11-09,755.85
2015-11-10,754.3
2015-11-11,765.35
2015-11-13,755.8
2015-11-16,757.4
2015-11-17,761.65
2015-11-18,750.55
2015-11-19,751.25
2015-11-20,751.1
2015-11-23,747.85
2015-11-24,734.75
2015-11-26,726.9
2015-11-27,739.8
2015-11-30,742.35
2015-12-01,748.15
2015-12-02,740.75
2015-12-03,742.6
2015-12-04,738.05
2015-12-07,739.4
2015-12-08,734.05
2015-12-09,729.3
2015-12-10,725.35
2015-12-11,718.0
2015-12-14,727.3
2015-12-15,725.65
2015-12-16,722.6
2015-12-17,726.35
2015-12-18,716.65
2015-12-21,728.1
2015-12-22,738.9
2015-12-23,752.7
2015-12-24,750.2
2015-12-28,750.55
2015-12-29,743.05
2015-12-30,749.85
2015-12-31,740.85
