Date,JUSTDIAL
2015-01-01,1351.55
2015-01-02,1412.55
2015-01-05,1405.3
2015-01-06,1358.95
2015-01-07,1422.5
2015-01-08,1428.45
2015-01-09,1467.35
2015-01-12,1471.7
2015-01-13,1546.4
2015-01-14,1504.25
2015-01-15,1509.75
2015-01-16,1544.4
2015-01-19,1524.4
2015-01-20,1540.8
2015-01-21,1538.15
2015-01-22,1560.8
2015-01-23,1568.85
2015-01-27,1597.6
2015-01-28,1565.35
2015-01-29,1552.95
2015-01-30,1555.35
2015-02-02,1565.95
2015-02-03,1569.4
2015-02-04,1525.9
2015-02-05,1494.6
2015-02-06,1480.5
2015-02-09,1452.7
2015-02-10,1379.2
2015-02-11,1403.15
2015-02-12,1404.45
2015-02-13,1451.6
2015-02-16,1397.15
2015-02-18,1414.9
2015-02-19,1440.7
2015-02-20,1422.85
2015-02-23,1411.8
2015-02-24,1366.15
2015-02-25,1345.1
2015-02-26,1300.8
2015-02-27,1373.8
2015-02-28,1346.5
2015-03-02,1338.45
2015-03-03,1348.85
2015-03-04,1312.55
2015-03-05,1314.35
2015-03-09,1278.05
2015-03-10,1249.15
2015-03-11,1139.35
2015-03-12,1188.75
2015-03-13,1141.25
2015-03-16,1160.05
2015-03-17,1178.35
2015-03-18,1268.6
2015-03-19,1403.1
2015-03-20,1382.4
2015-03-23,1359.95
2015-03-24,1354.5
2015-03-25,1368.95
2015-03-26,1346.15
2015-03-27,1307.35
2015-03-30,1321.35
2015-03-31,1323.75
2015-04-01,1328.85
2015-04-06,1323.55
2015-04-07,1322.5
2015-04-08,1353.95
2015-04-09,1356.0
2015-04-10,1324.55
2015-04-13,1302.5
2015-04-15,1253.4
2015-04-16,1221.25
2015-04-17,1168.8
2015-04-20,1116.05
2015-04-21,1075.5
2015-04-22,1197.0
2015-04-23,1153.75
2015-04-24,1121.25
2015-04-27,1122.45
2015-04-28,1079.65
2015-04-29,1056.0
2015-04-30,1070.25
2015-05-04,1101.75
2015-05-05,1114.65
2015-05-06,1084.2
2015-05-07,1112.75
2015-05-08,1121.4
2015-05-11,1084.2
2015-05-12,1083.45
2015-05-13,1078.35
2015-05-14,1089.6
2015-05-15,1070.45
2015-05-18,1077.15
2015-05-19,1138.3
2015-05-20,1139.75
2015-05-21,1146.6
2015-05-22,1155.05
2015-05-25,1150.3
2015-05-26,1136.55
2015-05-27,1138.2
2015-05-28,1124.7
2015-05-29,1138.1
2015-06-01,1135.55
2015-06-02,1091.9
2015-06-03,1093.2
2015-06-04,1109.65
2015-06-05,1112.0
2015-06-08,1084.9
2015-06-09,1070.15
2015-06-10,1099.05
2015-06-11,1102.55
2015-06-12,1110.55
2015-06-15,1109.4
2015-06-16,1116.1
2015-06-17,1157.4
2015-06-18,1170.6
2015-06-19,1177.6
2015-06-22,1179.9
2015-06-23,1229.25
2015-06-24,1245.35
2015-06-25,1251.95
2015-06-26,1232.25
2015-06-29,1253.25
2015-06-30,1268.9
2015-07-01,1268.5
2015-07-02,1281.75
2015-07-03,1250.8
2015-07-06,1250.55
2015-07-07,1244.6
2015-07-08,1196.3
2015-07-09,1179.6
2015-07-10,1180.85
2015-07-13,1171.8
2015-07-14,1151.85
2015-07-15,1126.8
2015-07-16,1112.6
2015-07-17,1095.5
2015-07-20,1099.3
2015-07-21,1091.5
2015-07-22,1106.75
2015-07-23,1099.75
2015-07-24,1087.45
2015-07-27,1083.85
2015-07-28,1054.85
2015-07-29,1030.05
2015-07-30,1028.2
2015-07-31,1079.8
2015-08-03,1085.4
2015-08-04,1072.55
2015-08-05,1085.6
2015-08-06,1084.95
2015-08-07,1048.85
2015-08-10,1043.5
2015-08-11,1026.55
2015-08-12,1007.25
2015-08-13,1017.2
2015-08-14,1018.9
2015-08-17,1015.75
2015-08-18,1014.0
2015-08-19,1005.25
2015-08-20,964.05
2015-08-21,917.05
2015-08-24,832.75
2015-08-25,785.2
2015-08-26,769.6
2015-08-27,818.2
2015-08-28,824.55
2015-08-31,844.55
2015-09-01,850.1
2015-09-02,856.45
2015-09-03,850.1
2015-09-04,820.85
2015-09-07,802.65
2015-09-08,826.05
2015-09-09,813.95
2015-09-10,802.05
2015-09-11,816.65
2015-09-14,926.9
2015-09-15,914.85
2015-09-16,901.75
2015-09-18,938.05
2015-09-21,959.95
2015-09-22,968.05
2015-09-23,977.15
2015-09-24,989.55
2015-09-28,986.85
2015-09-29,962.45
2015-09-30,983.55
2015-10-01,987.2
2015-10-05,987.4
2015-10-06,990.85
2015-10-07,999.3
2015-10-08,1022.75
2015-10-09,1035.5
2015-10-12,1020.4
2015-10-13,1069.15
2015-10-14,1067.05
2015-10-15,1052.5
2015-10-16,1044.0
2015-10-19,1043.65
2015-10-20,1039.15
2015-10-21,1019.85
2015-10-23,1052.9
2015-10-26,996.2
2015-10-27,991.2
2015-10-28,963.45
2015-10-29,855.8
2015-10-30,802.05
2015-11-02,800.3
2015-11-03,793.2
2015-11-04,791.5
2015-11-05,775.85
2015-11-06,766.0
2015-11-09,769.15
2015-11-10,774.2
2015-11-11,779.8
2015-11-13,789.5
2015-11-16,790.4
2015-11-17,805.15
2015-11-18,800.85
2015-11-19,804.9
2015-11-20,866.95
2015-11-23,899.85
2015-11-24,930.6
2015-11-26,962.65
2015-11-27,940.8
2015-11-30,939.75
2015-12-01,927.4
2015-12-02,914.25
2015-12-03,870.2
2015-12-04,824.45
2015-12-07,851.45
2015-12-08,869.55
2015-12-09,873.2
2015-12-10,884.95
2015-12-11,892.65
2015-12-14,895.55
2015-12-15,924.25
2015-12-16,899.7
2015-12-17,903.8
2015-12-18,874.25
2015-12-21,867.55
2015-12-22,860.9
2015-12-23,853.55
2015-12-24,866.45
2015-12-28,857.2
2015-12-29,862.6
2015-12-30,863.75
2015-12-31,842.75
