Date,CGCL
2015-01-01,192.55
2015-01-02,204.05
2015-01-05,202.5
2015-01-06,196.75
2015-01-07,195.2
2015-01-08,199.15
2015-01-09,205.05
2015-01-12,207.25
2015-01-13,209.85
2015-01-14,206.3
2015-01-15,211.0
2015-01-16,209.6
2015-01-19,211.05
2015-01-20,213.3
2015-01-21,223.05
2015-01-22,211.5
2015-01-23,210.7
2015-01-27,202.2
2015-01-28,201.8
2015-01-29,205.85
2015-01-30,201.2
2015-02-02,201.9
2015-02-03,206.0
2015-02-04,197.7
2015-02-05,199.1
2015-02-06,196.0
2015-02-09,193.7
2015-02-10,190.6
2015-02-11,183.35
2015-02-12,183.8
2015-02-13,183.1
2015-02-16,178.6
2015-02-18,184.75
2015-02-19,177.95
2015-02-20,178.25
2015-02-23,180.2
2015-02-24,177.05
2015-02-25,176.25
2015-02-26,176.35
2015-02-27,176.1
2015-02-28,180.9
2015-03-02,180.5
2015-03-03,189.15
2015-03-04,190.2
2015-03-05,187.5
2015-03-09,189.7
2015-03-10,188.75
2015-03-11,189.5
2015-03-12,185.1
2015-03-13,186.65
2015-03-16,179.45
2015-03-17,179.4
2015-03-18,178.75
2015-03-19,171.55
2015-03-20,173.15
2015-03-23,167.3
2015-03-24,164.2
2015-03-25,167.9
2015-03-26,165.0
2015-03-27,169.95
2015-03-30,169.2
2015-03-31,167.1
2015-04-01,173.0
2015-04-06,172.25
2015-04-07,167.65
2015-04-08,183.1
2015-04-09,194.6
2015-04-10,192.5
2015-04-13,190.0
2015-04-15,187.2
2015-04-16,175.25
2015-04-17,170.65
2015-04-20,162.4
2015-04-21,159.6
2015-04-22,160.05
2015-04-23,155.25
2015-04-24,151.4
2015-04-27,145.2
2015-04-28,143.75
2015-04-29,127.5
2015-04-30,139.45
2015-05-04,163.05
2015-05-05,162.4
2015-05-06,160.55
2015-05-07,151.5
2015-05-08,159.7
2015-05-11,164.95
2015-05-12,160.2
2015-05-13,158.5
2015-05-14,158.75
2015-05-15,159.95
2015-05-18,160.0
2015-05-19,158.35
2015-05-20,158.0
2015-05-21,156.1
2015-05-22,153.65
2015-05-25,154.6
2015-05-26,152.85
2015-05-27,151.6
2015-05-28,149.5
2015-05-29,150.9
2015-06-01,150.85
2015-06-02,150.7
2015-06-03,151.75
2015-06-04,149.0
2015-06-05,145.05
2015-06-08,143.15
2015-06-09,143.95
2015-06-10,143.1
2015-06-11,140.35
2015-06-12,144.35
2015-06-15,142.0
2015-06-16,143.7
2015-06-17,140.05
2015-06-18,139.75
2015-06-19,144.85
2015-06-22,146.4
2015-06-23,151.0
2015-06-24,149.9
2015-06-25,152.0
2015-06-26,161.5
2015-06-29,159.1
2015-06-30,162.95
2015-07-01,160.6
2015-07-02,160.65
2015-07-03,160.0
2015-07-06,163.5
2015-07-07,163.75
2015-07-08,164.9
2015-07-09,164.8
2015-07-10,146.5
2015-07-13,144.0
2015-07-14,141.15
2015-07-15,136.25
2015-07-16,147.35
2015-07-17,149.5
2015-07-20,143.4
2015-07-21,141.55
2015-07-22,144.8
2015-07-23,143.9
2015-07-24,146.5
2015-07-27,141.85
2015-07-28,143.8
2015-07-29,142.9
2015-07-30,140.15
2015-07-31,144.25
2015-08-03,143.0
2015-08-04,145.55
2015-08-05,146.1
2015-08-06,145.6
2015-08-07,145.3
2015-08-10,144.9
2015-08-11,144.95
2015-08-12,146.15
2015-08-13,144.2
2015-08-14,143.9
2015-08-17,142.45
2015-08-18,155.15
2015-08-19,155.85
2015-08-20,154.0
2015-08-21,151.9
2015-08-24,139.4
2015-08-25,137.1
2015-08-26,136.45
2015-08-27,139.0
2015-08-28,140.4
2015-08-31,137.75
2015-09-01,136.05
2015-09-02,138.4
2015-09-03,141.45
2015-09-04,135.55
2015-09-07,130.55
2015-09-08,130.2
2015-09-09,136.3
2015-09-10,136.45
2015-09-11,136.75
2015-09-14,136.5
2015-09-15,136.25
2015-09-16,134.85
2015-09-18,135.95
2015-09-21,135.0
2015-09-22,135.95
2015-09-23,136.4
2015-09-24,135.25
2015-09-28,134.6
2015-09-29,138.85
2015-09-30,136.85
2015-10-01,139.7
2015-10-05,139.95
2015-10-06,146.9
2015-10-07,161.95
2015-10-08,165.75
2015-10-09,168.65
2015-10-12,169.9
2015-10-13,169.45
2015-10-14,165.95
2015-10-15,167.0
2015-10-16,165.05
2015-10-19,162.2
2015-10-20,161.7
2015-10-21,165.2
2015-10-23,167.6
2015-10-26,151.9
2015-10-27,154.0
2015-10-28,151.55
2015-10-29,149.6
2015-10-30,147.25
2015-11-02,151.05
2015-11-03,149.95
2015-11-04,147.2
2015-11-05,145.45
2015-11-06,147.2
2015-11-09,149.9
2015-11-10,150.0
2015-11-11,147.8
2015-11-13,156.35
2015-11-16,159.55
2015-11-17,158.65
2015-11-18,157.0
2015-11-19,159.45
2015-11-20,160.0
2015-11-23,155.25
2015-11-24,159.85
2015-11-26,160.95
2015-11-27,156.15
2015-11-30,157.7
2015-12-01,159.7
2015-12-02,160.1
2015-12-03,163.0
2015-12-04,161.65
2015-12-07,162.95
2015-12-08,157.6
2015-12-09,155.5
2015-12-10,159.9
2015-12-11,153.5
2015-12-14,152.5
2015-12-15,155.75
2015-12-16,155.5
2015-12-17,158.0
2015-12-18,156.0
2015-12-21,161.0
2015-12-22,168.95
2015-12-23,186.4
2015-12-24,181.35
2015-12-28,180.85
2015-12-29,181.4
2015-12-30,184.3
2015-12-31,179.65
