Date,MIRCELECTR
2015-01-01,10.85
2015-01-02,12.0
2015-01-05,12.15
2015-01-06,10.95
2015-01-07,10.65
2015-01-08,10.9
2015-01-09,10.9
2015-01-12,10.7
2015-01-13,10.55
2015-01-14,10.1
2015-01-15,10.4
2015-01-16,10.3
2015-01-19,10.25
2015-01-20,10.35
2015-01-21,11.35
2015-01-22,11.9
2015-01-23,10.95
2015-01-27,10.5
2015-01-28,10.35
2015-01-29,10.35
2015-01-30,10.55
2015-02-02,10.5
2015-02-03,11.55
2015-02-04,10.85
2015-02-05,10.5
2015-02-06,11.5
2015-02-09,10.9
2015-02-10,10.55
2015-02-11,10.5
2015-02-12,12.6
2015-02-13,12.25
2015-02-16,11.45
2015-02-18,12.05
2015-02-19,11.0
2015-02-20,11.2
2015-02-23,10.8
2015-02-24,10.6
2015-02-25,10.6
2015-02-26,10.5
2015-02-27,11.0
2015-02-28,11.2
2015-03-02,11.7
2015-03-03,12.05
2015-03-04,11.65
2015-03-05,11.2
2015-03-09,11.05
2015-03-10,10.85
2015-03-11,10.75
2015-03-12,11.4
2015-03-13,10.7
2015-03-16,10.6
2015-03-17,11.2
2015-03-18,11.05
2015-03-19,10.6
2015-03-20,9.9
2015-03-23,9.45
2015-03-24,9.6
2015-03-25,9.6
2015-03-26,9.5
2015-03-27,9.4
2015-03-30,9.6
2015-03-31,9.6
2015-04-01,9.85
2015-04-06,10.05
2015-04-07,10.45
2015-04-08,10.3
2015-04-09,10.2
2015-04-10,10.15
2015-04-13,10.2
2015-04-15,10.4
2015-04-16,10.1
2015-04-17,10.0
2015-04-20,9.9
2015-04-21,9.6
2015-04-22,10.05
2015-04-23,10.35
2015-04-24,9.75
2015-04-27,9.55
2015-04-28,9.5
2015-04-29,9.45
2015-04-30,9.35
2015-05-04,10.0
2015-05-05,9.8
2015-05-06,9.25
2015-05-07,9.05
2015-05-08,10.85
2015-05-11,10.55
2015-05-12,12.65
2015-05-13,15.15
2015-05-14,15.05
2015-05-15,16.55
2015-05-18,15.0
2015-05-19,14.9
2015-05-20,14.5
2015-05-21,13.6
2015-05-22,13.15
2015-05-25,13.45
2015-05-26,12.95
2015-05-27,12.75
2015-05-28,12.8
2015-05-29,13.15
2015-06-01,12.75
2015-06-02,12.15
2015-06-03,11.55
2015-06-04,11.1
2015-06-05,11.55
2015-06-08,11.15
2015-06-09,11.2
2015-06-10,11.75
2015-06-11,11.8
2015-06-12,12.35
2015-06-15,12.9
2015-06-16,12.7
2015-06-17,12.2
2015-06-18,12.45
2015-06-19,12.2
2015-06-22,12.45
2015-06-23,12.25
2015-06-24,11.85
2015-06-25,11.85
2015-06-26,11.8
2015-06-29,11.5
2015-06-30,12.05
2015-07-01,12.65
2015-07-02,13.25
2015-07-03,13.7
2015-07-06,15.05
2015-07-07,14.65
2015-07-08,13.3
2015-07-09,14.0
2015-07-10,13.9
2015-07-13,14.1
2015-07-14,14.1
2015-07-15,13.7
2015-07-16,13.7
2015-07-17,13.65
2015-07-20,13.6
2015-07-21,13.35
2015-07-22,14.0
2015-07-23,14.05
2015-07-24,13.9
2015-07-27,13.4
2015-07-28,13.4
2015-07-29,13.55
2015-07-30,13.9
2015-07-31,14.1
2015-08-03,14.15
2015-08-04,14.2
2015-08-05,15.6
2015-08-06,16.1
2015-08-07,19.3
2015-08-10,20.25
2015-08-11,19.1
2015-08-12,18.1
2015-08-13,16.1
2015-08-14,17.4
2015-08-17,17.25
2015-08-18,17.7
2015-08-19,17.75
2015-08-20,17.0
2015-08-21,16.95
2015-08-24,13.75
2015-08-25,13.4
2015-08-26,13.95
2015-08-27,14.65
2015-08-28,14.15
2015-08-31,14.25
2015-09-01,13.4
2015-09-02,13.3
2015-09-03,13.4
2015-09-04,13.15
2015-09-07,12.6
2015-09-08,13.0
2015-09-09,13.5
2015-09-10,15.65
2015-09-11,15.0
2015-09-14,14.75
2015-09-15,14.35
2015-09-16,14.4
2015-09-18,14.7
2015-09-21,15.05
2015-09-22,14.5
2015-09-23,14.65
2015-09-24,14.45
2015-09-28,13.8
2015-09-29,13.6
2015-09-30,13.7
2015-10-01,13.8
2015-10-05,13.8
2015-10-06,14.55
2015-10-07,14.5
2015-10-08,14.35
2015-10-09,15.15
2015-10-12,15.8
2015-10-13,15.4
2015-10-14,15.1
2015-10-15,15.45
2015-10-16,15.2
2015-10-19,14.9
2015-10-20,15.15
2015-10-21,15.0
2015-10-23,14.55
2015-10-26,14.3
2015-10-27,14.4
2015-10-28,14.45
2015-10-29,16.2
2015-10-30,15.35
2015-11-02,15.45
2015-11-03,15.2
2015-11-04,15.1
2015-11-05,14.7
2015-11-06,14.5
2015-11-09,14.2
2015-11-10,13.85
2015-11-11,12.95
2015-11-13,12.6
2015-11-16,12.75
2015-11-17,12.95
2015-11-18,12.75
2015-11-19,12.95
2015-11-20,13.4
2015-11-23,13.1
2015-11-24,12.9
2015-11-26,12.9
2015-11-27,12.95
2015-11-30,14.0
2015-12-01,13.35
2015-12-02,13.3
2015-12-03,13.65
2015-12-04,14.55
2015-12-07,15.0
2015-12-08,14.0
2015-12-09,13.95
2015-12-10,13.8
2015-12-11,16.5
2015-12-14,15.7
2015-12-15,16.85
2015-12-16,18.2
2015-12-17,18.85
2015-12-18,18.35
2015-12-21,18.55
2015-12-22,21.0
2015-12-23,21.5
2015-12-24,21.65
2015-12-28,21.45
2015-12-29,19.6
2015-12-30,19.65
2015-12-31,20.2
