Date,EVERESTIND
2015-01-01,310.4
2015-01-02,308.8
2015-01-05,344.45
2015-01-06,326.6
2015-01-07,322.4
2015-01-08,337.9
2015-01-09,342.4
2015-01-12,342.4
2015-01-13,337.35
2015-01-14,332.15
2015-01-15,335.75
2015-01-16,340.95
2015-01-19,337.65
2015-01-20,335.4
2015-01-21,333.4
2015-01-22,329.75
2015-01-23,327.45
2015-01-27,322.25
2015-01-28,322.75
2015-01-29,325.25
2015-01-30,326.25
2015-02-02,327.55
2015-02-03,330.05
2015-02-04,331.5
2015-02-05,332.9
2015-02-06,330.45
2015-02-09,326.8
2015-02-10,325.0
2015-02-11,323.7
2015-02-12,329.05
2015-02-13,327.35
2015-02-16,333.5
2015-02-18,335.1
2015-02-19,339.65
2015-02-20,332.6
2015-02-23,331.85
2015-02-24,326.8
2015-02-25,323.7
2015-02-26,316.95
2015-02-27,316.65
2015-02-28,314.55
2015-03-02,321.45
2015-03-03,328.25
2015-03-04,323.95
2015-03-05,324.25
2015-03-09,314.45
2015-03-10,322.0
2015-03-11,311.2
2015-03-12,313.9
2015-03-13,314.15
2015-03-16,315.3
2015-03-17,316.25
2015-03-18,315.05
2015-03-19,313.2
2015-03-20,305.95
2015-03-23,304.7
2015-03-24,302.55
2015-03-25,302.8
2015-03-26,296.05
2015-03-27,295.0
2015-03-30,312.2
2015-03-31,319.85
2015-04-01,322.5
2015-04-06,328.0
2015-04-07,323.4
2015-04-08,334.75
2015-04-09,328.7
2015-04-10,332.4
2015-04-13,325.75
2015-04-15,328.2
2015-04-16,325.95
2015-04-17,324.9
2015-04-20,310.0
2015-04-21,303.5
2015-04-22,295.2
2015-04-23,354.2
2015-04-24,341.05
2015-04-27,328.75
2015-04-28,330.4
2015-04-29,328.65
2015-04-30,325.0
2015-05-04,324.95
2015-05-05,320.6
2015-05-06,315.85
2015-05-07,315.2
2015-05-08,317.15
2015-05-11,323.05
2015-05-12,313.15
2015-05-13,313.8
2015-05-14,321.65
2015-05-15,317.45
2015-05-18,319.05
2015-05-19,320.15
2015-05-20,318.9
2015-05-21,319.35
2015-05-22,318.7
2015-05-25,317.65
2015-05-26,317.75
2015-05-27,325.25
2015-05-28,326.05
2015-05-29,324.0
2015-06-01,323.15
2015-06-02,316.7
2015-06-03,311.95
2015-06-04,308.15
2015-06-05,310.3
2015-06-08,310.0
2015-06-09,301.2
2015-06-10,308.65
2015-06-11,307.4
2015-06-12,303.95
2015-06-15,304.05
2015-06-16,303.05
2015-06-17,303.8
2015-06-18,306.5
2015-06-19,306.75
2015-06-22,305.35
2015-06-23,310.55
2015-06-24,311.75
2015-06-25,317.05
2015-06-26,319.8
2015-06-29,317.2
2015-06-30,323.95
2015-07-01,327.9
2015-07-02,324.2
2015-07-03,332.15
2015-07-06,373.05
2015-07-07,372.5
2015-07-08,357.2
2015-07-09,372.85
2015-07-10,370.2
2015-07-13,416.35
2015-07-14,413.75
2015-07-15,418.75
2015-07-16,383.45
2015-07-17,372.05
2015-07-20,366.6
2015-07-21,350.85
2015-07-22,352.4
2015-07-23,364.25
2015-07-24,371.65
2015-07-27,359.25
2015-07-28,362.05
2015-07-29,362.9
2015-07-30,364.0
2015-07-31,359.3
2015-08-03,362.35
2015-08-04,360.7
2015-08-05,374.85
2015-08-06,382.25
2015-08-07,373.6
2015-08-10,383.55
2015-08-11,375.2
2015-08-12,369.85
2015-08-13,360.75
2015-08-14,369.0
2015-08-17,373.2
2015-08-18,373.0
2015-08-19,366.6
2015-08-20,362.5
2015-08-21,364.7
2015-08-24,328.45
2015-08-25,331.4
2015-08-26,327.15
2015-08-27,329.55
2015-08-28,330.2
2015-08-31,323.2
2015-09-01,313.35
2015-09-02,309.95
2015-09-03,314.3
2015-09-04,309.55
2015-09-07,294.5
2015-09-08,294.85
2015-09-09,301.0
2015-09-10,296.2
2015-09-11,297.7
2015-09-14,302.65
2015-09-15,308.2
2015-09-16,310.2
2015-09-18,309.0
2015-09-21,306.0
2015-09-22,306.25
2015-09-23,306.95
2015-09-24,311.55
2015-09-28,309.4
2015-09-29,312.65
2015-09-30,319.3
2015-10-01,314.7
2015-10-05,314.0
2015-10-06,308.2
2015-10-07,308.55
2015-10-08,311.35
2015-10-09,316.6
2015-10-12,348.7
2015-10-13,344.65
2015-10-14,336.6
2015-10-15,326.2
2015-10-16,351.55
2015-10-19,356.15
2015-10-20,349.3
2015-10-21,312.4
2015-10-23,299.3
2015-10-26,297.4
2015-10-27,286.0
2015-10-28,290.25
2015-10-29,292.1
2015-10-30,287.65
2015-11-02,276.95
2015-11-03,276.75
2015-11-04,279.65
2015-11-05,275.55
2015-11-06,272.45
2015-11-09,276.4
2015-11-10,277.35
2015-11-11,281.3
2015-11-13,276.4
2015-11-16,281.75
2015-11-17,285.65
2015-11-18,280.2
2015-11-19,278.55
2015-11-20,281.25
2015-11-23,280.6
2015-11-24,285.0
2015-11-26,284.8
2015-11-27,285.25
2015-11-30,283.25
2015-12-01,286.15
2015-12-02,288.6
2015-12-03,287.1
2015-12-04,283.55
2015-12-07,282.55
2015-12-08,279.15
2015-12-09,270.1
2015-12-10,268.75
2015-12-11,263.4
2015-12-14,262.65
2015-12-15,265.6
2015-12-16,266.05
2015-12-17,270.8
2015-12-18,269.45
2015-12-21,273.4
2015-12-22,270.4
2015-12-23,266.8
2015-12-24,267.2
2015-12-28,272.95
2015-12-29,271.15
2015-12-30,273.45
2015-12-31,274.8
