Date,MADRASFERT
2015-01-01,19.85
2015-01-02,20.35
2015-01-05,21.85
2015-01-06,20.25
2015-01-07,21.1
2015-01-08,22.75
2015-01-09,22.05
2015-01-12,21.5
2015-01-13,21.1
2015-01-14,20.65
2015-01-15,20.4
2015-01-16,20.1
2015-01-19,20.55
2015-01-20,20.0
2015-01-21,20.0
2015-01-22,19.5
2015-01-23,19.85
2015-01-27,19.1
2015-01-28,18.4
2015-01-29,18.3
2015-01-30,18.45
2015-02-02,19.2
2015-02-03,19.2
2015-02-04,18.85
2015-02-05,18.45
2015-02-06,18.1
2015-02-09,17.5
2015-02-10,17.1
2015-02-11,17.15
2015-02-12,17.05
2015-02-13,17.15
2015-02-16,17.25
2015-02-18,17.3
2015-02-19,19.5
2015-02-20,19.3
2015-02-23,18.7
2015-02-24,18.85
2015-02-25,20.8
2015-02-26,19.65
2015-02-27,20.75
2015-02-28,19.6
2015-03-02,19.25
2015-03-03,18.9
2015-03-04,18.75
2015-03-05,18.8
2015-03-09,18.55
2015-03-10,18.25
2015-03-11,17.75
2015-03-12,17.75
2015-03-13,17.6
2015-03-16,17.15
2015-03-17,17.65
2015-03-18,17.25
2015-03-19,17.2
2015-03-20,16.8
2015-03-23,16.6
2015-03-24,16.1
2015-03-25,15.55
2015-03-26,15.65
2015-03-27,16.05
2015-03-30,16.5
2015-03-31,16.15
2015-04-01,17.5
2015-04-06,17.2
2015-04-07,18.9
2015-04-08,17.95
2015-04-09,17.9
2015-04-10,17.85
2015-04-13,17.55
2015-04-15,17.45
2015-04-16,17.2
2015-04-17,16.95
2015-04-20,16.7
2015-04-21,16.55
2015-04-22,16.35
2015-04-23,16.5
2015-04-24,16.2
2015-04-27,15.55
2015-04-28,16.1
2015-04-29,15.8
2015-04-30,15.6
2015-05-04,16.1
2015-05-05,16.0
2015-05-06,15.4
2015-05-07,14.95
2015-05-08,15.0
2015-05-11,15.0
2015-05-12,14.65
2015-05-13,15.0
2015-05-14,15.1
2015-05-15,15.0
2015-05-18,15.2
2015-05-19,15.25
2015-05-20,14.75
2015-05-21,14.7
2015-05-22,15.2
2015-05-25,15.2
2015-05-26,14.8
2015-05-27,15.0
2015-05-28,14.85
2015-05-29,14.65
2015-06-01,14.45
2015-06-02,14.2
2015-06-03,13.6
2015-06-04,13.5
2015-06-05,13.6
2015-06-08,13.6
2015-06-09,13.4
2015-06-10,14.8
2015-06-11,14.45
2015-06-12,14.5
2015-06-15,14.15
2015-06-16,14.35
2015-06-17,14.2
2015-06-18,14.45
2015-06-19,14.55
2015-06-22,14.65
2015-06-23,14.45
2015-06-24,15.0
2015-06-25,14.75
2015-06-26,14.75
2015-06-29,14.8
2015-06-30,14.8
2015-07-01,15.45
2015-07-02,15.7
2015-07-03,15.7
2015-07-06,15.5
2015-07-07,15.1
2015-07-08,14.9
2015-07-09,14.95
2015-07-10,14.9
2015-07-13,15.2
2015-07-14,14.85
2015-07-15,14.9
2015-07-16,15.0
2015-07-17,15.25
2015-07-20,15.1
2015-07-21,14.55
2015-07-22,14.8
2015-07-23,15.3
2015-07-24,14.8
2015-07-27,14.7
2015-07-28,14.5
2015-07-29,14.7
2015-07-30,14.45
2015-07-31,14.45
2015-08-03,14.35
2015-08-04,14.05
2015-08-05,14.45
2015-08-06,14.75
2015-08-07,14.85
2015-08-10,14.5
2015-08-11,13.45
2015-08-12,13.2
2015-08-13,13.2
2015-08-14,13.1
2015-08-17,13.0
2015-08-18,13.0
2015-08-19,12.85
2015-08-20,12.6
2015-08-21,12.65
2015-08-24,11.6
2015-08-25,11.3
2015-08-26,11.6
2015-08-27,12.0
2015-08-28,12.2
2015-08-31,11.5
2015-09-01,11.4
2015-09-02,10.9
2015-09-03,11.45
2015-09-04,10.85
2015-09-07,10.9
2015-09-08,11.2
2015-09-09,12.0
2015-09-10,11.15
2015-09-11,11.3
2015-09-14,11.35
2015-09-15,11.15
2015-09-16,11.25
2015-09-18,11.55
2015-09-21,11.9
2015-09-22,11.5
2015-09-23,12.1
2015-09-24,12.0
2015-09-28,12.5
2015-09-29,12.8
2015-09-30,12.3
2015-10-01,12.25
2015-10-05,12.8
2015-10-06,12.7
2015-10-07,12.75
2015-10-08,12.85
2015-10-09,12.9
2015-10-12,13.35
2015-10-13,13.4
2015-10-14,13.35
2015-10-15,13.0
2015-10-16,13.6
2015-10-19,13.5
2015-10-20,13.5
2015-10-21,14.15
2015-10-23,13.8
2015-10-26,13.55
2015-10-27,13.4
2015-10-28,13.35
2015-10-29,13.4
2015-10-30,13.15
2015-11-02,12.7
2015-11-03,12.65
2015-11-04,12.8
2015-11-05,12.3
2015-11-06,12.25
2015-11-09,12.5
2015-11-10,12.4
2015-11-11,12.25
2015-11-13,12.4
2015-11-16,12.3
2015-11-17,12.35
2015-11-18,12.6
2015-11-19,12.55
2015-11-20,12.55
2015-11-23,12.8
2015-11-24,12.65
2015-11-26,13.9
2015-11-27,16.0
2015-11-30,15.65
2015-12-01,18.05
2015-12-02,16.8
2015-12-03,16.7
2015-12-04,15.95
2015-12-07,15.55
2015-12-08,14.4
2015-12-09,13.8
2015-12-10,14.2
2015-12-11,13.9
2015-12-14,14.5
2015-12-15,14.6
2015-12-16,14.2
2015-12-17,14.6
2015-12-18,14.35
2015-12-21,14.5
2015-12-22,14.5
2015-12-23,14.5
2015-12-24,14.75
2015-12-28,14.7
2015-12-29,15.0
2015-12-30,15.1
2015-12-31,15.2
