Date,JMFINANCIL
2015-01-01,48.8
2015-01-02,48.6
2015-01-05,47.85
2015-01-06,45.5
2015-01-07,45.5
2015-01-08,47.05
2015-01-09,46.7
2015-01-12,47.2
2015-01-13,46.9
2015-01-14,47.0
2015-01-15,47.05
2015-01-16,48.15
2015-01-19,52.35
2015-01-20,52.2
2015-01-21,50.8
2015-01-22,51.2
2015-01-23,50.4
2015-01-27,53.75
2015-01-28,54.5
2015-01-29,55.5
2015-01-30,52.45
2015-02-02,54.5
2015-02-03,56.8
2015-02-04,57.0
2015-02-05,54.45
2015-02-06,53.8
2015-02-09,52.45
2015-02-10,53.1
2015-02-11,53.95
2015-02-12,56.35
2015-02-13,55.7
2015-02-16,54.65
2015-02-18,55.15
2015-02-19,53.95
2015-02-20,53.65
2015-02-23,52.75
2015-02-24,51.7
2015-02-25,51.4
2015-02-26,51.95
2015-02-27,53.95
2015-02-28,52.5
2015-03-02,52.2
2015-03-03,53.75
2015-03-04,52.35
2015-03-05,52.1
2015-03-09,50.9
2015-03-10,49.3
2015-03-11,51.25
2015-03-12,52.25
2015-03-13,50.3
2015-03-16,49.3
2015-03-17,49.3
2015-03-18,49.45
2015-03-19,49.45
2015-03-20,45.85
2015-03-23,45.9
2015-03-24,44.8
2015-03-25,44.45
2015-03-26,44.75
2015-03-27,46.0
2015-03-30,48.1
2015-03-31,47.7
2015-04-01,48.8
2015-04-06,49.05
2015-04-07,49.1
2015-04-08,52.0
2015-04-09,51.35
2015-04-10,51.7
2015-04-13,54.65
2015-04-15,53.35
2015-04-16,51.7
2015-04-17,50.1
2015-04-20,48.95
2015-04-21,48.7
2015-04-22,47.9
2015-04-23,47.85
2015-04-24,46.1
2015-04-27,44.7
2015-04-28,47.2
2015-04-29,47.15
2015-04-30,46.9
2015-05-04,47.95
2015-05-05,47.2
2015-05-06,45.2
2015-05-07,44.4
2015-05-08,44.7
2015-05-11,45.55
2015-05-12,43.75
2015-05-13,43.65
2015-05-14,44.05
2015-05-15,44.25
2015-05-18,44.05
2015-05-19,43.85
2015-05-20,44.0
2015-05-21,44.45
2015-05-22,46.75
2015-05-25,46.85
2015-05-26,48.1
2015-05-27,49.75
2015-05-28,49.1
2015-05-29,49.45
2015-06-01,46.55
2015-06-02,45.55
2015-06-03,44.5
2015-06-04,45.75
2015-06-05,47.1
2015-06-08,46.75
2015-06-09,46.35
2015-06-10,46.0
2015-06-11,44.9
2015-06-12,44.75
2015-06-15,45.5
2015-06-16,45.3
2015-06-17,45.9
2015-06-18,46.4
2015-06-19,46.35
2015-06-22,46.65
2015-06-23,45.65
2015-06-24,44.0
2015-06-25,44.05
2015-06-26,44.35
2015-06-29,43.1
2015-06-30,43.7
2015-07-01,44.3
2015-07-02,44.7
2015-07-03,44.4
2015-07-06,46.4
2015-07-07,45.0
2015-07-08,44.25
2015-07-09,44.2
2015-07-10,44.15
2015-07-13,44.65
2015-07-14,45.35
2015-07-15,47.0
2015-07-16,46.95
2015-07-17,47.45
2015-07-20,48.35
2015-07-21,46.25
2015-07-22,48.45
2015-07-23,49.45
2015-07-24,48.25
2015-07-27,46.9
2015-07-28,45.95
2015-07-29,50.05
2015-07-30,49.75
2015-07-31,51.75
2015-08-03,51.75
2015-08-04,52.5
2015-08-05,52.65
2015-08-06,52.8
2015-08-07,51.55
2015-08-10,51.0
2015-08-11,50.25
2015-08-12,48.55
2015-08-13,49.2
2015-08-14,50.6
2015-08-17,52.4
2015-08-18,52.55
2015-08-19,52.4
2015-08-20,49.45
2015-08-21,48.4
2015-08-24,42.7
2015-08-25,43.45
2015-08-26,45.45
2015-08-27,46.25
2015-08-28,46.8
2015-08-31,45.95
2015-09-01,44.7
2015-09-02,44.9
2015-09-03,45.55
2015-09-04,44.4
2015-09-07,43.55
2015-09-08,43.45
2015-09-09,43.95
2015-09-10,44.05
2015-09-11,44.85
2015-09-14,44.7
2015-09-15,43.95
2015-09-16,43.75
2015-09-18,42.95
2015-09-21,42.95
2015-09-22,43.2
2015-09-23,43.7
2015-09-24,43.6
2015-09-28,43.35
2015-09-29,44.3
2015-09-30,43.5
2015-10-01,43.4
2015-10-05,44.0
2015-10-06,44.3
2015-10-07,43.75
2015-10-08,43.7
2015-10-09,43.9
2015-10-12,44.1
2015-10-13,44.3
2015-10-14,44.7
2015-10-15,45.15
2015-10-16,45.8
2015-10-19,45.5
2015-10-20,44.25
2015-10-21,44.05
2015-10-23,43.75
2015-10-26,43.3
2015-10-27,43.75
2015-10-28,43.05
2015-10-29,43.45
2015-10-30,40.9
2015-11-02,41.0
2015-11-03,41.2
2015-11-04,42.45
2015-11-05,43.0
2015-11-06,42.3
2015-11-09,42.05
2015-11-10,40.2
2015-11-11,41.1
2015-11-13,41.3
2015-11-16,40.95
2015-11-17,41.15
2015-11-18,42.25
2015-11-19,41.35
2015-11-20,40.8
2015-11-23,40.45
2015-11-24,40.75
2015-11-26,40.5
2015-11-27,39.85
2015-11-30,39.8
2015-12-01,39.25
2015-12-02,39.7
2015-12-03,39.1
2015-12-04,37.1
2015-12-07,37.45
2015-12-08,37.0
2015-12-09,37.0
2015-12-10,37.9
2015-12-11,37.5
2015-12-14,37.0
2015-12-15,38.4
2015-12-16,37.8
2015-12-17,38.5
2015-12-18,37.65
2015-12-21,37.75
2015-12-22,39.8
2015-12-23,39.25
2015-12-24,39.2
2015-12-28,39.9
2015-12-29,39.95
2015-12-30,42.25
2015-12-31,47.25
