Date,SHOPERSTOP
2015-01-01,486.0
2015-01-02,486.9
2015-01-05,491.35
2015-01-06,483.75
2015-01-07,480.85
2015-01-08,499.2
2015-01-09,491.05
2015-01-12,498.8
2015-01-13,493.85
2015-01-14,485.45
2015-01-15,492.7
2015-01-16,492.55
2015-01-19,500.55
2015-01-20,496.9
2015-01-21,484.85
2015-01-22,478.05
2015-01-23,478.8
2015-01-27,487.9
2015-01-28,479.45
2015-01-29,473.2
2015-01-30,464.05
2015-02-02,462.35
2015-02-03,474.5
2015-02-04,479.75
2015-02-05,479.9
2015-02-06,466.45
2015-02-09,468.05
2015-02-10,463.0
2015-02-11,462.7
2015-02-12,469.35
2015-02-13,463.9
2015-02-16,461.3
2015-02-18,474.45
2015-02-19,466.85
2015-02-20,475.6
2015-02-23,479.75
2015-02-24,472.45
2015-02-25,472.35
2015-02-26,470.3
2015-02-27,469.55
2015-02-28,468.4
2015-03-02,456.25
2015-03-03,459.85
2015-03-04,460.9
2015-03-05,449.4
2015-03-09,435.8
2015-03-10,446.8
2015-03-11,436.5
2015-03-12,439.9
2015-03-13,435.05
2015-03-16,427.75
2015-03-17,427.5
2015-03-18,422.3
2015-03-19,425.5
2015-03-20,424.6
2015-03-23,421.3
2015-03-24,424.4
2015-03-25,421.8
2015-03-26,424.55
2015-03-27,414.55
2015-03-30,415.55
2015-03-31,411.0
2015-04-01,410.6
2015-04-06,412.05
2015-04-07,410.65
2015-04-08,407.7
2015-04-09,395.25
2015-04-10,392.85
2015-04-13,385.2
2015-04-15,371.2
2015-04-16,367.05
2015-04-17,372.15
2015-04-20,360.05
2015-04-21,350.2
2015-04-22,352.75
2015-04-23,346.6
2015-04-24,350.4
2015-04-27,351.65
2015-04-28,370.05
2015-04-29,364.7
2015-04-30,352.75
2015-05-04,365.3
2015-05-05,361.05
2015-05-06,350.55
2015-05-07,362.8
2015-05-08,373.15
2015-05-11,381.35
2015-05-12,367.7
2015-05-13,384.65
2015-05-14,367.05
2015-05-15,379.45
2015-05-18,383.35
2015-05-19,390.4
2015-05-20,398.4
2015-05-21,406.95
2015-05-22,404.2
2015-05-25,395.8
2015-05-26,400.55
2015-05-27,399.85
2015-05-28,405.7
2015-05-29,405.2
2015-06-01,406.2
2015-06-02,397.7
2015-06-03,395.6
2015-06-04,394.5
2015-06-05,398.95
2015-06-08,392.7
2015-06-09,395.85
2015-06-10,398.7
2015-06-11,382.45
2015-06-12,385.4
2015-06-15,384.5
2015-06-16,375.6
2015-06-17,374.25
2015-06-18,379.65
2015-06-19,383.7
2015-06-22,390.05
2015-06-23,393.45
2015-06-24,392.95
2015-06-25,394.55
2015-06-26,396.9
2015-06-29,396.15
2015-06-30,398.55
2015-07-01,386.7
2015-07-02,386.6
2015-07-03,388.8
2015-07-06,392.55
2015-07-07,394.95
2015-07-08,390.45
2015-07-09,391.95
2015-07-10,392.75
2015-07-13,399.3
2015-07-14,385.8
2015-07-15,379.5
2015-07-16,376.3
2015-07-17,387.5
2015-07-20,387.8
2015-07-21,387.55
2015-07-22,400.65
2015-07-23,412.5
2015-07-24,401.2
2015-07-27,405.25
2015-07-28,398.8
2015-07-29,407.05
2015-07-30,403.05
2015-07-31,403.95
2015-08-03,405.65
2015-08-04,411.4
2015-08-05,412.35
2015-08-06,421.1
2015-08-07,410.85
2015-08-10,412.5
2015-08-11,405.9
2015-08-12,398.55
2015-08-13,390.65
2015-08-14,391.95
2015-08-17,402.7
2015-08-18,403.15
2015-08-19,399.7
2015-08-20,392.4
2015-08-21,386.5
2015-08-24,363.65
2015-08-25,371.6
2015-08-26,377.9
2015-08-27,391.8
2015-08-28,391.95
2015-08-31,386.25
2015-09-01,371.25
2015-09-02,378.6
2015-09-03,389.4
2015-09-04,379.45
2015-09-07,377.85
2015-09-08,384.8
2015-09-09,386.75
2015-09-10,382.75
2015-09-11,378.15
2015-09-14,381.4
2015-09-15,376.25
2015-09-16,370.15
2015-09-18,382.8
2015-09-21,377.7
2015-09-22,371.8
2015-09-23,382.6
2015-09-24,378.75
2015-09-28,378.15
2015-09-29,374.7
2015-09-30,377.1
2015-10-01,379.7
2015-10-05,376.45
2015-10-06,382.5
2015-10-07,382.05
2015-10-08,387.65
2015-10-09,392.85
2015-10-12,385.6
2015-10-13,392.0
2015-10-14,393.6
2015-10-15,387.2
2015-10-16,398.5
2015-10-19,389.7
2015-10-20,388.35
2015-10-21,389.8
2015-10-23,388.95
2015-10-26,390.85
2015-10-27,394.45
2015-10-28,390.75
2015-10-29,394.75
2015-10-30,389.3
2015-11-02,388.35
2015-11-03,385.45
2015-11-04,391.45
2015-11-05,389.5
2015-11-06,387.0
2015-11-09,381.9
2015-11-10,379.7
2015-11-11,382.5
2015-11-13,377.85
2015-11-16,374.6
2015-11-17,371.5
2015-11-18,369.65
2015-11-19,374.4
2015-11-20,373.3
2015-11-23,376.25
2015-11-24,393.95
2015-11-26,400.3
2015-11-27,400.0
2015-11-30,395.25
2015-12-01,410.25
2015-12-02,409.35
2015-12-03,404.4
2015-12-04,397.95
2015-12-07,390.4
2015-12-08,385.95
2015-12-09,380.25
2015-12-10,377.45
2015-12-11,374.55
2015-12-14,371.85
2015-12-15,375.3
2015-12-16,366.7
2015-12-17,386.2
2015-12-18,374.2
2015-12-21,408.4
2015-12-22,403.85
2015-12-23,410.1
2015-12-24,405.25
2015-12-28,411.0
2015-12-29,408.0
2015-12-30,405.05
2015-12-31,405.6
