Date,INDIANB
2015-01-01,220.2
2015-01-02,215.35
2015-01-05,212.2
2015-01-06,200.3
2015-01-07,196.7
2015-01-08,205.15
2015-01-09,209.9
2015-01-12,213.85
2015-01-13,216.55
2015-01-14,214.25
2015-01-15,215.3
2015-01-16,212.95
2015-01-19,211.15
2015-01-20,211.1
2015-01-21,216.55
2015-01-22,211.85
2015-01-23,211.45
2015-01-27,209.55
2015-01-28,209.85
2015-01-29,198.85
2015-01-30,185.75
2015-02-02,186.55
2015-02-03,182.3
2015-02-04,181.6
2015-02-05,179.95
2015-02-06,177.8
2015-02-09,175.6
2015-02-10,178.45
2015-02-11,181.8
2015-02-12,182.8
2015-02-13,186.2
2015-02-16,185.05
2015-02-18,183.45
2015-02-19,180.1
2015-02-20,188.55
2015-02-23,186.95
2015-02-24,186.0
2015-02-25,188.1
2015-02-26,186.45
2015-02-27,190.6
2015-02-28,184.35
2015-03-02,178.45
2015-03-03,177.3
2015-03-04,172.8
2015-03-05,174.5
2015-03-09,170.1
2015-03-10,175.2
2015-03-11,174.0
2015-03-12,174.95
2015-03-13,176.85
2015-03-16,173.5
2015-03-17,178.0
2015-03-18,176.4
2015-03-19,175.1
2015-03-20,172.5
2015-03-23,170.2
2015-03-24,171.05
2015-03-25,167.95
2015-03-26,164.2
2015-03-27,167.35
2015-03-30,171.4
2015-03-31,173.45
2015-04-01,172.6
2015-04-06,169.75
2015-04-07,165.95
2015-04-08,166.0
2015-04-09,168.65
2015-04-10,169.85
2015-04-13,169.85
2015-04-15,173.35
2015-04-16,166.75
2015-04-17,163.6
2015-04-20,161.55
2015-04-21,160.5
2015-04-22,161.15
2015-04-23,157.05
2015-04-24,153.35
2015-04-27,148.25
2015-04-28,146.35
2015-04-29,142.2
2015-04-30,139.9
2015-05-04,144.85
2015-05-05,143.65
2015-05-06,143.3
2015-05-07,144.15
2015-05-08,145.35
2015-05-11,149.05
2015-05-12,149.95
2015-05-13,155.0
2015-05-14,159.1
2015-05-15,160.3
2015-05-18,159.95
2015-05-19,158.2
2015-05-20,158.95
2015-05-21,158.65
2015-05-22,160.6
2015-05-25,159.15
2015-05-26,158.2
2015-05-27,162.25
2015-05-28,162.3
2015-05-29,166.7
2015-06-01,165.8
2015-06-02,161.5
2015-06-03,160.0
2015-06-04,156.85
2015-06-05,151.55
2015-06-08,145.65
2015-06-09,144.25
2015-06-10,143.85
2015-06-11,141.8
2015-06-12,142.45
2015-06-15,144.6
2015-06-16,148.45
2015-06-17,148.8
2015-06-18,148.1
2015-06-19,145.4
2015-06-22,153.2
2015-06-23,151.7
2015-06-24,149.55
2015-06-25,144.1
2015-06-26,144.0
2015-06-29,139.9
2015-06-30,142.15
2015-07-01,143.7
2015-07-02,139.95
2015-07-03,139.6
2015-07-06,141.2
2015-07-07,139.25
2015-07-08,137.85
2015-07-09,137.95
2015-07-10,137.15
2015-07-13,136.9
2015-07-14,137.35
2015-07-15,138.25
2015-07-16,138.15
2015-07-17,138.35
2015-07-20,136.4
2015-07-21,130.55
2015-07-22,133.45
2015-07-23,136.25
2015-07-24,139.15
2015-07-27,134.3
2015-07-28,131.15
2015-07-29,128.1
2015-07-30,127.7
2015-07-31,132.4
2015-08-03,144.8
2015-08-04,153.65
2015-08-05,156.4
2015-08-06,151.0
2015-08-07,148.35
2015-08-10,149.9
2015-08-11,147.6
2015-08-12,145.65
2015-08-13,141.0
2015-08-14,148.75
2015-08-17,162.5
2015-08-18,153.1
2015-08-19,148.5
2015-08-20,142.4
2015-08-21,139.75
2015-08-24,124.75
2015-08-25,129.05
2015-08-26,132.35
2015-08-27,132.95
2015-08-28,133.45
2015-08-31,133.3
2015-09-01,129.35
2015-09-02,124.9
2015-09-03,128.45
2015-09-04,126.65
2015-09-07,124.65
2015-09-08,126.4
2015-09-09,127.3
2015-09-10,126.25
2015-09-11,125.05
2015-09-14,125.6
2015-09-15,125.7
2015-09-16,125.2
2015-09-18,131.0
2015-09-21,134.65
2015-09-22,136.75
2015-09-23,135.15
2015-09-24,131.8
2015-09-28,133.05
2015-09-29,135.55
2015-09-30,135.55
2015-10-01,133.65
2015-10-05,137.6
2015-10-06,139.75
2015-10-07,139.9
2015-10-08,141.55
2015-10-09,140.8
2015-10-12,137.95
2015-10-13,138.55
2015-10-14,137.75
2015-10-15,139.4
2015-10-16,139.45
2015-10-19,139.85
2015-10-20,136.75
2015-10-21,135.7
2015-10-23,133.7
2015-10-26,133.2
2015-10-27,132.65
2015-10-28,130.0
2015-10-29,128.75
2015-10-30,124.85
2015-11-02,133.35
2015-11-03,128.75
2015-11-04,127.15
2015-11-05,127.5
2015-11-06,127.5
2015-11-09,127.15
2015-11-10,126.25
2015-11-11,127.45
2015-11-13,125.5
2015-11-16,125.7
2015-11-17,126.95
2015-11-18,125.8
2015-11-19,126.25
2015-11-20,125.8
2015-11-23,126.25
2015-11-24,125.35
2015-11-26,126.35
2015-11-27,131.05
2015-11-30,131.85
2015-12-01,130.8
2015-12-02,129.3
2015-12-03,126.75
2015-12-04,127.05
2015-12-07,127.6
2015-12-08,125.55
2015-12-09,123.7
2015-12-10,122.1
2015-12-11,117.1
2015-12-14,114.05
2015-12-15,114.4
2015-12-16,114.2
2015-12-17,114.35
2015-12-18,112.85
2015-12-21,114.5
2015-12-22,113.4
2015-12-23,112.7
2015-12-24,114.35
2015-12-28,115.15
2015-12-29,114.75
2015-12-30,114.05
2015-12-31,115.5
