Date,INEOSSTYRO
2015-01-01,649.15
2015-01-02,664.15
2015-01-05,651.45
2015-01-06,633.35
2015-01-07,628.85
2015-01-08,643.0
2015-01-09,637.4
2015-01-12,647.8
2015-01-13,647.8
2015-01-14,652.95
2015-01-15,661.25
2015-01-16,697.35
2015-01-19,688.3
2015-01-20,692.6
2015-01-21,715.0
2015-01-22,717.85
2015-01-23,713.05
2015-01-27,709.7
2015-01-28,692.6
2015-01-29,684.1
2015-01-30,704.45
2015-02-02,696.15
2015-02-03,688.75
2015-02-04,656.8
2015-02-05,652.85
2015-02-06,640.9
2015-02-09,629.15
2015-02-10,625.9
2015-02-11,621.95
2015-02-12,615.5
2015-02-13,640.65
2015-02-16,652.4
2015-02-18,675.8
2015-02-19,680.4
2015-02-20,686.0
2015-02-23,680.75
2015-02-24,680.25
2015-02-25,655.95
2015-02-26,637.05
2015-02-27,666.7
2015-02-28,662.6
2015-03-02,691.0
2015-03-03,679.8
2015-03-04,667.4
2015-03-05,669.6
2015-03-09,654.45
2015-03-10,657.1
2015-03-11,653.55
2015-03-12,682.75
2015-03-13,669.25
2015-03-16,665.1
2015-03-17,669.1
2015-03-18,656.2
2015-03-19,653.85
2015-03-20,624.3
2015-03-23,630.2
2015-03-24,610.1
2015-03-25,612.35
2015-03-26,623.9
2015-03-27,641.4
2015-03-30,651.8
2015-03-31,667.5
2015-04-01,668.0
2015-04-06,673.85
2015-04-07,661.7
2015-04-08,659.95
2015-04-09,669.35
2015-04-10,662.3
2015-04-13,682.25
2015-04-15,698.3
2015-04-16,695.0
2015-04-17,695.5
2015-04-20,674.1
2015-04-21,661.95
2015-04-22,656.0
2015-04-23,671.6
2015-04-24,650.2
2015-04-27,623.6
2015-04-28,634.95
2015-04-29,637.0
2015-04-30,639.7
2015-05-04,646.75
2015-05-05,641.85
2015-05-06,620.9
2015-05-07,610.9
2015-05-08,620.75
2015-05-11,642.4
2015-05-12,628.85
2015-05-13,629.15
2015-05-14,631.95
2015-05-15,649.6
2015-05-18,649.85
2015-05-19,629.8
2015-05-20,621.15
2015-05-21,621.8
2015-05-22,618.2
2015-05-25,608.35
2015-05-26,599.35
2015-05-27,591.85
2015-05-28,593.9
2015-05-29,597.45
2015-06-01,589.4
2015-06-02,578.5
2015-06-03,556.8
2015-06-04,573.35
2015-06-05,570.05
2015-06-08,568.45
2015-06-09,559.35
2015-06-10,569.8
2015-06-11,567.05
2015-06-12,553.65
2015-06-15,568.65
2015-06-16,569.9
2015-06-17,569.45
2015-06-18,569.6
2015-06-19,569.65
2015-06-22,569.95
2015-06-23,569.6
2015-06-24,568.05
2015-06-25,569.9
2015-06-26,569.35
2015-06-29,569.0
2015-06-30,569.8
2015-07-01,584.95
2015-07-02,582.35
2015-07-03,589.75
2015-07-06,612.65
2015-07-07,617.85
2015-07-08,603.95
2015-07-09,610.0
2015-07-10,624.55
2015-07-13,678.25
2015-07-14,683.75
2015-07-15,682.95
2015-07-16,691.15
2015-07-17,683.6
2015-07-20,685.65
2015-07-21,701.0
2015-07-22,729.2
2015-07-23,733.45
2015-07-24,722.6
2015-07-27,719.65
2015-07-28,705.45
2015-07-29,712.0
2015-07-30,708.0
2015-07-31,743.25
2015-08-03,776.65
2015-08-04,834.5
2015-08-05,899.3
2015-08-06,901.35
2015-08-07,889.5
2015-08-10,856.0
2015-08-11,876.35
2015-08-12,824.45
2015-08-13,794.75
2015-08-14,802.6
2015-08-17,803.05
2015-08-18,842.45
2015-08-19,834.85
2015-08-20,821.0
2015-08-21,823.65
2015-08-24,715.85
2015-08-25,723.7
2015-08-26,738.0
2015-08-27,761.65
2015-08-28,762.75
2015-08-31,763.75
2015-09-01,742.8
2015-09-02,734.2
2015-09-03,763.15
2015-09-04,759.75
2015-09-07,740.8
2015-09-08,725.65
2015-09-09,743.3
2015-09-10,738.95
2015-09-11,740.4
2015-09-14,739.35
2015-09-15,741.55
2015-09-16,768.0
2015-09-18,763.55
2015-09-21,756.85
2015-09-22,743.65
2015-09-23,748.1
2015-09-24,762.55
2015-09-28,742.15
2015-09-29,745.6
2015-09-30,743.85
2015-10-01,740.35
2015-10-05,776.05
2015-10-06,771.5
2015-10-07,754.9
2015-10-08,756.65
2015-10-09,755.35
2015-10-12,752.1
2015-10-13,753.4
2015-10-14,809.85
2015-10-15,806.45
2015-10-16,814.45
2015-10-19,822.45
2015-10-20,817.5
2015-10-21,811.65
2015-10-23,823.2
2015-10-26,810.7
2015-10-27,799.4
2015-10-28,799.05
2015-10-29,788.15
2015-10-30,794.45
2015-11-02,799.1
2015-11-03,800.15
2015-11-04,799.15
2015-11-05,735.15
2015-11-06,717.25
2015-11-09,715.55
2015-11-10,724.35
2015-11-11,731.7
2015-11-13,720.3
2015-11-16,729.85
2015-11-17,728.85
2015-11-18,732.6
2015-11-19,736.6
2015-11-20,732.1
2015-11-23,728.9
2015-11-24,731.9
2015-11-26,729.4
2015-11-27,734.05
2015-11-30,729.1
2015-12-01,724.6
2015-12-02,725.9
2015-12-03,727.5
2015-12-04,718.85
2015-12-07,718.95
2015-12-08,705.95
2015-12-09,690.6
2015-12-10,698.65
2015-12-11,697.45
2015-12-14,700.5
2015-12-15,703.9
2015-12-16,700.7
2015-12-17,701.35
2015-12-18,690.8
2015-12-21,687.75
2015-12-22,724.3
2015-12-23,725.75
2015-12-24,726.75
2015-12-28,756.35
2015-12-29,755.8
2015-12-30,750.05
2015-12-31,755.7
