Date,RAJESHEXPO
2015-01-01,148.35
2015-01-02,149.25
2015-01-05,150.75
2015-01-06,141.65
2015-01-07,141.55
2015-01-08,142.65
2015-01-09,140.5
2015-01-12,139.6
2015-01-13,141.1
2015-01-14,139.9
2015-01-15,141.4
2015-01-16,141.55
2015-01-19,169.25
2015-01-20,161.3
2015-01-21,161.45
2015-01-22,158.65
2015-01-23,159.6
2015-01-27,175.55
2015-01-28,170.35
2015-01-29,172.45
2015-01-30,169.9
2015-02-02,174.0
2015-02-03,169.8
2015-02-04,169.8
2015-02-05,166.45
2015-02-06,164.3
2015-02-09,165.75
2015-02-10,163.8
2015-02-11,166.2
2015-02-12,166.9
2015-02-13,169.45
2015-02-16,174.05
2015-02-18,175.4
2015-02-19,171.9
2015-02-20,168.85
2015-02-23,170.9
2015-02-24,169.65
2015-02-25,168.4
2015-02-26,166.45
2015-02-27,168.45
2015-02-28,170.1
2015-03-02,166.7
2015-03-03,166.75
2015-03-04,163.0
2015-03-05,166.8
2015-03-09,172.2
2015-03-10,176.35
2015-03-11,179.2
2015-03-12,188.7
2015-03-13,191.35
2015-03-16,206.0
2015-03-17,209.4
2015-03-18,207.2
2015-03-19,211.75
2015-03-20,219.6
2015-03-23,208.1
2015-03-24,212.8
2015-03-25,209.1
2015-03-26,207.1
2015-03-27,199.9
2015-03-30,197.6
2015-03-31,195.05
2015-04-01,204.55
2015-04-06,201.1
2015-04-07,199.9
2015-04-08,199.5
2015-04-09,199.3
2015-04-10,199.0
2015-04-13,198.2
2015-04-15,199.05
2015-04-16,197.5
2015-04-17,196.65
2015-04-20,195.85
2015-04-21,198.85
2015-04-22,215.9
2015-04-23,225.8
2015-04-24,220.85
2015-04-27,224.05
2015-04-28,224.35
2015-04-29,233.4
2015-04-30,232.9
2015-05-04,240.25
2015-05-05,235.45
2015-05-06,229.25
2015-05-07,233.15
2015-05-08,240.85
2015-05-11,237.15
2015-05-12,231.45
2015-05-13,229.4
2015-05-14,230.35
2015-05-15,231.85
2015-05-18,233.85
2015-05-19,233.85
2015-05-20,229.35
2015-05-21,229.1
2015-05-22,228.75
2015-05-25,228.6
2015-05-26,228.95
2015-05-27,230.4
2015-05-28,228.2
2015-05-29,229.25
2015-06-01,228.7
2015-06-02,226.7
2015-06-03,221.4
2015-06-04,222.1
2015-06-05,226.7
2015-06-08,226.85
2015-06-09,236.0
2015-06-10,236.75
2015-06-11,238.05
2015-06-12,237.55
2015-06-15,235.25
2015-06-16,239.2
2015-06-17,242.85
2015-06-18,257.1
2015-06-19,263.55
2015-06-22,280.55
2015-06-23,295.85
2015-06-24,290.0
2015-06-25,303.6
2015-06-26,315.05
2015-06-29,309.35
2015-06-30,326.55
2015-07-01,354.65
2015-07-02,369.35
2015-07-03,367.3
2015-07-06,357.25
2015-07-07,369.35
2015-07-08,378.05
2015-07-09,376.65
2015-07-10,367.35
2015-07-13,370.9
2015-07-14,365.4
2015-07-15,370.45
2015-07-16,417.9
2015-07-17,447.1
2015-07-20,466.1
2015-07-21,467.2
2015-07-22,483.7
2015-07-23,522.95
2015-07-24,532.45
2015-07-27,540.85
2015-07-28,528.9
2015-07-29,482.2
2015-07-30,459.3
2015-07-31,520.45
2015-08-03,568.9
2015-08-04,558.3
2015-08-05,546.55
2015-08-06,563.75
2015-08-07,553.1
2015-08-10,549.5
2015-08-11,545.45
2015-08-12,579.65
2015-08-13,567.4
2015-08-14,570.45
2015-08-17,572.95
2015-08-18,605.95
2015-08-19,604.35
2015-08-20,587.65
2015-08-21,566.0
2015-08-24,470.6
2015-08-25,510.1
2015-08-26,505.5
2015-08-27,517.45
2015-08-28,517.25
2015-08-31,506.5
2015-09-01,480.4
2015-09-02,488.15
2015-09-03,492.9
2015-09-04,470.15
2015-09-07,459.3
2015-09-08,461.85
2015-09-09,474.5
2015-09-10,460.15
2015-09-11,460.05
2015-09-14,450.7
2015-09-15,426.75
2015-09-16,383.1
2015-09-18,401.55
2015-09-21,419.2
2015-09-22,430.5
2015-09-23,458.7
2015-09-24,488.45
2015-09-28,550.6
2015-09-29,555.2
2015-09-30,562.6
2015-10-01,554.6
2015-10-05,581.2
2015-10-06,626.3
2015-10-07,634.85
2015-10-08,648.15
2015-10-09,640.2
2015-10-12,642.55
2015-10-13,627.05
2015-10-14,634.0
2015-10-15,635.0
2015-10-16,627.65
2015-10-19,624.5
2015-10-20,631.15
2015-10-21,644.55
2015-10-23,645.7
2015-10-26,640.25
2015-10-27,634.35
2015-10-28,635.95
2015-10-29,637.4
2015-10-30,644.85
2015-11-02,641.35
2015-11-03,640.4
2015-11-04,646.5
2015-11-05,636.65
2015-11-06,643.0
2015-11-09,689.2
2015-11-10,688.8
2015-11-11,690.35
2015-11-13,697.85
2015-11-16,687.4
2015-11-17,672.5
2015-11-18,674.05
2015-11-19,683.25
2015-11-20,678.2
2015-11-23,689.3
2015-11-24,691.4
2015-11-26,689.55
2015-11-27,680.7
2015-11-30,706.5
2015-12-01,706.3
2015-12-02,711.85
2015-12-03,688.45
2015-12-04,683.9
2015-12-07,685.35
2015-12-08,671.4
2015-12-09,684.15
2015-12-10,684.8
2015-12-11,681.45
2015-12-14,683.65
2015-12-15,681.35
2015-12-16,681.7
2015-12-17,681.1
2015-12-18,684.0
2015-12-21,677.3
2015-12-22,679.1
2015-12-23,679.4
2015-12-24,677.1
2015-12-28,675.4
2015-12-29,677.05
2015-12-30,681.55
2015-12-31,682.05
