Date,JETAIRWAYS
2015-01-01,420.0
2015-01-02,440.15
2015-01-05,428.15
2015-01-06,421.6
2015-01-07,437.8
2015-01-08,442.7
2015-01-09,433.8
2015-01-12,441.95
2015-01-13,463.75
2015-01-14,464.85
2015-01-15,446.9
2015-01-16,429.45
2015-01-19,432.4
2015-01-20,434.45
2015-01-21,440.4
2015-01-22,438.15
2015-01-23,435.1
2015-01-27,497.4
2015-01-28,485.9
2015-01-29,523.5
2015-01-30,514.4
2015-02-02,527.65
2015-02-03,495.35
2015-02-04,468.15
2015-02-05,467.4
2015-02-06,473.7
2015-02-09,444.9
2015-02-10,423.25
2015-02-11,440.1
2015-02-12,433.15
2015-02-13,425.8
2015-02-16,413.05
2015-02-18,413.2
2015-02-19,440.25
2015-02-20,461.15
2015-02-23,457.65
2015-02-24,464.05
2015-02-25,455.3
2015-02-26,438.55
2015-02-27,441.15
2015-02-28,443.2
2015-03-02,428.9
2015-03-03,437.45
2015-03-04,416.6
2015-03-05,420.15
2015-03-09,415.65
2015-03-10,411.55
2015-03-11,430.6
2015-03-12,435.6
2015-03-13,452.3
2015-03-16,472.05
2015-03-17,478.95
2015-03-18,497.7
2015-03-19,475.1
2015-03-20,453.85
2015-03-23,459.75
2015-03-24,454.15
2015-03-25,458.55
2015-03-26,450.3
2015-03-27,452.55
2015-03-30,478.3
2015-03-31,488.65
2015-04-01,489.7
2015-04-06,476.95
2015-04-07,491.9
2015-04-08,473.45
2015-04-09,488.7
2015-04-10,483.0
2015-04-13,486.55
2015-04-15,471.1
2015-04-16,456.75
2015-04-17,449.6
2015-04-20,429.4
2015-04-21,415.8
2015-04-22,409.7
2015-04-23,411.0
2015-04-24,377.5
2015-04-27,377.55
2015-04-28,383.1
2015-04-29,377.55
2015-04-30,379.3
2015-05-04,386.4
2015-05-05,408.9
2015-05-06,391.2
2015-05-07,357.6
2015-05-08,375.25
2015-05-11,378.35
2015-05-12,357.05
2015-05-13,358.35
2015-05-14,360.45
2015-05-15,356.2
2015-05-18,367.2
2015-05-19,375.25
2015-05-20,381.6
2015-05-21,378.1
2015-05-22,371.55
2015-05-25,366.6
2015-05-26,368.6
2015-05-27,372.25
2015-05-28,384.7
2015-05-29,384.5
2015-06-01,361.9
2015-06-02,335.55
2015-06-03,319.8
2015-06-04,314.15
2015-06-05,305.25
2015-06-08,290.4
2015-06-09,275.1
2015-06-10,275.95
2015-06-11,273.15
2015-06-12,264.45
2015-06-15,253.1
2015-06-16,290.3
2015-06-17,287.7
2015-06-18,289.0
2015-06-19,273.3
2015-06-22,278.85
2015-06-23,285.65
2015-06-24,289.65
2015-06-25,281.4
2015-06-26,282.8
2015-06-29,273.85
2015-06-30,281.75
2015-07-01,278.65
2015-07-02,280.5
2015-07-03,277.75
2015-07-06,308.5
2015-07-07,333.8
2015-07-08,333.8
2015-07-09,330.55
2015-07-10,331.65
2015-07-13,339.45
2015-07-14,354.15
2015-07-15,349.5
2015-07-16,348.8
2015-07-17,343.35
2015-07-20,345.6
2015-07-21,320.95
2015-07-22,324.25
2015-07-23,327.65
2015-07-24,323.7
2015-07-27,319.55
2015-07-28,329.05
2015-07-29,390.7
2015-07-30,382.25
2015-07-31,400.15
2015-08-03,408.75
2015-08-04,415.5
2015-08-05,410.35
2015-08-06,412.4
2015-08-07,402.3
2015-08-10,391.1
2015-08-11,374.1
2015-08-12,356.3
2015-08-13,371.2
2015-08-14,400.65
2015-08-17,379.75
2015-08-18,375.05
2015-08-19,379.8
2015-08-20,389.55
2015-08-21,373.1
2015-08-24,301.25
2015-08-25,324.25
2015-08-26,325.15
2015-08-27,339.35
2015-08-28,337.6
2015-08-31,338.05
2015-09-01,324.7
2015-09-02,317.4
2015-09-03,325.85
2015-09-04,312.2
2015-09-07,301.35
2015-09-08,312.75
2015-09-09,316.5
2015-09-10,311.45
2015-09-11,328.25
2015-09-14,330.45
2015-09-15,337.25
2015-09-16,331.4
2015-09-18,337.4
2015-09-21,341.1
2015-09-22,326.7
2015-09-23,331.35
2015-09-24,331.35
2015-09-28,320.05
2015-09-29,329.65
2015-09-30,324.35
2015-10-01,321.35
2015-10-05,329.7
2015-10-06,334.45
2015-10-07,332.15
2015-10-08,329.15
2015-10-09,326.4
2015-10-12,329.3
2015-10-13,369.75
2015-10-14,367.05
2015-10-15,365.6
2015-10-16,384.3
2015-10-19,417.8
2015-10-20,395.95
2015-10-21,408.5
2015-10-23,411.5
2015-10-26,398.45
2015-10-27,403.8
2015-10-28,408.15
2015-10-29,400.25
2015-10-30,437.45
2015-11-02,450.75
2015-11-03,453.15
2015-11-04,460.3
2015-11-05,441.15
2015-11-06,416.65
2015-11-09,440.65
2015-11-10,421.8
2015-11-11,430.85
2015-11-13,435.4
2015-11-16,427.35
2015-11-17,428.75
2015-11-18,415.2
2015-11-19,449.25
2015-11-20,458.35
2015-11-23,467.35
2015-11-24,473.4
2015-11-26,506.25
2015-11-27,505.1
2015-11-30,514.8
2015-12-01,512.45
2015-12-02,562.7
2015-12-03,568.9
2015-12-04,555.85
2015-12-07,558.15
2015-12-08,573.05
2015-12-09,560.4
2015-12-10,572.2
2015-12-11,562.65
2015-12-14,570.2
2015-12-15,598.5
2015-12-16,598.95
2015-12-17,614.35
2015-12-18,619.0
2015-12-21,622.7
2015-12-22,630.5
2015-12-23,624.8
2015-12-24,609.45
2015-12-28,638.0
2015-12-29,647.6
2015-12-30,658.0
2015-12-31,702.85
