Date,GODREJCP
2015-01-01,965.9
2015-01-02,970.1
2015-01-05,970.45
2015-01-06,952.0
2015-01-07,960.15
2015-01-08,990.15
2015-01-09,1023.55
2015-01-12,1058.85
2015-01-13,1081.15
2015-01-14,1085.45
2015-01-15,1069.3
2015-01-16,1125.4
2015-01-19,1094.05
2015-01-20,1081.95
2015-01-21,1095.35
2015-01-22,1090.35
2015-01-23,1100.2
2015-01-27,1078.3
2015-01-28,1113.0
2015-01-29,1090.05
2015-01-30,1061.2
2015-02-02,1071.4
2015-02-03,1083.7
2015-02-04,1025.55
2015-02-05,1078.45
2015-02-06,1122.55
2015-02-09,1095.15
2015-02-10,1062.4
2015-02-11,1114.65
2015-02-12,1146.4
2015-02-13,1177.85
2015-02-16,1170.75
2015-02-18,1176.45
2015-02-19,1149.65
2015-02-20,1104.2
2015-02-23,1094.35
2015-02-24,1120.55
2015-02-25,1126.9
2015-02-26,1129.0
2015-02-27,1146.5
2015-02-28,1135.0
2015-03-02,1126.2
2015-03-03,1144.2
2015-03-04,1206.0
2015-03-05,1204.95
2015-03-09,1184.55
2015-03-10,1200.45
2015-03-11,1146.7
2015-03-12,1162.35
2015-03-13,1124.35
2015-03-16,1077.25
2015-03-17,1112.5
2015-03-18,1133.3
2015-03-19,1129.15
2015-03-20,1096.05
2015-03-23,1092.65
2015-03-24,1112.25
2015-03-25,1098.2
2015-03-26,1073.75
2015-03-27,1056.9
2015-03-30,1044.3
2015-03-31,1040.95
2015-04-01,1078.95
2015-04-06,1117.95
2015-04-07,1140.55
2015-04-08,1173.8
2015-04-09,1167.6
2015-04-10,1196.6
2015-04-13,1226.15
2015-04-15,1205.0
2015-04-16,1199.25
2015-04-17,1169.9
2015-04-20,1165.6
2015-04-21,1150.75
2015-04-22,1128.25
2015-04-23,1090.05
2015-04-24,1126.1
2015-04-27,1124.6
2015-04-28,1098.15
2015-04-29,1080.5
2015-04-30,1051.75
2015-05-04,1053.8
2015-05-05,1088.95
2015-05-06,1077.85
2015-05-07,1050.95
2015-05-08,1081.4
2015-05-11,1107.15
2015-05-12,1118.3
2015-05-13,1085.3
2015-05-14,1123.7
2015-05-15,1166.0
2015-05-18,1198.9
2015-05-19,1157.55
2015-05-20,1169.5
2015-05-21,1159.35
2015-05-22,1129.7
2015-05-25,1107.3
2015-05-26,1089.15
2015-05-27,1133.7
2015-05-28,1096.3
2015-05-29,1050.05
2015-06-01,1093.3
2015-06-02,1073.9
2015-06-03,1087.85
2015-06-04,1123.6
2015-06-05,1121.35
2015-06-08,1138.45
2015-06-09,1121.4
2015-06-10,1122.5
2015-06-11,1124.65
2015-06-12,1124.55
2015-06-15,1125.1
2015-06-16,1125.2
2015-06-17,1125.9
2015-06-18,1122.0
2015-06-19,1121.45
2015-06-22,1157.35
2015-06-23,1144.25
2015-06-24,1162.6
2015-06-25,1156.7
2015-06-26,1199.1
2015-06-29,1204.35
2015-06-30,1237.2
2015-07-01,1205.65
2015-07-02,1194.45
2015-07-03,1222.55
2015-07-06,1212.85
2015-07-07,1214.4
2015-07-08,1166.15
2015-07-09,1144.45
2015-07-10,1169.3
2015-07-13,1180.5
2015-07-14,1203.55
2015-07-15,1202.1
2015-07-16,1208.45
2015-07-17,1239.85
2015-07-20,1225.45
2015-07-21,1219.45
2015-07-22,1220.1
2015-07-23,1235.7
2015-07-24,1229.0
2015-07-27,1228.1
2015-07-28,1202.3
2015-07-29,1248.65
2015-07-30,1320.15
2015-07-31,1376.1
2015-08-03,1378.6
2015-08-04,1333.5
2015-08-05,1408.4
2015-08-06,1385.3
2015-08-07,1402.05
2015-08-10,1403.65
2015-08-11,1397.35
2015-08-12,1355.35
2015-08-13,1294.2
2015-08-14,1291.05
2015-08-17,1297.5
2015-08-18,1304.15
2015-08-19,1273.5
2015-08-20,1312.25
2015-08-21,1306.8
2015-08-24,1221.95
2015-08-25,1258.35
2015-08-26,1232.85
2015-08-27,1249.2
2015-08-28,1307.4
2015-08-31,1332.35
2015-09-01,1336.6
2015-09-02,1321.55
2015-09-03,1303.95
2015-09-04,1221.2
2015-09-07,1169.45
2015-09-08,1162.9
2015-09-09,1165.55
2015-09-10,1208.65
2015-09-11,1223.05
2015-09-14,1249.3
2015-09-15,1270.5
2015-09-16,1233.65
2015-09-18,1188.35
2015-09-21,1180.1
2015-09-22,1175.6
2015-09-23,1169.65
2015-09-24,1174.5
2015-09-28,1170.1
2015-09-29,1176.5
2015-09-30,1219.85
2015-10-01,1228.9
2015-10-05,1312.25
2015-10-06,1322.15
2015-10-07,1287.65
2015-10-08,1267.5
2015-10-09,1256.05
2015-10-12,1249.9
2015-10-13,1237.15
2015-10-14,1245.0
2015-10-15,1224.85
2015-10-16,1208.7
2015-10-19,1209.35
2015-10-20,1236.3
2015-10-21,1244.25
2015-10-23,1255.6
2015-10-26,1286.2
2015-10-27,1292.5
2015-10-28,1286.7
2015-10-29,1293.25
2015-10-30,1262.0
2015-11-02,1274.55
2015-11-03,1286.0
2015-11-04,1283.65
2015-11-05,1247.6
2015-11-06,1302.9
2015-11-09,1351.65
2015-11-10,1320.55
2015-11-11,1323.1
2015-11-13,1255.8
2015-11-16,1204.1
2015-11-17,1217.15
2015-11-18,1210.5
2015-11-19,1232.45
2015-11-20,1221.05
2015-11-23,1228.25
2015-11-24,1254.8
2015-11-26,1262.65
2015-11-27,1284.0
2015-11-30,1227.55
2015-12-01,1253.8
2015-12-02,1259.65
2015-12-03,1221.9
2015-12-04,1205.75
2015-12-07,1226.9
2015-12-08,1241.95
2015-12-09,1239.45
2015-12-10,1241.95
2015-12-11,1261.45
2015-12-14,1267.85
2015-12-15,1313.7
2015-12-16,1321.1
2015-12-17,1297.05
2015-12-18,1307.55
2015-12-21,1287.4
2015-12-22,1318.15
2015-12-23,1295.5
2015-12-24,1278.8
2015-12-28,1299.7
2015-12-29,1301.75
2015-12-30,1280.05
2015-12-31,1319.4
