Date,HIKAL
2015-01-01,758.25
2015-01-02,806.4
2015-01-05,793.45
2015-01-06,773.2
2015-01-07,769.8
2015-01-08,791.0
2015-01-09,790.7
2015-01-12,776.25
2015-01-13,769.5
2015-01-14,768.35
2015-01-15,780.2
2015-01-16,774.4
2015-01-19,776.55
2015-01-20,774.8
2015-01-21,768.7
2015-01-22,769.3
2015-01-23,770.85
2015-01-27,772.65
2015-01-28,774.1
2015-01-29,799.85
2015-01-30,778.3
2015-02-02,767.3
2015-02-03,760.2
2015-02-04,758.1
2015-02-05,754.7
2015-02-06,737.2
2015-02-09,731.95
2015-02-10,716.65
2015-02-11,702.45
2015-02-12,705.3
2015-02-13,723.7
2015-02-16,728.05
2015-02-18,766.8
2015-02-19,756.45
2015-02-20,745.6
2015-02-23,742.1
2015-02-24,732.35
2015-02-25,719.1
2015-02-26,720.6
2015-02-27,145.05
2015-02-28,146.35
2015-03-02,143.95
2015-03-03,143.7
2015-03-04,142.05
2015-03-05,139.1
2015-03-09,137.3
2015-03-10,135.85
2015-03-11,136.7
2015-03-12,135.2
2015-03-13,132.45
2015-03-16,137.65
2015-03-17,135.0
2015-03-18,134.35
2015-03-19,134.7
2015-03-20,132.3
2015-03-23,125.0
2015-03-24,125.65
2015-03-25,128.2
2015-03-26,131.3
2015-03-27,129.05
2015-03-30,134.6
2015-03-31,140.05
2015-04-01,144.3
2015-04-06,145.15
2015-04-07,148.4
2015-04-08,146.75
2015-04-09,144.55
2015-04-10,143.85
2015-04-13,151.35
2015-04-15,148.15
2015-04-16,148.55
2015-04-17,147.75
2015-04-20,144.95
2015-04-21,145.7
2015-04-22,143.25
2015-04-23,143.9
2015-04-24,142.6
2015-04-27,138.7
2015-04-28,139.55
2015-04-29,137.0
2015-04-30,138.35
2015-05-04,139.1
2015-05-05,143.2
2015-05-06,135.5
2015-05-07,128.2
2015-05-08,136.2
2015-05-11,138.5
2015-05-12,132.45
2015-05-13,132.3
2015-05-14,131.6
2015-05-15,136.5
2015-05-18,134.7
2015-05-19,133.45
2015-05-20,128.6
2015-05-21,131.05
2015-05-22,138.55
2015-05-25,129.95
2015-05-26,131.9
2015-05-27,131.75
2015-05-28,128.55
2015-05-29,129.1
2015-06-01,127.75
2015-06-02,124.85
2015-06-03,121.75
2015-06-04,121.5
2015-06-05,121.1
2015-06-08,118.55
2015-06-09,121.65
2015-06-10,120.95
2015-06-11,123.3
2015-06-12,121.4
2015-06-15,121.3
2015-06-16,119.4
2015-06-17,120.15
2015-06-18,121.2
2015-06-19,124.75
2015-06-22,126.0
2015-06-23,126.7
2015-06-24,131.15
2015-06-25,129.25
2015-06-26,127.7
2015-06-29,120.75
2015-06-30,123.4
2015-07-01,123.75
2015-07-02,125.1
2015-07-03,125.4
2015-07-06,126.75
2015-07-07,134.05
2015-07-08,128.35
2015-07-09,131.2
2015-07-10,129.2
2015-07-13,132.35
2015-07-14,132.2
2015-07-15,135.1
2015-07-16,135.95
2015-07-17,133.25
2015-07-20,136.25
2015-07-21,133.4
2015-07-22,134.95
2015-07-23,133.85
2015-07-24,134.55
2015-07-27,132.7
2015-07-28,135.2
2015-07-29,138.1
2015-07-30,127.4
2015-07-31,128.15
2015-08-03,129.4
2015-08-04,125.85
2015-08-05,125.45
2015-08-06,126.9
2015-08-07,125.7
2015-08-10,123.8
2015-08-11,124.05
2015-08-12,119.15
2015-08-13,116.8
2015-08-14,118.15
2015-08-17,120.55
2015-08-18,124.05
2015-08-19,123.95
2015-08-20,119.85
2015-08-21,117.35
2015-08-24,111.15
2015-08-25,108.0
2015-08-26,109.3
2015-08-27,111.1
2015-08-28,107.9
2015-08-31,110.2
2015-09-01,107.1
2015-09-02,109.6
2015-09-03,110.1
2015-09-04,104.9
2015-09-07,101.15
2015-09-08,102.0
2015-09-09,105.5
2015-09-10,101.9
2015-09-11,103.7
2015-09-14,103.75
2015-09-15,103.95
2015-09-16,103.35
2015-09-18,104.3
2015-09-21,104.8
2015-09-22,102.2
2015-09-23,107.75
2015-09-24,108.4
2015-09-28,111.1
2015-09-29,107.55
2015-09-30,110.7
2015-10-01,113.3
2015-10-05,114.9
2015-10-06,120.45
2015-10-07,119.65
2015-10-08,119.1
2015-10-09,119.35
2015-10-12,119.5
2015-10-13,118.4
2015-10-14,119.45
2015-10-15,121.55
2015-10-16,134.9
2015-10-19,137.95
2015-10-20,137.3
2015-10-21,136.6
2015-10-23,137.95
2015-10-26,132.8
2015-10-27,134.05
2015-10-28,133.7
2015-10-29,125.6
2015-10-30,126.3
2015-11-02,124.85
2015-11-03,124.45
2015-11-04,124.25
2015-11-05,123.75
2015-11-06,119.85
2015-11-09,117.8
2015-11-10,117.05
2015-11-11,121.4
2015-11-13,117.85
2015-11-16,116.45
2015-11-17,116.0
2015-11-18,114.8
2015-11-19,114.75
2015-11-20,121.75
2015-11-23,119.6
2015-11-24,134.8
2015-11-26,133.95
2015-11-27,134.35
2015-11-30,132.65
2015-12-01,142.55
2015-12-02,150.15
2015-12-03,152.8
2015-12-04,164.2
2015-12-07,166.15
2015-12-08,160.0
2015-12-09,151.85
2015-12-10,166.5
2015-12-11,164.2
2015-12-14,164.75
2015-12-15,165.1
2015-12-16,166.8
2015-12-17,168.55
2015-12-18,167.05
2015-12-21,166.75
2015-12-22,165.15
2015-12-23,164.75
2015-12-24,172.85
2015-12-28,168.4
2015-12-29,170.1
2015-12-30,167.65
2015-12-31,166.95
