Date,VIDEOIND
2015-01-01,161.75
2015-01-02,160.35
2015-01-05,161.05
2015-01-06,160.55
2015-01-07,158.7
2015-01-08,159.1
2015-01-09,190.9
2015-01-12,179.45
2015-01-13,172.55
2015-01-14,171.15
2015-01-15,169.45
2015-01-16,166.2
2015-01-19,163.85
2015-01-20,167.0
2015-01-21,164.45
2015-01-22,163.65
2015-01-23,161.7
2015-01-27,160.55
2015-01-28,160.6
2015-01-29,160.45
2015-01-30,158.45
2015-02-02,157.9
2015-02-03,172.65
2015-02-04,165.65
2015-02-05,161.5
2015-02-06,160.15
2015-02-09,160.0
2015-02-10,158.55
2015-02-11,160.4
2015-02-12,159.8
2015-02-13,159.5
2015-02-16,159.75
2015-02-18,160.2
2015-02-19,159.95
2015-02-20,162.85
2015-02-23,161.35
2015-02-24,160.15
2015-02-25,160.4
2015-02-26,158.95
2015-02-27,160.15
2015-02-28,161.5
2015-03-02,161.05
2015-03-03,160.55
2015-03-04,158.75
2015-03-05,158.4
2015-03-09,156.95
2015-03-10,155.35
2015-03-11,154.55
2015-03-12,154.2
2015-03-13,154.1
2015-03-16,154.15
2015-03-17,153.05
2015-03-18,153.55
2015-03-19,152.75
2015-03-20,151.75
2015-03-23,152.25
2015-03-24,156.55
2015-03-25,151.6
2015-03-26,149.05
2015-03-27,147.6
2015-03-30,151.05
2015-03-31,155.85
2015-04-01,155.15
2015-04-06,156.7
2015-04-07,155.95
2015-04-08,160.55
2015-04-09,158.05
2015-04-10,157.3
2015-04-13,156.9
2015-04-15,158.85
2015-04-16,158.65
2015-04-17,157.75
2015-04-20,157.9
2015-04-21,157.95
2015-04-22,155.8
2015-04-23,154.1
2015-04-24,151.15
2015-04-27,150.3
2015-04-28,151.25
2015-04-29,149.3
2015-04-30,148.6
2015-05-04,149.5
2015-05-05,149.6
2015-05-06,147.95
2015-05-07,151.8
2015-05-08,148.55
2015-05-11,148.6
2015-05-12,148.55
2015-05-13,149.4
2015-05-14,148.8
2015-05-15,149.1
2015-05-18,150.7
2015-05-19,149.2
2015-05-20,148.55
2015-05-21,147.8
2015-05-22,147.2
2015-05-25,147.75
2015-05-26,148.05
2015-05-27,147.75
2015-05-28,147.75
2015-05-29,148.75
2015-06-01,148.95
2015-06-02,148.05
2015-06-03,144.7
2015-06-04,149.05
2015-06-05,152.1
2015-06-08,146.55
2015-06-09,148.8
2015-06-10,150.85
2015-06-11,146.55
2015-06-12,140.0
2015-06-15,139.2
2015-06-16,141.55
2015-06-17,138.7
2015-06-18,138.1
2015-06-19,142.5
2015-06-22,145.3
2015-06-23,150.0
2015-06-24,150.8
2015-06-25,152.85
2015-06-26,154.3
2015-06-29,153.0
2015-06-30,156.05
2015-07-01,154.05
2015-07-02,149.65
2015-07-03,150.45
2015-07-06,150.75
2015-07-07,152.7
2015-07-08,153.05
2015-07-09,153.45
2015-07-10,154.7
2015-07-13,156.8
2015-07-14,158.8
2015-07-15,159.3
2015-07-16,158.45
2015-07-17,159.0
2015-07-20,158.25
2015-07-21,155.2
2015-07-22,158.1
2015-07-23,158.25
2015-07-24,156.7
2015-07-27,152.85
2015-07-28,153.25
2015-07-29,152.65
2015-07-30,154.0
2015-07-31,154.45
2015-08-03,153.3
2015-08-04,153.8
2015-08-05,154.4
2015-08-06,152.35
2015-08-07,152.6
2015-08-10,151.2
2015-08-11,150.0
2015-08-12,146.95
2015-08-13,146.05
2015-08-14,146.65
2015-08-17,143.45
2015-08-18,143.9
2015-08-19,144.3
2015-08-20,118.75
2015-08-21,138.95
2015-08-24,140.15
2015-08-25,140.4
2015-08-26,141.0
2015-08-27,142.2
2015-08-28,143.0
2015-08-31,143.75
2015-09-01,141.85
2015-09-02,143.8
2015-09-03,141.6
2015-09-04,141.75
2015-09-07,142.05
2015-09-08,143.2
2015-09-09,143.9
2015-09-10,143.7
2015-09-11,143.5
2015-09-14,140.5
2015-09-15,139.9
2015-09-16,136.4
2015-09-18,137.45
2015-09-21,137.3
2015-09-22,136.6
2015-09-23,138.05
2015-09-24,138.25
2015-09-28,138.4
2015-09-29,141.2
2015-09-30,138.6
2015-10-01,136.8
2015-10-05,136.8
2015-10-06,136.8
2015-10-07,136.8
2015-10-08,136.8
2015-10-09,137.0
2015-10-12,137.05
2015-10-13,138.5
2015-10-14,136.5
2015-10-15,136.1
2015-10-16,136.35
2015-10-19,135.4
2015-10-20,134.95
2015-10-21,135.4
2015-10-23,135.35
2015-10-26,134.9
2015-10-27,134.5
2015-10-28,134.6
2015-10-29,135.0
2015-10-30,134.2
2015-11-02,133.7
2015-11-03,133.6
2015-11-04,132.8
2015-11-05,132.85
2015-11-06,132.75
2015-11-09,132.9
2015-11-10,131.15
2015-11-11,130.25
2015-11-13,130.8
2015-11-16,131.95
2015-11-17,131.0
2015-11-18,130.75
2015-11-19,133.8
2015-11-20,133.75
2015-11-23,133.65
2015-11-24,130.75
2015-11-26,135.8
2015-11-27,130.85
2015-11-30,130.65
2015-12-01,130.5
2015-12-02,131.35
2015-12-03,131.25
2015-12-04,129.95
2015-12-07,128.1
2015-12-08,126.6
2015-12-09,125.8
2015-12-10,125.8
2015-12-11,123.9
2015-12-14,123.8
2015-12-15,123.25
2015-12-16,122.85
2015-12-17,122.1
2015-12-18,121.9
2015-12-21,121.9
2015-12-22,121.6
2015-12-23,122.75
2015-12-24,122.45
2015-12-28,122.4
2015-12-29,122.55
2015-12-30,121.65
2015-12-31,122.05
