Date,RESPONIND
2015-01-01,84.05
2015-01-02,85.0
2015-01-05,85.9
2015-01-06,84.9
2015-01-07,83.2
2015-01-08,84.4
2015-01-09,83.85
2015-01-12,86.1
2015-01-13,88.0
2015-01-14,88.3
2015-01-15,92.95
2015-01-16,97.0
2015-01-19,96.85
2015-01-20,96.9
2015-01-21,97.25
2015-01-22,93.55
2015-01-23,96.25
2015-01-27,93.05
2015-01-28,91.75
2015-01-29,91.15
2015-01-30,90.95
2015-02-02,89.0
2015-02-03,89.1
2015-02-04,89.0
2015-02-05,88.15
2015-02-06,93.1
2015-02-09,97.8
2015-02-10,103.85
2015-02-11,103.95
2015-02-12,101.2
2015-02-13,109.6
2015-02-16,101.9
2015-02-18,105.0
2015-02-19,109.8
2015-02-20,112.75
2015-02-23,112.05
2015-02-24,108.45
2015-02-25,107.2
2015-02-26,107.1
2015-02-27,105.9
2015-02-28,110.8
2015-03-02,108.3
2015-03-03,106.3
2015-03-04,104.55
2015-03-05,118.0
2015-03-09,114.45
2015-03-10,115.9
2015-03-11,129.65
2015-03-12,132.5
2015-03-13,120.3
2015-03-16,126.45
2015-03-17,126.1
2015-03-18,125.35
2015-03-19,122.25
2015-03-20,119.95
2015-03-23,116.75
2015-03-24,117.05
2015-03-25,112.55
2015-03-26,106.0
2015-03-27,117.2
2015-03-30,120.6
2015-03-31,118.4
2015-04-01,117.9
2015-04-06,128.05
2015-04-07,128.25
2015-04-08,129.7
2015-04-09,124.0
2015-04-10,126.2
2015-04-13,124.85
2015-04-15,122.9
2015-04-16,118.45
2015-04-17,119.15
2015-04-20,118.0
2015-04-21,117.9
2015-04-22,117.2
2015-04-23,119.6
2015-04-24,116.55
2015-04-27,109.55
2015-04-28,116.25
2015-04-29,118.7
2015-04-30,116.4
2015-05-04,122.2
2015-05-05,121.0
2015-05-06,116.35
2015-05-07,112.1
2015-05-08,114.7
2015-05-11,112.0
2015-05-12,112.7
2015-05-13,113.65
2015-05-14,110.0
2015-05-15,109.5
2015-05-18,116.2
2015-05-19,111.1
2015-05-20,112.55
2015-05-21,111.05
2015-05-22,116.5
2015-05-25,111.7
2015-05-26,120.7
2015-05-27,139.7
2015-05-28,132.9
2015-05-29,137.4
2015-06-01,150.95
2015-06-02,143.75
2015-06-03,138.65
2015-06-04,141.5
2015-06-05,150.2
2015-06-08,151.2
2015-06-09,163.8
2015-06-10,159.75
2015-06-11,152.0
2015-06-12,177.95
2015-06-15,169.05
2015-06-16,165.5
2015-06-17,186.25
2015-06-18,163.35
2015-06-19,153.4
2015-06-22,157.05
2015-06-23,143.6
2015-06-24,135.85
2015-06-25,134.0
2015-06-26,135.05
2015-06-29,128.05
2015-06-30,128.45
2015-07-01,129.25
2015-07-02,127.6
2015-07-03,129.8
2015-07-06,124.8
2015-07-07,123.75
2015-07-08,122.6
2015-07-09,121.55
2015-07-10,119.6
2015-07-13,127.75
2015-07-14,119.35
2015-07-15,118.3
2015-07-16,119.35
2015-07-17,119.3
2015-07-20,117.75
2015-07-21,116.65
2015-07-22,115.15
2015-07-23,113.75
2015-07-24,113.45
2015-07-27,108.85
2015-07-28,108.3
2015-07-29,106.35
2015-07-30,111.45
2015-07-31,114.9
2015-08-03,113.05
2015-08-04,111.0
2015-08-05,110.4
2015-08-06,106.95
2015-08-07,110.35
2015-08-10,115.5
2015-08-11,113.25
2015-08-12,108.65
2015-08-13,105.95
2015-08-14,107.9
2015-08-17,104.65
2015-08-18,103.95
2015-08-19,104.1
2015-08-20,100.5
2015-08-21,96.85
2015-08-24,85.65
2015-08-25,81.7
2015-08-26,82.55
2015-08-27,88.45
2015-08-28,90.35
2015-08-31,92.35
2015-09-01,87.0
2015-09-02,87.4
2015-09-03,86.0
2015-09-04,84.95
2015-09-07,80.05
2015-09-08,80.5
2015-09-09,84.1
2015-09-10,81.3
2015-09-11,84.95
2015-09-14,84.0
2015-09-15,81.8
2015-09-16,83.05
2015-09-18,82.8
2015-09-21,83.75
2015-09-22,84.0
2015-09-23,83.05
2015-09-24,82.8
2015-09-28,83.0
2015-09-29,82.05
2015-09-30,81.35
2015-10-01,81.5
2015-10-05,82.4
2015-10-06,82.2
2015-10-07,81.7
2015-10-08,81.65
2015-10-09,83.0
2015-10-12,81.35
2015-10-13,80.5
2015-10-14,81.0
2015-10-15,86.25
2015-10-16,87.45
2015-10-19,86.8
2015-10-20,86.25
2015-10-21,85.55
2015-10-23,83.75
2015-10-26,82.75
2015-10-27,84.15
2015-10-28,85.0
2015-10-29,82.3
2015-10-30,81.05
2015-11-02,82.6
2015-11-03,83.6
2015-11-04,79.8
2015-11-05,80.25
2015-11-06,79.5
2015-11-09,79.1
2015-11-10,81.0
2015-11-11,83.2
2015-11-13,80.7
2015-11-16,80.75
2015-11-17,81.0
2015-11-18,79.65
2015-11-19,79.55
2015-11-20,80.0
2015-11-23,82.65
2015-11-24,80.4
2015-11-26,80.5
2015-11-27,81.25
2015-11-30,82.75
2015-12-01,80.9
2015-12-02,80.7
2015-12-03,81.4
2015-12-04,82.1
2015-12-07,80.45
2015-12-08,80.3
2015-12-09,78.2
2015-12-10,79.0
2015-12-11,79.0
2015-12-14,80.95
2015-12-15,81.8
2015-12-16,81.0
2015-12-17,93.25
2015-12-18,97.1
2015-12-21,96.95
2015-12-22,95.3
2015-12-23,94.25
2015-12-24,92.0
2015-12-28,100.55
2015-12-29,103.85
2015-12-30,109.65
2015-12-31,110.7
