Date,TATAPOWER
2015-01-01,82.15
2015-01-02,83.35
2015-01-05,82.85
2015-01-06,79.65
2015-01-07,78.25
2015-01-08,80.0
2015-01-09,79.8
2015-01-12,80.3
2015-01-13,79.1
2015-01-14,78.85
2015-01-15,81.7
2015-01-16,82.7
2015-01-19,82.8
2015-01-20,82.1
2015-01-21,83.4
2015-01-22,83.3
2015-01-23,88.85
2015-01-27,89.0
2015-01-28,88.0
2015-01-29,88.15
2015-01-30,90.5
2015-02-02,91.15
2015-02-03,87.35
2015-02-04,90.1
2015-02-05,83.3
2015-02-06,82.1
2015-02-09,80.05
2015-02-10,81.3
2015-02-11,82.15
2015-02-12,83.9
2015-02-13,84.4
2015-02-16,84.1
2015-02-18,86.25
2015-02-19,88.3
2015-02-20,85.95
2015-02-23,84.95
2015-02-24,84.45
2015-02-25,83.0
2015-02-26,82.7
2015-02-27,87.3
2015-02-28,86.85
2015-03-02,86.25
2015-03-03,87.25
2015-03-04,84.35
2015-03-05,85.3
2015-03-09,82.25
2015-03-10,81.1
2015-03-11,80.85
2015-03-12,81.45
2015-03-13,79.7
2015-03-16,81.0
2015-03-17,80.55
2015-03-18,80.35
2015-03-19,79.8
2015-03-20,78.95
2015-03-23,78.75
2015-03-24,78.35
2015-03-25,77.35
2015-03-26,76.2
2015-03-27,74.9
2015-03-30,74.35
2015-03-31,77.1
2015-04-01,77.5
2015-04-06,77.25
2015-04-07,78.4
2015-04-08,77.35
2015-04-09,78.35
2015-04-10,78.9
2015-04-13,80.15
2015-04-15,81.2
2015-04-16,80.2
2015-04-17,80.45
2015-04-20,78.75
2015-04-21,77.5
2015-04-22,78.65
2015-04-23,79.25
2015-04-24,78.1
2015-04-27,77.6
2015-04-28,77.9
2015-04-29,77.45
2015-04-30,75.8
2015-05-04,77.3
2015-05-05,76.1
2015-05-06,73.45
2015-05-07,71.7
2015-05-08,73.2
2015-05-11,74.3
2015-05-12,71.5
2015-05-13,73.4
2015-05-14,73.55
2015-05-15,73.0
2015-05-18,75.25
2015-05-19,75.85
2015-05-20,77.05
2015-05-21,76.2
2015-05-22,75.95
2015-05-25,74.8
2015-05-26,75.1
2015-05-27,75.85
2015-05-28,74.1
2015-05-29,74.55
2015-06-01,76.1
2015-06-02,75.05
2015-06-03,70.85
2015-06-04,70.15
2015-06-05,70.65
2015-06-08,71.4
2015-06-09,72.35
2015-06-10,73.85
2015-06-11,70.0
2015-06-12,72.65
2015-06-15,72.05
2015-06-16,74.1
2015-06-17,72.75
2015-06-18,73.1
2015-06-19,72.3
2015-06-22,74.5
2015-06-23,74.15
2015-06-24,73.8
2015-06-25,75.0
2015-06-26,73.85
2015-06-29,72.85
2015-06-30,74.15
2015-07-01,74.75
2015-07-02,74.9
2015-07-03,74.3
2015-07-06,74.45
2015-07-07,73.75
2015-07-08,72.5
2015-07-09,72.45
2015-07-10,71.5
2015-07-13,72.75
2015-07-14,72.95
2015-07-15,74.25
2015-07-16,76.0
2015-07-17,75.9
2015-07-20,74.5
2015-07-21,72.15
2015-07-22,73.0
2015-07-23,71.9
2015-07-24,71.8
2015-07-27,71.25
2015-07-28,70.95
2015-07-29,68.3
2015-07-30,69.6
2015-07-31,68.45
2015-08-03,69.5
2015-08-04,69.9
2015-08-05,69.75
2015-08-06,69.75
2015-08-07,69.1
2015-08-10,69.1
2015-08-11,68.25
2015-08-12,67.55
2015-08-13,69.15
2015-08-14,69.7
2015-08-17,68.65
2015-08-18,68.1
2015-08-19,67.4
2015-08-20,67.5
2015-08-21,68.0
2015-08-24,62.25
2015-08-25,58.5
2015-08-26,60.2
2015-08-27,60.55
2015-08-28,61.05
2015-08-31,60.55
2015-09-01,60.35
2015-09-02,58.45
2015-09-03,59.9
2015-09-04,56.55
2015-09-07,56.15
2015-09-08,58.65
2015-09-09,59.2
2015-09-10,60.95
2015-09-11,59.55
2015-09-14,61.8
2015-09-15,61.5
2015-09-16,62.15
2015-09-18,64.3
2015-09-21,64.7
2015-09-22,62.85
2015-09-23,63.25
2015-09-24,65.05
2015-09-28,65.5
2015-09-29,66.05
2015-09-30,64.95
2015-10-01,65.85
2015-10-05,67.2
2015-10-06,69.05
2015-10-07,70.35
2015-10-08,70.25
2015-10-09,69.7
2015-10-12,69.95
2015-10-13,70.15
2015-10-14,69.65
2015-10-15,70.2
2015-10-16,69.65
2015-10-19,69.45
2015-10-20,70.9
2015-10-21,70.6
2015-10-23,70.4
2015-10-26,70.65
2015-10-27,70.95
2015-10-28,69.7
2015-10-29,69.65
2015-10-30,68.85
2015-11-02,68.75
2015-11-03,68.85
2015-11-04,68.6
2015-11-05,68.5
2015-11-06,67.55
2015-11-09,68.1
2015-11-10,67.8
2015-11-11,68.45
2015-11-13,68.3
2015-11-16,67.3
2015-11-17,67.4
2015-11-18,65.85
2015-11-19,66.75
2015-11-20,66.65
2015-11-23,66.95
2015-11-24,66.55
2015-11-26,66.3
2015-11-27,66.25
2015-11-30,66.8
2015-12-01,66.6
2015-12-02,66.3
2015-12-03,65.65
2015-12-04,64.2
2015-12-07,64.15
2015-12-08,63.55
2015-12-09,62.0
2015-12-10,62.6
2015-12-11,61.85
2015-12-14,61.6
2015-12-15,61.45
2015-12-16,62.0
2015-12-17,64.75
2015-12-18,65.0
2015-12-21,65.0
2015-12-22,65.25
2015-12-23,65.75
2015-12-24,66.4
2015-12-28,67.5
2015-12-29,67.1
2015-12-30,67.75
2015-12-31,67.9
