Date,ALICON
2015-01-01,320.8
2015-01-02,330.95
2015-01-05,335.6
2015-01-06,317.1
2015-01-07,317.65
2015-01-08,323.4
2015-01-09,333.45
2015-01-12,336.25
2015-01-13,333.9
2015-01-14,326.05
2015-01-15,325.9
2015-01-16,322.85
2015-01-19,324.2
2015-01-20,324.2
2015-01-21,323.25
2015-01-22,317.6
2015-01-23,305.05
2015-01-27,311.55
2015-01-28,291.8
2015-01-29,309.2
2015-01-30,302.2
2015-02-02,309.05
2015-02-03,314.55
2015-02-04,318.65
2015-02-05,307.95
2015-02-06,300.75
2015-02-09,293.6
2015-02-10,300.8
2015-02-11,301.8
2015-02-12,300.3
2015-02-13,302.8
2015-02-16,294.3
2015-02-18,298.0
2015-02-19,303.05
2015-02-20,294.7
2015-02-23,284.55
2015-02-24,284.35
2015-02-25,273.2
2015-02-26,275.0
2015-02-27,286.2
2015-02-28,288.95
2015-03-02,293.05
2015-03-03,299.65
2015-03-04,297.1
2015-03-05,287.75
2015-03-09,285.1
2015-03-10,285.35
2015-03-11,287.15
2015-03-12,292.1
2015-03-13,284.75
2015-03-16,283.55
2015-03-17,291.35
2015-03-18,290.75
2015-03-19,280.0
2015-03-20,273.5
2015-03-23,266.15
2015-03-24,255.4
2015-03-25,247.8
2015-03-26,246.4
2015-03-27,260.9
2015-03-30,273.5
2015-03-31,279.3
2015-04-01,281.05
2015-04-06,282.35
2015-04-07,321.75
2015-04-08,315.5
2015-04-09,305.7
2015-04-10,308.35
2015-04-13,298.3
2015-04-15,293.7
2015-04-16,304.1
2015-04-17,284.35
2015-04-20,277.2
2015-04-21,279.15
2015-04-22,273.6
2015-04-23,275.05
2015-04-24,268.15
2015-04-27,269.7
2015-04-28,269.95
2015-04-29,271.6
2015-04-30,273.7
2015-05-04,285.75
2015-05-05,294.95
2015-05-06,297.4
2015-05-07,280.8
2015-05-08,291.1
2015-05-11,289.85
2015-05-12,287.55
2015-05-13,283.5
2015-05-14,297.0
2015-05-15,287.75
2015-05-18,296.7
2015-05-19,295.9
2015-05-20,291.8
2015-05-21,287.9
2015-05-22,286.6
2015-05-25,282.55
2015-05-26,282.2
2015-05-27,284.8
2015-05-28,281.55
2015-05-29,280.6
2015-06-01,277.55
2015-06-02,267.95
2015-06-03,261.6
2015-06-04,261.7
2015-06-05,260.85
2015-06-08,251.25
2015-06-09,248.75
2015-06-10,261.0
2015-06-11,255.1
2015-06-12,255.1
2015-06-15,261.4
2015-06-16,270.85
2015-06-17,270.15
2015-06-18,272.9
2015-06-19,268.3
2015-06-22,269.85
2015-06-23,260.95
2015-06-24,260.95
2015-06-25,264.8
2015-06-26,270.35
2015-06-29,265.1
2015-06-30,262.7
2015-07-01,263.7
2015-07-02,292.5
2015-07-03,307.5
2015-07-06,312.45
2015-07-07,303.7
2015-07-08,287.35
2015-07-09,289.25
2015-07-10,285.5
2015-07-13,287.4
2015-07-14,287.65
2015-07-15,290.85
2015-07-16,322.2
2015-07-17,344.2
2015-07-20,329.9
2015-07-21,314.0
2015-07-22,316.9
2015-07-23,312.55
2015-07-24,310.5
2015-07-27,302.8
2015-07-28,309.9
2015-07-29,320.5
2015-07-30,331.2
2015-07-31,322.95
2015-08-03,339.4
2015-08-04,332.85
2015-08-05,334.55
2015-08-06,334.95
2015-08-07,332.35
2015-08-10,371.2
2015-08-11,385.4
2015-08-12,375.5
2015-08-13,356.4
2015-08-14,407.55
2015-08-17,402.45
2015-08-18,394.2
2015-08-19,397.85
2015-08-20,382.25
2015-08-21,393.05
2015-08-24,351.95
2015-08-25,346.8
2015-08-26,351.55
2015-08-27,351.75
2015-08-28,360.5
2015-08-31,363.15
2015-09-01,348.4
2015-09-02,342.65
2015-09-03,358.65
2015-09-04,339.85
2015-09-07,323.7
2015-09-08,330.0
2015-09-09,347.75
2015-09-10,358.0
2015-09-11,368.4
2015-09-14,382.4
2015-09-15,378.25
2015-09-16,377.55
2015-09-18,382.5
2015-09-21,373.1
2015-09-22,358.45
2015-09-23,358.35
2015-09-24,357.15
2015-09-28,352.9
2015-09-29,347.8
2015-09-30,351.8
2015-10-01,351.55
2015-10-05,364.4
2015-10-06,366.15
2015-10-07,365.95
2015-10-08,364.25
2015-10-09,360.6
2015-10-12,357.0
2015-10-13,353.55
2015-10-14,354.4
2015-10-15,365.8
2015-10-16,358.65
2015-10-19,365.05
2015-10-20,357.5
2015-10-21,345.0
2015-10-23,341.0
2015-10-26,330.25
2015-10-27,338.15
2015-10-28,335.9
2015-10-29,349.55
2015-10-30,345.45
2015-11-02,342.3
2015-11-03,340.35
2015-11-04,336.5
2015-11-05,339.0
2015-11-06,338.6
2015-11-09,340.85
2015-11-10,331.1
2015-11-11,333.9
2015-11-13,344.5
2015-11-16,343.5
2015-11-17,344.05
2015-11-18,318.85
2015-11-19,329.7
2015-11-20,328.1
2015-11-23,328.95
2015-11-24,330.85
2015-11-26,360.9
2015-11-27,376.9
2015-11-30,388.6
2015-12-01,378.75
2015-12-02,377.0
2015-12-03,364.9
2015-12-04,354.1
2015-12-07,354.95
2015-12-08,338.0
2015-12-09,326.55
2015-12-10,334.6
2015-12-11,328.0
2015-12-14,332.7
2015-12-15,329.4
2015-12-16,338.15
2015-12-17,343.2
2015-12-18,350.4
2015-12-21,351.55
2015-12-22,347.9
2015-12-23,343.35
2015-12-24,347.3
2015-12-28,339.6
2015-12-29,363.5
2015-12-30,356.9
2015-12-31,357.05
