Date,FEDERALBNK
2015-01-01,150.1
2015-01-02,149.0
2015-01-05,147.8
2015-01-06,145.7
2015-01-07,146.15
2015-01-08,148.5
2015-01-09,149.25
2015-01-12,149.85
2015-01-13,148.35
2015-01-14,148.15
2015-01-15,144.65
2015-01-16,144.75
2015-01-19,146.95
2015-01-20,144.85
2015-01-21,144.4
2015-01-22,143.85
2015-01-23,143.9
2015-01-27,145.2
2015-01-28,145.1
2015-01-29,144.25
2015-01-30,141.85
2015-02-02,144.8
2015-02-03,143.1
2015-02-04,140.1
2015-02-05,137.05
2015-02-06,139.65
2015-02-09,140.7
2015-02-10,137.7
2015-02-11,139.75
2015-02-12,140.7
2015-02-13,139.95
2015-02-16,139.0
2015-02-18,136.7
2015-02-19,136.7
2015-02-20,138.85
2015-02-23,142.85
2015-02-24,141.85
2015-02-25,140.4
2015-02-26,138.95
2015-02-27,142.2
2015-02-28,142.7
2015-03-02,150.15
2015-03-03,150.9
2015-03-04,146.05
2015-03-05,146.7
2015-03-09,143.0
2015-03-10,138.75
2015-03-11,138.45
2015-03-12,139.6
2015-03-13,136.0
2015-03-16,136.6
2015-03-17,140.7
2015-03-18,140.75
2015-03-19,139.35
2015-03-20,137.5
2015-03-23,135.6
2015-03-24,132.5
2015-03-25,136.35
2015-03-26,133.3
2015-03-27,131.55
2015-03-30,131.95
2015-03-31,132.05
2015-04-01,133.2
2015-04-06,130.2
2015-04-07,130.5
2015-04-08,130.5
2015-04-09,130.25
2015-04-10,128.7
2015-04-13,129.3
2015-04-15,132.55
2015-04-16,131.1
2015-04-17,131.65
2015-04-20,128.0
2015-04-21,127.95
2015-04-22,127.9
2015-04-23,129.05
2015-04-24,126.3
2015-04-27,122.6
2015-04-28,127.2
2015-04-29,130.75
2015-04-30,131.4
2015-05-04,136.5
2015-05-05,134.7
2015-05-06,128.3
2015-05-07,125.85
2015-05-08,131.3
2015-05-11,135.05
2015-05-12,130.25
2015-05-13,131.9
2015-05-14,136.85
2015-05-15,138.8
2015-05-18,136.75
2015-05-19,138.4
2015-05-20,140.95
2015-05-21,142.5
2015-05-22,140.45
2015-05-25,141.05
2015-05-26,141.5
2015-05-27,144.45
2015-05-28,142.85
2015-05-29,142.9
2015-06-01,142.85
2015-06-02,138.9
2015-06-03,137.9
2015-06-04,135.8
2015-06-05,135.35
2015-06-08,132.75
2015-06-09,135.95
2015-06-10,136.35
2015-06-11,131.95
2015-06-12,131.75
2015-06-15,132.4
2015-06-16,135.2
2015-06-17,140.9
2015-06-18,140.6
2015-06-19,141.6
2015-06-22,143.6
2015-06-23,142.35
2015-06-24,141.45
2015-06-25,149.5
2015-06-26,147.45
2015-06-29,147.2
2015-06-30,147.8
2015-07-01,150.05
2015-07-02,154.05
2015-07-03,154.55
2015-07-06,155.9
2015-07-07,153.8
2015-07-08,75.4
2015-07-09,76.1
2015-07-10,76.05
2015-07-13,78.4
2015-07-14,77.95
2015-07-15,77.6
2015-07-16,76.65
2015-07-17,75.8
2015-07-20,70.7
2015-07-21,69.65
2015-07-22,70.45
2015-07-23,69.9
2015-07-24,69.7
2015-07-27,68.25
2015-07-28,68.6
2015-07-29,68.5
2015-07-30,68.4
2015-07-31,67.75
2015-08-03,67.7
2015-08-04,67.5
2015-08-05,68.45
2015-08-06,67.6
2015-08-07,67.95
2015-08-10,67.2
2015-08-11,67.4
2015-08-12,65.15
2015-08-13,64.6
2015-08-14,67.2
2015-08-17,67.7
2015-08-18,67.45
2015-08-19,67.3
2015-08-20,66.7
2015-08-21,67.0
2015-08-24,60.95
2015-08-25,62.5
2015-08-26,60.75
2015-08-27,61.7
2015-08-28,62.45
2015-08-31,61.4
2015-09-01,59.25
2015-09-02,59.2
2015-09-03,59.35
2015-09-04,57.7
2015-09-07,57.2
2015-09-08,58.2
2015-09-09,59.7
2015-09-10,59.65
2015-09-11,60.4
2015-09-14,61.05
2015-09-15,60.0
2015-09-16,60.4
2015-09-18,63.2
2015-09-21,65.4
2015-09-22,63.6
2015-09-23,64.0
2015-09-24,64.45
2015-09-28,64.15
2015-09-29,64.55
2015-09-30,63.95
2015-10-01,65.35
2015-10-05,65.05
2015-10-06,65.15
2015-10-07,65.05
2015-10-08,64.5
2015-10-09,64.3
2015-10-12,66.3
2015-10-13,64.65
2015-10-14,64.4
2015-10-15,64.35
2015-10-16,64.55
2015-10-19,64.9
2015-10-20,65.45
2015-10-21,57.45
2015-10-23,57.05
2015-10-26,57.1
2015-10-27,56.55
2015-10-28,56.25
2015-10-29,55.15
2015-10-30,54.25
2015-11-02,54.75
2015-11-03,55.2
2015-11-04,55.2
2015-11-05,54.7
2015-11-06,54.6
2015-11-09,54.15
2015-11-10,53.65
2015-11-11,54.05
2015-11-13,53.7
2015-11-16,56.75
2015-11-17,56.8
2015-11-18,55.55
2015-11-19,56.95
2015-11-20,56.4
2015-11-23,56.95
2015-11-24,56.9
2015-11-26,56.75
2015-11-27,58.75
2015-11-30,58.7
2015-12-01,58.9
2015-12-02,57.35
2015-12-03,57.0
2015-12-04,56.8
2015-12-07,57.55
2015-12-08,57.5
2015-12-09,55.0
2015-12-10,55.45
2015-12-11,54.4
2015-12-14,53.35
2015-12-15,53.75
2015-12-16,54.3
2015-12-17,55.15
2015-12-18,55.1
2015-12-21,56.3
2015-12-22,56.1
2015-12-23,56.45
2015-12-24,56.2
2015-12-28,56.75
2015-12-29,56.85
2015-12-30,56.4
2015-12-31,56.0
