Date,EIDPARRY
2015-01-01,199.05
2015-01-02,199.5
2015-01-05,198.5
2015-01-06,192.8
2015-01-07,190.7
2015-01-08,191.7
2015-01-09,187.8
2015-01-12,188.3
2015-01-13,186.5
2015-01-14,184.8
2015-01-15,187.6
2015-01-16,190.35
2015-01-19,189.7
2015-01-20,189.85
2015-01-21,189.9
2015-01-22,191.8
2015-01-23,187.65
2015-01-27,193.65
2015-01-28,189.65
2015-01-29,190.25
2015-01-30,192.9
2015-02-02,186.45
2015-02-03,183.65
2015-02-04,179.85
2015-02-05,172.65
2015-02-06,169.2
2015-02-09,176.3
2015-02-10,185.75
2015-02-11,185.05
2015-02-12,181.25
2015-02-13,181.35
2015-02-16,175.15
2015-02-18,182.55
2015-02-19,180.5
2015-02-20,180.85
2015-02-23,178.6
2015-02-24,175.65
2015-02-25,176.7
2015-02-26,177.2
2015-02-27,177.95
2015-02-28,176.05
2015-03-02,175.6
2015-03-03,179.6
2015-03-04,176.25
2015-03-05,179.55
2015-03-09,178.05
2015-03-10,179.05
2015-03-11,176.95
2015-03-12,184.4
2015-03-13,179.55
2015-03-16,178.9
2015-03-17,177.0
2015-03-18,178.3
2015-03-19,183.4
2015-03-20,173.3
2015-03-23,164.95
2015-03-24,163.9
2015-03-25,163.45
2015-03-26,162.75
2015-03-27,167.6
2015-03-30,169.3
2015-03-31,175.15
2015-04-01,171.2
2015-04-06,171.95
2015-04-07,169.85
2015-04-08,172.9
2015-04-09,172.9
2015-04-10,172.55
2015-04-13,170.15
2015-04-15,171.5
2015-04-16,170.0
2015-04-17,171.95
2015-04-20,168.6
2015-04-21,167.15
2015-04-22,164.3
2015-04-23,167.85
2015-04-24,160.7
2015-04-27,159.85
2015-04-28,160.0
2015-04-29,163.55
2015-04-30,163.45
2015-05-04,169.75
2015-05-05,165.5
2015-05-06,160.15
2015-05-07,156.7
2015-05-08,159.5
2015-05-11,163.8
2015-05-12,162.35
2015-05-13,160.95
2015-05-14,159.25
2015-05-15,161.95
2015-05-18,163.6
2015-05-19,163.0
2015-05-20,159.6
2015-05-21,158.5
2015-05-22,158.25
2015-05-25,158.85
2015-05-26,157.15
2015-05-27,159.05
2015-05-28,157.35
2015-05-29,162.1
2015-06-01,162.65
2015-06-02,158.4
2015-06-03,155.7
2015-06-04,157.0
2015-06-05,156.65
2015-06-08,152.55
2015-06-09,151.6
2015-06-10,160.25
2015-06-11,152.75
2015-06-12,152.8
2015-06-15,152.6
2015-06-16,148.9
2015-06-17,146.8
2015-06-18,147.0
2015-06-19,144.9
2015-06-22,144.65
2015-06-23,143.9
2015-06-24,143.55
2015-06-25,141.95
2015-06-26,143.1
2015-06-29,140.3
2015-06-30,140.95
2015-07-01,143.75
2015-07-02,143.4
2015-07-03,145.1
2015-07-06,149.75
2015-07-07,150.15
2015-07-08,148.45
2015-07-09,146.75
2015-07-10,144.85
2015-07-13,146.55
2015-07-14,149.45
2015-07-15,148.4
2015-07-16,157.95
2015-07-17,152.8
2015-07-20,153.15
2015-07-21,151.85
2015-07-22,153.75
2015-07-23,153.9
2015-07-24,151.05
2015-07-27,147.05
2015-07-28,144.75
2015-07-29,143.15
2015-07-30,149.15
2015-07-31,148.2
2015-08-03,151.55
2015-08-04,148.8
2015-08-05,147.05
2015-08-06,148.05
2015-08-07,146.7
2015-08-10,148.5
2015-08-11,147.2
2015-08-12,145.1
2015-08-13,145.95
2015-08-14,146.15
2015-08-17,145.1
2015-08-18,144.0
2015-08-19,142.65
2015-08-20,141.65
2015-08-21,137.9
2015-08-24,132.85
2015-08-25,133.05
2015-08-26,138.6
2015-08-27,136.9
2015-08-28,138.25
2015-08-31,133.45
2015-09-01,128.9
2015-09-02,132.3
2015-09-03,130.3
2015-09-04,129.1
2015-09-07,127.9
2015-09-08,126.05
2015-09-09,127.0
2015-09-10,126.9
2015-09-11,128.5
2015-09-14,127.65
2015-09-15,127.7
2015-09-16,127.45
2015-09-18,132.75
2015-09-21,135.6
2015-09-22,136.1
2015-09-23,132.8
2015-09-24,131.75
2015-09-28,134.35
2015-09-29,132.25
2015-09-30,131.3
2015-10-01,131.0
2015-10-05,132.45
2015-10-06,136.85
2015-10-07,140.2
2015-10-08,145.0
2015-10-09,152.95
2015-10-12,151.2
2015-10-13,160.15
2015-10-14,159.05
2015-10-15,163.0
2015-10-16,160.85
2015-10-19,172.35
2015-10-20,179.85
2015-10-21,175.35
2015-10-23,175.95
2015-10-26,178.7
2015-10-27,177.3
2015-10-28,176.2
2015-10-29,176.45
2015-10-30,173.75
2015-11-02,176.2
2015-11-03,186.25
2015-11-04,183.05
2015-11-05,172.4
2015-11-06,169.55
2015-11-09,174.75
2015-11-10,168.5
2015-11-11,176.8
2015-11-13,181.7
2015-11-16,191.0
2015-11-17,209.0
2015-11-18,201.7
2015-11-19,195.0
2015-11-20,193.7
2015-11-23,193.6
2015-11-24,194.8
2015-11-26,191.9
2015-11-27,190.2
2015-11-30,185.7
2015-12-01,186.55
2015-12-02,191.8
2015-12-03,188.15
2015-12-04,184.35
2015-12-07,185.3
2015-12-08,183.0
2015-12-09,175.1
2015-12-10,175.5
2015-12-11,173.8
2015-12-14,174.0
2015-12-15,185.05
2015-12-16,181.6
2015-12-17,189.95
2015-12-18,189.95
2015-12-21,193.65
2015-12-22,197.55
2015-12-23,193.9
2015-12-24,195.1
2015-12-28,192.7
2015-12-29,194.25
2015-12-30,197.05
2015-12-31,198.45
