Date,AMJLAND
2015-01-01,14.5
2015-01-02,14.25
2015-01-05,14.9
2015-01-07,14.3
2015-01-09,14.15
2015-01-12,14.1
2015-01-13,14.8
2015-01-14,14.2
2015-01-15,14.2
2015-01-16,15.65
2015-01-19,17.05
2015-01-20,16.75
2015-01-21,16.3
2015-01-22,15.8
2015-01-23,14.9
2015-01-27,15.1
2015-01-28,15.05
2015-01-29,14.8
2015-01-30,14.7
2015-02-02,14.95
2015-02-03,15.1
2015-02-04,14.9
2015-02-05,14.9
2015-02-06,15.4
2015-02-10,15.05
2015-02-12,15.0
2015-02-13,15.0
2015-02-16,15.3
2015-02-18,14.8
2015-02-19,15.05
2015-02-20,14.6
2015-02-23,16.15
2015-02-24,16.1
2015-02-25,15.6
2015-02-26,15.45
2015-02-27,15.7
2015-02-28,15.65
2015-03-02,18.75
2015-03-03,18.55
2015-03-04,17.2
2015-03-05,17.6
2015-03-09,21.1
2015-03-10,22.15
2015-03-11,23.25
2015-03-12,24.35
2015-03-13,23.5
2015-03-16,22.1
2015-03-17,22.8
2015-03-18,23.45
2015-03-19,23.1
2015-03-20,22.65
2015-03-23,22.85
2015-03-24,22.65
2015-03-25,22.0
2015-03-26,21.0
2015-03-27,21.75
2015-03-30,22.5
2015-03-31,23.25
2015-04-01,25.0
2015-04-06,25.0
2015-04-07,24.85
2015-04-08,25.2
2015-04-09,25.45
2015-04-10,26.9
2015-04-13,27.8
2015-04-15,27.35
2015-04-16,26.9
2015-04-17,26.15
2015-04-20,26.55
2015-04-21,25.8
2015-04-22,26.1
2015-04-23,25.7
2015-04-24,25.7
2015-04-27,23.95
2015-04-28,24.1
2015-04-29,23.95
2015-04-30,24.2
2015-05-04,24.8
2015-05-05,24.5
2015-05-06,23.6
2015-05-07,23.5
2015-05-08,23.4
2015-05-11,23.55
2015-05-12,24.25
2015-05-13,24.55
2015-05-14,23.9
2015-05-15,23.6
2015-05-18,23.95
2015-05-19,24.35
2015-05-20,24.75
2015-05-21,25.0
2015-05-22,24.1
2015-05-25,24.45
2015-05-26,23.7
2015-05-27,24.0
2015-05-28,23.85
2015-05-29,24.0
2015-06-01,24.55
2015-06-02,23.7
2015-06-03,24.0
2015-06-04,23.75
2015-06-05,25.15
2015-06-08,25.95
2015-06-09,25.45
2015-06-10,26.0
2015-06-11,26.0
2015-06-12,26.05
2015-06-15,25.75
2015-06-16,25.15
2015-06-17,25.5
2015-06-18,25.95
2015-06-19,26.1
2015-06-22,25.95
2015-06-23,28.15
2015-06-24,28.6
2015-06-25,30.05
2015-06-26,30.45
2015-06-29,28.65
2015-06-30,29.45
2015-07-01,29.5
2015-07-02,29.45
2015-07-03,29.1
2015-07-06,34.6
2015-07-07,34.7
2015-07-08,33.85
2015-07-09,33.5
2015-07-10,33.85
2015-07-13,33.4
2015-07-14,32.45
2015-07-15,32.45
2015-07-16,31.75
2015-07-17,31.3
2015-07-20,31.5
2015-07-21,33.55
2015-07-22,34.05
2015-07-23,34.1
2015-07-24,35.25
2015-07-27,34.2
2015-07-28,35.3
2015-07-29,35.2
2015-07-30,35.65
2015-07-31,35.55
2015-08-03,32.45
2015-08-04,32.95
2015-08-05,33.25
2015-08-06,31.5
2015-08-07,31.8
2015-08-10,32.15
2015-08-11,30.95
2015-08-12,30.6
2015-08-13,30.7
2015-08-14,30.3
2015-08-17,29.0
2015-08-18,28.85
2015-08-19,29.0
2015-08-20,29.9
2015-08-21,30.4
2015-08-24,28.6
2015-08-25,28.85
2015-08-26,28.7
2015-08-27,28.75
2015-08-28,28.5
2015-08-31,27.55
2015-09-01,26.85
2015-09-02,26.25
2015-09-03,26.5
2015-09-04,25.7
2015-09-07,26.4
2015-09-08,26.0
2015-09-09,25.8
2015-09-10,25.5
2015-09-11,25.8
2015-09-14,27.4
2015-09-15,26.6
2015-09-16,26.55
2015-09-18,26.05
2015-09-21,27.75
2015-09-22,28.4
2015-09-23,28.65
2015-09-24,28.3
2015-09-28,28.15
2015-09-29,27.85
2015-09-30,28.25
2015-10-01,28.3
2015-10-05,27.75
2015-10-06,28.0
2015-10-07,28.75
2015-10-08,28.1
2015-10-09,28.2
2015-10-12,28.0
2015-10-13,28.35
2015-10-14,27.8
2015-10-15,27.05
2015-10-16,26.5
2015-10-19,25.05
2015-10-20,25.5
2015-10-21,25.4
2015-10-23,26.5
2015-10-26,27.5
2015-10-27,28.05
2015-10-28,29.25
2015-10-29,28.7
2015-10-30,27.8
2015-11-02,33.35
2015-11-03,31.0
2015-11-04,31.45
2015-11-05,29.65
2015-11-06,29.95
2015-11-09,31.7
2015-11-10,31.2
2015-11-11,31.3
2015-11-13,32.55
2015-11-16,33.15
2015-11-17,32.6
2015-11-18,32.9
2015-11-19,34.9
2015-11-20,36.2
2015-11-23,38.9
2015-11-24,40.15
2015-11-26,40.85
2015-11-27,39.25
2015-11-30,38.9
2015-12-01,39.05
2015-12-02,44.9
2015-12-03,43.2
2015-12-04,47.05
2015-12-07,51.5
2015-12-08,49.45
2015-12-09,42.55
2015-12-10,44.9
2015-12-11,44.6
2015-12-14,44.75
2015-12-15,46.75
2015-12-16,46.35
2015-12-17,48.15
2015-12-18,47.85
2015-12-21,50.75
2015-12-22,52.9
2015-12-23,50.75
2015-12-24,51.5
2015-12-28,51.25
2015-12-29,51.85
2015-12-30,50.7
2015-12-31,50.35
