Date,TORNTPHARM
2015-01-01,1145.5
2015-01-02,1192.5
2015-01-05,1187.2
2015-01-06,1132.6
2015-01-07,1126.55
2015-01-08,1147.5
2015-01-09,1184.35
2015-01-12,1138.2
2015-01-13,1147.95
2015-01-14,1125.6
2015-01-15,1116.05
2015-01-16,1097.05
2015-01-19,1111.75
2015-01-20,1139.8
2015-01-21,1122.25
2015-01-22,1145.8
2015-01-23,1143.25
2015-01-27,1181.95
2015-01-28,1211.95
2015-01-29,1138.4
2015-01-30,1099.7
2015-02-02,1134.6
2015-02-03,1135.3
2015-02-04,1124.85
2015-02-05,1107.1
2015-02-06,1078.65
2015-02-09,1101.2
2015-02-10,1140.4
2015-02-11,1142.9
2015-02-12,1151.5
2015-02-13,1148.9
2015-02-16,1131.75
2015-02-18,1144.85
2015-02-19,1122.35
2015-02-20,1118.75
2015-02-23,1116.8
2015-02-24,1100.8
2015-02-25,1103.15
2015-02-26,1070.95
2015-02-27,1043.15
2015-02-28,1074.4
2015-03-02,1058.65
2015-03-03,1081.45
2015-03-04,1094.2
2015-03-05,1101.8
2015-03-09,1091.65
2015-03-10,1099.1
2015-03-11,1078.75
2015-03-12,1094.15
2015-03-13,1088.8
2015-03-16,1137.8
2015-03-17,1134.75
2015-03-18,1141.05
2015-03-19,1145.95
2015-03-20,1131.9
2015-03-23,1138.95
2015-03-24,1118.9
2015-03-25,1148.55
2015-03-26,1134.35
2015-03-27,1138.25
2015-03-30,1146.05
2015-03-31,1158.6
2015-04-01,1195.5
2015-04-06,1243.15
2015-04-07,1240.2
2015-04-08,1262.75
2015-04-09,1236.85
2015-04-10,1244.3
2015-04-13,1274.8
2015-04-15,1303.7
2015-04-16,1309.4
2015-04-17,1281.25
2015-04-20,1236.0
2015-04-21,1174.55
2015-04-22,1212.25
2015-04-23,1213.75
2015-04-24,1217.5
2015-04-27,1169.95
2015-04-28,1191.05
2015-04-29,1215.5
2015-04-30,1201.85
2015-05-04,1171.6
2015-05-05,1180.7
2015-05-06,1199.8
2015-05-07,1205.2
2015-05-08,1197.6
2015-05-11,1193.85
2015-05-12,1179.4
2015-05-13,1263.3
2015-05-14,1254.35
2015-05-15,1257.55
2015-05-18,1226.45
2015-05-19,1274.9
2015-05-20,1245.6
2015-05-21,1245.7
2015-05-22,1239.0
2015-05-25,1236.4
2015-05-26,1239.8
2015-05-27,1239.3
2015-05-28,1238.85
2015-05-29,1204.75
2015-06-01,1222.65
2015-06-02,1210.05
2015-06-03,1203.6
2015-06-04,1210.15
2015-06-05,1231.55
2015-06-08,1229.0
2015-06-09,1241.05
2015-06-10,1269.75
2015-06-11,1287.35
2015-06-12,1280.6
2015-06-15,1278.95
2015-06-16,1256.35
2015-06-17,1297.25
2015-06-18,1337.7
2015-06-19,1334.65
2015-06-22,1346.25
2015-06-23,1343.7
2015-06-24,1346.3
2015-06-25,1344.2
2015-06-26,1340.05
2015-06-29,1294.0
2015-06-30,1301.45
2015-07-01,1322.9
2015-07-02,1316.45
2015-07-03,1321.7
2015-07-06,1319.9
2015-07-07,1324.85
2015-07-08,1317.0
2015-07-09,1291.9
2015-07-10,1328.7
2015-07-13,1329.7
2015-07-14,1328.35
2015-07-15,1322.0
2015-07-16,1326.5
2015-07-17,1333.45
2015-07-20,1336.35
2015-07-21,1321.45
2015-07-22,1329.2
2015-07-23,1327.65
2015-07-24,1365.05
2015-07-27,1390.4
2015-07-28,1397.4
2015-07-29,1421.3
2015-07-30,1436.0
2015-07-31,1441.65
