Date,SAREGAMA
2015-01-01,148.95
2015-01-02,151.75
2015-01-05,154.6
2015-01-06,148.0
2015-01-07,147.15
2015-01-08,150.05
2015-01-09,150.35
2015-01-12,157.55
2015-01-13,159.45
2015-01-14,163.35
2015-01-15,166.45
2015-01-16,169.1
2015-01-19,170.55
2015-01-20,173.65
2015-01-21,167.3
2015-01-22,172.7
2015-01-23,170.85
2015-01-27,165.8
2015-01-28,159.45
2015-01-29,158.3
2015-01-30,159.05
2015-02-02,160.55
2015-02-03,162.4
2015-02-04,165.15
2015-02-05,160.35
2015-02-06,156.65
2015-02-09,154.5
2015-02-10,154.5
2015-02-11,158.25
2015-02-12,161.6
2015-02-13,163.5
2015-02-16,156.2
2015-02-18,158.6
2015-02-19,156.6
2015-02-20,154.3
2015-02-23,154.65
2015-02-24,152.75
2015-02-25,145.05
2015-02-26,144.65
2015-02-27,146.55
2015-02-28,143.35
2015-03-02,145.0
2015-03-03,146.15
2015-03-04,140.75
2015-03-05,143.7
2015-03-09,136.55
2015-03-10,133.95
2015-03-11,135.25
2015-03-12,137.15
2015-03-13,132.55
2015-03-16,130.6
2015-03-17,129.15
2015-03-18,133.7
2015-03-19,133.05
2015-03-20,131.05
2015-03-23,128.05
2015-03-24,125.85
2015-03-25,123.05
2015-03-26,120.3
2015-03-27,117.4
2015-03-30,122.3
2015-03-31,122.35
2015-04-01,127.25
2015-04-06,136.3
2015-04-07,133.85
2015-04-08,140.9
2015-04-09,142.45
2015-04-10,156.95
2015-04-13,152.9
2015-04-15,149.25
2015-04-16,143.95
2015-04-17,144.75
2015-04-20,147.4
2015-04-21,144.1
2015-04-22,146.7
2015-04-23,142.8
2015-04-24,137.4
2015-04-27,137.9
2015-04-28,144.0
2015-04-29,143.55
2015-04-30,145.55
2015-05-04,151.3
2015-05-05,160.65
2015-05-06,154.75
2015-05-07,149.9
2015-05-08,158.0
2015-05-11,161.1
2015-05-12,157.85
2015-05-13,159.35
2015-05-14,158.9
2015-05-15,156.5
2015-05-18,161.65
2015-05-19,161.9
2015-05-20,165.6
2015-05-21,164.9
2015-05-22,164.05
2015-05-25,164.0
2015-05-26,165.0
2015-05-27,162.55
2015-05-28,162.8
2015-05-29,158.9
2015-06-01,190.65
2015-06-02,203.85
2015-06-03,202.25
2015-06-04,203.5
2015-06-05,200.35
2015-06-08,187.75
2015-06-09,187.65
2015-06-10,191.45
2015-06-11,180.7
2015-06-12,181.9
2015-06-15,177.05
2015-06-16,180.65
2015-06-17,186.25
2015-06-18,188.4
2015-06-19,192.45
2015-06-22,188.2
2015-06-23,187.35
2015-06-24,188.25
2015-06-25,188.2
2015-06-26,189.35
2015-06-29,188.3
2015-06-30,193.05
2015-07-01,195.4
2015-07-02,234.45
2015-07-03,252.5
2015-07-06,291.15
2015-07-07,292.05
2015-07-08,314.25
2015-07-09,310.15
2015-07-10,330.95
2015-07-13,344.1
2015-07-14,337.6
2015-07-15,366.4
2015-07-16,384.75
2015-07-17,392.2
2015-07-20,399.8
2015-07-21,381.2
2015-07-22,417.65
2015-07-23,438.5
2015-07-24,460.4
2015-07-27,474.5
2015-07-28,497.2
2015-07-29,477.9
2015-07-30,454.05
2015-07-31,436.0
2015-08-03,434.7
2015-08-04,456.4
2015-08-05,466.6
2015-08-06,444.05
2015-08-07,487.65
2015-08-10,470.0
2015-08-11,460.25
2015-08-12,437.65
2015-08-13,443.9
2015-08-14,449.55
2015-08-17,422.4
2015-08-18,428.95
2015-08-19,412.8
2015-08-20,377.7
2015-08-21,381.4
2015-08-24,343.3
2015-08-25,315.45
2015-08-26,320.65
2015-08-27,336.65
2015-08-28,342.55
2015-08-31,346.8
2015-09-01,332.7
2015-09-02,329.25
2015-09-03,345.7
2015-09-04,348.0
2015-09-07,330.6
2015-09-08,320.85
2015-09-09,336.85
2015-09-10,343.75
2015-09-11,351.4
2015-09-14,349.9
2015-09-15,352.25
2015-09-16,346.5
2015-09-18,359.7
2015-09-21,366.05
2015-09-22,358.75
2015-09-23,358.95
2015-09-24,354.95
2015-09-28,337.9
2015-09-29,321.15
2015-09-30,321.55
2015-10-01,314.8
2015-10-05,346.25
2015-10-06,352.4
2015-10-07,360.65
2015-10-08,352.95
2015-10-09,373.95
2015-10-12,361.05
2015-10-13,362.05
2015-10-14,398.25
2015-10-15,388.7
2015-10-16,382.75
2015-10-19,380.85
2015-10-20,380.05
2015-10-21,370.3
2015-10-23,367.6
2015-10-26,361.6
2015-10-27,356.4
2015-10-28,351.95
2015-10-29,352.75
2015-10-30,333.3
2015-11-02,326.1
2015-11-03,358.1
2015-11-04,354.0
2015-11-05,337.9
2015-11-06,368.35
2015-11-09,388.75
2015-11-10,389.95
2015-11-11,386.95
2015-11-13,373.15
2015-11-16,359.5
2015-11-17,352.6
2015-11-18,351.7
2015-11-19,367.95
2015-11-20,362.15
2015-11-23,359.75
2015-11-24,359.1
2015-11-26,364.15
2015-11-27,362.95
2015-11-30,382.35
2015-12-01,404.3
2015-12-02,395.3
2015-12-03,381.05
2015-12-04,374.3
2015-12-07,371.5
2015-12-08,363.35
2015-12-09,341.5
2015-12-10,359.25
2015-12-11,348.25
2015-12-14,349.6
2015-12-15,342.65
2015-12-16,334.25
2015-12-17,341.75
2015-12-18,394.5
2015-12-21,381.4
2015-12-22,370.6
2015-12-23,370.1
2015-12-24,359.5
2015-12-28,363.55
2015-12-29,362.9
2015-12-30,364.0
2015-12-31,360.05
