Date,ORIENTBELL
2015-01-01,102.35
2015-01-02,104.35
2015-01-05,103.15
2015-01-06,99.05
2015-01-07,98.9
2015-01-08,101.95
2015-01-09,102.45
2015-01-12,99.55
2015-01-13,100.2
2015-01-14,105.2
2015-01-15,103.2
2015-01-16,108.95
2015-01-19,107.95
2015-01-20,105.2
2015-01-21,105.9
2015-01-22,102.15
2015-01-23,102.3
2015-01-27,110.55
2015-01-28,108.7
2015-01-29,107.25
2015-01-30,103.45
2015-02-02,105.95
2015-02-03,104.75
2015-02-04,101.65
2015-02-05,102.15
2015-02-06,97.0
2015-02-09,94.95
2015-02-10,94.1
2015-02-11,98.8
2015-02-12,96.9
2015-02-13,97.25
2015-02-16,98.25
2015-02-18,101.4
2015-02-19,106.35
2015-02-20,111.25
2015-02-23,108.0
2015-02-24,102.75
2015-02-25,104.2
2015-02-26,103.95
2015-02-27,105.9
2015-02-28,106.1
2015-03-02,116.25
2015-03-03,123.4
2015-03-04,118.8
2015-03-05,122.5
2015-03-09,127.7
2015-03-10,149.05
2015-03-11,141.3
2015-03-12,145.25
2015-03-13,139.2
2015-03-16,152.4
2015-03-17,154.8
2015-03-18,169.05
2015-03-19,163.1
2015-03-20,150.5
2015-03-23,149.95
2015-03-24,148.9
2015-03-25,138.35
2015-03-26,137.8
2015-03-27,138.3
2015-03-30,139.7
2015-03-31,147.15
2015-04-01,146.0
2015-04-06,146.65
2015-04-07,148.0
2015-04-08,173.45
2015-04-09,160.65
2015-04-10,160.35
2015-04-13,159.3
2015-04-15,163.55
2015-04-16,162.85
2015-04-17,167.35
2015-04-20,157.9
2015-04-21,159.2
2015-04-22,159.95
2015-04-23,153.55
2015-04-24,147.05
2015-04-27,134.8
2015-04-28,138.5
2015-04-29,139.45
2015-04-30,142.95
2015-05-04,142.5
2015-05-05,139.1
2015-05-06,134.0
2015-05-07,126.7
2015-05-08,131.3
2015-05-11,128.05
2015-05-12,134.15
2015-05-13,138.05
2015-05-14,137.05
2015-05-15,133.1
2015-05-18,137.6
2015-05-19,134.9
2015-05-20,136.15
2015-05-21,138.1
2015-05-22,134.5
2015-05-25,133.95
2015-05-26,132.95
2015-05-27,130.4
2015-05-28,134.95
2015-05-29,134.75
2015-06-01,137.95
2015-06-02,134.6
2015-06-03,133.55
2015-06-04,135.9
2015-06-05,132.15
2015-06-08,128.05
2015-06-09,127.8
2015-06-10,126.85
2015-06-11,129.55
2015-06-12,129.8
2015-06-15,131.2
2015-06-16,128.65
2015-06-17,132.05
2015-06-18,134.65
2015-06-19,134.45
2015-06-22,136.2
2015-06-23,145.75
2015-06-24,149.3
2015-06-25,148.65
2015-06-26,148.55
2015-06-29,146.2
2015-06-30,146.0
2015-07-01,145.15
2015-07-02,147.0
2015-07-03,147.2
2015-07-06,149.25
2015-07-07,145.15
2015-07-08,145.25
2015-07-09,141.3
2015-07-10,144.3
2015-07-13,145.35
2015-07-14,143.1
2015-07-15,144.7
2015-07-16,143.45
2015-07-17,144.4
2015-07-20,145.45
2015-07-21,140.95
2015-07-22,147.5
2015-07-23,144.85
2015-07-24,148.2
2015-07-27,149.5
2015-07-28,151.6
2015-07-29,181.9
2015-07-30,193.85
2015-07-31,182.2
2015-08-03,179.55
2015-08-04,180.55
2015-08-05,185.1
2015-08-06,181.45
2015-08-07,180.05
2015-08-10,189.65
2015-08-11,184.1
2015-08-12,176.95
2015-08-13,164.25
2015-08-14,148.4
2015-08-17,155.1
2015-08-18,153.4
2015-08-19,152.9
2015-08-20,144.55
2015-08-21,141.45
2015-08-24,123.8
2015-08-25,121.55
2015-08-26,121.35
2015-08-27,130.2
2015-08-28,135.2
2015-08-31,129.7
2015-09-01,127.85
2015-09-02,127.05
2015-09-03,126.9
2015-09-04,120.0
2015-09-07,116.5
2015-09-08,114.95
2015-09-09,122.0
2015-09-10,118.15
2015-09-11,119.9
2015-09-14,112.0
2015-09-15,109.25
2015-09-16,108.7
2015-09-18,112.4
2015-09-21,120.7
2015-09-22,117.25
2015-09-23,120.85
2015-09-24,121.05
2015-09-28,115.7
2015-09-29,123.55
2015-09-30,127.2
2015-10-01,126.65
2015-10-05,126.8
2015-10-06,130.25
2015-10-07,129.05
2015-10-08,125.3
2015-10-09,124.45
2015-10-12,122.3
2015-10-13,127.0
2015-10-14,149.55
2015-10-15,152.55
2015-10-16,145.9
2015-10-19,142.6
2015-10-20,156.85
2015-10-21,152.5
2015-10-23,155.25
2015-10-26,148.9
2015-10-27,143.5
2015-10-28,142.75
2015-10-29,146.8
2015-10-30,141.85
2015-11-02,138.75
2015-11-03,140.25
2015-11-04,139.65
2015-11-05,139.15
2015-11-06,137.3
2015-11-09,137.85
2015-11-10,139.45
2015-11-11,141.05
2015-11-13,137.65
2015-11-16,137.7
2015-11-17,136.65
2015-11-18,137.45
2015-11-19,141.55
2015-11-20,146.85
2015-11-23,147.95
2015-11-24,151.95
2015-11-26,148.05
2015-11-27,147.8
2015-11-30,154.15
2015-12-01,160.15
2015-12-02,156.45
2015-12-03,154.75
2015-12-04,154.35
2015-12-07,152.5
2015-12-08,146.1
2015-12-09,141.55
2015-12-10,143.35
2015-12-11,143.95
2015-12-14,159.5
2015-12-15,158.4
2015-12-16,159.5
2015-12-17,163.1
2015-12-18,182.0
2015-12-21,197.15
2015-12-22,194.4
2015-12-23,196.95
2015-12-24,197.4
2015-12-28,191.05
2015-12-29,186.7
2015-12-30,178.75
2015-12-31,176.5
