Date,TATAELXSI
2015-01-01,603.75
2015-01-02,606.2
2015-01-05,617.15
2015-01-06,620.75
2015-01-07,650.75
2015-01-08,648.15
2015-01-09,672.1
2015-01-12,729.45
2015-01-13,713.35
2015-01-14,736.55
2015-01-15,748.4
2015-01-16,738.8
2015-01-19,747.6
2015-01-20,739.55
2015-01-21,801.2
2015-01-22,796.8
2015-01-23,779.1
2015-01-27,773.85
2015-01-28,764.45
2015-01-29,763.0
2015-01-30,763.85
2015-02-02,759.35
2015-02-03,791.0
2015-02-04,790.2
2015-02-05,777.45
2015-02-06,763.1
2015-02-09,773.05
2015-02-10,779.45
2015-02-11,797.1
2015-02-12,853.5
2015-02-13,869.7
2015-02-16,1012.15
2015-02-18,994.95
2015-02-19,998.8
2015-02-20,982.35
2015-02-23,1049.9
2015-02-24,1033.8
2015-02-25,1023.7
2015-02-26,1058.6
2015-02-27,1060.9
2015-02-28,1113.0
2015-03-02,1158.95
2015-03-03,1390.7
2015-03-04,1372.35
2015-03-05,1439.75
2015-03-09,1388.9
2015-03-10,1281.35
2015-03-11,1255.2
2015-03-12,1292.75
2015-03-13,1229.15
2015-03-16,1206.7
2015-03-17,1203.9
2015-03-18,1210.15
2015-03-19,1198.0
2015-03-20,1092.0
2015-03-23,1105.2
2015-03-24,1102.15
2015-03-25,1077.3
2015-03-26,1048.55
2015-03-27,1125.6
2015-03-30,1176.2
2015-03-31,1157.25
2015-04-01,1272.95
2015-04-06,1296.05
2015-04-07,1307.15
2015-04-08,1362.15
2015-04-09,1340.0
2015-04-10,1330.55
2015-04-13,1323.3
2015-04-15,1304.0
2015-04-16,1319.1
2015-04-17,1266.05
2015-04-20,1152.75
2015-04-21,1130.25
2015-04-22,1156.4
2015-04-23,1121.8
2015-04-24,1054.85
2015-04-27,1003.75
2015-04-28,1100.55
2015-04-29,1135.6
2015-04-30,1108.05
2015-05-04,1148.8
2015-05-05,1188.3
2015-05-06,1109.75
2015-05-07,1080.85
2015-05-08,1112.35
2015-05-11,1134.95
2015-05-12,1117.25
2015-05-13,1153.15
2015-05-14,1150.65
2015-05-15,1144.15
2015-05-18,1151.85
2015-05-19,1192.9
2015-05-20,1188.85
2015-05-21,1170.85
2015-05-22,1233.85
2015-05-25,1232.7
2015-05-26,1240.75
2015-05-27,1241.1
2015-05-28,1247.8
2015-05-29,1265.0
2015-06-01,1265.45
2015-06-02,1193.25
2015-06-03,1123.65
2015-06-04,1129.2
2015-06-05,1127.65
2015-06-08,1080.85
2015-06-09,1112.0
2015-06-10,1125.4
2015-06-11,1075.15
2015-06-12,1083.9
2015-06-15,1087.9
2015-06-16,1103.65
2015-06-17,1117.7
2015-06-18,1138.25
2015-06-19,1200.95
2015-06-22,1220.5
2015-06-23,1200.35
2015-06-24,1229.35
2015-06-25,1239.5
2015-06-26,1226.75
2015-06-29,1180.95
2015-06-30,1202.75
2015-07-01,1215.45
2015-07-02,1206.95
2015-07-03,1220.25
2015-07-06,1215.45
2015-07-07,1236.4
2015-07-08,1206.15
2015-07-09,1200.0
2015-07-10,1208.3
2015-07-13,1218.35
2015-07-14,1291.7
2015-07-15,1289.55
2015-07-16,1330.0
2015-07-17,1330.15
2015-07-20,1359.3
2015-07-21,1389.0
2015-07-22,1419.55
2015-07-23,1415.45
2015-07-24,1591.6
2015-07-27,1672.5
2015-07-28,1615.1
2015-07-29,1638.25
2015-07-30,1732.95
2015-07-31,1705.2
2015-08-03,1801.55
2015-08-04,1879.0
2015-08-05,1850.95
2015-08-06,1831.2
2015-08-07,1878.05
2015-08-10,1832.1
2015-08-11,1724.45
2015-08-12,1703.85
2015-08-13,1700.65
2015-08-14,1755.6
2015-08-17,1784.2
2015-08-18,2134.85
2015-08-19,2194.2
2015-08-20,2099.25
2015-08-21,2059.15
2015-08-24,1691.8
2015-08-25,1765.5
2015-08-26,1790.65
2015-08-27,1853.1
2015-08-28,1864.95
2015-08-31,1838.45
2015-09-01,1807.4
2015-09-02,1848.5
2015-09-03,1866.8
2015-09-04,1769.1
2015-09-07,1723.9
2015-09-08,1880.75
2015-09-09,1948.1
2015-09-10,1927.8
2015-09-11,1972.35
2015-09-14,1999.2
2015-09-15,1913.1
2015-09-16,1861.6
2015-09-18,1877.0
2015-09-21,1917.45
2015-09-22,1879.6
2015-09-23,1894.2
2015-09-24,1886.55
2015-09-28,1881.85
2015-09-29,1870.3
2015-09-30,1879.95
2015-10-01,1880.6
2015-10-05,1943.05
2015-10-06,1952.5
2015-10-07,1916.65
2015-10-08,1853.65
2015-10-09,1825.1
2015-10-12,1783.35
2015-10-13,1842.45
2015-10-14,1847.9
2015-10-15,1822.0
2015-10-16,1846.3
2015-10-19,1842.1
2015-10-20,1867.0
2015-10-21,1861.95
2015-10-23,1849.3
2015-10-26,1838.05
2015-10-27,1851.05
2015-10-28,1859.55
2015-10-29,1854.55
2015-10-30,1826.5
2015-11-02,1819.2
2015-11-03,1815.2
2015-11-04,1817.2
2015-11-05,1761.0
2015-11-06,1755.55
2015-11-09,1833.5
2015-11-10,1772.15
2015-11-11,1789.75
2015-11-13,1765.5
2015-11-16,1800.05
2015-11-17,1784.1
2015-11-18,1738.75
2015-11-19,1772.7
2015-11-20,1762.05
2015-11-23,1847.5
2015-11-24,1866.05
2015-11-26,1877.6
2015-11-27,1961.05
2015-11-30,2031.7
2015-12-01,2004.95
2015-12-02,1970.15
2015-12-03,1996.8
2015-12-04,1976.15
2015-12-07,1979.8
2015-12-08,1956.1
2015-12-09,1848.0
2015-12-10,1939.0
2015-12-11,1989.5
2015-12-14,2125.2
2015-12-15,2186.95
2015-12-16,2176.55
2015-12-17,2251.4
2015-12-18,2196.55
2015-12-21,2209.65
2015-12-22,2261.35
2015-12-23,2283.35
2015-12-24,2267.85
2015-12-28,2246.55
2015-12-29,2257.2
2015-12-30,2243.0
2015-12-31,2244.05
