Date,KAJARIACER
2015-01-01,601.2
2015-01-02,618.2
2015-01-05,617.85
2015-01-06,592.65
2015-01-07,595.45
2015-01-08,598.55
2015-01-09,599.65
2015-01-12,623.3
2015-01-13,621.1
2015-01-14,636.2
2015-01-15,642.35
2015-01-16,655.15
2015-01-19,674.05
2015-01-20,701.2
2015-01-21,738.35
2015-01-22,729.95
2015-01-23,700.65
2015-01-27,709.25
2015-01-28,722.95
2015-01-29,728.25
2015-01-30,727.55
2015-02-02,728.85
2015-02-03,732.95
2015-02-04,718.15
2015-02-05,750.4
2015-02-06,766.45
2015-02-09,772.8
2015-02-10,798.85
2015-02-11,794.35
2015-02-12,793.65
2015-02-13,808.75
2015-02-16,818.45
2015-02-18,801.8
2015-02-19,768.4
2015-02-20,744.75
2015-02-23,752.25
2015-02-24,783.45
2015-02-25,793.6
2015-02-26,763.45
2015-02-27,812.9
2015-02-28,800.75
2015-03-02,821.1
2015-03-03,824.4
2015-03-04,809.4
2015-03-05,805.9
2015-03-09,777.9
2015-03-10,764.7
2015-03-11,765.6
2015-03-12,767.5
2015-03-13,767.0
2015-03-16,762.75
2015-03-17,768.55
2015-03-18,754.75
2015-03-19,756.75
2015-03-20,780.75
2015-03-23,780.65
2015-03-24,788.45
2015-03-25,778.1
2015-03-26,783.45
2015-03-27,781.15
2015-03-30,798.05
2015-03-31,807.2
2015-04-01,784.3
2015-04-06,779.9
2015-04-07,777.6
2015-04-08,774.4
2015-04-09,774.95
2015-04-10,759.5
2015-04-13,774.25
2015-04-15,756.6
2015-04-16,768.7
2015-04-17,763.4
2015-04-20,759.75
2015-04-21,765.95
2015-04-22,774.0
2015-04-23,777.85
2015-04-24,762.85
2015-04-27,708.8
2015-04-28,720.25
2015-04-29,759.05
2015-04-30,770.15
2015-05-04,779.05
2015-05-05,794.6
2015-05-06,778.4
2015-05-07,758.75
2015-05-08,764.65
2015-05-11,778.05
2015-05-12,770.2
2015-05-13,765.15
2015-05-14,765.55
2015-05-15,770.75
2015-05-18,783.05
2015-05-19,784.15
2015-05-20,815.1
2015-05-21,817.85
2015-05-22,826.8
2015-05-25,820.15
2015-05-26,831.45
2015-05-27,828.55
2015-05-28,830.95
2015-05-29,846.1
2015-06-01,849.8
2015-06-02,843.25
2015-06-03,822.4
2015-06-04,818.55
2015-06-05,815.35
2015-06-08,805.1
2015-06-09,810.0
2015-06-10,809.0
2015-06-11,762.25
2015-06-12,758.7
2015-06-15,757.75
2015-06-16,752.3
2015-06-17,760.55
2015-06-18,771.25
2015-06-19,757.7
2015-06-22,759.95
2015-06-23,761.0
2015-06-24,762.7
2015-06-25,752.1
2015-06-26,749.95
2015-06-29,729.75
2015-06-30,729.25
2015-07-01,739.25
2015-07-02,725.15
2015-07-03,723.45
2015-07-06,724.9
2015-07-07,728.35
2015-07-08,751.95
2015-07-09,749.15
2015-07-10,750.6
2015-07-13,753.6
2015-07-14,751.4
2015-07-15,769.45
2015-07-16,785.4
2015-07-17,786.7
2015-07-20,777.55
2015-07-21,781.05
2015-07-22,771.8
2015-07-23,766.55
2015-07-24,763.3
2015-07-27,749.1
2015-07-28,753.75
2015-07-29,759.8
2015-07-30,746.15
2015-07-31,745.95
2015-08-03,747.8
2015-08-04,752.45
2015-08-05,771.55
2015-08-06,776.85
2015-08-07,760.65
2015-08-10,765.55
2015-08-11,759.35
2015-08-12,753.55
2015-08-13,751.45
2015-08-14,746.6
2015-08-17,738.8
2015-08-18,742.95
2015-08-19,740.45
2015-08-20,728.05
2015-08-21,710.4
2015-08-24,648.8
2015-08-25,655.2
2015-08-26,658.9
2015-08-27,677.85
2015-08-28,683.9
2015-08-31,686.8
2015-09-01,680.7
2015-09-02,682.0
2015-09-03,696.9
2015-09-04,686.75
2015-09-07,676.8
2015-09-08,689.15
2015-09-09,704.15
2015-09-10,704.75
2015-09-11,700.55
2015-09-14,699.35
2015-09-15,702.75
2015-09-16,721.35
2015-09-18,769.45
2015-09-21,772.45
2015-09-22,763.35
2015-09-23,772.9
2015-09-24,789.55
2015-09-28,777.65
2015-09-29,773.2
2015-09-30,797.6
2015-10-01,802.05
2015-10-05,806.1
2015-10-06,807.7
2015-10-07,797.05
2015-10-08,801.75
2015-10-09,799.3
2015-10-12,807.2
2015-10-13,812.4
2015-10-14,844.7
2015-10-15,872.5
2015-10-16,878.75
2015-10-19,893.2
2015-10-20,918.1
2015-10-21,883.7
2015-10-23,879.75
2015-10-26,889.9
2015-10-27,891.75
2015-10-28,897.25
2015-10-29,902.5
2015-10-30,907.1
2015-11-02,891.55
2015-11-03,895.75
2015-11-04,872.85
2015-11-05,854.35
2015-11-06,880.55
2015-11-09,885.85
2015-11-10,864.0
2015-11-11,879.85
2015-11-13,853.65
2015-11-16,858.55
2015-11-17,863.95
2015-11-18,851.45
2015-11-19,879.65
2015-11-20,915.55
2015-11-23,925.6
2015-11-24,937.0
2015-11-26,917.85
2015-11-27,920.2
2015-11-30,944.75
2015-12-01,949.05
2015-12-02,952.0
2015-12-03,939.9
2015-12-04,937.15
2015-12-07,949.7
2015-12-08,945.15
2015-12-09,937.95
2015-12-10,949.25
2015-12-11,951.85
2015-12-14,960.85
2015-12-15,967.95
2015-12-16,961.25
2015-12-17,967.45
2015-12-18,961.05
2015-12-21,948.75
2015-12-22,969.5
2015-12-23,966.75
2015-12-24,978.0
2015-12-28,989.85
2015-12-29,989.3
2015-12-30,972.45
2015-12-31,982.5
